物品ID,物品名称（仅备注用）,分类ID,界面分类ID(控制在哪个UI分类下显示的字段，支持填多个ID),品质（-1糟糕，0普通，1稀有，2珍贵，3传说）,需要家园等级（一般用于购买限制）,系列（填stringid）,品牌（填文件夹.文件名，路径在res/ui下）,家园评分,图鉴评分,出售类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）编辑背包回收,出售价格,功能数量（用到几个功能就填几）,功能1ID,功能1值1,功能1值2,功能1值3,功能1值4,功能2ID,功能2值1,功能2值2,功能2值3,功能2值4,功能3ID,功能3值1,功能3值2,功能3值3,功能3值4,界面模型大小,占地大小(512=半格砖 1024=4分之1砖),替代描述（对应stringID，屏蔽原描述和合成配方，显示本表配置描述）
ItemID,Name,ItemType,UiType,Quality,HomeLv,Series,Brand,HomeScore,HandBookScore,SellType,SellNum,FunctionNum,Function1_ID,Function1_val1,Function1_val2,Function1_val3,Function1_val4,Function2_ID,Function2_val1,Function2_val2,Function2_val3,Function2_val4,Function3_ID,Function3_val1,Function3_val2,Function3_val3,Function3_val4,ModelSize,AreaSize,ReplaceString
3,静态水,1002,1101|1102,0,,,,,,,,2,1,1x1x1,,,,19,1,,,,,,,,,,,
1494,红色龙舌兰（苗）,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1495,橙色龙舌兰（苗）,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1496,灰色龙舌兰（苗）,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1497,粉色龙舌兰（苗）,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1498,龙血花（苗）,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1499,野蔷薇（苗）,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1500,小白菊（苗）,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1501,西瓜（苗）,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1502,南瓜（苗）,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1503,果木树苗,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1504,落叶松树苗,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1505,白杨树苗,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1506,胡桃树苗,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1507,胡杨树,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1508,胡杨树苗,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1509,芦荟,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1510,花生,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1511,大麦,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1512,芝麻,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1513,生菜,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1514,甜菜,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1515,西红柿,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1516,高丹草,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1517,甘蓝,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1518,玉米,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1519,青椒,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1520,小地星,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1521,萝卜,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1522,花椰菜,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1523,韭菜,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1524,红枣,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1525,黄瓜,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1526,油菜花,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1527,青稞,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1528,椰树,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1529,覆盆子,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1530,蛋黄果,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1531,红高粱,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1532,圆椒,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1533,豌豆,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1534,蓝莓,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1535,草莓,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1536,菠萝,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1537,葡萄,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1538,樱桃,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1539,灵芝,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1540,火龙果,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1541,五彩椒,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1542,网盖红褶伞,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1543,人参,5008,5008,0,,,,,,,,,,,,,,19,1,,,,,,,,,,,
1550,简约床,1001,1201|1204,1,,40401,,,10,2,50,1,1,2x1x1,,,,,,,,,,,,,,,2,
1551,简约沙发,1001,1201|1204,1,,40401,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,2,
1552,简约书桌,1001,1201|1204,1,,40401,,,10,2,50,1,1,1x2x1,,,,,,,,,,,,,,,2,
1553,简约餐桌,1001,1201|1204,1,,40401,,,10,2,50,1,1,3x2x1,,,,,,,,,,,,,,,,
1554,简约茶几,1001,1201|1204,1,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1555,简约洗手台,1001,1201|1204,0,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1556,简约椅子,1001,1201|1204,0,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1557,简约马桶,1001,1201|1204,0,,40401,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,,
1558,简约浴缸,1001,1201|1204,1,,40401,,,10,2,50,1,1,1x2x1,,,,,,,,,,,,,,,2,
1559,简约衣柜,1001,1201|1204,1,,40401,,,10,2,50,1,1,1x2x2,,,,,,,,,,,,,,,4,
1560,简约橱柜,1001,1201|1204,1,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1561,简约半格橱柜,1001,1201|1204,0,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,512,
1562,简约组合柜,1001,1201|1204,0,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1563,简约屏风,1001,1201|1202,0,,40401,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,2,
1564,简约立体灯,1001,1201|1202,1,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1565,简约吊灯,1001,1201|1202,1,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1566,简约壁灯,1001,1201|1202,1,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1567,简约门,1002,1101|1104,1,,40401,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,2,
1568,简约窗,1002,1101|1104,0,,40401,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,2,
1569,简约楼梯,1002,1101|1103,0,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1570,简约墙砖,1002,1101|1102,0,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1571,简约砖,1002,1101|1102,0,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1572,简约半砖,1002,1101|1102,0,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,512,
1573,简约围栏,1002,1101|1103,0,,40401,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1574,中式床,1001,1201|1204,1,,40404,,,10,2,50,1,1,2x1x1,,,,,,,,,,,,,,,2,40906
1575,中式沙发,1001,1201|1204,2,,40404,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,2,40907
1576,中式书桌,1001,1201|1204,2,,40404,,,10,2,50,1,1,1x2x1,,,,,,,,,,,,,,,2,40908
1577,中式餐桌,1001,1201|1204,1,,40404,,,10,2,50,1,1,3x2x1,,,,,,,,,,,,,,,,40909
1578,中式茶几,1001,1201|1204,1,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40910
1579,中式洗手台,1001,1201|1204,0,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40911
1580,中式椅子,1001,1201|1204,0,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40912
1581,中式马桶,1001,1201|1204,0,,40404,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,,40913
1582,中式浴缸,1001,1201|1204,1,,40404,,,10,2,50,1,1,1x2x1,,,,,,,,,,,,,,,2,40914
1583,中式衣柜,1001,1201|1204,1,,40404,,,10,2,50,1,1,1x2x2,,,,,,,,,,,,,,,4,40915
1584,中式橱柜,1001,1201|1204,2,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40916
1585,中式半格橱柜,1001,1201|1204,0,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,512,40917
1586,中式组合柜,1001,1201|1204,0,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40918
1587,中式屏风,1001,1201|1202,0,,40404,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,2,40919
1588,中式立体灯,1001,1201|1202,1,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40920
1589,中式吊灯,1001,1201|1202,1,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40921
1590,中式壁灯,1001,1201|1202,1,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40922
1591,中式门,1002,1101|1104,1,,40404,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,2,40923
1592,中式窗,1002,1101|1104,0,,40404,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,2,40924
1593,中式楼梯,1002,1101|1103,0,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40925
1594,中式墙砖,1002,1101|1102,0,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40926
1595,中式砖,1002,1101|1102,0,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40927
1596,中式半砖,1002,1101|1102,0,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,512,40928
1597,中式围栏,1002,1101|1103,0,,40404,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,40929
1598,现代床,1001,1201|1204,1,,40407,,,10,2,50,2,1,2x1x1,,,,15,1,,,,,,,,,,2,
1599,现代沙发,1001,1201|1204,2,,40407,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1600,现代书桌,1001,1201|1204,2,,40407,,,10,2,50,2,1,1x2x1,,,,15,1,,,,,,,,,,2,
1601,现代餐桌,1001,1201|1204,1,,40407,,,10,2,50,2,1,3x2x1,,,,15,1,,,,,,,,,,,
1602,现代茶几,1001,1201|1204,1,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1603,现代洗手台,1001,1201|1204,0,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1604,现代椅子,1001,1201|1204,0,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1605,现代马桶,1001,1201|1204,0,,40407,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,,
1606,现代浴缸,1001,1201|1204,1,,40407,,,10,2,50,2,1,1x2x1,,,,15,1,,,,,,,,,,2,
1607,现代衣柜,1001,1201|1204,1,,40407,,,10,2,50,2,1,1x2x2,,,,15,1,,,,,,,,,,4,
1608,现代橱柜,1001,1201|1204,2,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1609,现代半格橱柜,1001,1201|1204,0,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,512,
1610,现代组合柜,1001,1201|1204,0,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1611,现代屏风,1001,1201|1202,0,,40407,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1612,现代立体灯,1001,1201|1202,1,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1613,现代吊灯,1001,1201|1202,1,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1614,现代壁灯,1001,1201|1202,1,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1615,现代门,1002,1101|1104,1,,40407,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1616,现代窗,1002,1101|1104,0,,40407,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1617,现代楼梯,1002,1101|1103,0,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1618,现代墙砖,1002,1101|1102,0,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1619,现代砖,1002,1101|1102,0,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1620,现代半砖,1002,1101|1102,0,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,512,
1621,现代围栏,1002,1101|1103,0,,40407,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1622,童话床,1001,1201|1204,2,,40410,,,10,2,50,2,1,2x1x1,,,,15,1,,,,,,,,,,2,
1623,童话沙发,1001,1201|1204,2,,40410,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1624,童话书桌,1001,1201|1204,1,,40410,,,10,2,50,2,1,1x2x1,,,,15,1,,,,,,,,,,2,
1625,童话餐桌,1001,1201|1204,1,,40410,,,10,2,50,2,1,3x2x1,,,,15,1,,,,,,,,,,,
1626,童话茶几,1001,1201|1204,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1627,童话洗手台,1001,1201|1204,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1628,童话椅子,1001,1201|1204,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1629,童话马桶,1001,1201|1204,1,,40410,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,,
1630,童话浴缸,1001,1201|1204,1,,40410,,,10,2,50,2,1,1x2x1,,,,15,1,,,,,,,,,,2,
1631,童话衣柜,1001,1201|1204,2,,40410,,,10,2,50,2,1,1x2x2,,,,15,1,,,,,,,,,,4,
1632,童话橱柜,1001,1201|1204,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1633,童话半格橱柜,1001,1201|1204,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,512,
1634,童话组合柜,1001,1201|1204,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1635,童话屏风,1001,1201|1202,1,,40410,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1636,童话立体灯,1001,1201|1202,1,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1637,童话吊灯,1001,1201|1202,1,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1638,童话壁灯,1001,1201|1202,1,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1639,童话门,1002,1101|1104,0,,40410,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1640,童话窗,1002,1101|1104,0,,40410,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1641,童话楼梯,1002,1101|1103,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1642,童话墙砖,1002,1101|1102,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1643,童话砖,1002,1101|1102,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1644,童话半砖,1002,1101|1102,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,512,
1645,童话围栏,1002,1101|1103,0,,40410,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1646,科幻床,1001,1201|1204,2,,40413,,,10,2,50,2,1,2x1x1,,,,15,1,,,,,,,,,,2,
1647,科幻沙发,1001,1201|1204,2,,40413,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1648,科幻书桌,1001,1201|1204,1,,40413,,,10,2,50,2,1,1x2x1,,,,15,1,,,,,,,,,,2,
1649,科幻餐桌,1001,1201|1204,1,,40413,,,10,2,50,2,1,3x2x1,,,,15,1,,,,,,,,,,,
1650,科幻茶几,1001,1201|1204,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1651,科幻洗手台,1001,1201|1204,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1652,科幻椅子,1001,1201|1204,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1653,科幻马桶,1001,1201|1204,1,,40413,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,,
1654,科幻浴缸,1001,1201|1204,1,,40413,,,10,2,50,2,1,1x2x1,,,,15,1,,,,,,,,,,2,
1655,科幻衣柜,1001,1201|1204,2,,40413,,,10,2,50,2,1,1x2x2,,,,15,1,,,,,,,,,,4,
1656,科幻橱柜,1001,1201|1204,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1657,科幻半格橱柜,1001,1201|1204,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,512,
1658,科幻组合柜,1001,1201|1204,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1659,科幻屏风,1001,1201|1202,1,,40413,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1660,科幻立体灯,1001,1201|1202,1,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1661,科幻吊灯,1001,1201|1202,1,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1662,科幻壁灯,1001,1201|1202,1,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1663,科幻门,1002,1101|1104,0,,40413,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1664,科幻窗,1002,1101|1104,0,,40413,,,10,2,50,2,1,1x1x2,,,,15,1,,,,,,,,,,2,
1665,科幻楼梯,1002,1101|1103,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1666,科幻墙砖,1002,1101|1102,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1667,科幻砖,1002,1101|1102,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1668,科幻半砖,1002,1101|1102,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,512,
1669,科幻围栏,1002,1101|1103,0,,40413,,,10,2,50,2,1,1x1x1,,,,15,1,,,,,,,,,,,
1670,花瓶1,1004,1201|1202,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1671,花瓶2,1004,1201|1202,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1672,地毯,1004,1201|1202,1,,41005,,,10,2,50,3,1,3x2x1,,,,,,,,,,,,,,,6,
1673,水墨画,1004,1201|1202,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,2,
1674,装饰画,1004,1201|1202,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,2,
1675,挂饰1,1004,1201|1202,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1676,挂饰2,1004,1201|1202,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1677,书柜,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,4,
1678,冰箱1,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,2,
1679,冰箱2,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,2,
1680,冰箱3,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,2,
1681,电饭煲1,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1682,电饭煲2,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1683,电饭煲3,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1684,烤炉1,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1685,烤炉2,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1686,烤炉3,1004,1201|1204,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1687,灶台1,1003,1203,1,3,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1688,灶台2,1003,1203,2,6,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1689,灶台3,1003,1203,2,9,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1690,花瓶3,1004,1201|1202,1,,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1691,欧式床,1001,1201|1204,1,,40416,,,10,2,50,3,1,2x1x1,,,,13,2,,5000,1,,,,,,,2,
1692,欧式沙发,1001,1201|1204,2,,40416,,,10,2,50,3,1,1x1x2,,,,13,2,,10000,1,,,,,,,2,
1693,欧式书桌,1001,1201|1204,2,,40416,,,10,2,50,3,1,1x2x1,,,,13,2,,4000,1,,,,,,,2,
1694,欧式餐桌,1001,1201|1204,1,,40416,,,10,2,50,3,1,3x2x1,,,,13,2,,5000,1,,,,,,,,
1695,欧式茶几,1001,1201|1204,1,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,5000,1,,,,,,,,
1696,欧式洗手台,1001,1201|1204,0,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,3000,1,,,,,,,,
1697,欧式椅子,1001,1201|1204,0,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,2000,1,,,,,,,,
1698,欧式马桶,1001,1201|1204,0,,40416,,,10,2,50,3,1,1x1x2,,,,13,2,,6000,1,,,,,,,,
1699,欧式浴缸,1001,1201|1204,1,,40416,,,10,2,50,3,1,1x2x1,,,,13,2,,7000,1,,,,,,,2,
1700,欧式衣柜,1001,1201|1204,1,,40416,,,10,2,50,3,1,1x2x2,,,,13,2,,3000,1,,,,,,,4,
1701,欧式橱柜,1001,1201|1204,2,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,5000,1,,,,,,,,
1702,欧式半格橱柜,1001,1201|1204,0,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,2500,1,,,,,,,512,
1703,欧式组合柜,1001,1201|1204,0,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,11000,1,,,,,,,,
1704,欧式屏风,1001,1201|1202,0,,40416,,,10,2,50,3,1,1x1x2,,,,13,2,,15000,1,,,,,,,2,
1705,欧式立体灯,1001,1201|1202,1,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,9000,1,,,,,,,,
1706,欧式吊灯,1001,1201|1202,1,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,9000,1,,,,,,,,
1707,欧式壁灯,1001,1201|1202,1,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,9000,1,,,,,,,,
1708,欧式门,1002,1101|1104,1,,40416,,,10,2,50,3,1,1x1x2,,,,13,2,,3000,1,,,,,,,2,
1709,欧式窗,1002,1101|1104,0,,40416,,,10,2,50,3,1,1x1x2,,,,13,2,,2000,1,,,,,,,2,
1710,欧式楼梯,1002,1101|1103,0,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,1000,1,,,,,,,,
1711,欧式墙砖,1002,1101|1102,0,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,1000,1,,,,,,,,
1712,欧式砖,1002,1101|1102,0,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,1000,1,,,,,,,,
1713,欧式半砖,1002,1101|1102,0,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,1000,1,,,,,,,512,
1714,欧式围栏,1002,1101|1103,0,,40416,,,10,2,50,3,1,1x1x1,,,,13,2,,1000,1,,,,,,,,
1715,胡杨木,1002,1101|1105,0,,,,,10,2,10,2,1,1x1x1,,,,13,2,,200,1,,,,,,,,
1716,胡杨木板,1002,1101|1102,0,,,,,10,2,10,2,1,1x1x1,,,,13,2,,200,1,,,,,,,,
1717,胡杨树叶,1004,1101|1105,0,,,,,10,2,10,2,1,1x1x1,,,,13,2,,200,1,,,,,,,,
1718,胡杨台阶,1002,1101|1102,0,,,,,10,2,10,2,1,1x1x1,,,,13,2,,200,1,,,,,,,512,
1719,胡杨楼梯,1002,1101|1103,0,,,,,10,2,10,2,1,1x1x1,,,,13,2,,200,1,,,,,,,,
1720,胡杨茶几,1001,1201|1204,0,,,,,10,2,50,1,1,1x1x2,,,,,,,,,,,,,,,2,
1721,胡杨凳子,1001,1201|1204,0,,,,,10,2,50,1,1,1x1x1,,,,,,,,,,,,,,,,
1722,西域床,1001,1201|1204,1,,40419,,,10,2,50,2,1,2x1x1,,,,15,2,,,,,,,,,,2,
1723,西域沙发,1001,1201|1204,2,,40419,,,10,2,50,2,1,1x1x2,,,,15,2,,,,,,,,,,2,
1724,西域书桌,1001,1201|1204,2,,40419,,,10,2,50,2,1,1x2x1,,,,15,2,,,,,,,,,,2,
1725,西域餐桌,1001,1201|1204,1,,40419,,,10,2,50,2,1,3x2x1,,,,15,2,,,,,,,,,,,
1726,西域茶几,1001,1201|1204,1,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1727,西域洗手台,1001,1201|1204,0,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1728,西域椅子,1001,1201|1204,0,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1729,西域马桶,1001,1201|1204,0,,40419,,,10,2,50,2,1,1x1x2,,,,15,2,,,,,,,,,,,
1730,西域浴缸,1001,1201|1204,1,,40419,,,10,2,50,2,1,1x2x1,,,,15,2,,,,,,,,,,2,
1731,西域衣柜,1001,1201|1204,1,,40419,,,10,2,50,2,1,1x2x2,,,,15,2,,,,,,,,,,4,
1732,西域橱柜,1001,1201|1204,2,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
