宠物ID,阶段（同一个宠物的要连续）,宠物品质（0普通，1中等，2稀有中等，3珍贵，4传说，认阶段1的）,头像ID（填文件夹.文件名称，res/ui目录下）,生物ID（填monster表的ID）,合成碎片ID（弃用）,合成碎片数量（弃用）,分数,探险CD（秒）--疲劳,基础体力下限（基础的属性从上限和下限中随机）废弃,基础体力上限（废弃）,基础速度下限基础体力上限（废弃）,基础速度上限基础体力上限（废弃）,基础运气下限基础体力上限（废弃）,基础运气上限基础体力上限（废弃）,最大负重,最大耐力,最大速度,获取特性包ID（特性是随机获取的）,喂养食物偏好类型（修改）探险偏好食物类型,进化需要经验值,进化需要材料1,进化需要材料1数量,进化需要材料2,进化需要材料2数量,进化需要材料3,进化需要材料3数量,进化消耗类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）,进化消耗数值,进化增加角色经验,培养消耗道具ID1,培养消耗道具1数量,培养消耗道具ID2,培养消耗道具2数量,培养消耗道具ID3,培养消耗道具3数量,培养消耗道具ID4,培养消耗道具4数量,培养消耗类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）,培养消耗数值,培养增加角色经验,放生获得物品ID,放生获得物品数量,特效,脚印
10012,1,2,roleicons.10034,10034,68301,10,10,300,10,15,10,15,10,15,102,111,65,"7,2,3",6001,300,68112,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,zipinzhi_2,
10012,2,2,roleicons.10034,10034,68301,10,10,300,10,15,10,15,10,15,163,178,104,"7,2,3",6001,1000,68112,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,zipinzhi_2,
10012,3,2,roleicons.10035,10035,68301,10,10,300,10,15,10,15,10,15,228,249,145,"7,2,3",6001,2400,68112,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,zipinzhi_2,
10012,4,2,roleicons.10035,10035,68301,10,10,300,10,15,10,15,10,15,300,327,191,"7,2,3",6001,5000,68112,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,zipinzhi_2,
10012,5,2,roleicons.10036,10036,68301,10,10,300,10,15,10,15,10,15,374,408,238,"7,2,3",6001,0,68112,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,zipinzhi_2,
10012,1,3,roleicons.10034,10034,68301,10,10,300,10,15,10,15,10,15,150,164,96,"7,2,3,4",6001,300,68112,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150034_2,
10012,2,3,roleicons.10034,10034,68301,10,10,300,10,15,10,15,10,15,239,261,152,"7,2,3,4",6001,1000,68112,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150034_2,
10012,3,3,roleicons.10035,10035,68301,10,10,300,10,15,10,15,10,15,336,366,214,"7,2,3,4",6001,2400,68112,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150035_2,
10012,4,3,roleicons.10035,10035,68301,10,10,300,10,15,10,15,10,15,439,479,280,"7,2,3,4",6001,5000,68112,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150035_2,
10012,5,3,roleicons.10036,10036,68301,10,10,300,10,15,10,15,10,15,550,600,350,"7,2,3,4",6001,0,68112,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150036_2,150036_3
10013,1,0,roleicons.10037,10037,68301,10,10,300,10,15,10,15,10,15,40,36,58,14,6001,300,68113,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10013,2,0,roleicons.10037,10037,68301,10,10,300,10,15,10,15,10,15,63,56,91,14,6001,1000,68113,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10013,3,0,roleicons.10038,10038,68301,10,10,300,10,15,10,15,10,15,89,79,128,14,6001,2400,68113,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10013,4,0,roleicons.10038,10038,68301,10,10,300,10,15,10,15,10,15,116,103,167,14,6001,5000,68113,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10013,5,0,roleicons.10039,10039,68301,10,10,300,10,15,10,15,10,15,144,128,208,14,6001,0,68113,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10013,1,1,roleicons.10037,10037,68301,10,10,300,10,15,10,15,10,15,59,52,85,"14,2",6001,300,68113,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150051_1c,
10013,2,1,roleicons.10037,10037,68301,10,10,300,10,15,10,15,10,15,94,84,136,"14,2",6001,1000,68113,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150051_1c,
10013,3,1,roleicons.10038,10038,68301,10,10,300,10,15,10,15,10,15,132,117,190,"14,2",6001,2400,68113,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150051_1c,
10013,4,1,roleicons.10038,10038,68301,10,10,300,10,15,10,15,10,15,173,154,250,"14,2",6001,5000,68113,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150051_1c,
10013,5,1,roleicons.10039,10039,68301,10,10,300,10,15,10,15,10,15,216,192,312,"14,2",6001,0,68113,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150051_1c,
10013,1,2,roleicons.10037,10037,68301,10,10,300,10,15,10,15,10,15,83,74,120,"14,2,3",6001,300,68113,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150051_1b,
10013,2,2,roleicons.10037,10037,68301,10,10,300,10,15,10,15,10,15,134,119,193,"14,2,3",6001,1000,68113,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150051_1b,
10013,3,2,roleicons.10038,10038,68301,10,10,300,10,15,10,15,10,15,187,166,270,"14,2,3",6001,2400,68113,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150051_1b,
10013,4,2,roleicons.10038,10038,68301,10,10,300,10,15,10,15,10,15,245,218,354,"14,2,3",6001,5000,68113,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150051_1b,
10013,5,2,roleicons.10039,10039,68301,10,10,300,10,15,10,15,10,15,306,272,442,"14,2,3",6001,0,68113,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150051_1b,
10013,1,3,roleicons.10037,10037,68301,10,10,300,10,15,10,15,10,15,123,109,177,"14,2,3,4",6001,300,68113,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150051_1,
10013,2,3,roleicons.10037,10037,68301,10,10,300,10,15,10,15,10,15,196,174,283,"14,2,3,4",6001,1000,68113,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150051_1,
10013,3,3,roleicons.10038,10038,68301,10,10,300,10,15,10,15,10,15,275,244,397,"14,2,3,4",6001,2400,68113,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150051_1,
10013,4,3,roleicons.10038,10038,68301,10,10,300,10,15,10,15,10,15,360,320,519,"14,2,3,4",6001,5000,68113,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150051_1,
10013,5,3,roleicons.10039,10039,68301,10,10,300,10,15,10,15,10,15,450,400,650,"14,2,3,4",6001,0,68113,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150051_1,150051_3
10014,1,0,roleicons.10040,10040,68301,10,10,300,10,15,10,15,10,15,36,58,40,5,6001,300,68114,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10014,2,0,roleicons.10040,10040,68301,10,10,300,10,15,10,15,10,15,56,91,63,5,6001,1000,68114,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10014,3,0,roleicons.10041,10041,68301,10,10,300,10,15,10,15,10,15,79,128,89,5,6001,2400,68114,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10014,4,0,roleicons.10041,10041,68301,10,10,300,10,15,10,15,10,15,103,167,116,5,6001,5000,68114,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10014,5,0,roleicons.10042,10042,68301,10,10,300,10,15,10,15,10,15,128,208,144,5,6001,0,68114,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10014,1,1,roleicons.10040,10040,68301,10,10,300,10,15,10,15,10,15,52,85,59,"5,2",6001,300,68114,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150048_1c,
10014,2,1,roleicons.10040,10040,68301,10,10,300,10,15,10,15,10,15,84,136,94,"5,2",6001,1000,68114,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150048_1c,
10014,3,1,roleicons.10041,10041,68301,10,10,300,10,15,10,15,10,15,117,190,132,"5,2",6001,2400,68114,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150048_1c,
10014,4,1,roleicons.10041,10041,68301,10,10,300,10,15,10,15,10,15,154,250,173,"5,2",6001,5000,68114,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150048_1c,
10014,5,1,roleicons.10042,10042,68301,10,10,300,10,15,10,15,10,15,192,312,216,"5,2",6001,0,68114,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150048_1c,
10014,1,2,roleicons.10040,10040,68301,10,10,300,10,15,10,15,10,15,74,120,83,"5,2,3",6001,300,68114,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150047_1b,
10014,2,2,roleicons.10040,10040,68301,10,10,300,10,15,10,15,10,15,119,193,134,"5,2,3",6001,1000,68114,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150047_1b,
10014,3,2,roleicons.10041,10041,68301,10,10,300,10,15,10,15,10,15,166,270,187,"5,2,3",6001,2400,68114,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150047_1b,
10014,4,2,roleicons.10041,10041,68301,10,10,300,10,15,10,15,10,15,218,354,245,"5,2,3",6001,5000,68114,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150047_1b,
10014,5,2,roleicons.10042,10042,68301,10,10,300,10,15,10,15,10,15,272,442,306,"5,2,3",6001,0,68114,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150048_1b,
10014,1,3,roleicons.10040,10040,68301,10,10,300,10,15,10,15,10,15,109,177,123,"5,2,3,4",6001,300,68114,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150046_1,
10014,2,3,roleicons.10040,10040,68301,10,10,300,10,15,10,15,10,15,174,283,196,"5,2,3,4",6001,1000,68114,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150046_1,
10014,3,3,roleicons.10041,10041,68301,10,10,300,10,15,10,15,10,15,244,397,275,"5,2,3,4",6001,2400,68114,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150047_1,
10014,4,3,roleicons.10041,10041,68301,10,10,300,10,15,10,15,10,15,320,519,360,"5,2,3,4",6001,5000,68114,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150047_1,
10014,5,3,roleicons.10042,10042,68301,10,10,300,10,15,10,15,10,15,400,650,450,"5,2,3,4",6001,0,68114,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150048_1,150048_3
10015,1,0,roleicons.10043,10043,68301,10,10,300,10,15,10,15,10,15,53,40,40,24,6001,300,68115,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10015,2,0,roleicons.10043,10043,68301,10,10,300,10,15,10,15,10,15,84,63,63,24,6001,1000,68115,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10015,3,0,roleicons.10044,10044,68301,10,10,300,10,15,10,15,10,15,118,89,89,24,6001,2400,68115,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10015,4,0,roleicons.10044,10044,68301,10,10,300,10,15,10,15,10,15,154,116,116,24,6001,5000,68115,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10015,5,0,roleicons.10045,10045,68301,10,10,300,10,15,10,15,10,15,192,144,144,24,6001,0,68115,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10015,1,1,roleicons.10043,10043,68301,10,10,300,10,15,10,15,10,15,78,59,59,"24,31",6001,300,68115,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150048_1c,
10015,2,1,roleicons.10043,10043,68301,10,10,300,10,15,10,15,10,15,125,94,94,"24,31",6001,1000,68115,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150048_1c,
10015,3,1,roleicons.10044,10044,68301,10,10,300,10,15,10,15,10,15,176,132,132,"24,31",6001,2400,68115,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150048_1c,
10015,4,1,roleicons.10044,10044,68301,10,10,300,10,15,10,15,10,15,231,173,173,"24,31",6001,5000,68115,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150048_1c,
10015,5,1,roleicons.10045,10045,68301,10,10,300,10,15,10,15,10,15,288,216,216,"24,31",6001,0,68115,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150048_1c,
10015,1,2,roleicons.10043,10043,68301,10,10,300,10,15,10,15,10,15,111,83,83,"24,31,32",6001,300,68115,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150047_1b,
10015,2,2,roleicons.10043,10043,68301,10,10,300,10,15,10,15,10,15,178,134,134,"24,31,32",6001,1000,68115,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150047_1b,
10015,3,2,roleicons.10044,10044,68301,10,10,300,10,15,10,15,10,15,249,187,187,"24,31,32",6001,2400,68115,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150047_1b,
10015,4,2,roleicons.10044,10044,68301,10,10,300,10,15,10,15,10,15,327,245,245,"24,31,32",6001,5000,68115,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150047_1b,
10015,5,2,roleicons.10045,10045,68301,10,10,300,10,15,10,15,10,15,408,306,306,"24,31,32",6001,0,68115,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150048_1b,
10015,1,3,roleicons.10043,10043,68301,10,10,300,10,15,10,15,10,15,164,123,123,"24,31,32,33",6001,300,68115,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150046_1,
10015,2,3,roleicons.10043,10043,68301,10,10,300,10,15,10,15,10,15,261,196,196,"24,31,32,33",6001,1000,68115,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150046_1,
10015,3,3,roleicons.10044,10044,68301,10,10,300,10,15,10,15,10,15,366,275,275,"24,31,32,33",6001,2400,68115,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150047_1,
10015,4,3,roleicons.10044,10044,68301,10,10,300,10,15,10,15,10,15,479,360,360,"24,31,32,33",6001,5000,68115,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150047_1,
10015,5,3,roleicons.10045,10045,68301,10,10,300,10,15,10,15,10,15,600,450,450,"24,31,32,33",6001,0,68115,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150048_1,150048_3
10016,1,0,roleicons.10046,10046,68301,10,10,300,10,15,10,15,10,15,40,53,40,34,6002,300,68116,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10016,2,0,roleicons.10046,10046,68301,10,10,300,10,15,10,15,10,15,63,84,63,34,6002,1000,68116,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10016,3,0,roleicons.10047,10047,68301,10,10,300,10,15,10,15,10,15,89,118,89,34,6002,2400,68116,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10016,4,0,roleicons.10047,10047,68301,10,10,300,10,15,10,15,10,15,116,154,116,34,6002,5000,68116,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10016,5,0,roleicons.10048,10048,68301,10,10,300,10,15,10,15,10,15,144,192,144,34,6002,0,68116,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10016,1,1,roleicons.10046,10046,68301,10,10,300,10,15,10,15,10,15,59,78,59,"34,41",6002,300,68116,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150048_1c,
10016,2,1,roleicons.10046,10046,68301,10,10,300,10,15,10,15,10,15,94,125,94,"34,41",6002,1000,68116,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150048_1c,
10016,3,1,roleicons.10047,10047,68301,10,10,300,10,15,10,15,10,15,132,176,132,"34,41",6002,2400,68116,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150048_1c,
10016,4,1,roleicons.10047,10047,68301,10,10,300,10,15,10,15,10,15,173,231,173,"34,41",6002,5000,68116,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150048_1c,
10016,5,1,roleicons.10048,10048,68301,10,10,300,10,15,10,15,10,15,216,288,216,"34,41",6002,0,68116,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150048_1c,
10016,1,2,roleicons.10046,10046,68301,10,10,300,10,15,10,15,10,15,83,111,83,"34,41,32",6002,300,68116,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150047_1b,
10016,2,2,roleicons.10046,10046,68301,10,10,300,10,15,10,15,10,15,134,178,134,"34,41,32",6002,1000,68116,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150047_1b,
10016,3,2,roleicons.10047,10047,68301,10,10,300,10,15,10,15,10,15,187,249,187,"34,41,32",6002,2400,68116,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150047_1b,
10016,4,2,roleicons.10047,10047,68301,10,10,300,10,15,10,15,10,15,245,327,245,"34,41,32",6002,5000,68116,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150047_1b,
10016,5,2,roleicons.10048,10048,68301,10,10,300,10,15,10,15,10,15,306,408,306,"34,41,32",6002,0,68116,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150048_1b,
10016,1,3,roleicons.10046,10046,68301,10,10,300,10,15,10,15,10,15,123,164,123,"34,41,32,33",6002,300,68116,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150046_1,
10016,2,3,roleicons.10046,10046,68301,10,10,300,10,15,10,15,10,15,196,261,196,"34,41,32,33",6002,1000,68116,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150046_1,
10016,3,3,roleicons.10047,10047,68301,10,10,300,10,15,10,15,10,15,275,366,275,"34,41,32,33",6002,2400,68116,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150047_1,
10016,4,3,roleicons.10047,10047,68301,10,10,300,10,15,10,15,10,15,360,479,360,"34,41,32,33",6002,5000,68116,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150047_1,
10016,5,3,roleicons.10048,10048,68301,10,10,300,10,15,10,15,10,15,450,600,450,"34,41,32,33",6002,0,68116,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150048_1,150048_3
10017,1,0,roleicons.10049,10049,68301,10,10,300,10,15,10,15,10,15,40,40,53,7,6003,300,68117,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10017,2,0,roleicons.10049,10049,68301,10,10,300,10,15,10,15,10,15,63,63,84,7,6003,1000,68117,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10017,3,0,roleicons.10050,10050,68301,10,10,300,10,15,10,15,10,15,89,89,118,7,6003,2400,68117,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10017,4,0,roleicons.10050,10050,68301,10,10,300,10,15,10,15,10,15,116,116,154,7,6003,5000,68117,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10017,5,0,roleicons.10051,10051,68301,10,10,300,10,15,10,15,10,15,144,144,192,7,6003,0,68117,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10017,1,1,roleicons.10049,10049,68301,10,10,300,10,15,10,15,10,15,59,59,78,"7,21",6003,300,68117,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150048_1c,
10017,2,1,roleicons.10049,10049,68301,10,10,300,10,15,10,15,10,15,94,94,125,"7,21",6003,1000,68117,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150048_1c,
10017,3,1,roleicons.10050,10050,68301,10,10,300,10,15,10,15,10,15,132,132,176,"7,21",6003,2400,68117,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150048_1c,
10017,4,1,roleicons.10050,10050,68301,10,10,300,10,15,10,15,10,15,173,173,231,"7,21",6003,5000,68117,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150048_1c,
10017,5,1,roleicons.10051,10051,68301,10,10,300,10,15,10,15,10,15,216,216,288,"7,21",6003,0,68117,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150048_1c,
10017,1,2,roleicons.10049,10049,68301,10,10,300,10,15,10,15,10,15,83,83,111,"7,21,22",6003,300,68117,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150047_1b,
10017,2,2,roleicons.10049,10049,68301,10,10,300,10,15,10,15,10,15,134,134,178,"7,21,22",6003,1000,68117,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150047_1b,
10017,3,2,roleicons.10050,10050,68301,10,10,300,10,15,10,15,10,15,187,187,249,"7,21,22",6003,2400,68117,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150047_1b,
10017,4,2,roleicons.10050,10050,68301,10,10,300,10,15,10,15,10,15,245,245,327,"7,21,22",6003,5000,68117,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150047_1b,
10017,5,2,roleicons.10051,10051,68301,10,10,300,10,15,10,15,10,15,306,306,408,"7,21,22",6003,0,68117,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150048_1b,
10017,1,3,roleicons.10049,10049,68301,10,10,300,10,15,10,15,10,15,123,123,164,"7,21,22,23",6003,300,68117,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150046_1,
10017,2,3,roleicons.10049,10049,68301,10,10,300,10,15,10,15,10,15,196,196,261,"7,21,22,23",6003,1000,68117,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150046_1,
10017,3,3,roleicons.10050,10050,68301,10,10,300,10,15,10,15,10,15,275,275,366,"7,21,22,23",6003,2400,68117,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150047_1,
10017,4,3,roleicons.10050,10050,68301,10,10,300,10,15,10,15,10,15,360,360,479,"7,21,22,23",6003,5000,68117,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150047_1,
10017,5,3,roleicons.10051,10051,68301,10,10,300,10,15,10,15,10,15,450,450,600,"7,21,22,23",6003,0,68117,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150048_1,150048_3
10018,1,0,roleicons.10052,10052,68301,10,10,300,10,15,10,15,10,15,44,51,38,6,6002,300,68118,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10018,2,0,roleicons.10052,10052,68301,10,10,300,10,15,10,15,10,15,70,81,60,6,6002,1000,68118,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10018,3,0,roleicons.10053,10053,68301,10,10,300,10,15,10,15,10,15,98,113,84,6,6002,2400,68118,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10018,4,0,roleicons.10053,10053,68301,10,10,300,10,15,10,15,10,15,128,148,109,6,6002,5000,68118,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10018,5,0,roleicons.10054,10054,68301,10,10,300,10,15,10,15,10,15,160,184,136,6,6002,0,68118,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10018,1,1,roleicons.10052,10052,68301,10,10,300,10,15,10,15,10,15,65,75,56,"6,2",6002,300,68118,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150064_d_1,
10018,2,1,roleicons.10052,10052,68301,10,10,300,10,15,10,15,10,15,104,120,89,"6,2",6002,1000,68118,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150064_d_1,
10018,3,1,roleicons.10053,10053,68301,10,10,300,10,15,10,15,10,15,146,168,125,"6,2",6002,2400,68118,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150066_d_1,
10018,4,1,roleicons.10053,10053,68301,10,10,300,10,15,10,15,10,15,192,221,164,"6,2",6002,5000,68118,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150066_d_1,
10018,5,1,roleicons.10054,10054,68301,10,10,300,10,15,10,15,10,15,240,276,204,"6,2",6002,0,68118,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150066_d_1,
10018,1,2,roleicons.10052,10052,68301,10,10,300,10,15,10,15,10,15,92,106,79,"6,2,3",6002,300,68118,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150064_z_1,
