ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
208,小海俠莫塔,"乘風自在游泳，潛海深處飛行。
我是海洋裡最會飛的，也是天空中游最快的。
若要探尋這天水間的消息，找我就對了！",@Null@,頭像：解鎖頭像。,身體特效：身上會掉落泡泡！,#cda5b0a僅限築夢禮盒產出#n,,,
209,花火,"金魚浴衣蘋果糖，風鈴炒麵香，
春日祭典就要到，煙火聲聲響晝宵。
快看，是煙花！和我一起許願吧！",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著粉色花朵！,@Null@,,,
210,魔閃閃,"演繹魔術戲法，守護願望發芽。
六芒星啊，請持續閃耀吧，
眾人之祈願，我借來星辰回答！",@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下六角星腳印。,@Null@,,,
211,烽靈,"戰鼓激昂，我的敵人身在何方，
烽火連天，守護家園不畏死傷。
怒氣化作戰意，信仰常駐我心，盤旋巨龍終會再次降臨！",解鎖道具可通過活動獲得,頭像：解鎖頭像。,身體特效：身上飄散著火花！,@Null@,,,
212,陶夢蝶,"武能馳馬試劍，文能作畫吟詩。
看著吧，本小姐出馬，無人能敵！",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著粉色花朵！,@Null@,,,
213,足球隊長,曾經赤腳穿梭在街頭踢球的那個男孩，如今已經成長為綠茵場上一隻勢不可擋的雄鷹，帶球過人、不斷超越、奮力射門，創造一次又一次的神話，帶領著他的團隊獲得一次又一次的勝利,@Null@,頭像：解鎖頭像。,@Null@,@Null@,,,
214,雪莉,"千載風雪，吹不冷溫暖的心。
雪人為伴，也是一種幸運。
而我的願望，就是冰雪不要融化，朋友都能歸家。",@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下雪花腳印。,@Null@,,,
215,陽光酷哥Budi,"Budi生活在美麗的東南亞，時尚是他的代名詞。
他最喜歡的事情就是和朋友一起騎著摩托車沿著海岸線吹著海風一路奔馳。",@Null@,頭像：解鎖頭像。,@Null@,@Null@,,,
216,優雅小姐Dewi,Dewi在閒暇時會跳起一支小時候外婆教給她的優雅舞蹈，那總會把她的思緒帶回到遙遠的童年：陽光、海風，還有棕櫚樹葉子的清新氣味……,@Null@,頭像：解鎖頭像。,@Null@,@Null@,,,
217,星月暗影使者,"迅捷，精准，藏匿於暗影中的優雅舞者，敏捷的身手和深綠色的兜帽是她的標誌。
人們不知道她的名字，只知道在星星和月亮的暗影之下，會出現一名制裁罪惡的神秘女俠……",@Null@,頭像：解鎖頭像。,@Null@,@Null@,,,
218,蓮花公主,蓮花公主的設計出自Miniworld越南服裝設計大賽冠軍作品，Lolita半身裙與短夾克結合了可愛與帥氣，融合越南傳統美學和現代元素。穿越古今，步步生蓮，懷抱金穗，只為遇見你。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著蓮花！,@Null@,,,
219,夢魘之月女孩,她是月亮公主的黑化形態，因與姐姐產生矛盾而成為夢魘的宿主。被和諧元素感化後，她選擇重回姐姐身邊共同統治王國。月亮公主其實很溫柔，怕寂寞，此後一直在試圖建立親民的形象。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著星光！,@Null@,,,
220,格莉菲塔,街角牆壁顯露我的蹤跡，塗鴉畫面記載太多回憶。別對我的藝術產生懷疑，因為除了天賦，還有愛在傳遞。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下塗鴉腳印。,@Null@,,,
221,萊柯,從過去到現在，塗鴉是我熱愛。習慣用作品來表達，內心獨白。從現在到未來，塗鴉是我摯愛。隨手噴灑，就是街頭藝術天才。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下塗鴉腳印。,@Null@,,,
222,覺醒者妮妮,"鷹羽橫擊長空，權杖圈划領地。
守護部落安危，是我榮幸使命！",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著能量粒子！,@Null@,,,
223,覺醒者卡卡,"燭無火復滅，蠟盡光不在。
萬般苦做難，雄心尚猶存？
縱使疾風起，少年亦獨行！",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著能量粒子！,@Null@,,,
224,銀鈴,銀鈴憑借著聰慧的頭腦和刻苦的研究，解決了山谷的毒鈴蘭現象，成為了魔法植物保育學者、人們心中白金鈴蘭的守護象徵。現在，她正與花幽幽探索更多奧法星神奇植物的奧秘！,,頭像：解鎖頭像。,行走足跡：走過的地方留下白金鈴蘭腳印。,,,,
225,可瑞爾,"""嘗百味冰品，探舌尖秘密。
天才味蕾，化平淡為神奇。
無數實驗，成就完美主義。""",,頭像：解鎖頭像。,身體特效：身上飄散著檸檬和薄荷葉！,#cda5b0a僅限築夢禮盒產出#n,,,
226,,,,,,,,,
227,,,,,,,,,
228,長髮公主 蘿拉,"高樓上的悲泣，聲聲入耳卻無人在意
上天的菏澤，唾手可得仍免不了苛刻
待到神跡不再，天使離開
徒留一地荒蕪，不知輪回幾載",,頭像：解鎖頭像。,身體特效：身上飄散著花瓣和樹葉！,,,,
229,玫珈,來自神秘時空的酷酷武器機甲製造師玫珈全身上下都是高科技精密儀器：外套面料特殊似乎刀槍不入、眼鏡鏡片上不時閃過密密麻麻的發光文字、背後的奇怪裝置據說蘊藏著強大的能量，不時之需還能當成大炮，或者...掄起來打跑壞人！,,頭像：解鎖頭像。,身體特效：身上飄散著機械閃光！,,,,
230,綺夢靈狐·華陽,難忘夢魘蔽日，無常踏碎芳華。撫琴絃寄曲憂思，雨落人終散，從此未相見。,,特殊改變：遊戲內可實現變色功能，改變造型和狀態！,頭像框和身體特效：專屬頭像框，身上飄散着淺紅色山茶花！,#cda5b0a變色：點擊左側變色按鈕，可切換靈狐爲頑皮天真狀態。#n,#cda5b0a變色：點擊左側變色按鈕，可切換靈狐為美艷華麗狀態。#n,#cda5b0a僅限星輝禮盒產出#n,
231,綺夢靈狐·華陽,記得花開滿山，笙歌述盡盛繁。鳥居旁流年經轉，當時笑鬧聲，春光綻日圓。,,特殊改變：遊戲內可實現變色功能，改變造型和狀態！,頭像框和身體特效：專屬頭像框，身上飄散著大紅色山茶花！,#cda5b0a變色：點擊左側變色按鈕，可切換靈狐為溫柔堅強狀態。#n,#cda5b0a變色：點擊左側變色按鈕，可切換靈狐為美艷華麗狀態。#n,#cda5b0a僅限星輝禮盒產出#n,
232,綺夢靈狐·華陽,身負塵寰萬丈，落櫻浴血再生。尋春輝衝雲破霧，夢回綠波邊，翠帶映韶顏。,,特殊改變：遊戲內可實現變色功能，改變造型和狀態！,頭像框和身體特效：專屬頭像框，身上飄散著暗紅色山茶花！,#cda5b0a變色：點擊左側變色按鈕，可切換靈狐為溫柔堅強狀態。#n,#cda5b0a變色：點擊左側變色按鈕，可切換靈狐爲頑皮天真狀態。#n,#cda5b0a僅限星輝禮盒產出#n,
233,余暉爍爍女孩,她曾是宇宙公主的學生，雖然走上過彎路但最終改過自新，摒棄前嫌，與昔日的對手結成好友。她在和諧之元中代表同理心。,,頭像：解鎖頭像。,身體特效：身上飄散著余暉光圈！,,,,
234,特麗克西女孩,特麗克西是一位旅行魔術師，掌握著各種舞台魔法，在小馬國各地為小馬們表演精彩的魔術。她的可愛標誌是星月魔術棒，寓意為“戲法”，所以任何魔法她都能學得有模有樣。,,頭像：解鎖頭像。,身體特效：身上飄散著魔法能量！,,,,
235,閃耀盔甲男孩,閃耀盔甲是紫悅的哥哥，與音韻公主喜結連理，沈穩、富有責任感，現與音韻公主一起治理著水晶帝國。他的可愛標誌為盾牌和零散星星，魔力強大。,,頭像：解鎖頭像。,身體特效：身上飄散著閃耀的星光！,,,,
236,露米爾,"嘗奶油冰淇淋，看彩燈閃耀。
騎旋轉木馬，一起笑鬧尖叫。
光電交織，輝映此刻雀躍時光！",,頭像：解鎖頭像。,身體特效：身上飄散著星星！,,,,
237,盧西亞,"聞爆米花香，共追逐嬉鬧。
乘摩天輪，將要捉到太陽！
心心相印，無懼眼前酷暑驕陽！",,頭像：解鎖頭像。,身體特效：身上飄散著星星！,,,,
238,拇指姑娘 蒂妮,"小小的身體，大大的勇氣。
捉地鼠捕飛鳥，守游魚追山羊。
看我走遍森林，施展治癒的秘技！",,頭像：解鎖頭像。,身體特效：身上飄散著治癒能量！,#cda5b0a僅限築夢禮盒產出#n,,,
239,龍小寶,"大大的笑容是小寶的招牌武器，
軟軟的奶團子把煩惱一鍵消滅。
吉祥物可不是想當就能當的，
首先奶嘴不能少…餵，搶了我的也當不了！",,頭像：解鎖頭像。,身體特效：身上飄散著金色光點！,,,,
240,唐三,沒有廢物的武魂，只有廢物的魂師！,,頭像：解鎖頭像。,行走足跡：走過的地方留下閃電腳印。,#cda5b0a鬥羅大陸聯動裝扮專屬動作：展示武魂！#n,,,
241,小舞,你好，我叫小舞，跳舞的舞。,,頭像：解鎖頭像。,身體特效：身上飄散著粉色花瓣！,#cda5b0a鬥羅大陸聯動裝扮專屬動作：展示武魂！#n,,,
242,比比東,對一個強者，你如果不能令其臣服，最好讓他永遠沈睡。,,頭像：解鎖頭像。,身體特效：身上飄散著羽毛！,#cda5b0a鬥羅大陸聯動裝扮專屬動作：展示武魂！#n,,,
243,奧斯卡,真正的天才自出生起就被賦予了無上榮光，而我只是拼盡一生去靠近那道光。,,頭像：解鎖頭像。,行走足跡：走過的地方留下香腸腳印。,#cda5b0a鬥羅大陸聯動裝扮專屬動作：釋放魂技！#n,#cda5b0a僅限扭蛋產出#n,,
244,馬紅俊,你沒聽過，草窩里也有金鳳凰嗎？,解鎖道具可通過活動獲得,頭像：解鎖頭像。,行走足跡：走過的地方留下火焰腳印。,#cda5b0a鬥羅大陸聯動裝扮專屬動作：展示武魂！#n,,,
245,綺蘿,"春發綺麗掛雲木，冬埋蘿枝盼燕歸。
上天入地，冬去春來，
這場人間歷練，你也要一起加入嗎？",,頭像：解鎖頭像。,身體特效：身上飄散著紫藤花！,,,,
246,戴沐白,我要變得更強，強到可以保護你，保護更多的人。,,頭像：解鎖頭像。,身體特效：身上會散髮出閃電！,#cda5b0a鬥羅大陸聯動裝扮專屬動作：展示武魂！#n,,,
247,朱竹清,我不想過別人安排的人生，我要掙脫束縛，所以必須變強。,,頭像：解鎖頭像。,身體特效：身上飄散著紫色光點！,#cda5b0a鬥羅大陸聯動裝扮專屬動作：展示武魂！#n,,,
248,寧榮榮,過去已無法改變，就算用盡一生，我也要重振那道光芒！,,頭像：解鎖頭像。,身體特效：身上飄散著藍色光點！,#cda5b0a鬥羅大陸聯動裝扮專屬動作：展示武魂！#n,,,
249,@Null@,@Null@,@Null@,,,,,,
250,@Null@,,,,,,,,
251,雨林魅影 浣溪,"傾聽來自心底的呼聲，拋卻對完美的執著，
做人群之中的焦點，也做雨林深處的魅影。
尾屏之下，此刻，我浴火重生。",,光照改變：隨地圖內環境光照幻化造型，點擊左側按鈕查看說明。,幻化：環境光照大於9時幻化為暮光落霞，點擊左側按鈕預覽。,專屬動作：地圖內有多個專屬動作，點擊左側按鈕可預覽相關動作。,#cda5b0a僅限星輝禮盒產出#n,,
252,梅珂玟,信奉科技改變生活的蒸汽朋克少女，喜歡發明創造。平日里活潑可愛，但對科學有著絕對的認真與執著，最大夢想是造出能讓人類自由翱翔的機械翅膀。,,頭像：解鎖頭像。,身體特效：身上飄散著金色光點！,,,,
253,埃若白,嚴謹認真的性格讓他只信任嚴密的理論與可控的實踐結果。經過多次計算與試驗，埃若白堅信飛行器才是實現飛行的有效手段，對梅珂玟天馬行空的想法嗤之以鼻。,,頭像：解鎖頭像。,身體特效：身上飄散著齒輪！,,,,
254,逐夢,"沐蒼穹之浴，同繁星共語。
尋大千文明，探宇宙奧秘。
有人問，世間的盡頭是什麼？我想，星空便是造物的神跡。",,頭像：解鎖頭像。,身體特效：身上飄散著宇宙能量！,,,,
255,部落雄鷹卡卡,"鷹羽橫擊長空，權杖圈划領地。
守護部落安危，是我榮幸使命！",@Null@,頭像：解鎖頭像。,身體特效：身上飄散着綠色熒光！,@Null@,@Null@,@Null@,@Null@
256,部落酋長妮妮,"燭無火復滅，蠟盡光不在。
萬般苦做難，雄心尚猶存？
縱使疾風起，少年亦獨行！",,頭像：解鎖頭像。,身體特效：身上飄散著星光！,,,,
269,暮光落霞 浣溪,"夏時漫尋無邊雪色，冬至索驥跳躍焰火。
飽聞萬人掌聲雷動，亦不畏一時噓聲冷嘲。
暮光背後，是我，與落霞共舞。",,光照改變：隨地圖內環境光照幻化造型，點擊左側按鈕查看說明。,幻化：環境光照小於等於9時幻化為雨林魅影，點擊左側按鈕預覽。,專屬動作：地圖內有多個專屬動作，點擊左側按鈕可預覽相關動作。,#cda5b0a僅限星輝禮盒產出#n,,
270,咕咚,"紅泥火爐裊裊生香，承載人間煙火百態。
用食材療身心，以煙氣慰情緒。
欲罷不能的奇妙味道，直叫人大呼：
好鮮，好辣，老闆娘加菜！",,頭像：解鎖頭像。,身體特效：身上飄散著食材！,,,,
273,彌禾,"微酸氣息刺激味蕾舌尖，
青綠果肉孕育粒粒香甜。
你問我到底是酸？是甜？
我想是大自然的變化萬千。",,頭像：解鎖頭像。,身體特效：身上飄散着獼猴桃！,,,,
274,柿梓,"秋風捲起金黃的落葉，
清香鑽入行人的鼻尖。
每當這番光景出現，
就是柿子成熟的季節到來。",,頭像：解鎖頭像。,身體特效：身上飄散著柿子葉！,,,,
276,雪裙,"白紗飛舞，裙袂綻放，
林間飄揚的菌幕，四散的擔孢，
都是幸福的味道。",,頭像：解鎖頭像。,身體特效：身上飄散著白色花朵和羽毛！,,,,
277,竹笙,"謊言成災，虛幻瀰漫，
白色帷幕下的笑顏，親暱的依偎，
有幾分真實幾分假面。",,頭像：解鎖頭像。,身體特效：身上飄散著白色花朵和羽毛！,,,,
278,天幕星龍 卡珀,曾是屠龍英雄的他，與龍纏鬥過久亦變身為龍，成為了半人半龍身。他扛住了龍血中力量的誘惑，堅守住了自身本性，但身體的變化還是讓鄉親們產生了恐懼。帶著新生，卡珀開始了新家園的尋找。,,身體特效：遊戲內可實現變形功能，切換形態！,頭像：解鎖頭像。,身體特效：身上飄散著紫色星光！,#cda5b0a變形：點擊左側變形按鈕，可變形為天幕星龍！#n,,
279,惡魂獵人 戴蒙,百鬼出行的萬聖夜總有不懷好意的惡靈混入其中，刀光一閃，一切惡鬼皆斬滅於湛藍色的鈎鐮下。處處喧鬧之外，他伴著熒熒魂光守望著節日的安寧。,,頭像：解鎖頭像。,身體特效：身上飄散著藍色魂火！,,,,
280,奧利安,"「叮叮噹，叮叮噹，鈴兒響叮噹……」
哼唱著熟悉的歌謠，給高大的聖誕樹掛上燈球、圍上彩帶，頂端那顆最大的星星，就讓奧利安來點亮吧！",,頭像：解鎖頭像。,身體特效：身上飄散著星星！,,,,
281,菲菲,"腳步輕盈勝似無聲落下的片片雪花，身後一串淺淺的梅花腳印更顯可愛。
身著特意準備的節日盛裝，菲菲漫步雪中的儀態可要更加優雅才行！",解鎖道具可通過活動獲得,頭像：解鎖頭像。,行走足跡：走過的地方留下貓咪爪印。,,,,
282,曦晨 竹茵,"電氣搖滾樂隊的主唱竹茵有兩種截然不同的表演風格：溫柔清冷如微風撫竹葉，或者激烈狂氣如暴雨中狂舞的竹影。
身體里寄宿著兩個靈魂的事情，可不能讓別人知道！",,頭像：解鎖頭像。,身體特效：身上飄散著竹葉！,#cda5b0a變色：點擊左側變色按鈕，可切換為暮夜狀態。#n,,,
283,暮夜 竹茵,"電氣搖滾樂隊的主唱竹茵有兩種截然不同的表演風格：溫柔清冷如微風撫竹葉，或者激烈狂氣如暴雨中狂舞的竹影。
身體里寄宿著兩個靈魂的事情，可不能讓別人知道！",,頭像：解鎖頭像。,身體特效：身上飄散著暗星！,#cda5b0a變色：點擊左側變色按鈕，可切換為曦晨狀態。#n,,,
284,栗子,溫柔膽小的小松鼠，是秋葉音樂學院出色的小提琴專業學生，平時非常靦腆，但拉起小提琴的時候彷彿周身都閃著金色的音符。,,頭像：解鎖頭像。,身體特效：身上飄散著金色的音符！,,,,
285,極獸特工 洛澤·青,雪兔一族的精英，冷酷、驕傲，是高曼達星特工組織——“極獸特攻”的一員。武器是雪兔族人制作的氦氣動力槍，佩有超高速瞄準鏡，擅長遠距離狙擊。,,頭像：解鎖頭像。,行走足跡：走過的地方留下雪花腳印。,,,,
286,雷娜,"電氣搖滾樂隊的絕對主力鼓手，狂風驟雨般的激烈鼓點是雷娜最愛的風格，至於表演途中不時出現的電光雷鳴……真的只是舞台特效嗎？
不管啦！演出結束之後一起去吃好吃的拉麵吧！",,頭像：解鎖頭像。,身體特效：身體上會迸發出閃電！,#cda5b0a僅限築夢禮盒產出#n,,,
287,瑪麗露,"「叮叮噹，叮叮噹，鈴兒響叮噹……」
熟悉而歡快的歌謠響徹大街小巷，瑪麗露的聖誕派對，你要來參加嗎？",,頭像：解鎖頭像。,身體特效：身上飄散著星星！,,,,
288,愛爾莉絲,"銀裝素裹日，等霜花盛開。
萬籟俱寂時，與鯨豚潛泳。
關於冬天的魔法，說再多也說不完呢~",,頭像：解鎖頭像。,行走足跡：走過的地方留下冰晶雪花。,#cda5b0a僅限築夢禮盒產出#n,,,
291,雪圓圓,"喜氣洋洋送禮物，歡呼雀躍領紅包。
飄下的可不是白雪，是萬物新冬裝！",,頭像：解鎖頭像。,身體特效：身上飄散著雪花！,,,,
292,竹爆爆,"吱吱呀呀捏雪球，噼噼啪啪點炮仗。
炸響的可不是鞭炮，是新年新氣象！",,頭像：解鎖頭像。,身體特效：身上飄散著代表吉祥如意的中國結！,,,,
293,海羊星宮之主 卡諾魯斯,"蕨類伴琴聲在夜間穿行，
靈妙周星散落思辨笛音。
魚尾共羊角稱理智邏輯，
混亂重構防守堡壘將傾。",,頭像：解鎖頭像。,身體特效：周身環繞著摩羯座的力量！,,,,
294,銀瓶星宮之主 艾莉亞斯,"風乾靈感飛向虛幻之鄉，
夢境與奇思在星河遊蕩。
如露泡影釀造星河縹緲，
葡萄入銀瓶酌甜香瓊漿。",,頭像：解鎖頭像。,身體特效：周身環繞著水瓶座的力量！,,,,
295,唐可馨,"金勺揮揮，糖漿甩甩，紅紅火火畫雪兔。
咕嘟咕嘟，甜甜銅鍋，跳出仙奉守護獸！",,頭像：解鎖頭像。,身體特效：身上飄散著糖畫！,,,,
296,唐可翼,"金墨揮毫，剪刀飛舞，熱熱鬧鬧吹糖獸。 
揉捏拉扯，呼呼仙法，火花飄揚召平安！",,頭像：解鎖頭像。,身體特效：身上飄散著糖畫！,,,,
297,佩露,漁村中長大的神秘女孩，據說擁有神明的力量，獨自一人守護神像與寶藏。心地善良、與人為善，整天笑盈盈的，但面對危險時總是格外冷靜，似乎沒有什麼可以讓她憤怒或恐懼。,,頭像：解鎖頭像。,,,,,
298,龍納斯,內陸長大的少年，從小渴望冒險，喜歡探索未知與打破規則。跟隨迷萌四子與湯姆隊長的腳步來到傳說中存在海神寶藏的小島，立志要找到寶藏，名揚四海。,解鎖道具可通過活動獲得,頭像：解鎖頭像。,,,,,
299,聲波,"霸天虎情報官，掌握著敵人和盟友之間的所有情報交流，以備有一天用來對付他們。 他的忠誠和能力得到了威震天的肯定。 他帶著：機器狗, 激光鳥, 迷亂, 蝙蝠精等的幫助下，獲得絕密的汽車人戰鬥計劃，以確保霸天虎的勝利。",,頭像：解鎖頭像。,行走足跡：走過的地方會留下陣營標誌腳印。,#cda5b0a召喚：可以召喚出磁帶軍團並獲得增益效果，點擊左側按鈕可預覽！#n,,,
300,芒歌,"軟軟奶油鋪進杯底，圓圓果實摘下枝頭。
綿潤口感留香唇齒，黃金色澤送來甜蜜！",,頭像：解鎖頭像。,身體特效：身上飄散著芒果粒！,,,,
301,蕭元兒,食趣星點心協會的代理副會長，除了操持自家的元宵鋪子，還愛走訪其他點心店。一旦發現了更好的原料，當晚就會做研發，次日就推出新品活動。至於活動會打幾折？不好意思，多送兩個是可以的，打折？那可不行哦！,,頭像：解鎖頭像。,身體特效：身上飄散著湯圓！,,,,
302,諾娜娜,活力出擊，戰鬥讓馬尾興奮搖擺， 超速轟炸，子彈聲帶來狂笑不止。 沒想到吧，小蘿莉也能扛起大炮，拯救世界！,,頭像：解鎖頭像。,身體特效：身上飄散著愛心！,,,,
303,凌羽,縝密計算，運籌帷幄。 後方坐鎮，決勝千里。 咦？緊握的拳頭，流汗的額頭？ 原來冷面指揮官也有搞不定的時候。,,頭像：解鎖頭像。,身體特效：身上飄散著戰鬥能量！,,,,
304,瑞貝卡,"白絨兔耳抖一抖，可愛裙擺搖一搖。
玻璃糖紙亮閃閃，奶味奇跡就降臨。
叮鈴叮鈴~魔法少女兔，變身！",,頭像：解鎖頭像。,身體特效：身上飄散著兔子印章！,,,,
306,魔藤聖導 菲麗茜亞,"當美麗被覬覦，貪婪的嘴臉掠奪生靈，
當花朵被厭棄，猖獗的污穢玷辱仙境。
迎花靈回歸，重興千葩。
待繁花盛開，蝴蝶佇立。",,光照改變：隨地圖內環境光照幻化造型，點擊左側按鈕查看說明。,#cda5b0a幻化：環境光照大於9時幻化為秘境精靈，點擊左側按鈕預覽。#n,#cda5b0a專屬座駕：點擊左側按鈕，可使用專屬精靈座駕。#n,#cda5b0a專屬表情動作：天空灑落花瓣雨，點擊左側按鈕可預覽。#n,#cda5b0a僅限星輝禮盒產出#n,
307,秘境精靈 菲麗茜亞,"鮮花布滿荊棘，才能將覬覦止於心底，
馥郁裹挾毒性，方能擁有反抗的能力。
靈光一現，化攻擊為助力。
數日思慮，開創魔法新紀。",,光照改變：隨地圖內環境光照幻化造型，點擊左側按鈕查看說明。,#cda5b0a幻化：環境光照小於等於9時幻化為魔藤聖導，點擊左側按鈕預覽。#n,#cda5b0a專屬座駕：點擊左側按鈕，可使用專屬精靈座駕。#n,#cda5b0a專屬表情動作：天空灑落花瓣雨，點擊左側按鈕可預覽。#n,#cda5b0a僅限星輝禮盒產出#n,
308,瓦蓮娜,"呼吸感受風之韻律，
親手觸摸自然遺跡。
以身涉險，書寫自由篇章。",,頭像：解鎖頭像。,行走足跡：走過的地方留下貓咪腳印。,,,,
309,馬克,"側耳傾聽林中之聲，
月下踏足無人之境。
逆過人流，探索戶外秘密。",,頭像：解鎖頭像。,行走足跡：走過的地方留下小狗腳印。,,,,
310,愛琳,"露水爬上草葉，迎風搖搖晃晃。
大地抖落霜粒，春日含苞待放！",,頭像：解鎖頭像。,身體特效：身上飄散着蘿蔔！,,,,
311,愛爾頓,"陽光傾灑農場，鳥兒唧喳飛忙。
鐵鍬翻動土壤，汗水孕育希望！",,頭像：解鎖頭像。,身體特效：身上飄散著蘿蔔！,,,,
312,青韻,"凝筆繪流光，細彩畫琺瑯。
爐門燒新韻，賦物祝融方。",,頭像：解鎖頭像。,身體特效：身上飄散著光點！,,,,
315,哞哞,"狂風中高歌，暴雪裡舞蹈。
擁有最柔軟的毛髮，也玩得轉最鋒利的匕首。
在雪域高原向您致意，我的朋友。",,頭像：解鎖頭像。,身體特效：身上飄散著雪花！,,,,
316,花琦琦,"呼~呼~把最想實現的願望，統統吹進氣球。
未來的日子，也要一起玩哦~
畢竟……與你相伴的每天，都是我的願望成真日。",,頭像：解鎖頭像。,身體特效：身上飄散著星光！,,,,
317,碧水青,"無窮天水碧，渺渺群山青。
煙波含疊翠，石見畫圖驚。",,頭像：解鎖頭像。,身體特效：身上飄散著金色三角！,,,,
318,糕糕,"溫馨聚會，火熱派對。迷萌考拉，傳遞快樂！
和糕糕一起，用甜蜜旋律，為今日歡唱~",,頭像：解鎖頭像。,身體特效：身上飄散著星光！,,,,
319,米豆,"咳咳，採訪一下，
又是哪位朋友吃太多糖牙痛了？
巧克力豆雖好，但也不能多吃哦~",,頭像：解鎖頭像。,身體特效：身上飄散著巧克力豆！,,,,
320,逍遙客,"殺戮，非我之本意。
罪孽，江湖自會裁定。
風冷如刃，劍過無痕。
今夜，一決勝負！",,頭像：解鎖頭像。,身體特效：身上飄散著綠色光點！,,,,
321,妮普洛,"柔髮迷人眼，颯沓如墜櫻。
別問我代號，我是俠盜仙女一號。
惡魔，或騎士？我的身份，由你決定。",,頭像：解鎖頭像。,身體特效：身上飄散著星光！,,,,
322,波菲爾,"點石成金不難，善惡起落悠長，白紙自成黑字，術道不改德志。如果可愛不能使你感動，那我就施以魔法。變！
這是張好牌，不該給個壞蛋。",,頭像：解鎖頭像。,身體特效：身上飄散著卡牌！,,,,
323,滄海帝姬 靈汐,"暗覺冬日暖，抬首燕來湖。
戲擲彩貝去，遍聽新荷聲。",,特殊改變：遊戲內可實現變身功能，改變造型和狀態！,#cda5b0a變身：在水中可變成人魚形態，點擊左側按鈕預覽！#n,天賦：可以激發特殊血脈，在水下自由呼吸！,頭像框：獲得後自動解鎖動態頭像框。,#cda5b0a僅限星辉礼盒產出#n.,
324,泣珠仙姬 靈汐,"夜飲溶溶月，綃墜熒熒珠。
神憐粉黛怯，淚化錦澤露。",,特殊改變：遊戲內可實現變身功能，改變造型和狀態！,#cda5b0a變身：在陸地可變成自然形態，點擊左側按鈕預覽！#n,天賦：可以激發特殊血脈，在水下自由呼吸！,,#cda5b0a僅限星辉礼盒產出#n,
325,海茵,"風中舞動如絲綢，
海底深藏如玉珂。
散髮輕盈隨海風，
行蹤無跡任浪蕩。",,頭像：解鎖頭像。,身體特效：身上飄散著泡泡！,#cda5b0a僅限筑梦礼盒產出#n.,,,
326,哈爾薇,"行走於生死邊界，魂游於亡靈千列。
勇敢之翅，絢爛綻放，邪惡念起，呼嘯奔去。
破碎之傷，需要信任的醫治。
這徹骨的失望，早已潛入肺腑，低沈呻吟。",,頭像：解鎖頭像。,身體特效：身上飄散著黑色羽毛！,,,,
327,格蘭妮,擦肩黑玫瑰，開啓潘多拉，靈魂紋蝙蝠之骨，笑顏在骷髏上燃燒。 誕於暮，藏於晨——黑暗，才是我的本命。 櫻紅與淒美粉飾，骷髏及朋克並存。,,頭像：解鎖頭像。,身體特效：身上飄散著蝙蝠和粉色愛心！,定制：獲得後可在【定制】自由搭配背飾、面飾、手飾等部件！,,,
328,Big Mar,"命運循環，齒輪轉動從來不由己，他卻偏要嘲弄這可笑的未來。
節拍為刀刃，歌詞為子彈，從不動手鬥毆的“暴徒”要用音樂讓麻木的城市驚醒。
也許夢總會醒來，但現在還不是時候",,頭像：解鎖頭像。,行走足跡：走過的地方留下星光足跡。,,,,
329,瑪琳,絢爛的聚光燈下只允許頌唱千篇一律的贊歌，街頭巷尾流浪，她嘶鳴的電吉他怒吼著生命真正的痛苦和美麗。,,頭像：解鎖頭像。,行走足跡：走過的地方留下星光足跡。,,,,
330,床單超人 小米,穿上最愛的超級英雄制服，床單暫時充當帥氣披風，懲惡揚善的床單超人小米即刻出動！,,頭像：解鎖頭像。,身體特效：身上飄散著金色光點！,,,,
331,安琪兒,"身上變異的羽翼讓安琪兒不敢靠近人類群落，清醒的神志又讓她無法與喪失理智的變異怪物為伍。
在野外奄奄一息之時，一名身體高度機械化的士兵將她救回人類最後的領地。被視為人類最後希望的她，也在士兵堅定的守護中找到了真正的自我。",,頭像：解鎖頭像。,身體特效：身上飄散著白色羽毛！,,#cda5b0a互動：可以與伊薩亞觸發互動動作！#n,,
332,伊薩亞,"常年與變異怪物進行戰鬥，同樣的病毒侵蝕著伊薩亞的身體，甚至心靈………
某次行動中，伊薩亞偶遇一名奇怪的異化少女，她的到來不僅給人類帶來了新的希望，也在悄悄治癒伊薩亞千瘡百孔的內心。",,頭像：解鎖頭像。,身體特效：身上飄散著能量方塊！,,#cda5b0a互動：可以與安琪兒觸發互動動作！#n,,
333,路障,路障是冷酷無情的霸天虎陣營戰士，可以利用敵人的信任輕易地操縱他們。 他還喜歡使用強大的武器和液壓拳頭將對手撕成碎片。,,頭像：解鎖頭像。,,,,,
