ID,名称,描述,说明
3180010,Tetapkan seperangkat nilai ke nol di grup mana pun,"Dalam%1, atur nilai yang diduplikasi dengan%2 hingga nol","1. deduplikat, atur nilai duplikat grup A dan grup B ke nilai nol, dan nilai duplikasi nol tidak akan dihapus
2. Jika ada beberapa nilai duplikat, nilai sebelumnya lebih disukai diatur ke nol, misalnya a = {1, 1, 1, 2, 3} b = {1, 1, 2}, menjadi a = {nil, nihil, 1, nihil, 3}, lebih disukai ix = 1 dan ix = 1 dari 2"
3180011,Hapus satu set nilai di grup mana pun,"Dalam%1, hapus nilai duplikat dengan%2","1. deduplikat, hapus nilai duplikat grup A dan B, dan nilai duplikat null akan dihapus
2. Jika ada beberapa nilai duplikat, nilai pertama akan dihapus terlebih dahulu, misalnya a = {1, 1, 1, 2, 3} b = {1, 1, 2}, setelah dihapus, akan menjadi a = {1, 3}, dan 1 dari ix = 1 dan ix = 2 akan dihapus terlebih dahulu."
3180012,Masukkan satu set nilai ke dalam grup apa pun,Masukkan semua nilai%3 pada bit%2 dari%1,"1. Masukkan ke depan, mempengaruhi pemesanan. Misalnya, a = {1,2,3,4} memasukkan b = {5,6,7} ke posisi kedua, lalu a = {1,5,6,7,2,3,4}
2. Jika posisi yang di sisipkan tidak memiliki nilai, itu sama dengan tugas. Misalnya a = {1,2,3}, masukkan b = {4,5,6} ke posisi keempat, lalu a = {1,2,3,4,5,6}"
3180013,Menetapkan nilai nomor yang ditentukan dalam grup mana pun,Atur nilai angka%2 di%1 ke%3,"Operasi penugasan, sama dengan logika penugasan yang ada"
3180014,Ganti nilai apa pun dalam grup apa pun,Ganti semua%2 di%1 dengan%3,"Ganti semua korek api, misalnya a = {1, 1, 2, 3}, ganti 1 dengan 5, lalu a = {5, 5, 5, 2, 3}"
3180015,Urutkan nilai kelompok arbitrer,Atur%2 untuk nilai%1,"1. Urutkan berdasarkan ukuran angka
2. Kelompok senar diurutkan sesuai dengan panjang senar, dan panjang yang sama sesuai dengan urutan aslinya"
3190001,Komponen tersembunyi,Buat%1 set%2 's%3 properti tampilan tersembunyi,
3190002,Setel konten teks,Buat%1 atur teks dari%3 dari%2 ke%4,
3190003,Atur pola\ konten tombol,Buat%1 atur pola%3 dari%2 sampai%4,
3190004,Atur ukuran pola\ tombol,Buat%1 set lebar%4 dan tinggi%5 dari%3 dari%2,
3190005,Atur ukuran font teks,Buat%1 set font dari%3 dari%2 hingga%4,
3190006,Atur warna komponen,Buat%1 atur warna%3 dari%2 sampai%4,
3190007,Elemen tampilan,Buat%1 set%2 's%3 properti tampilan untuk ditampilkan,
3190008,Elemen berputar,Buat%1 set%3 dari%2 untuk memutar%4 searah jarum jam,
3190009,Buka antarmuka,Buat%1 terbuka%2,
3190010,Tutup antarmuka,Matikan%1%2,
3190011,Atur transparansi komponen,Buat%1 set%3 transparansi dari%2 hingga%4,
3190012,Buka status halaman,Ganti%2 dari%1 ke%3,
3190013,Atur posisi komponen,Buat%1 atur koordinat%3 dari%2 sampai X%4 Y%5,
3190014,Buka status halaman (animasi pintar),Ganti%2 dari%1 ke%3 animasi%4 durasi%5 detik,
3190015,Antarmuka terbuka (grafik gerak),Buat%1 buka%2 grafik gerak%3 untuk%4 detik,
3190016,Tutup antarmuka (grafik gerak),Matikan%1%2 grafik gerak%3 untuk%4 detik,
3190017,Komponen tampilan (grafik gerak),"Buat%1 set%3 tampilan dari%2, grafik gerak%4 durasi%5 detik",
3190018,Komponen tersembunyi (grafik gerak),"Buat%1 sembunyikan%3 dari%2, grafik gerak%4 untuk%5 detik",
3190019,Grafik gerak elemen pemutaran,Buat%1 set%3 dari%2 untuk memainkan grafik gerak%4,
3190020,Mainkan grafik gerak komponen dan tunggu,Buat%1 set%3 dari%2 untuk memainkan grafik gerak%4 dan tunggu,
3190021,Setel konten teks (grafik gerak),Buat%1 atur teks%3 dari%2 hingga%4 dan mainkan grafik gerak%5,
3190022,Elemen gerakan halus ke koordinat,Buat%1 set%3 gerakan halus%4 dari%2,
3190023,Peningkatan koordinat komponen yang mulus,Buat%1 set%3 gerakan halus%4 dari%2,
3190024,Penskalaan komponen yang halus dengan lebar dan tinggi,Buat%1 set%3 gerakan halus%4 dari%2,
3190025,Peningkatan halus dalam lebar dan tinggi komponen,Buat%1 set%3 gerakan halus%4 dari%2,
3190026,Elemen berputar halus ke sudut,Buat%1 set%3 gerakan halus%4 dari%2,
3190027,Sudut elemen peningkatan halus,Buat%1 set%3 gerakan halus%4 dari%2,
3190028,Hentikan semua grafik gerak,Buat%1 set%3 dari%2 untuk berhenti memainkan semua grafik gerak,
3200001,Atur gambar dasbor pemain,Atur gambar%1%2 ke%3,"1. Panel tampilan yang sama dapat menampilkan konten yang berbeda ke pemain yang berbeda
2. Acara perlu dilaksanakan sekali agar semua pemain dapat melihat konten yang sama"
3200002,Video pengaturan papan tampilan pemain,Setel tautan video%1%2 ke%3,"1. Panel tampilan yang sama dapat menampilkan konten yang berbeda ke pemain yang berbeda
2. Acara perlu dilaksanakan sekali agar semua pemain dapat melihat konten yang sama"
3200003,Atur antarmuka dasbor pemain,Atur antarmuka tampilan%1%2 ke%3,"1. Panel tampilan yang sama dapat menampilkan konten yang berbeda ke pemain yang berbeda
2. Acara perlu dilaksanakan sekali agar semua pemain dapat melihat konten yang sama"
3200004,Tampilkan dasbor ke pemain,Tampilan%2 untuk%1,"Panel tampilan dapat memiliki status yang berbeda untuk setiap pemain, dapat ditampilkan ke pemain A, dan pemain B dapat disembunyikan"
3200005,Sembunyikan dasbor dari pemutar,Setel%2 untuk bersembunyi di%1,"Panel tampilan dapat memiliki status yang berbeda untuk setiap pemain, dapat ditampilkan ke pemain A, dan pemain B dapat disembunyikan"
3200006,Atur mode pemutaran video dasbor pemain,Atur mode pemutaran video untuk%1%2 hingga%3 ini,
3200007,Siapkan video web untuk dasbor pemain,Setel tautan video web tampilan%1%2 ke%3,
320001,Nilai koordinat kamera,Kamera%2 nilai koordinat untuk%1,
320002,Sudut kamera,Kamera%2 sudut untuk%1,
320003,Bidang pandang kamera,Bidang Tampilan Kamera (FOV) untuk%1,
3210001,Atur nilai pemain di papan peringkat,Atur nilai%2 ke%3 di%1,"1. Diindeks oleh nomor mini pemain, atur nilai pemain di papan peringkat server
2. Simpan data pemain ke papan peringkat server, dan Anda dapat membuat papan peringkat gambar lengkap
#3. Siapa yang memasuki papan peringkat pertama dengan skor yang sama
4. Papan peringkat perlu diunggah di peta sebelum dapat berlaku di peta server cloud."
3210002,,,
3210003,Hapus nilai pemain dari papan peringkat,Hapus nilai%2 di%1,
3210004,Hapus nilai nama yang ditentukan di papan peringkat,Hapus nilai bernama%2 di%1,
3210005,Buat nilai pemain yang ditentukan di papan peringkat menghitung sendiri,Tambahkan%3 ke nilai%2 di%1,"Tindakan ini dapat digunakan ketika beberapa kamar beroperasi dengan nilai yang sama, tanpa menyebabkan nilai saling menimpa"
3210006,Jadikan nilai nama yang ditentukan di papan peringkat evaluasi sendiri,Tambahkan%3 ke nilai bernama%2 di%1,"Tindakan ini dapat digunakan ketika beberapa kamar beroperasi dengan nilai yang sama, tanpa menyebabkan nilai saling menimpa"
3210007,Dapatkan nilai peringkat yang ditentukan di papan peringkat,"Dapatkan nilai%2 di%1 sebagai%4, dan jalankan%3 untuk melewati nilai yang diperoleh ke acara","1. Papan peringkat hanya diperbolehkan untuk mengambil bilangan bulat positif, urutan menaik dari kecil ke besar, dan urutan menurun dari besar ke kecil
2. Semua parameter acara ini diteruskan ke [event] yang dieksekusi, seperti [trigger event player], [target player in event], [makhluk yang memicu event], dll
3. Xx yang dapat diperoleh melalui server / papan peringkat, mendapatkan empat nilai nama, pemain, nilai, dan peringkat"
3210008,Dapatkan nilai pemain yang ditentukan di papan peringkat,Dapatkan nilai%2 di%1 dan eksekusi%3 untuk melewati nilai yang diperoleh ke acara,"1. Semua parameter acara ini diteruskan ke [event] yang dieksekusi, seperti [trigger event player], [target player in event], [makhluk yang memicu event], dll
2. Xx yang dapat diperoleh melalui server / papan peringkat, mendapatkan empat nilai nama, pemain, nilai, dan peringkat"
3210009,Dapatkan nilai nama yang ditentukan di papan peringkat,Dapatkan nilai bernama%2 di%1 dan eksekusi%3 untuk melewati nilai yang diperoleh ke acara,"1. Semua parameter acara ini diteruskan ke [event] yang dieksekusi, seperti [trigger event player], [target player in event], [makhluk yang memicu event], dll
2. Xx yang dapat diperoleh melalui server / papan peringkat, mendapatkan empat nilai nama, pemain, nilai, dan peringkat"
3210010,Tetapkan nilai apa pun dalam tabel dengan nama yang ditentukan,Setel nama%1 ke%2 nilai%3,"1. Gunakan titik-titik bahasa Inggris. Indeks dapat dibagi, yang berdampak pada penggunaan skrip. Gunakan hanya peristiwa untuk mengabaikan ini"
3210011,Hapus nilai dengan nama yang ditentukan dalam tabel,Hapus nilai bernama%2 di%1,
3210012,Mendapatkan nilai nama yang ditentukan dalam tabel,Dapatkan nilai bernama%2 di%1 dan eksekusi%3 untuk melewati nilai yang diperoleh ke acara,
3210013,Meja bening,Hapus%1,"Tidak dapat dipulihkan setelah penghapusan, gunakan dengan hati-hati"
3210014,Kosongkan papan peringkat,Hapus%1,"Tidak dapat dipulihkan setelah penghapusan, gunakan dengan hati-hati"
3210015,Laporkan data pemain,Laporkan data%1 dengan nama acara%2,"Menggunakan nama acara kombinasi acara yang berbeda, Anda dapat menyesuaikan dan melaporkan berbagai data perilaku pemain. Setelah melaporkan, Anda dapat melihat berbagai data pemain di latar belakang pusat pembuat"
3220001,Tunjukkan evaluasi jendela pop-up kepada pemain,Tampilkan evaluasi pop-up untuk%1,"① Pemain hanya dapat memicunya setelah bermain untuk jangka waktu tertentu (saat ini 3 menit setelah memasuki peta)
② Ini hanya akan dimainkan sekali dalam 10 menit, dan pemain telah mengevaluasi bahwa peta tidak akan memicu
③ Masukkan kembali peta atau ubah peta yang telah diedit menjadi muncul lagi, yang nyaman untuk diuji"
3220002,Tampilkan pop-up favorit kepada pemain,Tampilkan pop-up favorit untuk%1,"① Pemain hanya dapat memicunya setelah bermain untuk jangka waktu tertentu (saat ini 3 menit setelah memasuki peta)
② Ini hanya akan dimainkan sekali dalam 10 menit, dan pemain telah mengevaluasi bahwa peta tidak akan memicu
③ Masukkan kembali peta atau ubah peta yang telah diedit menjadi muncul lagi, yang nyaman untuk diuji"
3220003,Display follow-the-author pop-up to players,Display %2 pop-up to %1,
40001,Atribut tim,atribut%2 dari%1,
40003,Lokasi dalam acara,Lokasi dalam acara,
40004,Titik kelahiran,Titik kelahiran,
40005,Ekspresi animasi dalam acara,Ekspresi animasi dalam acara,
40006,Efek negara dalam peristiwa,Efek negara dalam peristiwa,
40007,,,
40008,Jenis efek yang dibuat terakhir,Jenis efek yang dibuat terakhir,
40009,Jenis blok dalam acara,Jenis blok dalam acara,
40010,Jenis blok terakhir dibuat,Jenis blok terakhir dibuat,
40011,Bar Pintas di Acara,Bar Pintas di Acara,
40012,Bar peralatan di acara tersebut,Bar peralatan di acara tersebut,
40013,Komponen dalam acara,Komponen dalam acara,
40014,Antarmuka dalam acara,Antarmuka dalam acara,
40015,String dalam acara,String dalam acara,
40016,Antarmuka yang sedang diedit,Antarmuka yang sedang diedit,
40017,Musik dalam acara,Musik dalam acara,
40018,Objek melakukan aksi,Objek melakukan aksi,
40019,Resep dalam acara tersebut,Resep dalam acara tersebut,
40020,Peleburan di acara,Peleburan di acara,
40021,Plot acara,Plot acara,
40022,Area dalam acara,Area dalam acara,
40023,Nilai kerusakan dalam acara,Nilai kerusakan dalam acara,
5000001,eksekusi ulang,Eksekusi ulang #n%1,
5000002,Ulangi beberapa kali,Ulangi%1 #n%1,
5000003,Ulangi sampai,Ulangi eksekusi sampai%1 #n%1,
5000004,Keluar dari lingkaran,Keluar dari lingkaran,
5000005,Jika... hanya,"Jika%1, #n%1",
5000006,Jika... sebaliknya,"Jika%1, #n%1 #n sebaliknya #n%1",
5000007,Tetap menunggu sampai,Tetap tunggu sampai%1,
5000008,Hentikan!,Hentikan%1,
50001,Lokasi pemain,Lokasi%1,
50002,Posisi crosshair pemain,Posisi penglihatan untuk%1,
50003,Atribut Pemain,atribut%2 dari%1,
50004,Jumlah item untuk pemain,Jumlah%2 s yang dimiliki oleh%1,
50006,Sudut berorientasi pemain,%1 sudut berorientasi,
50007,Nama pemain,Nama%1,
50012,pemilik rumah,pemilik rumah,
50018,Tim pemain,%1 tim,
50019,Variabel pribadi pemain (wilayah),%2 dari%1 (wilayah),
50020,Variabel pribadi pemain (lokasi),%2 dari%1 (lokasi),
50021,Variabel pribadi pemain (nilai),%2 dari%1 (nilai),
50022,Variabel pribadi pemain (string),%2 dari%1 (string),
50023,Variabel pribadi pemain (boolean),%2 dari%1 (Boolean),
50024,Variabel pribadi pemain (pemain),%2 dari%1 (pemain),
50025,Variabel pribadi pemain (grup pemain),%2 dari%1 (grup pemain),
50026,Variabel pribadi pemain (tipe blok),%2 dari%1 (tipe blok),
50027,Variabel pribadi pemain (tipe item),%2 dari%1 (tipe item),
50028,Variabel pribadi pemain (makhluk),%2 dari%1 (bio),
50029,Variabel pribadi pemain (tipe makhluk),%2 dari%1 (tipe makhluk),
50030,Variabel pribadi pemain (kelompok makhluk),%2 dari%1 (grup bio),
50031,Variabel pribadi pemain (timer),%2 dari%1 (timer),
50032,Variabel pribadi pemain (tipe efek),%2 dari%1 (tipe efek),
50033,Arah tujuan pemain menunjuk,Arah tujuan%1,
50034,Jenis item yang dipegang pemain,%1 Jenis barang genggam,
50035,Pemain,Pemain%1,
50036,Grup pemain,Grup pemain%1,
50037,Penampilan pemain,Penampilan%1,
50038,Grup pemain,Grup pemain%1,
50039,Variabel pribadi pemain (grup lokasi),%2 dari%1 (grup lokasi),
50040,Variabel pribadi pemain (grup zona),%2 dari%1 (kelompok regional),
50041,Variabel pribadi pemain (grup nilai),%2 dari%1 (kelompok nilai),
50042,Variabel pribadi pemain (grup string),%2 dari%1 (grup senar),
50043,Variabel pribadi pemain (grup boolean),%2 dari%1 (Grup Boolean),
50044,Variabel pribadi pemain (grup tipe blok),%2 dari%1 (kelompok tipe blok),
50045,Variabel pribadi pemain (grup tipe item),%2 dari%1 (kelompok tipe item),
50046,Variabel pribadi pemain (kelompok tipe makhluk),%2 dari%1 (grup biotipe),
50047,Variabel pribadi pemain (grup pengatur waktu),%2 dari%1 (grup pengatur waktu),
50048,Variabel pribadi pemain (grup tipe efek),%2 dari%1 (kelompok tipe efek),
50049,Tipe Penampilan Acak,Tipe Penampilan Acak,
50050,Nomor mini pemain,Mini untuk%1,
50051,Dapatkan pemain dengan nomor mini yang ditentukan,Dapatkan pemain dengan nomor mini%1,
50052,Jumlah item yang tersisa di ransel pemain,Dapatkan jumlah total ransel%1 dan bar pintasan yang tersisa untuk menyimpan%2,
50053,Tipe Barang Ransel Pemain,Dapatkan tipe item untuk%2 dari%1,
50054,Nama item ransel pemain,Dapatkan nama penyangga untuk%2 dari%1,
50055,Dapatkan jumlah item pemain,Dapatkan jumlah saat ini%1%2,
50056,Dapatkan sisa waktu negara pada pemain,Dapatkan waktu tersisa untuk%2 dari%1,
50099,Template variabel pribadi nyata,Template variabel pribadi nyata,
50119,Template Variabel (Wilayah),Template Variabel (Wilayah),
50120,Template variabel (lokasi),Template variabel (lokasi),
50121,Template Variabel (Numerik),Template Variabel (Numerik),
50122,,,
50123,Template Variabel (Boolean),Template Variabel (Boolean),
50124,Template Variabel (Pemain),Template Variabel (Pemain),
50125,Template Variabel (Grup Pemain),Template Variabel (Grup Pemain),
50126,Template variabel (tipe blok),Template variabel (tipe blok),
50127,Template Variabel (Tipe Barang),Template Variabel (Tipe Barang),
50128,Template Variabel (Bio),Template Variabel (Bio),
50129,Template Variabel (Tipe Bio),Template Variabel (Tipe Bio),
50130,Template Variabel (Grup Bio),Template Variabel (Grup Bio),
50131,Template Variabel (Timer),Template Variabel (Timer),
50132,Template variabel (tipe efek),Template variabel (tipe efek),
50139,Template Variabel (Grup Lokasi),Template Variabel (Grup Lokasi),
50140,Template Variabel (Grup Area),Template Variabel (Grup Area),
50141,Template Variabel (Grup Numerik),Template Variabel (Grup Numerik),
50142,Template variabel (grup string),Template variabel (grup string),
50143,Template Variabel (Grup Boolean),Template Variabel (Grup Boolean),
50144,Template Variabel (Grup Jenis Blok),Template Variabel (Grup Jenis Blok),
50145,Template Variabel (Grup Jenis Barang),Template Variabel (Grup Jenis Barang),
50146,Template Variabel (Grup Biotype),Template Variabel (Grup Biotype),
50147,Template Variabel (Grup Timer),Template Variabel (Grup Timer),
50148,Template Variabel (Grup Jenis Efek),Template Variabel (Grup Jenis Efek),
50149,Template Variabel (Papan Peringkat),Template Variabel (Papan Peringkat),
50150,Template variabel (tabel),Template variabel (tabel),
50151,Template variabel (tabel dua dimensi),%2 dari%1 (tabel dua dimensi),
60001,Jumlah pemain dalam grup pemain,Jumlah pemain di%1,
60002,Jumlah pemain dalam grup pemain,Jumlah%2 dalam%1,
60003,Jumlah pemain dalam game,Jumlah pemain dalam game saat ini,
60004,Pemain dengan nomor yang ditentukan dalam grup pemain,Nomor pemain%2 di%1,
60005,Pemain acak dalam grup pemain,Pemain acak di%1,
60006,Semua pemain,Semua pemain,
60007,Semua pemain dalam tim,Semua pemain di%1,
60008,Semua pemain di area tersebut,Semua pemain di%1,
60009,Pemain yang memicu acara,Pemain yang memicu acara,
60010,Target pemain dalam acara,Target pemain dalam acara,
60011,Pemain yang menembakkan proyektil,Pemain yang menembakkan proyektil,
60012,Player’s first inviter,%1’s first inviter,
60013,New player group of player’s invitation,New player group successfully invited by %1,At most 200 players are available for this interface
60014,All player group of player’s invitation,All player group successfully invited by %1,At most 200 players are available for this interface
70001,Lokasi makhluk itu,Lokasi%1,
70002,Sifat makhluk hidup,atribut%2 dari%1,
70004,Dapatkan nomor makhluk di grup bioma,Jumlah%2 dalam%1,
70005,Perspektif biologis,%1 sudut berorientasi,
70006,Jenis nama makhluk,Ketik nama untuk%1,
70012,Tim makhluk,%1 tim,
70013,Tipe biologis yang ditentukan,Tipe%1,
70014,Tipe biologis acak,Tipe biologis acak,
70015,Tipe biologis,Tipe biologis%1,
70016,bioma,Grup bio%1,
70017,Penampilan biologis,Penampilan%1,
70018,bioma,Grup bio%1,
70019,Kelompok tipe biologis,Grup biotipe%1,
70020,biologi,Bio%1,
70021,Nama tipe biologis,Ketik nama untuk%1,
70022,Deskripsi tipe biologis,Deskripsi Plugin untuk%1,
80001,Jumlah organisme dalam bioma,Jumlah makhluk di%1,
80002,Organisme dari jumlah yang ditentukan dalam kelompok biologis,Makhluk bernomor%2 di%1,
80003,Organisme acak dalam bioma,Makhluk acak di%1,
80004,Semua makhluk dalam tim,Semua makhluk di%1,
80005,Semua makhluk di daerah itu,Semua makhluk di%1,
80006,Makhluk yang memicu peristiwa itu,Makhluk yang memicu peristiwa itu,
80007,Target makhluk di acara,Target makhluk di acara,
80008,Jenis makhluk yang memicu peristiwa,Jenis makhluk yang memicu peristiwa,
80009,Jenis makhluk sasaran dalam acara tersebut,Jenis makhluk sasaran dalam acara tersebut,
80010,Makhluk yang terakhir diciptakan,Makhluk yang terakhir diciptakan,
80011,Jenis makhluk yang terakhir dibuat,Jenis makhluk yang terakhir dibuat,
80012,Makhluk yang menembakkan proyektil,Makhluk yang menembakkan proyektil,
90001,Lokasi drop,Lokasi%1,
90002,Jumlah benda yang jatuh,Jumlah%1,
90003,Jumlah item yang telah berubah di ransel pemain,Jumlah item yang telah berubah di ransel pemain,
90004,Ketik nama barang,Ketik nama untuk%1,
90008,Jenis drop,Tipe%1,
90009,Tipe barang,Tipe Barang%1,
90012,Grup tipe barang,Tipe Barang Grup%1,
90013,Jenis barang acak,Jenis barang acak,
90014,Jenis barang dalam acara,Jenis barang dalam acara,
90015,Pelempar yang memicu acara,Pelempar yang memicu acara,
90016,Jatuh di acara,Jatuh di acara,
90017,Jumlah item dalam acara tersebut,Jumlah item dalam acara tersebut,
90018,Jenis item terakhir dibuat,Jenis item terakhir dibuat,
90019,Deskripsi tipe barang,Deskripsi Plugin untuk%1,
90020,Properti item,%2 dari%1,
