ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
183,Ganesh,"Ganesh menggabungkan kebijaksanaan dan seni untuk mendobrak rintangan dan membawa kesuksesan dan kebahagiaan. Tidak akan ada takdir yang sempurna dan ideal di dunia. Setiap orang yang ingin meraih kesuksesan, memperoleh ilmu atau kebijaksanaan, harus melakukan usaha dan pengorbanan.",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: kelopak teratai mengambang di tubuh!,@Null@,,,
184,EDM Queen Sasha,"Sasha adalah penyanyi paling populer di Terrastar, tetapi popularitasnya juga menyebabkan masalah besar, dan karir musik Sasha mengalami stagnasi untuk sementara waktu. Sampai dia bertemu Mini-Beat secara kebetulan, DJ yang sangat berbakat ini menginspirasinya dan mulai bereksperimen dengan kreasi musik elektronik, yang membawa Sasha ke puncak karirnya sebagai penyanyi lagi...",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: nada warna-warni mengambang di tubuh!,@Null@,,,
185,Celestial Guardian Yuni,"Di hutan ajaib Bintang Negeri Dongeng, tempat kelompok unicorn terakhir di Domain Phoenix tinggal. Di era ketika sihir semakin langka, unicorn juga menghadapi kepunahan. Sebagai yang termuda dalam kelompok, Yuni mengajukan diri dan memulai perjalanan bergelombang untuk menggunakan ""Mutiara Ajaib"" khusus hutan dengan imbalan kekuatan magis dari Penyihir ...",@Null@,Avatar: Buka kunci gambar profil,Jejak kaki: Meninggalkan jejak dasi kupu-kupu,@Null@,,,
186,Yun Shang,"Dia adalah seorang desainer kostum dengan kemampuan dan imajinasi penuh, dan seorang penjelajah antarbintang yang memperhatikan kreativitas dan warisan.
Dia bolak-balik di antara berbagai planet di Wilayah Bintang Naga, mempelajari berbagai gaya pakaian.
Jika Anda ingin mencoba gaya berpakaian yang berbeda, cari dia!",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Bunga merah muda mengambang di tubuh!,@Null@,,,
187,Xiang Er,"Xiang Er adalah duta musim dingin Cooking Star, dan dia bekerja siang dan malam untuk mengatur festival musim dingin. Dari Winter Solstice hingga Hari Tahun Baru, dia selalu sibuk, dan sebelum dia menyadarinya, tahun baru telah datang lagi!",@Null@,Avatar: Buka kunci gambar profil,Jejak Kaki: Jejak kaki domba tertinggal di mana pun Anda berjalan.,@Null@,,,
188,Ting Huai,"Bakat anak ajaib yang sangat dinanti, menjadi tercerahkan ketika dia akan mendapatkan pekerjaan impiannya, dan memulai jalan sebagai sarjana bertelanjang kaki yang berkeliaran. Setelah membantu murid-murid Stargate secara kebetulan, ia dapat memasuki Negeri Dongeng dan memulai perjalanan versi fantasi ""Peach Blossom Spring""...",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Daun bambu mengambang di tubuh!,@Null@,,,
189,Lion Dancer Dragonet,@Null@,@Null@,Avatar: Buka kunci gambar profil,Jejak Kaki: Jejak kaki hydrangea saat kamu berjalan,@Null@,,,
190,Honeycomb,"Tidak ada madu yang turun dari langit! Ini adalah mantra Honeycomb. Sebagai anggota baru di kota, ketekunannya telah membuat semua orang terkesan. Setiap Senin pukul sembilan pagi, selalu ada sebotol madu segar di depan pintu setiap orang. Semua orang mengatakan bahwa ini adalah madu terbaik yang pernah mereka makan.",Dapat didapatkan dari Gashapon,Avatar: Buka kunci gambar profil,Jejak Kaki: Meninggalkan jejak madu kemanapun kamu berjalan.,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
191,Deity Shen,"Seorang penguasa dunia luar yang sangat tampan, seperti makhluk abadi yang diasingkan. Pandai dalam ilusi, ia sering berubah menjadi bangau untuk melarikan diri dari dunia. Tampaknya ada identitas misterius yang tidak diketahui oleh orang luar yang sangat dekat dengan Peri Bulan, dan paling takut dia marah.",Dapat didapatkan dari Gashapon,Avatar: Buka kunci gambar profil,Efek tubuh: Ada aura biru yang melayang-layang!,@Null@,,,
192,Yun Yan,"Putri bungsu dari klan Fox, dan Cang Hong, peri pedang nebula, adalah teman jangka panjang. Dipengaruhi oleh Cang Hong, dia tidak menyukai sihir dan teknologi, dan suka bermain-main dengan semua jenis gadget mekanik, yang membuatnya terlihat seperti orang asing di klan. Namun, Yun Yan tidak peduli, orang lain tidak tahu tentang teknologi dan betapa menakjubkannya itu!",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: hati merah muda melayang-layang!,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
193,Cang Hong,"Pedang Abadi yang paling misterius, selain nama Cang Hong yang beredar di arena, tidak ada yang tahu usia, asal, dan tempat tinggalnya. Dikatakan bahwa pedangnya adalah pedang abadi. Saat diayunkan, tubuh pedang bersinar dengan cahaya abadi, yang dapat memotong segalanya. Namun yang sedikit diketahui adalah bahwa pedang ini sebenarnya berasal dari bintang Gomanda...",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Tubuh bersinar dengan cahaya peri!,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
194,Katrina,"Berapa lama waktu yang kamu butuhkan untuk melupakan orang yang pernah kamu cintai?
Dia, menghabiskan 500 tahun menjelma sebagai utusan kegelapan, menunggu kedatangannya di jurang yang tak terhitung siang dan malam. Di setiap malam yang sepi, dia berubah menjadi penari mayat hidup, hanya untuk melihatnya untuk terakhir kalinya.",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Kupu-kupu melayang-layang!,@Null@,,,
195,Spider Girl,"Saya suka menempatkan diri saya tepat sasaran, karena detik berikutnya, seorang pemburu yang cerdas tidak akan bisa kemana-mana.
Tidak ada harapan untuk melarikan diri, lebih baik melepaskan perlawanan. Bagaimanapun, mimpi termanis di dunia adalah jaring yang saya tenun.",@Null@,Avatar: Buka kunci gambar profil,Jejak Kaki: Meninggalkan jejak laba-laba kemanapun kamu berjalan.,@Null@,,,
196,Miranda,"Beri aku kebijaksanaan dan kekuatan. Matahari merah menyala memelihara segala sesuatu. Saya, yang disebut dewi matahari, dengan tulus berdoa agar cahaya kehidupan tidak pernah padam.",@Null@,Efek Tubuh: Dapat mengonversi dalam game dan mengganti bentuk,Avatar: Buka kunci gambar profil,Efek Tubuh: Matahari menyinari tubuh!,#cda5b0aBerubah: Klik tombol di sebelah kanan untuk berubah #n,,
197,Emperor Hero,Armor terkuat di alam semesta tak terbatas adalah kaisar. Dia berada di atas raja. Yang satu dan binatang lapis baja pertama.,@Null@,Efek Tubuh: Dapat mengonversi dalam game dan mengganti bentuk,Avatar: Buka kunci gambar profil,Jejak Kaki: Tinggalkan jejak kaki totem kaisar di mana pun Anda berjalan.,#cda5b0aBerubah: Klik tombol di sebelah kanan untuk berubah #n,,
198,Hu Xinyu,"Seorang master seni bela diri yang meninju, dan mengumpulkan harta yang berkilauan!
Mereka semua adalah favorit saya dari batangan besar dan koin tembaga hingga kaca cangkang kecil.
Tunjukkan ketulusanmu dan aku akan berbagi kilauku!",@Null@,Avatar: Buka kunci gambar profil,Jejak kaki: Jejak dompet tertinggal di mana pun Anda berjalan.,@Null@,,,
199,Hu Xiaofeng,"Angin menembus udara. Darah menggetarkan hati. Tantang dirimu sendiri. Jangan takut! Tantang dirimu sendiri! Kaitkan jari Anda, ribuan gerakan, ayo!",@Null@,Avatar: Buka kunci gambar profil,Jejak kaki: Jejak kaki harimau tertinggal di mana pun Anda berjalan.,@Null@,,,
200,Evelyn,"Menyeberangi sungai, berjalan melewati pegunungan, mendengarkan kicauan burung, mencium aroma bunga liar. Jika kupu-kupu tersesat di sakuku, jangan takut! Aku akan membebaskanmu.",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Kupu-kupu merah muda mengambang di tubuh.,@Null@,,,
201,Tyrinn,"Kebenaran tersembunyi di hutan. Misteri bersembunyi di balik bukit. Pengetahuan datang dari otak yang cerdas, tetapi kebijaksanaan bersinar melalui latihan!",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Kupu-kupu oranye mengambang di tubuh.,@Null@,,,
202,Frost,"Rambut halus seperti awan, mata berkilau seperti permata, jepit rambut cerah seperti kupu-kupu. Anda semanis permen kapas! Ayo, manjakan diri dengan saya dalam sukacita di lautan awan yang terang dan lembut ini.",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Marshmallow mengambang di tubuh.,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
203,Peri Bunga Kupu-Kupu,@Null@,@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Kupu-kupu ungu mengambang di tubuh.,@Null@,,,
204,Pahlawan Api,"Elemen kelima, api, memiliki kemampuan dan potensi paling besar.
Satu-satunya baju besi yang memungkinkan dua orang untuk memanggil pada saat yang sama. Itu adalah armor dengan konsumsi kemampuan paling lambat.",@Null@,Avatar: Buka kunci gambar profil,Jejak Kaki: Jejak kaki Pahlawan Api tertinggal di mana pun Anda berjalan.,@Null@,,,
205,Carnival Queen,"Gaun dansa bertatahkan berlian dan manik-manik yang tak terhitung jumlahnya bersinar dengan emas di bawah sinar matahari yang cerah; ratu karnaval sangat bersemangat, bernyanyi dan menari mengikuti musik dansa. Baik penari maupun penonton melupakan semua kesulitan mereka dalam menyanyi dan menari karnaval.",@Null@,Avatar: Buka kunci gambar profil,Jejak kaki: Tinggalkan jejak pita warna-warni di mana pun Anda berjalan.,@Null@,,,
206,Bamboo Dwen,"Hitam dan putih adalah pasangan yang sempurna. Aku menyukaimu dan bambu hijaumu! Jangan salah paham, aku tidak akan memakanmu~",@Null@,Avatar: Buka kunci gambar profil,@Null@,@Null@,,,
207,Baseball hero,"""Di lapangan Baseball, 'pemukul' dan 'pitcher' sama-sama luar biasa.
Dikenal sebagai ""aliran pisau ganda terkuat dalam sejarah""",@Null@,Avatar: Buka kunci gambar profil,Jejak kaki: Tinggalkan jejak kaki bisbol di mana pun Anda berjalan.,@Null@,,,
208,Mota,"Berenang bebas menembus kedalaman laut.
Aku adalah pamflet di lautan. Saya perenang tercepat di langit.
Temukan saya dan Anda akan menemukan kebenaran.",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Gelembung jatuh dari tubuh.,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
209,Fire Flower,"Festival musim semi semakin dekat, dan suara kembang api akan terdengar sepanjang siang dan malam.
Lihat, itu kembang api! Buat permintaan denganku!",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Bunga merah muda mengambang dari tubuh.,@Null@,,,
210,Flash,"Lakukan trik sulap dan wujudkan keinginan Anda. Bintang, tolong tetap bersinar. Dengarkan keinginan kami!",@Null@,Avatar: Buka kunci gambar profil,Jejak kaki: Tinggalkan jejak bintang di mana pun Anda berjalan.,@Null@,,,
211,Beacon,"Genderang perang sedang berkobar. Dimana musuhku? Api suar ada di langit, menjaga tanah air tanpa takut akan kematian dan cedera. Kemarahan berubah menjadi niat bertarung. Iman selalu ada di hati saya, dan naga yang berputar-putar akan datang lagi pada akhirnya!",Item unlock dapat diperoleh dalam acara,Avatar: Buka kunci gambar profil,Efek tubuh: Percikan mengambang dari tubuh.,@Null@,,,
212,Dreamy Poet,"Wu bisa menunggang kuda dan mengayunkan pedang. Wen bisa melukis dan membacakan puisi.
Dia hanya tak terkalahkan!",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Bunga merah muda mengambang dari tubuh.,@Null@,,,
213,Kapten Football,"Bocah yang pernah bermain tanpa alas kaki di jalanan itu kini telah tumbuh menjadi elang yang tak terhentikan di lapangan hijau, menggiring bola, terus mengungguli, dan menembak dengan keras. Menciptakan sejarah, memimpin timnya untuk menang sekali lagi.",@Null@,Avatar: Buka kunci gambar profil,@Null@,@Null@,,,
214,Shirley,Ribuan tahun angin dan salju meniup hati yang tidak dingin dan hangat. Merupakan keberuntungan untuk memiliki manusia salju sebagai pendamping. Yang saya inginkan hanyalah salju tidak mencair.,@Null@,Avatar: Buka kunci gambar profil,Jejak kaki: Tinggalkan jejak kepingan salju di mana pun Anda berjalan.,@Null@,,,
215,Budi,Budi tinggal di Asia Tenggara yang indah. Fashion identik dengan dia.Favoritnya adalah mengendarai sepeda motor di sepanjang garis pantai dan menikmati angin laut bersama teman-temannya.,@Null@,Avatar: Buka kunci gambar profil,@Null@,@Null@,,,
216,Dewi,"Dewi menari apa yang diajarkan neneknya ketika dia masih kecil. Menari membawa kembali ingatan lamanya tentang matahari, angin laut, dan aroma segar daun pohon palem.",@Null@,Avatar: Buka kunci gambar profil,@Null@,@Null@,,,
217,Shadowbringer,"Seorang penari cepat dan tepat tersembunyi di balik bayang-bayang. Kelincahan dan kerudung hijau gelapnya adalah ciri khasnya. Orang tidak tahu namanya. Mereka hanya tahu bahwa di bawah bayang-bayang bintang dan bulan, akan ada seorang wanita misterius yang menghukum yang jahat.",@Null@,Avatar: Buka kunci gambar profil,@Null@,@Null@,,,
218,Putri Teratai,"Desain Putri Teratai adalah karya juara dalam Lomba Desain Pakaian Vietnam. Rok Lolita dan Jaket pendek yang menggabungkan estetika tradisional Vietnam dengan elemen modern menunjukkan keimutan dan ketampananya. Berjalan melalui masa lalu dan masa kini, teratai lahir di bawah tapak-tapaknya selangkah demi selangkah. Memegang telinga beras di pelukannya, hanya untuk bertemu denganmu.",@Null@,Avatar: Buka kunci gambar profil,Efek Khusus Fisik: Terbentang Tubuh!,@Null@,,,
219,Nightmare Moon,"Konfliknya dengan saudara perempuannya membuatnya menjadi putri bulan mimpi buruk. Setelah beberapa energi harmonis mempengaruhi dirinya, dia memilih untuk kembali ke sisi adiknya. Dia sangat lembut dan takut kesepian. Dia dekat dengan orang-orang kerajaannya.",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Cahaya bintang melayang dari tubuh.,@Null@,,,
220,Glicita,Sudut jalan menunjukkan jejak saya. Graffitis merekam ingatanku. Ada cinta yang disampaikan di balik setiap karya seni saya.,@Null@,Avatar: Buka kunci gambar profil,Jejak Kaki: Tinggalkan jejak kaki grafiti di mana pun Anda berjalan.,@Null@,,,
221,Lico,"Graffiti adalah gairah saya. Saya mengungkapkan perasaan saya melalui karya-karya saya. Grafiti adalah cintaku. Semprotkan, itu seni jalanan.",@Null@,Avatar: Buka kunci gambar profil,Jejak Kaki: Tinggalkan jejak kaki grafiti di mana pun Anda berjalan.,@Null@,,,
222,Awakened Nini,Bulu elang menebas di langit. Tongkat itu mengelilingi wilayah itu. Merupakan kehormatan bagi saya untuk melindungi keselamatan suku saya!,@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Partikel energi mengambang dari tubuh.,@Null@,,,
223,Awakened Kaka,"Tanpa api, lilin padam. Bisakah ambisi bertahan setelah semua kesulitan? Anak muda selalu berjalan sendiri!",@Null@,Avatar: Buka kunci gambar profil,Efek tubuh: Partikel energi mengambang dari tubuh.,@Null@,,,
224,Silver Bell,"Dengan pikiran cerdas dan penelitian mendalam, Silver Bell mencari pemecahan fenomena bunga bakung beracun di lembah sehingga ia menjadi sarjana konservasi tanaman ajaib dan simbol penjaga bunga bakung dalam hati orang-orang. Sekarang dia dan Flower fairy sedang menjelajahi misteri tanaman ajaib di planet Orpha!",,Avatar: Buka kunci gambar profil,Jejak kaki berjalan: tinggalkan jejak platinum platinuma.,,,,
225,Corel,"Rasakan banyak pencuci mulut beku untuk mengetahui rahasianya.
Selera yang luar biasa adalah asal mula cita rasa legendaris.
Pengalaman yang kaya menunjukkan rasa hormat.",,Avatar: Buka kunci gambar profil,Efek Tubuh: Daun lemon dan mint menyebar pada tubuh!,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
226,,,,,,,,,
227,,,,,,,,,
228,Lola,"sakan terdengar dengan kesedihan. Dan tak ada yang menyadari rasa syukur kepada Tuhan, keajaiban dan malaikat meskipun itu mudah didapat, sehingga malaikat tinggalkan hutan belantara dalam periode reinkarnasi tanpa akhir.",,Avatar: Buka kunci gambar profil,Efek Tubuh: Kelopak dan daun tersebar di tubuh!,,,,
229,Mega,"Seorang insinyur mecha senjata keren dari angkasa luar misterius, penuh dengan instrumen teknologi canggih: kain mantelnya kebal, Teks padat diterangi di atas lensa kacamatannya dari waktu ke waktu, dan perangkat aneh di punggungnya mengandung energi yang kuat. Barang ini dapat digunakan sebagai artileri, atau untuk... pukul si orang jahat!",,Avatar: membuka kunci avatar,Efek Tubuh: kilat Melayang disekitar tubuh,,,,
230,Rubah Pemimpi - Huayang,"Mimpi buruk yang tak terlupakan menutupi matahari, ketidakkekalan menghancurkan masa muda. Senar Fuqin mengirim lagu dan kekhawatiran, hujan turun dan orang-orang akhirnya bubar, dan kami tidak pernah bertemu lagi sejak itu.",,"Perubahan khusus: Fungsi pengubah warna dapat diwujudkan dalam game untuk mengubah
bentuk dan keadaan!","Bingkai avatar dan efek tubuh: Bingkai avatar eksklusif dengan bunga kamelia merah muda
melayang-layang!","#cda5b0a Perubahan warna: Klik tombol ubah warna di sebelah kiri untuk mengubah rubah ke
keadaan nakal dan polos. #n","#cda5b0a Perubahan warna: Klik tombol ubah warna di sebelah kiri untuk mengubah rubah menjadi
cantik dan menawan. #n",#cda5b0aDapatkan hanya dari Kotak Bercahaya#n,
231,Rubah Pemimpi - Huayang,"Ingatlah bahwa gunung-gunung penuh dengan bunga, dan lagu-lagu dan nyanyian-nyanyian itu penuh dengan kemakmuran. Di sebelah gerbang torii, tahun-tahun berlalu, dan ada tawa dan kebisingan, dan musim semi bermekaran.",,"Perubahan khusus: Fungsi pengubah warna dapat diwujudkan dalam game untuk mengubah
bentuk dan keadaan!","Bingkai avatar dan efek khusus tubuh: Bingkai avatar eksklusif dengan bunga kamelia merah besar
melayang-layang!","#cda5b0a Perubahan warna: Klik tombol ubah warna di sebelah kiri untuk mengubah Linghu ke
kondisi lembut dan kuat. #n","#cda5b0a Perubahan warna: Klik tombol ubah warna di sebelah kiri untuk mengubah rubah menjadi
cantik dan menawan. #n",#cda5b0aDapatkan hanya dari Kotak Bercahaya#n,
232,Rubah Pemimpi - Huayang,"Di dunia, bunga sakura yang jatuh bermandikan darah dan diregenerasi. Xunchunhui bergegas menembus awan dan menembus kabut, dan bermimpi untuk kembali ke tepi gelombang hijau, dan sabuk zamrud memantulkan Shaoyan.",,"Perubahan khusus: Fungsi pengubah warna dapat diwujudkan dalam game untuk mengubah
bentuk dan keadaan!","Bingkai avatar dan efek khusus tubuh: Bingkai avatar eksklusif dengan bunga kamelia merah tua
melayang-layang!","#cda5b0a Perubahan warna: Klik tombol ubah warna di sebelah kiri untuk mengubah Linghu ke
kondisi lembut dan kuat. #n","#cda5b0a Perubahan warna: Klik tombol ubah warna di sebelah kiri untuk mengubah rubah ke
keadaan nakal dan polos. #n",#cda5b0aDapatkan hanya dari Kotak Bercahaya#n,
233,Gadis Matahari Berkilau,"Dia telah murid Putri Angkasa. Meskipun dia telah tersesat dan melakukan kesalahan, tapi dia sudah ambil tindakan pembetulan.Dia lupakan kebenciannya dan berteman dengan mantan lawannya. Dia mewakili keempatian dalam keharmonian.",,Avatar: Buka kunci gambar profil,Efek tubuh: Halo matahari terbenam mengambang dari tubuh.,,,,
234,Gadis Trixie,"seorang pesulap keliling dengan penguasaan sihir panggung, melakukan sulapan untuk kuda poni di seluruh Equestria. Simbolnya adalah Tongkat summon bintang dan bulan, yang berarti ""sulapan"", jadi dia bisa mempelajari sihir apa pun.",,Avatar: Buka kunci gambar profil,Efek tubuh: Energi sihir mengambang dari tubuh.,,,,
235,Armor Boy,"Armor Boy adalah kakak dari Twilight Sparkle yang stabil dan penuh tanggung jawab dan menikah dengan Princess Cadence.
Dia memerintah kerajaan kristal dengan Princess Cadence. Benderanya adalah perisai dan bintang-bintang yang tersebar dengan sihir yang kuat.",,Avatar: Buka kunci gambar profil,Efek tubuh: Bintang bersinar mengambang dari tubuh.,,,,
236,Lumiere,"Cicipi es krim dan saksikan lampu berwarna-warni. 
Naik komidi putar dengan ketawa terbahak-bahak. 
Jalinan cahaya dan elektrik, mewakili kegembiraan saat ini!",,Avatar: Buka kunci gambar profil,Efek tubuh: Bintang mengambang dari tubuh.,,,,
237,Lucia,"Cium aroma popcorn, kejar dan mainkan bersama.
Naik kincir ria dan hampir menangkap matahari!
Dari hati ke hati, tidak takut akan kepanasan matahari!",,Avatar: Buka kunci gambar profil,Efek tubuh: Bintang mengambang dari tubuh.,,,,
238,Thumbelina Tina,"Tubuh kecil, keberanian besar.
Tangkap akan menghubungkan untuk menangkap burung, menjaga ikan dan mengejar kambing.
Perhatikan saya berjalan melalui hutan, lepaskan rahasia penyembuhan saya",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Energi penyembuhan keluar dari tubuh!,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
239,Anak Naga,"Senyuman lebar adalah tanda tangan anak naga,
Kue bola susu yang lembut boleh mengosongkan masalah dengan satu klik.
Jadi maskot bukan sesuka hati.
Pertama, puting diperlukan... Hei, Anda tidak dapat menjadi maskot walaupun merampas barangku!",,Avatar: Buka kunci gambar profil,Efek tubuh: Titik cahaya keemasan mengambang dari tubuh.,,,,
240,Tang San,"Tidak ada pertahanan Roh yang tidak berguna, hanya seorang Master Roh yang tidak berguna!",,Avatar: Membuka kunci avatar.,Jejak Kaki Berjalan: Jejak kaki kilat tertinggal di mana pun Anda berjalan.,#cda5b0a eksklusif Benua Douluo:  Tunjukan semangat bela diri Anda! #n,,,
241,Xiaowu,"Halo, nama saya Xiao Wu, menari dansa.",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: kelopak merah muda mengambang di tubuh!,#cda5b0a Tindakan eksklusif Benua Douluo untuk berdandan tautan: pamerkan semangat bela diri Anda! #n,,,
242,Bibidong,"Untuk pria kuat, jika kamu tidak bisa membuatnya menyerah, lebih baik biarkan dia tidur selamanya.",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Bulu mengambang di tubuh!,#cda5b0a Tindakan eksklusif Benua Douluo untuk berdandan tautan: pamerkan semangat bela diri Anda! #n,,,
243,Oscar,"Jenius sejati telah diberkati dengan kemuliaan sejak lahir, dan saya hanya menghabiskan hidup saya mencoba untuk mendekati cahaya itu.",,Avatar: Membuka kunci avatar.,Jejak Kaki Berjalan: Jejak kaki sosis tertinggal di tempat Anda berjalan.,#cda5b0a Tindakan eksklusif Benua Douluo untuk mengoordinasikan kostum: Lepaskan keterampilan jiwa Anda! #n,#cda5b0aHanya tersedia di Gashapon#n,,
244,Ma Hongjun,Pernahkah Anda mendengar bahwa ada juga burung phoenix emas di sarang rumput?,item dapat diperoleh melalui Event,Avatar: Membuka kunci avatar.,Jejak Kaki Berjalan: Jejak kaki api tertinggal di tempat Anda berjalan.,#cda5b0a Tindakan eksklusif Benua Douluo untuk berdandan tautan: pamerkan semangat bela diri Anda! #n,,,
245,Qiluo,"Di musim semi, rambutnya indah dan tergantung di awan dan pepohonan.
Surga memasuki bumi, musim dingin pergi ke musim semi,
Apakah Anda ingin bergabung dalam pengalaman manusia ini?",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Bunga Wisteria melayang-layang!,,,,
246,Dai Mubai,"Saya ingin menjadi lebih kuat, cukup kuat untuk melindungimu dan banyak orang.",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Petir akan dipancarkan dari tubuh!,#cda5b0a Tindakan eksklusif Benua Douluo untuk berdandan tautan: pamerkan semangat bela diri Anda! #n,,,
247,Zhu Zhuqing,"Aku tidak ingin menjalani kehidupan yang diatur oleh orang lain, Aku ingin membebaskan diri, jadi Aku harus menjadi lebih kuat.",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Ada bintik-bintik cahaya ungu yang mengambang di tubuh!,#cda5b0a Tindakan eksklusif Benua Douluo untuk berdandan tautan: pamerkan semangat bela diri Anda! #n,,,
248,Ning Rongrong,"Masa lalu tidak dapat diubah, bahkan jika aku menghabiskan seluruh hidupku, Aku akan menghidupkan kembali sinar cahaya itu!",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Ada bintik-bintik cahaya biru yang mengambang di tubuh!,#cda5b0a Tindakan eksklusif Benua Douluo untuk berdandan tautan: pamerkan semangat bela diri Anda! #n,,,
249,@Null@,@Null@,@Null@,,,,,,
250,@Null@,,,,,,,,
251,Huanxi-Peri Merak Hijau,"Dengarkan suara dari lubuk hatiku, tinggalkan dedikasi untuk kesempurnaan,
Saya akan menjadi fokus kerumunan dan hantu hutan hujan yang dalam.
Dari yang tak terlihat, saat ini, aku terlahir kembali dari abu.",,"Perubahan cahaya: Bentuk akan berubah seiring cahaya di peta, klik tombol di sebelah kiri untuk melihat instruksi.","Transform: Transform: berubah menjadi Peri Merak Pink ketika cahaya di peta lebih besar dari 9, klik tombol di sebelah kiri untuk pratinjau.","Tindakan Eksklusif: beraneka tindakan eksklusif di peta, klik tombol di sebelah kiri untuk pratinjaunya.",#cda5b0aDapatkan hanya dari Kotak Bercahaya#n,,
252,Mechanical Wing,"Seorang gadis steampunk yang percaya pada teknologi yang mengubah kehidupan, dan suka menciptakan. Dia lincah dan imut di hari kerja, tapi dia benar-benar serius dan gigih dalam sains.Mimpi terbesarnya adalah menciptakan sayap mekanis yang memungkinkan manusia terbang bebas.",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Ada bintik-bintik cahaya keemasan yang mengambang di tubuh!,,,,
253,aerobat,"Karakternya yang tegas dan serius membuatnya hanya mempercayai teori yang ketat dan hasil praktis yang terkendali. Setelah banyak perhitungan dan eksperimen, aerobat sangat percaya bahwa pesawat terbang adalah sarana yang efektif untuk mencapai penerbangan, dan mencemooh ide-ide liar mechanical wing.",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Ada roda gigi yang melayang-layang!,,,,
254,Chaser,"Berdiri di bawah langit dan berbicara dengan bintang-bintang. 
 Mencari ribuan peradaban dan menjelajahi misteri alam semesta. 
 Seseorang bertanya: ""Apa berada di akhir dunia? ""
 Saya pikir bahwa langit berbintang adalah keajaiban penciptaan.",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Energi alam semesta mengambang di tubuh!,,,,
255,Suku Elang Kaka,"Tongkat kerajaan membelah langit dan bulu elang mulai bertebaran.
ini adalah kehormatan bagi saya untuk menjaga keselamatan suku!",@Null@,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Fluoresensi hijau mengambang di tubuh!,@Null@,@Null@,@Null@,@Null@
256,Kepala Suku Nini,"Lilin mati kalau tidak nyala oleh api. Cahaya mati kalau lilin dihabiskan. 
Setelah menderita semua kesulitan, ambisimu masih ada?
Bahkan jika hujan deras, pemuda itu terus berjalan sendirian!",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: Cahaya bintang melayang dari tubuh!,,,,
269,Huanxi-Peri Merak Pink,"Saya telah mencari salju tanpa akhir di musim panas dan melompati kembang api di musim dingin;
Setelah menerima tepuk tangan meriah, serta ejekan dan cibiran;
Di belakang senja, aku akan menari dengan matahari terbenam selamanya.",,"Perubahan cahaya: Bentuk akan berubah seiring cahaya di peta, klik tombol di sebelah kiri untuk melihat instruksi.","Transform: Berubah menjadi Peri Merak Hijau ketika cahaya di peta kurang dari 9, klik tombol di sebelah kiri untuk pratinjau.","Tindakan Eksklusif: beraneka tindakan eksklusif di peta, klik tombol di sebelah kiri untuk pratinjaunya.",#cda5b0aDapatkan hanya dari Kotak Bercahaya#n,,
270,Gudong,"Aroma dari tungku merah membawa jenis-jenis rasa di dunia.
Menyembuhkan tubuh dan perasaan dengan makanan.
Ketagihan oleh rasa lezan dan membuat orang berteriak:
""Segar, pedas, mbak, satu porsi lagi!"" ",,Avatar: Membuka kunci avatar.,Efek khusus tubuh: bahan-bahannya mengambang!,,,,
