ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
196,ミランダ,私に知恵と力を与えてくれる金色の月桂冠。すべてのものを育む真っ赤な太陽。 皆から太陽の女神と呼ばれる私は、命の光を敬虔に祈り、消えない。,@Null@,体エフェクト：ゲーム内の変形機能で外見切替えが可能！,アイコン：アイコンを解放。,体エフェクト：体が太陽の光が輝く！,#cda5b0a変形：右の変形ボタンを押すと、ロボット/乗物形態を切替えることができます！#n,,
197,帝王侠,無限の宇宙で最強の鎧、王様の上に立つ鎧の帝王、明界の最高支配者、天の化身、すべての支配者である。 そして、初の装甲獣である「光の帝王戦龍」を持っています。,@Null@,体エフェクト：ゲーム内の変形機能で外見切替えが可能！,アイコン：アイコンを解放。,足跡：帝王トーテムの足跡が残ります。,#cda5b0a変形：右の変形ボタンを押すと、ロボット/乗物形態を切替えることができます！#n,,
198,虎心玉,"拳の武術の達人で、キラキラした宝物収集家でもあります！
元宝銅銭まで、貝殻ガラスまで、どれも私の心の中にある大切なものばかりです。
俺の拳を見せたいのか？では……まず誠意を見せてくれ！",@Null@,アイコン：アイコンを解放。,足跡：財布の足跡が残ります。,@Null@,,,
199,虎吼豊,拳風が空気を切り裂いて，熱血が胸を激しく揺さぶる。英雄豪傑としては，自分で挑戦することを恐れていません！数千の技を見せてくれ！,@Null@,アイコン：アイコンを解放。,足跡：虎の柄.=の足跡が残ります。,@Null@,,,
200,イヴリン,小川を流れ，山林を渡り，鳥の歌を聞き，野の花の香りをかぐ。もし、蝶が私の網に迷い込んだとしても、恐れることはない。私を自由にします。,@Null@,アイコン：アイコンを解放。,体エフェクト：ピンクの蝶が体の周りを舞うよ！,@Null@,,,
201,ティリン,真実はジャングルに隠され、謎は丘の上にある。私の学びは頭脳次第と言われますが、実践してこそ知恵が輝くことを誰が知っているのでしょう？,@Null@,アイコン：アイコンを解放。,体エフェクト：オレンジ色の蝶が体の周りを舞うよ！,@Null@,,,
202,フロスト,雲のようなふんわりとした髪、宝石のように輝く目、バタフライのような鮮やかなヘアピン……マシュマロのように甘いあなたには及ばない！来い！私とこの軽やかで柔らかい雲海の中で、私と一緒に楽しみませんか？,@Null@,アイコン：アイコンを解放。,体エフェクト：マシュマロが体の周りを漂うよ！,#cda5b0a築夢パックのみでゲットできる#n,,,
203,ネオン物語,@Null@,@Null@,アイコン：アイコンを解放。,体エフェクト：紫色の蝶が体の周りを舞うよ！,@Null@,,,
204,炎竜侠,"「五行の中で火に属し、五人の戦士の中で最も能力が平均的で、最も潜在力のある一人である。
光と影の5組の鎧の中で唯一、2人同時召喚が可能で、能力消耗速度が最も遅い鎧」",@Null@,アイコン：アイコンを解放。,足跡：炎竜トーテムの足跡が残ります。,@Null@,,,
205,カーニバル女王,ダイヤモンドやスパンコールがちりばめられたダンスドレスは、太陽光でキラキラと輝く。カーニバル女王は音楽に合わせて歌ったり、踊ったりしている。 ダンサーも観客も、カーニバルの歌と踊りに煩わしさを忘れてしまう。,@Null@,アイコン：アイコンを解放。,足跡：カラフルなテープの足跡が残ります。,@Null@,,,
206,タケドゥンドゥン,黒と白の相性はよい、青い竹も、カラーのあなたも大好きだ！心配しないで、あなたを食べるつもりはないんだ!,@Null@,アイコン：アイコンを解放。,@Null@,@Null@,,,
207,野球ヒーロー,野球場、「投手」と「打者」の2つポジションとも神の領域。”史上最强二刀流“と呼ばれている,@Null@,アイコン：アイコンを解放。,足跡：野球の足跡が残ります。,@Null@,,,
208,モタ,"風に乗って自由に泳ぎ、潜海の奥を飛ぶ。
私は海で最もよく飛び、空で最も速く泳ぐことができます。
この天と水の情報を探るなら、私を探せばいい！",@Null@,アイコン：アイコンを解放。,体エフェクト：バブルが体から落ちます！,#cda5b0a築夢パックのみでゲットできる#n,,,
209,花火,"金魚の浴衣とりんご飴、風鈴と焼きそば。
春祭りが近づき、夜通し花火が鳴り響く。
ほら、花火だ！ 私と一緒に願い事をしてください！",@Null@,アイコン：アイコンを解放。,体エフェクト：ピンクの花が体の周りを漂うよ！,@Null@,,,
210,マジックフラッシュ,"魔法のトリックを実行し、願いの発芽を守る。
六芒星、輝き続けてください、
みんなの祈り、星の力を借りて答えた！",@Null@,アイコン：アイコンを解放。,足跡：六芒星の足跡が残ります。,@Null@,,,
211,ビーコン,"戦争の太鼓が轟音を立てて、私の敵はどこにいるか。
ビーコンの火は空にあり、我が家を死に守っている。
怒りは戦意に変わり、信念を胸に、旋回するドラゴンはやがて再びやってくるのだ！",イベントから解放アイテムを獲得できます。,アイコン：アイコンを解放。,体エフェクト：火花が体の周りを漂うよ！,@Null@,,,
212,陶夢蝶,"馬に剣で戦い、絵と詩も上手。
見て、私は無敵だよ!",@Null@,アイコン：アイコンを解放。,体エフェクト：ピンクの花が体の周りを漂うよ！,@Null@,,,
213,サッカー隊長,かつて街角で裸足で遊んでいた少年は、緑のフィールドで止められないワシに成長した。ドリブル、追い越し、シュート、何度も神話を作り、何度もチームを勝利に導いていった。,@Null@,アイコン：アイコンを解放。,@Null@,@Null@,,,
214,シャーリー,"千年の雪と風は、冷たくも、暖かな心を吹き飛ばすことはできない。
スノーマンがそばにいることも幸せ。
私の願いは、雪や氷が溶けないように、友達が帰れるようにということだ。",@Null@,アイコン：アイコンを解放。,足跡：雪花の足跡が残ります。,@Null@,,,
215,ブディ,"ブディは美しい東南アジアに住んでおり、ファッションは彼の代名詞となっている。
好きなことは、潮風に吹かれながらバイクで友人と海岸沿いを走ることだ。",@Null@,アイコン：アイコンを解放。,@Null@,@Null@,,,
216,デウィ,デウィは暇さえあれば、幼い頃に祖母から教わった優雅な踊りを踊っている。それはいつも、太陽と海風とヤシの葉の新鮮な香り...の遠い子供時代に心を戻してくれる。,@Null@,アイコン：アイコンを解放。,@Null@,@Null@,,,
217,星月シャドウ使者,"迅速、正確で、影に隠れた優雅なダンサーは、その敏捷性と深緑色のフードが彼女の特徴。
人々は彼女の名前を知らない。ただ、星と月の暗い影の下に、罪を裁く謎の女が現れるということを知っているだけだ......",@Null@,アイコン：アイコンを解放。,@Null@,@Null@,,,
218,ロータス姫,ミニワールドベトナムデザイン大会で優勝したもの。ロリータスカートとショートジャケットは、かわいらしさとハンサムさを兼ね備えて、伝統的なベトナムの美学と現代的な要素をブレンドした。過去と現在を旅して、一歩一歩蓮が生まれ、金色の麦穂を抱き、ただあなたに会うために。,@Null@,アイコン：アイコンを解放。,体エフェクト：ロータスが体の周りを漂うよ！,@Null@,,,
219,ナイトメアムーン,姉との確執から悪夢の宿主となった月姫の暗黒の姿。 和の要素に感化された彼女は、姉と一緒に国を治めることを選んだ。 月姫は実は優しく、孤独を恐れ、それ以来親民的なイメージを作り上げようとしている。,@Null@,アイコン：アイコンを解放。,体エフェクト：星光が体の周りを漂うよ！,@Null@,,,
220,グリフィタ,角の壁は私の足跡を明らかにし、落書きは数え切れないほどの思い出が刻まれている。私の芸術を疑わないでください。才能以外、愛も伝えているから。,@Null@,アイコン：アイコンを解放。,足跡：落書きの足跡が残ります。,@Null@,,,
221,レッコ,過去から現在まで、落書きが大好き。 内なる独白を作品で表現することに慣れている。 今から未来までも、落書きが大好き。自由にスプレーしても、ストリートアートの天才だ！,@Null@,アイコン：アイコンを解放。,足跡：落書きの足跡が残ります。,@Null@,,,
222,覚醒者ニニ,"鷲の羽は空を打ち、笏は領土を巡る。
部族を守るのは、私の使命だ！",@Null@,アイコン：アイコンを解放。,体エフェクト：エネルギー粒子が体の周りを漂うよ！,@Null@,,,
223,覚醒者カカ,"火のなければ蝋はない、蝋がなければ光はない。
苦難を経たのに、志が残っているのか。
たとえ風が吹いても、少年は一人で歩く。",@Null@,アイコン：アイコンを解放。,体エフェクト：エネルギー粒子が体の周りを漂うよ！,@Null@,,,
224,銀鈴,銀鈴は聡明な頭脳と熱心な研究によって、谷の毒鈴蘭現象を解決し、魔法植物保護の学者となり、人々の心に白金鈴蘭の守護神の象徴として刻まれるようになった。 今、彼女は花妖精と一緒に、アルファスターの魔法植物の謎をさらに探っている。,,アイコン：アイコンを解放。,ウォーキングフットプリント：プラチナプラチナフットプリントを残します。,,,,
225,コレイア,"百種類の氷を味わい、舌の秘密を探る。
天才的な味覚は、普通なことを魔法に変える。
数え切れないほどの実験が、完璧主義につながった。",,アイコン：アイコンを解放。,体の効果：レモンとミントの葉が体に広がっています！,#cda5b0a築夢パックのみでゲットできる#n,,,
226,,,,,,,,,
227,,,,,,,,,
228,ラプンツェル　ローラ,"高い塔ですすり泣く声、聞こえるけど誰も気にしない。
神のヘゼ、手に入れるのは簡単だが、厳しいことは避けられない。
奇跡が消え、天使が去ったとき。
荒れ果てた大地を残して、何年生まれ変わるのだろう。",,アイコン：アイコンを解放。,体の効果：花びらと葉が体に散らばっています！,,,,
229,メガ,神秘的な時空からやってきたクールな武器機甲メーカーであるメガは、ハイテク精密機器でいっぱい。ジャケットの特別な生地は不死身のようで、高密度の発光テキストがメガネのレンズで時々点滅し、その背後にある奇妙な装置には強力なエネルギーが含まれていると言われて、必要に応じて大砲として使用することもできる...または、スイングして悪者を倒す！,,アイコン：アイコンを解放。,体エフェクト：体からフラッシュライトが漂うよ！,,,,
230,綺夢霊狐・華陽,悪夢が太陽を覆いのを忘れられない、無常が芳华を粉砕。琴の弦を弾きながら、哀しい思いを送り、雨が降り人々はようやく散りになった、それ以来、会っていない。,,特別変更：ゲームで色変更機能を実現して、形や状態を変えることができます！,アイコンフレームと体エフェクト：体から薄紅色の椿が漂うよ！,#cda5b0a色変更：左の色変更ボタンをクリックすると、霊狐がいたずらっ子と無邪気な状態に切り替わります。#n,#cda5b0a色変更：左の色変更ボタンをクリックすると、霊狐が美しく華麗な状態に切り替わります。#n,#cda5b0aスターパックで獲得のみ#n,
231,綺夢霊狐・華陽,山に花が咲き乱れ、繁栄を物語る歌で歌われた。 年月が経ち、鳥居の隣の笑い声や騒ぎがあり、春が咲いている。,,特別変更：ゲームで色変更機能を実現して、形や状態を変えることができます！,アイコンフレームと体エフェクト：体から真っ赤な椿が漂うよ！,#cda5b0a色変更：左の色変更ボタンをクリックすると、霊狐が優しく強い状態に切り替わります。#n,#cda5b0a色変更：左の色変更ボタンをクリックすると、霊狐が美しく華麗な状態に切り替わります。#n,#cda5b0aスターパックで獲得のみ#n,
232,綺夢霊狐・華陽,世界の塵に満ちていたのに、落ちた桜が血に染まり重生。  雲や霧を突き破り、春の輝きを探している。緑の波の隣、顔を映す緑の帯を夢に見る。,,特別変更：ゲームで色変更機能を実現して、形や状態を変えることができます！,アイコンフレームと体エフェクト：体から暗赤色の椿が漂うよ！,#cda5b0aカ色変更：左の色変更ボタンをクリックすると、霊狐が優しく強い状態に切り替わります。#n,"#cda5b0a色変更：左の色変更ボタンをクリックすると、霊狐がいたずらっ子と無邪気な状態に切り
替わります。#n",#cda5b0aスターパックで獲得のみ#n,
233,Girl Sparkly,"She's used to be apprentice of universe princess. And she turns over a new leaf now and make friends with previous enemies though she passed on evil ways.
She represents empathy in the primitive of concord.",,Avatar: unlock head.,Body SFX: sparkling ring on body,,,,
234,Girl Trixie,"Trixie is a wandering magician who masters kinds of magic on stage and offer exciting magic play for ponies. Her lovely flag is about star & moon magic stick, that means magic play, and that's why she can master all of magic.",,Avatar: unlock head.,Body SFX: magic power on body,,,,
235,Shinning armor boy,"Shinning armor boy is elder brother of Twilight Sparkle who is stable and full of responsibility and got married with Princess Cadence.
He is governing crystal empire with Princess Cadence. His flag is the shield and scattered stars with powerful magic.",,Avatar: unlock head.,Body SFX: shinning starry light on body,,,,
236,ルミエール,"クリーミーなアイスクリームを味わい、ライトが輝くのを見る。
カルーセルに乗って、一緒に笑って叫ぶ。
光と稲妻が、その喜びを映し出す！",,アイコン：アイコンを解放。,体エフェクト：体から星が漂うよ！,,,,
237,ルチア,"ポップコーンの匂いを嗅ぎ、追いかけて一緒に遊ぶ。
大観覧車に乗って、太陽を捕まえよう。
心と心で、灼熱の太陽を恐れない！",,アイコン：アイコンを解放。,体エフェクト：体から星が漂うよ！,,,,
238,親指姫ティニ,"小さな体に、大きな勇気。
ゴキや鳥を捕まえたり、魚を守ったり、ヤギを追いかけたり。
私が森の中を歩き、癒しの秘技ををかけるのを見よう！",,アイコン：アイコンを解放。,体エフェクト：体から癒しのエネルギーが漂うよ！,#cda5b0a築夢パックのみでゲットできる#n,,,
239,龍小宝,"満面の笑みは、小宝の代表的な武器。
ワンクリックで悩みを解消する。
マスコットはなりたいならなれるわけではない。
まず、おしゃぶりは欠けていない...おい！盗んでも俺のものにならないぞ！",,アイコン：アイコンを解放。,体エフェクト：体から金色の光点が漂うよ！,,,,
240,唐三,役に立たない武魂が存在しなく、あるのは役に立たない魂師だけだ!,,アイコン：アイコンを解放。,足跡：稲妻の足跡が残ります。,#cda5b0a斗羅大陸コラボのスキン専用アクション：武魂を見せつけろ! #n,,,
241,小舞,こんにちは、小舞と申します。,,アイコン：アイコンを解放。,体エフェクト：体からピンクの花びらが漂うよ！	#cda5b0a斗羅大陸コラボのスキン専用アクション：武魂を見せつけろ! #n,#cda5b0a斗羅大陸コラボのスキン専用アクション：武魂を見せつけろ! #n,,,
242,比比東,強い人には、従順にさせることができなければ、いつまでも眠らせておくほうがいいだ。,,アイコン：アイコンを解放。,体エフェクト：体から羽が漂うよ！,#cda5b0a斗羅大陸コラボのスキン専用アクション：武魂を見せつけろ! #n,,,
243,欧思客,真の天才は生まれながらにして最高の栄光を与えられ、私はその光に近づくために、一生に戦い続けてきただけなのだ。,,アイコン：アイコンを解放。,足跡：ソーセージの足跡が残ります。,#cda5b0a斗羅大陸コラボのスキン専用アクション：魂技をつけろ! #n,#cda5b0aガチャ限定#n,,
244,馬紅俊,草の巣にも金色の鳳凰がいるということを聞いたことがないか？,イベントから解放アイテムを獲得できます。,アイコン：アイコンを解放。,足跡：火炎の足跡が残ります。,#cda5b0a斗羅大陸コラボのスキン専用アクション：武魂を見せつけろ! #n,,,
245,綺蘿,"春は髪が美しく、木に雲がかかり、冬は枝が埋まり、ツバメが帰ってくることが期待する。
空と大地に入り、冬は春になり、
あなたはこの世界の冒険を一緒にしないか？",,アイコン：アイコンを解放。,体エフェクト：体から藤の花が漂うよ！,,,,
246,戴沐白,もっと強くなりたい、あなたを守るために、もっと多くの人を守るために、強くなりたい。,,アイコン：アイコンを解放。,体エフェクト：体から稲妻が放出される！,#cda5b0a斗羅大陸コラボのスキン専用アクション：武魂を見せつけろ! #n,,,
247,朱竹清,他人にアレンジされた人生は嫌だ。束縛を脱したいので、強くならなければならない。,,アイコン：アイコンを解放。,体エフェクト：体から紫色の光点が漂うよ！,#cda5b0a斗羅大陸コラボのスキン専用アクション：武魂を見せつけろ! #n,,,
248,寧栄栄,過去は変えられない。一生かかっても、あの光を取り戻してみせる！,,アイコン：アイコンを解放。,体エフェクト：体から青い光点が漂うよ！,#cda5b0a斗羅大陸コラボのスキン専用アクション：武魂を見せつけろ! #n,,,
249,@Null@,@Null@,@Null@,,,,,,
250,@Null@,,,,,,,,
251,雨林魅影　浣渓,"心の声に耳を傾け、完璧さへのこだわりを捨てよう。
人ごみの中で注目される存在になる。 そして、雨林の影となれ。
エンド画面の下で、この瞬間、私は生まれ変わるのです。",,光より変身：左のボタンをクリックすると、マップ内の環境光で外観を変える方法が表示されます。,外観を変える：周囲の光が9以上の場合、暮光落霞に変身します。左のボタンをクリックすると、プレビューが表示されます。,専用ムーブ：マップ内にはいくつかの専用ムーブがあり、左のボタンをクリックすると該当するムーブがプレビューされます。,#cda5b0aスターパックで獲得のみ#n,,
252,メカニカルウィング,テクノロジーが生活を変えると信じ、発明が大好きなスチームパンク少女。 平日は元気で可愛らしいが、真面目で科学に執着している彼女の夢は、人間が自由に空を飛べるような機械の翼を作ること。,,アイコン：アイコンを解放。,体エフェクト：体から金色の光点が漂うよ！,,,,
253,エリックホワイト,厳格で真面目な性格のため、厳密な理論と制御可能な実践結果しか信じない。 何度も計算と実験を繰り返した結果、エリックホワイトは飛行機械が飛行を実現する唯一の有効な手段であることを確信し、メカニカルウィングの空想的な考えを嘲笑した。,,アイコン：アイコンを解放。,体エフェクト：体からギアが漂うよ！,,,,
254,夢を追う,"空に浴び、星と話す。
偉大な文明を探し、宇宙の謎を探る。
世界の終わりとは何ですかと誰かが尋ねた。
星空は創造の奇跡だと思う。",,アイコン：アイコンを解放。,体エフェクト：宇宙エネルギーが体の周りを舞うよ！,,,,
255,部族ワシカカ,"ワシの羽が空を横切って攻撃し、セプターが領土を囲みました。 
 部族の安全を守ることは私の名誉な使命です!",@Null@,アバター:アバターのロックを解除します。,身体効果:体に緑色の蛍光が漂っている!,@Null@,@Null@,@Null@,@Null@
256,部族酋長ニイニイ,"ろうそくは火を使わずに消し、光も消える。
 苦難の末、野望は健在？ 
風が吹いても若者は一人歩き！",,アイコン：アイコンを解放。,体エフェクト：星の光が体の周りを舞うよ！,,,,
269,暮光落霞　浣渓,"夏は雪が果てしなく続き、冬至には花火が跳ねる。
私は何千人もの人々の拍手喝采を聞いてきたし、その場のブーイングや嘲笑も怖くはないのです。
黄昏の向こうに、夕陽と踊る私がいる。",,光より変身：左のボタンをクリックすると、マップ内の環境光で外観を変える方法が表示されます。,外観を変える：周囲の光が9以下（9を含む）の場合、雨林魅影に変身します。左のボタンをクリックすると、プレビューが表示されます。,専用ムーブ：マップ内にはいくつかの専用ムーブがあり、左のボタンをクリックすると該当するムーブがプレビューされます。,#cda5b0aスターパックで獲得のみ#n,,
270,グドン,"赤土ストーブは香ばしく、世界中のあらゆる種類の煙火を運んでいる。
食材で心と体を癒し、煙で気分を癒す。
止まらない美味しさは人々に呼ばれる：
とても新鮮、辛い！ボス様、料理を追加！",,アイコン：アイコンを解放。,体エフェクト：食材が体の周りを舞うよ！,,,,
273,弥禾,"酸の味が舌先を刺激し 
青緑の果肉は甘い。 
酸っぱいの?甘いの? 
これは大自然の変化だよ。",,アイコン：アイコンをアンロック,体エフェクト：キウイが体の周りを舞うよ！,,,,
274,柿梓,"秋の風が黄色い落ち葉を巻き上げ、
香りは周りの人の鼻に潜り込んだ。
この光景が現れるたびに 、
柿が熟す季節来た。",,アイコン：アイコンをアンロック,体エフェクト：柿の葉が体の周りを舞うよ！,,,,
276,雪美,"白い糸にスカートになって、 
森になびくのキノコ、散らばった胞子、 
全部は幸せの味です。",,アイコン：アイコンをアンロック,体エフェクト：白い花と羽が体の周りを舞うよ！,,,,
277,竹笙,"嘘が害になり、幻想が満ち、 
白いカーテン下の笑顔、寄り添って、 
真実とか偽物とか、全然わからない。",,アイコン：アイコンをアンロック,体エフェクト：白い花と羽が体の周りを舞うよ！,,,,
278,空スタードラゴン　カッパー,かつてドラゴンスレイヤーの英雄の彼は、長い間ドラゴンと戦うため、半分の人間と半分のドラゴンの体になりました。彼はドラゴンの血の力からの誘惑に耐え、自身の意識を守ている。しかし、彼の体の変化は村人に恐れさせました。そのため、カッパー現在は新しい居場所を探しています。,,体エフェクト：ゲーム内変身ができます！,アイコン：アイコンをアンロック,体エフェクト：紫色の星光が体の周りを舞うよ！,#cda5b0a変身:左側のボタンをクリックすると、空スタードラゴンに変身できる!#n,,
279,ゴーストハンター ダイモン,百鬼夜行のハロウィーンの夜には、常に悪霊が混ざり合う。ダイモンの行動より、すべての悪霊がブルーの鎌の下で消えた。誰も知らないところで、彼はみんなのハロウィーンを見守っている。,,アイコン：アイコンをアンロック,体エフェクト：青い魂の炎が体の周りを舞うよ！,,,,
280,オリアン,"「ジン、ジングルベル…」
おなじみの歌を口ずさみながら、高いクリスマスツリーの周りに光のボールやリボンを吊るし、一番上にある大きな星に火をつけるのはオリアンにしてあげましょう。",,アイコン：アイコンをアンロック,体エフェクト：体の周りに星が舞うよ！,,,,
281,フィフィー,"彼女の足取りは、静かに降り積もる雪よりも軽く、背後には薄紅色の猫の肉球の足跡が、より一層、愛らしさを演出していました。
特別に用意されたお祝いのドレスを着て、フィフィーが雪の中を歩くのは優雅としか言いようがありません。",イベントから解放アイテムを獲得できます。,アイコン：アイコンをアンロック,足跡：猫の肉球の足跡が残ります。,,,,
282,朝日　竹音,"エレキロックバンドのリードボーカル竹音は、竹の葉を撫でる風のように穏やかで涼しげな演奏と、雨の中で乱舞する竹影のように激しく猛々しい演奏という、全く異なる2つのスタイルを持っています。
体の中に2つの魂があるということは、誰もが知っていることではありません！",,アイコン：アイコンを解放。,体エフェクト：竹葉が体の周りを舞うよ！,#cda5b0a色変更：左の色変更ボタンをクリックすると、闇夜の状態に切り替わります。#n,,,
283,闇夜　竹音,"エレキロックバンドのリードボーカル竹音は、竹の葉を撫でる風のように穏やかで涼しげな演奏と、雨の中で乱舞する竹影のように激しく猛々しい演奏という、全く異なる2つのスタイルを持っています。
体の中に2つの魂があるということは、誰もが知っていることではありません！",,アイコン：アイコンを解放。,体エフェクト：闇星が体の周りを舞うよ！,#cda5b0a色変更：左の色変更ボタンをクリックすると、朝日の状態に切り替わります。#n,,,
284,栗ちゃん,優しいリスは、秋葉音楽学院中の立派なバイオリン学生です。普段はとても恥ずかしがり屋ですが、バイオリンを引き上げると、全身に金色の音符が体の周りを舞っています。,,アイコン：アイコンをアンロック,体エフェクト：金色の音符が体の周りを舞うよ！,,,,
285,極獣捜査官　ロザ・青,彼は雪兎一族のエリート、クール、自尊心が高い。高曼達星エージェント組織「極獣特攻」の一員であり、武器は雪兎一族が作ったヘリウム動力銃で、超高速スコープを装着し、遠距離狙撃を得意。,,アイコン：アイコンをアンロック,体エフェクト：歩いた所で、雪の足元を残ります。,,,,
286,雷奈,"エレクトリック・ロックバンドの絶対的メインドラマーで、嵐のような激しいドラミングは雷奈の得意とするスタイル。 ライヴ中に時折見せる稲妻と雷は......本当にステージ効果なのだろうか？
どうでもいい！ 終演後、美味しいラーメンを食べに行こう!",,アイコン：アイコンを解放。,体エフェクト：ボディから雷が炸裂!,#cda5b0a築夢パックのみでゲットできる#n,,,
287,マリル,"「ジン、ジングルベル…」
おなじみの陽気な歌が街中に鳴り響く。マリルのクリスマス・パーティー、参加しませんか？",,アイコン：アイコンを解放。,体エフェクト：体から星が漂うよ！,,,,
288,アイルリス,"銀色の日に咲く霜の花を待つ。
静寂の中、クジラやイルカと一緒にダイビング。
冬の魔法は何とも言えませんね。",,アイコン：アイコンを解放。,足跡：霜の花の足跡が残ります。,#cda5b0a築夢パックのみでゲットできる#n,,,
291,雪丸丸,"プレゼントを贈る喜び、赤札をもらう喜び。
白い雪が降るのではなく、ワールドの新しい冬服なのだ!",,アイコン：アイコンを解放。,体エフェクト：スノーフレークが漂うよ！,,,,
292,竹爆爆,"雪玉をキュッキュッと絞ったり、爆竹をパチパチと鳴らしたり。
爆竹の音は新年の前触れ!",,アイコン：アイコンを解放。,体エフェクト：体の周りに幸福と幸運を表す中国の結びが漂うよ！,,,,
293,海羊星宮の主 カノルース,"シダは夜にピアノの音と歩き、 
 霊妙周星は笛の音を散らした。 
 魚のしっぽや羊の角は理性論理の象徴、 
 混乱から要塞を防衛します。",,アイコン：アイコンをアンロック,体エフェクト：山羊座の力に囲まれています!,,,,
294,銀瓶星宮の主エリアス,"風乾インスピレーションは幻想の郷に飛んで、 
 夢と不思議がギャラクシーをさまよっています。 
 泡が銀河を醸造するように、 
 ブドウは銀の瓶に入れて甘い香りの琼漿を飲む。",,アイコン：アイコンをアンロック,体エフェクト:水瓶座の力に囲まれています!,,,,
295,トウ カケイ,"金のスプーンを振って、シロップを使って、雪兎を描いた。 
ぐつぐつ、甘い銅鍋から、守護獣から飛び出した!",,アイコン：アイコンをアンロック,体エフェクト:体に砂糖の絵が散らばっています!,,,,
296,トウ カヨク,"金色のインクとハサミを使って、砂糖の獣を作りましょう。 
 こねて引っ張って、魔法を使って、火花が舞い上がって平安を召喚!",,アイコン：アイコンをアンロック,体エフェクト:体に砂糖の絵が散らばっています!,,,,
297,ペロ,漁村で育った謎の少女は、神の力を持っていると言われる。一人で神の像や財宝を守っている。彼女は心優しく、人に優しく、一日中笑顔であふれている。しかし、危険に直面する時は冷静に、怒りや恐怖心がないようです。,,アイコン：アイコンをアンロック,,,,,
298,ロンナス,内陸で育った少年、子供の頃から冒険を望み、未知を探求し、ルールを破りたい。迷萌四子とトム隊長の足跡をたどって、伝説に海神の宝物が存在する島に来て、宝物を見つけて、有名になることを目指します。,アンロックアイテムは、イベントで入手可能,アイコン：アイコンをアンロック,,,,,
299,Soundwave,ディセプティコンの情報将校で、敵と味方の間で交わされるすべての情報交換を保持し、いつか敵に利用しようと考えている。彼の忠誠心と能力はMegatronによって肯定された。 Ravage、Laserbeak、Frenzy、Ratbatなどのカセットの手先の助けを借りて、ディセプティコンの勝利を確実にするためにオートボットの極秘戦闘計画を入手することができた。,,アイコン：アイコンを解放。,足跡：チームプロゴの足跡が残ります。,#cda5b0a召喚：カセットロンの部隊を召喚して、その効果にアクセスすることができます。左のボタンをクリックするとプレビューが表示されます！#n,,,
300,マンゴー,"カップの底にソフトクリームがたっぷり、丸い果実が枝から摘みます。 
 しっとりの味わいは唇と歯が香ばしく、金色が甘さをもたらします!",,アイコン：アイコンをアンロック,体エフェクト:体にマンゴーが散らばっています!,,,,
301,ショウユアン,ショウユアンは食品興味星の菓子協会代理副会長であり、自分の団子店を経営するほか、他の菓子店を訪れるのも好きだ。より良い原料が見つかったら、夜に研究開発を行い、翌日に新品開発活動を始める。イベントについては何割引しますか。2つボーナスとしても大丈夫です。割引?それはダメです。,,アイコン：アイコンをアンロック,体エフェクト:体に団子が漂っている!,,,,
302,ノナナ,興奮で揺れるポニーテール、超高速で燃え盛る弾丸、笑いの絶えないバトルは健在です。まさか小さなロリが大砲を担いで世界を救えるなんて！,,アイコン：アイコンを解放。,体エフェクト：ハートが体の周りを舞うよ！,,,,
303,凌羽,綿密な計算と計画。後ろの方に座って千里を決める。はぁ？ 拳を握り、額に汗をかく？冷ややかな顔した指揮官にも、うまくいかないときがある。,,アイコン：アイコンを解放。,体エフェクト：戦闘エネルギーが体の周りを舞うよ！,,,,
304,レベッカ,"白いウサギの耳が揺れ、かわいいスカートが揺れます。 
ガラスの砂糖紙がキラキラと輝き、ミルクの奇跡が起こります。 
ジングル〜魔法少女ラビット、変身!",,アイコン：アイコンをアンロック,体エフェクト:うさぎのアザラシが散らばっています!,,,,
306,魔藤聖導　フィリシヤ,"花が求められると、貪欲な者はそれを奔放に略奪する。
花が嫌われるとき、秘境は汚れる。
花霊を迎え入れることで、花は再び輝きを取り戻すことができるのです。
そうすると、蝶も妖精の国に出没するようになります。",,光より変身：左のボタンをクリックすると、マップ内の環境光で外観を変える方法が表示されます。,外観を変える：周囲の光が9以上の場合、秘境精霊に変身します。左のボタンをクリックすると、プレビューが表示されます。,#cda5b0a専用マウント：左のボタンをクリックすると、エルフの専用マウントを乗ってきます。#n,#cda5b0a専用表情アクション：空から花びらの雨が降ってくる、左のボタンをクリックしてプレビューしてください。#n,#cda5b0aスターパックで獲得のみ#n,
307,秘境精霊　フィリシヤ,"花は貪欲を止めるために棘で覆われている。
香りを毒性で包み込み、反撃力を持たせる。
「魔法新紀元を創造しよう。」",,光より変身：左のボタンをクリックすると、マップ内の環境光で外観を変える方法が表示されます。,外観を変える：周囲の光が9以下（9を含む）の場合、魔藤聖導に変身します。左のボタンをクリックすると、プレビューが表示されます。,#cda5b0a専用マウント：左のボタンをクリックすると、エルフの専用マウントを乗ってきます。#n,#cda5b0a専用表情アクション：空から花びらの雨が降ってくる、左のボタンをクリックしてプレビューしてください。#n,#cda5b0aスターパックで獲得のみ#n,
308,ヴァレンナ,"呼吸を整え、風のリズムを感じる。
自然の遺物に自分の手で触れる。
リスクを冒して、自由の章を書こう。",,アイコン：アイコンを解放。,足跡：猫の足跡が残ります。,,,,
