ID,名字,描述,获得方式
32034,Carol melodiös (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Genießen Sie die Platzierung der Karte
32035,Cloud Luan Willow Smoke (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Yao Yue Fairy Dress Up Skin zu bekommen
32036,Mondschatten-Streamer (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Begrenzte Erbringung der betrieblichen Tätigkeit
32037,Unschuldsgebet (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie ein Geschenkpaket, um es zu bekommen."
32038,Mondschatten-Herzglocke (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Dragon Ring Wushuang Dress Up Skin zu bekommen
32039,Fröhliche Party (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Begrenzte Erbringung der betrieblichen Tätigkeit
32040,Grasmücke und Gesang (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie das Geschenkpaket des Einkaufszentrums, um es zu bekommen."
32041,Süße Beere (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
32042,Warmes Festmahl (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
32043,Kinderstern bunter Traum (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Mini Star Factory Event erhalten
32044,Geist Fuchs Phönix Fee (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Nur Mitglieder verkleiden Avatar Frame
32045,Xianjian Helmet Hong (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Nur Mitglieder verkleiden Avatar Frame
32046,Hauptmitglied Avatar Frame (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Mitglied Exklusiver Avatar-Rahmen
32047,Kinderstern bunter Traum (7 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Mini Star Factory Event erhalten
32048,Lorbeer des Erweckten (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Das Mikro-Event des Films ""Awakening"" gewann"
32049,Kinderspaß Sweetheart (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32050,Gemeinsam Musik spielen (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",2021 Rückblick zum Gedenken an den Avatar-Rahmen
32051,Herausragender Schöpfer des Jahres 2021 (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32052,Exklusiv für den Schöpfer des Jahres 2021 (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Entwickler Jährliche Auszeichnungen erhalten
32053,Beliebte Schöpfer des Jahres 2021 (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32054,Dragon Teng Tiger Leap (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Ye Xiaolong, um die Haut zu ändern und es zu bekommen."
32055,Wings of Glory (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Zhenzang Skin Miranda zu erhalten
32056,Mirage Garden (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Blume Youyou Dress Up Neon Clothes Story zu bekommen
32057,Entomologe (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
32058,Schmetterlingsbegegnung im Wald (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
32059,Voller Gold und Jade (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Tiger Heart Jade / Event Erhalten
32060,Goldener Tiger Silvester (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32061,Technologie Cyber (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32062,Willkommen im Frühling und senden Sie Segenswünsche (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32063,Voller Universum (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Tiger Roar Fung / Event kaufen Erhalten
32064,Mini World 6. Jahrestag (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Jubiläumsveranstaltung
32065,Disziplinarkommando (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Discipline Squad Spieler exklusiv
32066,Graffiti nach Belieben (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
32067,Cool Street (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
32068,Pollen Mengmeng (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Huaxiaolou offizieller Fanclub exklusiv
32069,Mini Escort (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Mini World Offizieller Fanclub Exklusiv
32070,Stern- und Mondenergie (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Yin Xiaomin Dress Up Color Magic zu bekommen
32071,Sonnenmagie (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Caili Princess Dress Up Symphony Raider zu erhalten
32072,Galaxie-Jäger (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Silber kaufen Enjoy Card zu erhalten
32073,Buntes Paradies (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
32074,Sternenlicht (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kartenerwerb genießen
32075,Star Friends Gedenk-Avatar-Rahmen (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Star Freunde Veranstaltung Gedenkrequisiten
32076,Worte des Fuchses (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Qimeng Linghu-Huayang, um es zu bekommen (gehen Sie zu [Wohlfahrt], um es zu bekommen)"
32077,Wunderschöner Angriff (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Shi Qiaoling Dress Up und holen Sie es sich.
32078,Frühlingsbankett (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32079,Nee Cai Sweetheart (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32080,Kampf gegen tapferen Sand (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32081,Oasis Adventurer (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32082,Worte des Fuchses (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Qimeng Linghu-Huayang, um es zu bekommen (gehen Sie zu [Wohlfahrt], um es zu bekommen)"
32083,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32084,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32085,Zeit-Traum-Reise (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
32086,Steam Play Cool (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
32087,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32088,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32089,Lingguang Bunt (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Twilight Sunset, Huanxi bekommt es."
32090,MWGT Finalist Award (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",
32091,MWGT Player Choice Award (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",
32092,Offizieller MWGT-Jurypreis (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",
32093,MWGT2023(30 Tage),"Benutze ihn, um diesen Avatarrahmen freizuschalten, der im Profil gewechselt werden kann.",Gedenk-Avatar-Rahmen(MWGT2023)
32094,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",
32095,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32096,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32097,Stammesadler (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32098,Stammeshäuptling (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32099,Schneekleid Heiligkeit (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
32100,Shengge Mengyu (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Karte genießen
32101,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Abonnieren Sie die exklusiven Mitgliedschaftsvorteile von Unicom und erhalten Sie
32102,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Sammeln Sie das Thema ""Bunter Regenbogen"" des Lichtjagdprojekts"
32103,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Nehmen Sie an der interaktiven Theateraktivität Food Village teil, um"
32104,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Entwickler Jährliche Veranstaltung Belohnungen
32105,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Entwickler Jährliche Veranstaltung Belohnungen
32106,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Entwickler Jährliche Veranstaltung Belohnungen
32107,Yeti Yuanyuan (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Snow Round, um zu erhalten"
32108,Der Klang von Feuerwerkskörpern (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Bambusstöße kaufen, um zu bekommen"
32109,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32110,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",in der Points Mall einlösen und kaufen.
32111,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",in der Points Mall einlösen und kaufen.
32112,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",in der Points Mall einlösen und kaufen.
32113,Uncharted Wreath (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie ""Fairy, Felicia"", um zu erhalten"
32114,Illusion Wasservorhang (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32115,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",in der Points Mall einlösen und kaufen.
32116,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",in der Points Mall einlösen und kaufen.
32117,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",in der Points Mall einlösen und kaufen.
32118,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Zeitlich begrenzte Ereigniserfassung
32119,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Zeitlich begrenzte Ereigniserfassung
32120,Glückslaternenfest (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Zeitlich begrenzte Ereigniserfassung
32121,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32122,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32123,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32124,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Chasing Light Programm erhalten
32125,Sugar Rabbit Fluffy (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Haut ""Tang Kexin"" zu bekommen"
32126,Sugar Painting Master (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Haut ""Tang Keyi"" zu erhalten"
32127,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Laden Sie ""Mini Star Factory"" herunter und erfahren Sie, wie Sie es bekommen."
32128,Kaninchen Chinesisches Neujahr (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32129,Version ist zu niedrig,"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32130,Natürlicher Rhythmus (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie die Enjoy Card und erhalten Sie
32131,Suche (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie die Enjoy Card und erhalten Sie
32132,7. Geburtstag (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32133,Verschneites Plateau (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32134,Aprikosenblüten-Ausdünnungsschatten (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32135,Feier im Auditorium (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32136,iQIYI Kinobesucher (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Operative Tätigkeiten zur Erlangung
32137,Weinende Perlen des Meeres (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Holen Sie sich die Vast Ocean Emperor Ji, Lingxi kann freigeschaltet werden"
32138,Kamen-Karten (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Schalte die Enjoy Card frei, um die"
32139,Höflichkeitstanz (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Schalte die Enjoy Card frei, um die"
32140,Rosa Bankett (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32141,Liansheng All Things (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32142,Rote Flamme Himmel Aya (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32143,Xia Zongduanyang (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32144,Bewegliche Zone (30 Tage),"Avatar-Rahmen entsperren, Profil wechseln.",Aktivitätserwerb
32145,Telekom-Leben (30 Tage),"Avatar-Rahmen entsperren, Profil wechseln.",Aktivitätserwerb
32146,Sterne tanzen (30 Tage),"Avatar-Rahmen entsperren, Profil wechseln.",Aktivitätserwerb
32147,Lauwarme Sonne (30 Tage),"Avatar-Rahmen entsperren, Profil wechseln.",Aktivitätserwerb
32148,Sommersong (30 Tage),"Avatar-Rahmen entsperren, Profil wechseln.",
32149,Freundschaftsübertragung(30 Tage),"Benutze ihn, um diesen Avatarrahmen freizuschalten, der im Profil gewechselt werden kann.","Saisonpass freischalten, um zu erhalten"
32150,Taubenbote(30 Tage),"Benutze ihn, um diesen Avatarrahmen freizuschalten, der im Profil gewechselt werden kann.","Saisonpass freischalten, um zu erhalten"
32151,Glockentraum: 30 Tage,"Avatar-Rahmen entsperren, Profil wechseln.",Erhalt Sommermärchenpark-Event
32152,Blauer Kirschtee (30 Tage),"Avatar-Rahmen entsperren, Profil wechseln.",Erhalt Sommermärchenpark-Event
32153,Präfekt Xuanqiu (30 Tage),"Avatar-Rahmen entsperren, Profil wechseln.","Nach Erhalt des Eruy, geschenk überreicht"
32154,Drachen-Nachkomme (30 Tage),"Avatar-Rahmen entsperren, Profil wechseln.",Vergnügungskarte - Zeitlich begrenztes Angebot
32155,Drachenklinge Sino (30 Tage),"Avatar-Rahmen entsperren, Profil wechseln.",Vergnügungskarte - Zeitlich begrenztes Angebot
32156,Feier auf der Wolke (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen im Profil zu ändern.",Durch Cynthia-Kauf erhalten
32157,Hua Xiaolou (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen freizuschalten, den Sie im Profil ändern können.",Vom Ereignis
32158,Dynamischer Offizieller - Meister (30 Tage),"Verwende es, um diesen Avatar-Rahmen im Profil zu ändern.",Dynamisch Offiziell
32159,Offiziell - Entwickler (30 Tage),"Verwenden Sie es, um diesen Avatar freizuschalten.",Dynamisch Begrenzt
32160,Drachentöterjunge (30 Tage),"Verwenden, um diesen Avatar-Rahmen freizuschalten, Profil.",Durch den Kauf von Valentinstag erhalten
32161,Livestreamer (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen im Profil freizuschalten.",Begrenzt
32162,Wintersonne (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Kaufen Sie Winter Elf zu bekommen
32163,Die Schlacht am Wolfsrauch (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Mulan, um zu erhalten"
32164,Magnolienblüten-Dian (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Mulan, um zu erhalten"
32165,Lustige Kindheit (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32166,Herz-Geschenk (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erwerb von Aktivitäten
32167,Miau-Bombe (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie die Enjoy Card, um sie zu erhalten."
32168,Schusssprengung (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie die Enjoy Card, um sie zu erhalten."
32169,Ministadt (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Mini-Stadt-Event bekommt
32170,Avatar-Rahmen (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",Erhalten aus offiziellen Offline-Aktivitäten von Angesicht zu Angesicht
32171,Glückliche Eier (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.",2024 Neujahrsveranstaltung gewonnen
32172,Schneewelt (30 Tage),"Verwendung: Entsperren Sie den Avatar-Rahmen, nach dem Entsperren können Sie im Personal Center wechseln.","Kaufen Sie Ice Crystal Princess, Xue Nuoer wird es bekommen."
32173,Schulzeit (30 Tage),"Verwenden Sie ihn, um diesen Avatar-Rahmen zu entsperren, der im Profil gewechselt werden kann.",Von Events erhalten
32174,Frühlingsfest (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil geändert werden kann.",Erhalten von Events
32175,Urlaubszeit (30 Tage),"Verwende es, um diesen Avatar-Rahmen freizuschalten, der im Profil geändert werden kann.",Erhalten von Veranstaltungen
32176,Pleasant Sheep (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil umgeschaltet werden kann.","Erhalten durch den Kauf des ""Pleasant Sheep"" Skins."
32177,Lazy Sheep (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil umgeschaltet werden kann.","Erhalten durch den Kauf des ""Lazy Sheep"" Skins."
32178,Grey Wolf (30 Tage),"Verwende es, um diesen Avatar-Rahmen freizuschalten, der im Profil gewechselt werden kann.","Erhalten durch den Kauf des ""Grey Wolf"" Skins."
32179,Angenehmes Schaf & Grauer Wolf (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen zu entsperren, der im Profil gewechselt werden kann.",Von Veranstaltungen erhalten
32180,Void Mirror (30 Tage).,"Verwenden Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil geändert werden kann.","Automatisch freigeschaltet beim Erwerb des ""Serina"" Skins."
32181,Ewiger Wohlstand (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil gewechselt werden kann.",Erhalten von Veranstaltungen
32182,Verfolgung von Ebbe und Flut (30 Tage).,"Verwende es, um diesen Avatarrahmen zu entsperren, der im Profil gewechselt werden kann.","Erhältlich durch den Kauf des ""Isis"" Skins."
32183,Glühende Rüstung (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen zu entsperren, der im Profil umgeschaltet werden kann.","Erhalten durch den Kauf des Skins ""Mini - Crimson Warplane""."
32184,Glow of Sea Moon (30 Tage),"Verwenden Sie es, um diesen Avatarrahmen freizuschalten, der im Profil gewechselt werden kann.","Erhalten durch den Kauf der ""Helena"" Haut."
32185,Night Adventure (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil gewechselt werden kann.",Erhalten Sie es durch den Kauf eines Season Passes.
32186,Bear Shadow (30 Tage).,"Verwende es, um diesen Avatar-Rahmen freizuschalten, der im Profil gewechselt werden kann.",Erhalte es beim Kauf eines Season Passes.
32187,Ice Crystal Keeper (30 Tage),"Verwenden Sie es, um diesen Avatar-Rahmen zu entsperren, der im Profil ausgetauscht werden kann.","Erhalten durch den Kauf eines beliebigen ""Ice Crystal Purchase""."
32188,Mi-Lions (30 Tage),"Entsperren Sie diesen Avatar-Rahmen, er kann nach dem Entsperren im Profilzentrum gewechselt werden.",Erforderliche Beliebtheit durch Aktivitäten erreichen.
32189,,,
32190,8. Jahrestag (30 Tage),"Benutzen Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil umgeschaltet werden kann.",Kann über Veranstaltungen erhalten werden.
32191,Suzhou-Garten (30 Tage),"Benutzen Sie es, um diesen Avatar-Rahmen freizuschalten, der im Profil umgeschaltet werden kann.",Kann über Veranstaltungen erhalten werden.
