ID,名称,描述,说明
3130013,Spielen Sie Spezialeffekte auf heruntergefallene Objekte ab,"Spiel%2 auf%1, Größe%3",
3130014,Löschen von Spezialeffekten für fallengelassene Objekte,Löschen%2 auf%1,
3130015,"Spielen Sie Spezialeffekte auf Spieler, die Gegenstände halten","Spiel%2 auf%1 Handheld-Artikel, Größe%3",
3130016,Spezialeffekte auf von Spielern gehaltenen Gegenständen löschen,Löschen%2 von%1 Handheld-Element,
3130017,Spielen Sie Spezialeffekte auf Spielergegenstandstypen,"Spiel%3 auf alle%2s im Besitz von%1, Größe%4",
3130018,Spezialeffekte auf Spielerkombinationen löschen,%3 von%2 von%1 Verknüpfungsleiste löschen,
3140012,Lassen Sie den Spieler Soundeffekte abspielen,"Machen Sie%1 spielen Szene%2, Lautstärke%3, Ton%4, Schleife%5",
3140013,Lassen Sie die Kreatur Soundeffekte spielen,"Machen Sie%1 spielen Szene%2, Lautstärke%3, Ton%4, Schleife%5",
3140014,Soundeffekte vor Ort abspielen,"Spielszene%2, Lautstärke%3, Ton%4, Schleife%5 auf%1",
3140015,Player-Sound ausschalten,Schließen%2 beim Spielen auf%1,
3140016,Bio-Sound ausschalten,Schließen%2 beim Spielen auf%1,
3140017,Positionsgeräusch ausschalten,Schließen%2 beim Spielen auf%1,
3140018,Soundeffekte der Spieloberfläche für Spielergruppen abspielen,"Wiedergabeschnittstelle%2 für%1, Lautstärke%3, Ton%4, Schleife%5",
3140019,Soundeffekte der Benutzeroberfläche für den Spieler abspielen,"Wiedergabeschnittstelle%2 für%1, Lautstärke%3, Ton%4, Schleife%5",
3140020,Soundeffekte der Spielergruppenschnittstelle ausschalten,Schließen%1 Spielschnittstelle%2,
3140021,Soundeffekte der Spieleroberfläche ausschalten,Schließen%1 Spielschnittstelle%2,
3140022,Wiedergabe von Schnittstellenmusik für den Player,"Wiedergabeschnittstelle%2 bis%1, Lautstärke%3, Schleife%4","Der von diesem Ereignis abgespielte Ton wird durch den vom Player eingestellten ""Soundeffekt"" -Schalter gesteuert, und der Ton ist nach dem Ausschalten des ""Soundeffekts"" nicht mehr zu hören"
3140023,Pause / Wiederaufnahme der Player-Schnittstelle Musik,%1%2 Wiedergabe von Schnittstellenmusik,
3150001,Skript ausführen,Skript%1 ausführen,
3160001,Anzeige abspielen (alt),"Anzeige auf%1, Slot-Name%2 abspielen und%3 (alt) ausführen",
3160002,Öffnen Sie den Entwickler-Store (alt),%1 den Entwicklerspeicher öffnen (nur Tastendruck und -freigabe können ausgelöst werden),
3160003,Produktkauffenster anzeigen,"Kauffenster%2 für%1 anzeigen, Empfehlung%3",
3160004,Video abspielen,Öffnen Sie%2 auf%1 und spielen Sie das Video automatisch ab,
3160005,Anzeigen abspielen,"Anzeige auf%1, Slot-Name%2 abspielen und%3 ausführen (nur Taste drücken und loslassen zum Auslösen)",
3160006,Öffnen Sie den Entwickler-Store,Entwicklerspeicher für%1 öffnen,
3160007,Öffnen Sie die Seite mit der Bezeichnung des Entwicklerspeichers,"Entwicklerspeicher%2 für%1 öffnen, Speichername%3",
3160008,Öffnen Sie die Produktdetailseite,Öffnen Sie die Detailseite%2 auf%1 (nur Tastendruck und Auslöser loslassen),
3160009,Öffnen Sie die Detailseite zum Hautprodukt,Öffnen Sie die Detailseite%2 auf%1 (nur Tastendruck und Auslöser loslassen),
3160010,Skin-Kauffenster anzeigen,"Kauffenster%2 für%1 anzeigen, Empfehlung%3",
3160011,Öffnen Sie die Skin-Seite des Entwicklerspeichers,Öffnen Sie die Entwicklerspeicher-Skin-Seite für%1 (nur das Drücken der Schaltfläche und das Loslassen der Schaltfläche können ausgelöst werden),
3161001,Kurszielstatus festlegen,Setzen Sie den Abschlussstatus der Aufgabensequenznummer%1 auf%2,
3161002,Kurszielbereich anzeigen,Aufgabenzielbereich auf%1 setzen,
3170001,Erstellen von grafischen Informationen zum Standort,%2 auf%1 erstellen,
3170002,Erstellen von grafischen Informationen über den Player,"Erstellen von%2 auf%1, Offset-Abstand%4 bis%3",
3170003,Erstellen von grafischen Informationen über Organismen,"Erstellen von%2 auf%1, Offset-Abstand%4 bis%3",
3170004,Erstellen von grafischen Informationen über Projektile,"%2 auf%1 erstellen, Offset%4 bis%3",
3170005,Löschen des grafischen Informationstyps am Standort,Löschen%3 nummeriert%2 auf%1,
3170006,Löschen des grafischen Nachrichtentyps auf dem Player,Löschen%3 nummeriert%2 auf%1,
3170007,Löschen Sie den grafischen Informationstyp der Kreatur,Löschen%3 nummeriert%2 auf%1,
3170008,Löschen des grafischen Nachrichtentyps auf dem Projektil,Löschen%3 nummeriert%2 auf%1,
3170009,Erstellen von flachen Textinformationen zum Standort,"Erstellen von%2 auf%1, Offset%3 bis X,%4 bis Y",
3170010,Flache grafische Informationen auf dem Player erstellen,"Erstellen von%2 auf%1, Offset%3 bis X,%4 bis Y",
3170011,Erstellen Sie flache grafische Informationen über den Organismus,"Erstellen von%2 auf%1, Offset%3 bis X,%4 bis Y",
3170012,Erstellen flacher grafischer Informationen auf Projektilen,"Erstellen von%2 auf%1, Offset%3 bis X,%4 bis Y",
3180001,Hinzufügen eines beliebigen Wertes zu einer beliebigen Gruppe,%2 zu%1 hinzufügen,"1. Position hinzufügen: Wert am Ende einfügen
2. Wenn Sie diese Aktion verwenden, um Werte zu Variablentypen wie Ortsgruppe, Gebietsgruppe, Kreaturengruppe, Spielergruppe, Timergruppe usw. hinzuzufügen, kann derselbe Wert nicht wiederholt hinzugefügt werden
3. Wertgruppe, String-Gruppe, boolesche Wertgruppe, Blocktypgruppe, Artikeltypgruppe, biologische Typgruppe, Spezialeffekttypgruppe und andere Variablentypen können denselben Wert wiederholt hinzufügen"
3180002,Setzen Sie den Wert der angegebenen Zahl in einer beliebigen Gruppe auf null,Wert mit der Nummer%2 in%1 auf Null setzen,"Nachdem es auf Null gesetzt wurde, nimmt es auch die Position ein, zum Beispiel a = {1,2,3}, wenn 1 null ist, dann a = {nil, 2,3}"
3180003,Setzen Sie einen beliebigen Wert in einer beliebigen Gruppe auf Null,%2 in%1 auf null setzen,"Content Match Clearing, setzt alle gleichen Werte auf Null, zum Beispiel a = {1, 1, 2, 3} Setzen Sie 1 auf Null, dann a = {nil, nil, 2, 3}"
3180004,Löschen Sie jede Gruppe,%1 löschen,Alle Werte der Gruppe löschen
3180005,Einfügen eines beliebigen Wertes in eine beliebige Gruppe,%3 bei%2 von%1 einfügen,"Das Einfügen nach vorne wirkt sich auf die Reihenfolge aus. Wenn zum Beispiel a = {1, 2, 3, 4} 5 in die zweite Position einfügt, dann a = {1, 5, 2, 3, 4}"
3180006,Löscht den Wert der angegebenen Zahl in einer beliebigen Gruppe,Wert der Nummer%2 in%1 löschen,"Das Löschen eines Wertes wirkt sich auf die Sortierung aus, die folgenden Werte werden weitergeführt, zum Beispiel a = {1, 2, 3, 4}, nach dem Löschen von 2, a = {1, 3, 4}"
3180007,Löschen eines beliebigen Wertes in einer beliebigen Gruppe,Löschen%2 bei%1,"Inhaltsübereinstimmung gelöscht, z. B. a = {1,2,3} 1 löschen alle 1 löschen, dann a = {2,3}"
3180008,Leere Nullwerte für jede Gruppe,Leerer Nullwert von%1,"Nach dem Löschen des Nullwerts automatisch übertragen, zum Beispiel a = {1, nil, 2, nil, nil, 3}, nach dem Löschen wird es a = {1,2,3}"
3180009,Hinzufügen einer Reihe von Werten zu einer beliebigen Gruppe,Alle Werte von%2 zu%1 hinzufügen,"Fügen Sie alle Werte der Gruppe b, einschließlich der Nullwerte, am Ende der Gruppe a in der ursprünglichen Reihenfolge der Gruppe b hinzu. Zum Beispiel a = {1,2,3}, b = {4,5,6} Fügen Sie b zu a hinzu, dann a = {1,2,3,4,5,6}"
3180010,Setzen einer Reihe von Werten auf null in einer beliebigen Gruppe,In%1 wird der mit%2 duplizierte Wert auf null gesetzt,"1. deduplizieren, setzen Sie die doppelten Werte der Gruppe A und der Gruppe B auf Nullwerte, und die doppelten Nullwerte werden nicht gelöscht
2. Wenn es mehrere doppelte Werte gibt, wird der vorhergehende Wert bevorzugt auf Null gesetzt, zum Beispiel a = {1, 1, 1, 2, 3} b = {1, 1, 2}, wird a = {nil, nil, 1, nil, 3}, vorzugsweise ix = 1 und ix = 1 von 2"
3180011,Löschen einer Reihe von Werten in einer beliebigen Gruppe,In%1 doppelte Werte mit%2 entfernen,"1. deduplizieren, löschen Sie die doppelten Werte der Gruppen A und B, und die doppelten Nullwerte werden gelöscht
2. Wenn es mehrere doppelte Werte gibt, wird der erste Wert zuerst gelöscht, zum Beispiel a = {1, 1, 1, 2, 3} b = {1, 1, 2}, nach dem Löschen wird er zu a = {1, 3}, und die 1 von ix = 1 und ix = 2 wird zuerst gelöscht."
3180012,Einfügen einer Reihe von Werten in eine beliebige Gruppe,Alle Werte von%3 bei Bit%2 von%1 einfügen,"1. Vorwärts einfügen, was sich auf die Reihenfolge auswirkt. Zum Beispiel fügt a = {1,2,3,4} b = {5,6,7} in die zweite Position ein, dann a = {1,5,6,7,2,3,4}
2. Wenn die eingefügte Position keinen Wert hat, ist sie identisch mit der Zuordnung. Zum Beispiel: a = {1,2,3}, b = {4,5,6} in die vierte Position einfügen, dann a = {1,2,3,4,5,6}"
3180013,Legt den Wert der angegebenen Zahl in einer beliebigen Gruppe fest,Setzen Sie den Wert der Zahl%2 in%1 auf%3,"Zuweisungsvorgang, wie bestehende Zuweisungslogik"
3180014,Ersetzen Sie einen beliebigen Wert in einer beliebigen Gruppe,Ersetzen Sie alle%2 in%1 durch%3,"Ersetzen Sie alle Übereinstimmungen, zum Beispiel a = {1, 1, 1, 2, 3}, ersetzen Sie 1 durch 5, dann a = {5, 5, 2, 3}"
3180015,Sortierwerte beliebiger Gruppen,Anordnen%2 für Wert%1,"1. Nach Zahlengröße sortieren
2. Die Zeichenkettengruppe wird nach der Länge der Zeichenkette sortiert, und die gleiche Länge entspricht der ursprünglichen Reihenfolge"
3190001,Versteckte Komponenten,%1 setze%2 's%3 Anzeigeeigenschaft auf ausgeblendet,
3190002,Textinhalt festlegen,%1 soll den Text von%3 von%2 auf%4 setzen,
3190003,Muster\ Tasteninhalt festlegen,Make%1 setzt das Muster von%3 von%2 auf%4,
3190004,Einstellen der Größe des Musters\ button,%1 setzen Breite%4 und Höhe%5 von%3 von%2,
3190005,Textschriftgröße festlegen,%1 setze die Schriftart von%3 von%2 auf%4,
3190006,Komponentenfarbe einstellen,%1 setzt die Farbe von%3 von%2 auf%4,
3190007,Anzeigeelement,%1 die Anzeigeeigenschaft%2 für%3 festlegen,
3190008,Rotierendes Element,"%1 setze%3 von%2, um%4 im Uhrzeigersinn zu drehen",
3190009,Offene Schnittstelle,%1 öffnen%2,
3190010,Schnittstelle schließen,Schalten Sie%1 aus%2,
3190011,Transparenz der Komponenten festlegen,%1 setzen%3 Transparenz von%2 bis%4,
3190012,Seitenstatus umschalten,Umschalten%2 von%1 nach%3,
3190013,Position der Komponenten festlegen,make%1 setzt die Koordinaten von%3 von%2 auf X%4 Y%5,
3190014,Seitenstatus umschalten (intelligente Animation),Umschalten%2 von%1 auf%3 Animation%4 Dauer%5 Sekunden,
3190015,Offene Schnittstelle (Bewegungsgrafik),%1 öffnen%2 Bewegungsgrafik%3 für%4 Sekunden,
3190016,Schließen Sie die Schnittstelle (Grafik),Schalten Sie%1 aus%2 Bewegungsgrafik%3 für%4 Sekunden,
3190017,Anzeigekomponenten (Bewegungsgrafik),"%1 Satz%3 Anzeige von%2, Bewegungsgrafik%4 Dauer%5 Sekunden",
3190018,Versteckte Komponenten (Grafik),"%1%3 von%2 ausblenden, Bewegungsgrafik%4 für%5 Sekunden",
3190019,Wiedergabeelement Bewegungsgrafik,%1 Satz%3 von%2 zum Abspielen von Bewegungsgrafiken%4,
3190020,Komponentenbewegungsgrafiken abspielen und warten,"%1 setze%3 von%2, um Bewegungsgrafik%4 abzuspielen und warte",
3190021,Textinhalt festlegen (Bewegungsgrafik),%1 den Text von%3 von%2 auf%4 setzen und Bewegungsgrafik%5 abspielen,
3190022,Sanftes Verschieben von Elementen zu Koordinaten,%1 Satz%3 glatte Bewegung%4 von%2,
3190023,Glatte Erhöhung der Komponentenkoordinaten,%1 Satz%3 glatte Bewegung%4 von%2,
3190024,Sanfte Skalierung von Komponenten auf Breite und Höhe,%1 Satz%3 glatte Bewegung%4 von%2,
3190025,Glatte Zunahme der Bauteilbreite und -höhe,%1 Satz%3 glatte Bewegung%4 von%2,
3190026,Sanft drehbares Element zum Winkel,%1 Satz%3 glatte Bewegung%4 von%2,
3190027,Glatte Erhöhung des Elementwinkels,%1 Satz%3 glatte Bewegung%4 von%2,
3190028,Alle Bewegungsgrafiken anhalten,"%1 setze%3 von%2, um die Wiedergabe aller Bewegungsgrafiken zu beenden",
3200001,Einstellen des Bildes des Spieler-Dashboards,Setzen Sie das Bild%1%2 auf%3,"1. Ein und dasselbe Anzeigefeld kann verschiedenen Spielern unterschiedliche Inhalte anzeigen
2. Das Ereignis muss einmal ausgeführt werden, damit alle Spieler denselben Inhalt sehen können"
3200002,Video zum Einrichten der Player-Anzeigetafel,Setzen Sie den Videolink%1%2 auf%3,"1. Ein und dasselbe Anzeigefeld kann verschiedenen Spielern unterschiedliche Inhalte anzeigen
2. Das Ereignis muss einmal ausgeführt werden, damit alle Spieler denselben Inhalt sehen können"
3200003,Einstellen der Schnittstelle des Player-Dashboards,Setzen Sie die Anzeigeschnittstelle%1%2 auf%3,"1. Ein und dasselbe Anzeigefeld kann verschiedenen Spielern unterschiedliche Inhalte anzeigen
2. Das Ereignis muss einmal ausgeführt werden, damit alle Spieler denselben Inhalt sehen können"
3200004,Dashboard dem Spieler anzeigen,Anzeige%2 für%1,"Die Anzeigetafel kann für jeden Spieler unterschiedliche Zustände haben, sie kann für Spieler A angezeigt werden, und Spieler B kann ausgeblendet werden"
3200005,Das Dashboard vor dem Player ausblenden,%2 zum Ausblenden auf%1 setzen,"Die Anzeigetafel kann für jeden Spieler unterschiedliche Zustände haben, sie kann für Spieler A angezeigt werden, und Spieler B kann ausgeblendet werden"
3200006,Einstellen des Player-Dashboard-Videowiedergabemodus,Stellen Sie den Videowiedergabemodus für diese%1%2 bis%3 ein,
3200007,Webvideo für Player-Dashboards einrichten,Setzen Sie den Webvideo-Link%1%2 auf%3,
320001,Kamera-Koordinatenwert,Kamera%2 Koordinatenwert für%1,
320002,Kamerawinkel,Kamera%2 Winkel für%1,
320003,Sichtfeld der Kamera,Sichtfeld der Kamera (FOV) für%1,
3210001,Spielerwerte in Bestenlisten festlegen,Setzen Sie den Wert von%2 auf%3 in%1,"1. Indiziert durch die Mini-Nummer des Spielers, setzen Sie den Wert des Spielers in der Server-Rangliste
2. Speichern Sie die Spielerdaten in der Rangliste des Servers, und Sie können eine vollständige Bildrangliste erstellen
#3Wer mit der gleichen Punktzahl zuerst in die Rangliste kommt
4. Die Rangliste muss auf die Map hochgeladen werden, bevor sie auf der Cloud-Server-Map wirksam werden kann."
3210002,,,
3210003,Entfernen von Spielerwerten aus Bestenlisten,Wert von%2 in%1 löschen,
3210004,Löschen Sie den Wert des angegebenen Namens in der Rangliste,Wert namens%2 in%1 löschen,
3210005,Lassen Sie den Wert des angegebenen Spielers in der Rangliste selbst berechnen,Fügen Sie%3 zum Wert von%2 in%1 hinzu,"Diese Aktion kann verwendet werden, wenn mehrere Räume mit demselben Wert arbeiten, ohne dass sich die Werte gegenseitig überschreiben"
3210006,Lassen Sie den Wert des angegebenen Namens in der Rangliste selbst bewerten,Fügen Sie%3 zu dem Wert namens%2 in%1 hinzu,"Diese Aktion kann verwendet werden, wenn mehrere Räume mit demselben Wert arbeiten, ohne dass sich die Werte gegenseitig überschreiben"
3210007,Ermittelt den Wert des angegebenen Ranges in der Rangliste,"Ermittelt den Wert%2 in%1 als%4 und führt%3 aus, um den erhaltenen Wert an das Ereignis zu übergeben","1. Die Rangliste darf nur positive ganze Zahlen annehmen, die aufsteigende Reihenfolge ist von klein nach groß und die absteigende Reihenfolge ist von groß nach klein
2. Alle Parameter dieses Ereignisses werden an das ausgeführte [Ereignis] übergeben, z. B. [Trigger-Ereignis-Spieler], [Ziel-Spieler im Ereignis], [Kreatur, die das Ereignis ausgelöst hat] usw
3. Xx, die über den Server / die Rangliste abgerufen werden können, erhalten die vier Werte Name, Spieler, Wert und Rangliste"
3210008,Ermittelt den Wert des angegebenen Spielers in der Rangliste,"Abrufen des Wertes von%2 in%1 und Ausführen von%3, um den erhaltenen Wert an das Ereignis zu übergeben","1. Alle Parameter dieses Ereignisses werden an das ausgeführte [Ereignis] übergeben, z. B. [Trigger-Ereignis-Spieler], [Ziel-Spieler im Ereignis], [Kreatur, die das Ereignis ausgelöst hat] usw
2. Xx, die über den Server / die Rangliste abgerufen werden können, erhalten vier Werte: Name, Spieler, Wert und Rangfolge"
3210009,Ermittelt den Wert des angegebenen Namens in der Rangliste,"Abrufen des Wertes namens%2 in%1 und Ausführen von%3, um den erhaltenen Wert an das Ereignis zu übergeben","1. Alle Parameter dieses Ereignisses werden an das ausgeführte [Ereignis] übergeben, z. B. [Trigger-Ereignis-Spieler], [Ziel-Spieler im Ereignis], [Kreatur, die das Ereignis ausgelöst hat] usw
2. Xx, die über den Server / die Rangliste abgerufen werden können, erhalten vier Werte: Name, Spieler, Wert und Rangfolge"
3210010,Legen Sie einen beliebigen Wert in der Tabelle mit dem angegebenen Namen fest,Name%1 auf%2 Wert%3 setzen,"1. Verwenden Sie englische Punkte. Der Index kann geteilt werden, was sich auf die Verwendung von Skripten auswirkt. Verwenden Sie nur Ereignisse, um dies zu ignorieren"
3210011,Löschen Sie den Wert mit dem angegebenen Namen in der Tabelle,Wert namens%2 in%1 löschen,
3210012,Ruft den Wert des angegebenen Namens in der Tabelle ab,"Abrufen des Wertes namens%2 in%1 und Ausführen von%3, um den erhaltenen Wert an das Ereignis zu übergeben",
3210013,Tabelle löschen,%1 löschen,"Kann nach dem Löschen nicht wiederhergestellt werden, mit Vorsicht verwenden"
3210014,Lösche die Rangliste,%1 löschen,"Kann nach dem Löschen nicht wiederhergestellt werden, mit Vorsicht verwenden"
3210015,Spielerdaten melden,Bericht%1 Daten mit Ereignisname%2,Mit verschiedenen Ereigniskombinationen können Sie verschiedene Verhaltensdaten von Spielern anpassen und melden. Nach dem Melden können Sie verschiedene Daten von Spielern im Hintergrund des Erstellungszentrums anzeigen
3220001,Zeigen Sie dem Spieler das Bewertungs-Popup-Fenster an,Bewertungs-Pop-up für%1 anzeigen,"① Der Spieler kann es nur auslösen, nachdem er eine gewisse Zeit gespielt hat (derzeit 3 Minuten nach Eingabe der Karte)
② Es wird nur einmal in 10 Minuten gespielt und der Spieler hat bewertet, dass die Karte nicht ausgelöst wird
③ Geben Sie die Karte erneut ein oder konvertieren Sie die bearbeitete Karte, um sie erneut aufzurufen, was zum Testen praktisch ist"
3220002,Lieblings-Pop-up für Spieler anzeigen,Favoriten-Pop-up für%1 anzeigen,"① Der Spieler kann es nur auslösen, nachdem er eine gewisse Zeit gespielt hat (derzeit 3 Minuten nach Eingabe der Karte)
② Es wird nur einmal in 10 Minuten gespielt und der Spieler hat bewertet, dass die Karte nicht ausgelöst wird
③ Geben Sie die Karte erneut ein oder konvertieren Sie die bearbeitete Karte, um sie erneut aufzurufen, was zum Testen praktisch ist"
3220003,Display follow-the-author pop-up to players,Display %2 pop-up to %1,
40001,Eigenschaften des Teams,%2 Attribut von%1,
40003,Ort der Veranstaltung,Ort der Veranstaltung,
40004,Geburtsort,Geburtsort,
40005,Animierte Ausdrücke in Ereignissen,Animierte Ausdrücke in Ereignissen,
40006,Zustandseffekte in Ereignissen,Zustandseffekte in Ereignissen,
40007,,,
40008,Zuletzt erstellter Effekttyp,Zuletzt erstellter Effekttyp,
40009,Blocktyp im Ereignis,Blocktyp im Ereignis,
40010,Zuletzt erstellter Blocktyp,Zuletzt erstellter Blocktyp,
40011,Shortcut-Leiste in Veranstaltungen,Shortcut-Leiste in Veranstaltungen,
40012,Ausrüstungsleiste in der Veranstaltung,Ausrüstungsleiste in der Veranstaltung,
40013,Komponenten der Veranstaltung,Komponenten der Veranstaltung,
40014,Schnittstelle im Ereignis,Schnittstelle im Ereignis,
40015,Zeichenfolge im Ereignis,Zeichenfolge im Ereignis,
40016,Aktuell bearbeitete Schnittstelle,Aktuell bearbeitete Schnittstelle,
40017,Musik in der Veranstaltung,Musik in der Veranstaltung,
40018,"Objekt, das die Aktion ausführt","Objekt, das die Aktion ausführt",
40019,Rezept in der Veranstaltung,Rezept in der Veranstaltung,
40020,Schmelzen bei der Veranstaltung,Schmelzen bei der Veranstaltung,
40021,Die Handlung des Ereignisses,Die Handlung des Ereignisses,
40022,Bereich in der Veranstaltung,Bereich in der Veranstaltung,
40023,Schadenswert in dem Fall,Schadenswert in dem Fall,
5000001,Ausführung wiederholen,Wiederholung der Ausführung #n%1,
5000002,Mehrmals wiederholen,Wiederholen Sie%1 #n%1,
5000003,"Wiederholen Sie, bis",Wiederholen Sie die Ausführung bis%1 #n%1,
5000004,die Schleife verlassen,die Schleife verlassen,
5000005,Wenn... Einfach,"Wenn%1, #n%1",
5000006,Wenn... sonst,"Wenn%1, #n%1 #n andernfalls #n%1",
5000007,"Warten Sie weiter, bis",Warten Sie weiter bis%1,
5000008,Stopp,Haltestelle%1,
50001,Standort des Spielers,Standort von%1,
50002,Die Position des Fadenkreuzes des Spielers,Sichtposition für%1,
50003,Spieler-Attribute,%2 Attribut von%1,
50004,Anzahl der Gegenstände für den Spieler,Anzahl der%2s im Besitz von%1,
50006,Spielerorientierter Winkel,%1 orientierter Winkel,
50007,Name des Spielers,Name von%1,
50012,Hauseigentümer,Hauseigentümer,
50018,Team des Spielers,%1 Team,
50019,Private Variable des Spielers (Region),%2 von%1 (Region),
50020,Private Variable des Spielers (Standort),%2 von%1 (Standort),
50021,Private Variable des Spielers (Wert),%2 von%1 (Wert),
50022,Private Variable des Spielers (String),%2 von%1 (Zeichenfolge),
50023,Private Variable des Spielers (boolesch),%2 von%1 (Boolesch),
50024,Private Variable des Spielers (Spieler),%2 von%1 (Spieler),
50025,Private Variable des Spielers (Spielergruppe),%2 von%1 (Spielergruppe),
50026,Private Variable des Spielers (Blocktyp),%2 von%1 (Blocktyp),
50027,Private Variable des Spielers (Elementtyp),%2 von%1 (Artikeltyp),
50028,Private Variable des Spielers (Kreatur),%2 von%1 (Bio),
50029,Private Variable des Spielers (Kreaturentyp),%2 von%1 (Kreaturentyp),
50030,Private Variable des Spielers (Kreaturengruppe),%2 von%1 (Biogruppe),
50031,Private Variable des Spielers (Timer),%2 von%1 (Zeitschaltuhr),
50032,Private Variable des Spielers (Effekttyp),%2 von%1 (Effekttyp),
50033,"Die Richtung, in die das Ziel des Spielers zeigt",Richtung von%1 Ziel,
50034,"Art des Gegenstands, den der Spieler in der Hand hält",%1 Handheld-Artikeltyp,
50035,Spieler,Spieler%1,
50036,Gruppe der Spieler,Spielergruppe%1,
50037,Aussehen des Spielers,Erscheinungsbild von%1,
50038,Gruppe der Spieler,Spielergruppe%1,
50039,Private Variable des Spielers (Ortsgruppe),%2 von%1 (Ortsgruppe),
50040,Private Variable des Spielers (Zonengruppe),%2 von%1 (regionale Gruppe),
50041,Private Variable des Spielers (Wertegruppe),%2 von%1 (Wertgruppe),
50042,Private Variable des Spielers (String-Gruppe),%2 von%1 (String-Gruppe),
50043,Private Variable des Spielers (boolesche Gruppe),%2 von%1 (Boolesche Gruppe),
50044,Private Variable des Spielers (Blocktyp-Gruppe),%2 von%1 (Blocktyp-Gruppe),
50045,Private Variable des Spielers (Elementtyp-Gruppe),%2 von%1 (Elementtypgruppe),
50046,Private Variable des Spielers (Kreaturentypgruppe),%2 von%1 (Biotypgruppe),
50047,Private Variable des Spielers (Timer-Gruppe),%2 von%1 (Zeitgebergruppe),
50048,Private Variable des Spielers (Effekttypgruppe),%2 von%1 (Effekttypgruppe),
50049,Zufälliges Erscheinungsbild Typ,Zufälliges Erscheinungsbild Typ,
50050,Mini-Nummer des Spielers,Mini für%1,
50051,Holen Sie sich den Player mit der angegebenen Mini-Nummer,Holen Sie sich Spieler mit Mini-Nummer%1,
50052,Die Gesamtzahl der im Rucksack des Spielers verbliebenen Gegenstände,"Ermittelt die Gesamtmenge des Rucksacks%1 und der Shortcut-Leiste, die zum Speichern von%2 verbleibt",
50053,Spieler-Rucksack Artikel Typ,Artikeltyp für%2 von%1 abrufen,
50054,Spieler Rucksack Artikelname,Prop-Name für%2 von%1 abrufen,
50055,Ermittelt die Anzahl der Spielergegenstände,Ermittelt die aktuelle Menge von%1%2,
50056,Ermittelt die verbleibende Zeit des Status des Spielers,Restliche Zeit für%2 von%1 abrufen,
50099,Echte private Variable Vorlage,Echte private Variable Vorlage,
50119,Variable Vorlage (Region),Variable Vorlage (Region),
50120,Variable Vorlage (Standort),Variable Vorlage (Standort),
50121,Variable Vorlage (numerisch),Variable Vorlage (numerisch),
50122,,,
50123,Variable Vorlage (Boolesch),Variable Vorlage (Boolesch),
50124,Variable Vorlage (Spieler),Variable Vorlage (Spieler),
50125,Variable Vorlage (Spielergruppe),Variable Vorlage (Spielergruppe),
50126,Variable Vorlage (Blocktyp),Variable Vorlage (Blocktyp),
50127,Variable Vorlage (Artikeltyp),Variable Vorlage (Artikeltyp),
50128,Variable Vorlage (Bio),Variable Vorlage (Bio),
50129,Variable Vorlage (Bio-Typ),Variable Vorlage (Bio-Typ),
50130,Variable Vorlage (Bio-Gruppe),Variable Vorlage (Bio-Gruppe),
50131,Variable Vorlage (Timer),Variable Vorlage (Timer),
50132,Variable Vorlage (Effekttyp),Variable Vorlage (Effekttyp),
50139,Variable Vorlage (Standortgruppe),Variable Vorlage (Standortgruppe),
50140,Variable Vorlagen (Bereichsgruppen),Variable Vorlagen (Bereichsgruppen),
50141,Variable Vorlage (Numerische Gruppe),Variable Vorlage (Numerische Gruppe),
50142,Variable Vorlage (String-Gruppe),Variable Vorlage (String-Gruppe),
50143,Variable Vorlage (Boolesche Gruppe),Variable Vorlage (Boolesche Gruppe),
50144,Variable Vorlage (Blocktyp-Gruppe),Variable Vorlage (Blocktyp-Gruppe),
50145,Variable Vorlage (Artikeltyp Gruppe),Variable Vorlage (Artikeltyp Gruppe),
50146,Variable Vorlage (Biotyp-Gruppe),Variable Vorlage (Biotyp-Gruppe),
50147,Variable Vorlage (Timer-Gruppe),Variable Vorlage (Timer-Gruppe),
50148,Variable Vorlage (Effekttypgruppe),Variable Vorlage (Effekttypgruppe),
50149,Variable Vorlage (Rangliste),Variable Vorlage (Rangliste),
50150,Variable Vorlage (Tabelle),Variable Vorlage (Tabelle),
50151,Variable Vorlage (zweidimensionale Tabelle),%2 von%1 (zweidimensionale Tabelle),
60001,Anzahl der Spieler in einer Spielergruppe,Anzahl der Spieler in%1,
60002,Anzahl der Spieler in der Spielergruppe,Anzahl der%2 in%1,
60003,Anzahl der Spieler im Spiel,Anzahl der Spieler im aktuellen Spiel,
60004,Spieler mit der angegebenen Nummer in der Spielergruppe,Spielernummer%2 in%1,
60005,Zufallsspieler in einer Spielergruppe,Zufallsspieler in%1,
60006,Alle Spieler,Alle Spieler,
60007,Alle Spieler der Mannschaft,Alle Spieler in%1,
60008,Alle Spieler in der Umgebung,Alle Spieler in%1,
60009,"Der Spieler, der das Ereignis ausgelöst hat","Der Spieler, der das Ereignis ausgelöst hat",
60010,Zielspieler im Event,Zielspieler im Event,
60011,"Der Spieler, der das Projektil abfeuert","Der Spieler, der das Projektil abfeuert",
60012,Player’s first inviter,%1’s first inviter,
60013,New player group of player’s invitation,New player group successfully invited by %1,At most 200 players are available for this interface
60014,All player group of player’s invitation,All player group successfully invited by %1,At most 200 players are available for this interface
70001,Der Standort der Kreatur,Standort von%1,
