ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
172,Ni Yu 'er,"Tanzende Röcke und singende Fans, neonfarbene Kleidung und Federn, 
 Wie mein Fächer und meine Kleidung? 
 Finden Sie einfach dieses Mädchen!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Grüne Blumen schweben herum!,,,,
173,Xie Zhili,"Am Anfang des Menschen ist die Natur von Natur aus gut. Sex ist nah, aber Gewohnheit ist weit weg. 
 Wenn Sie wollen, dass ich sage, dass Kämpfen und Töten überhaupt nicht cool ist.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Chinesische Schriftzeichen schweben um den Körper!,,,,
174,Kasper,"Handlaterne, mit einem Rabe auf Ihrer Schulter, der der Wächter der Nacht ist?
Der Körper ist mit der Fähigkeit ausgestattet, die Dunkelheit zu zerstreuen, aber nur sehnt sich sehnt sich nach einem ruhigen und guten Schlaf.
Wenn jemand nicht gut ist, lassen Sie ihn mein Kreuz ausprobieren!",@Null@,Avatar: unlock Profilbild,"Fußabdrücke: Black Flames bleiben dort, wo immer Sie gehen.",@Null@,,,
175,Olivia,"Die Nacht ist mit Rockgarn eingerichtet, niemand weint für Blumensträuße. Die unsterbliche Blume, die nicht lebt oder stirbt, nicht wütend oder verwirrt, kannst du es mir sagen, hast du denjenigen, der mich rettete, einen Rabe rettete?",@Null@,Avatar: unlock Profilbild,"Fußabdrücke: Rosen sind dort übrig, wo auch immer Sie gehen.",@Null@,,,
176,Yuna,"Wenden Sie sich heute Abend in eine süße schwarze Katze und gehen Sie zu Menschen, um die Rechte dieser Hexe auszuüben!",@Null@,Avatar: unlock Profilbild,Körpereffekte: Mysteriöse Fledermäuse umgeben den Körper!,@Null@,,,
177,Andrew,"In der Nacht fiel die Dunkelheit allmählich die Welt um. Spinnen bilden Bahnen, Fledermäusereisen, ich bin der geheimnisvolle und hübsche Halloween-Geist.",@Null@,Avatar: unlock Profilbild,Körpereffekte: Mysteriöse Fledermäuse umgeben den Körper!,@Null@,,,
178,Extreme Biest Agent Wolf Silber,"Wolfsilber wurde in der weißen Wolf Clan geboren, geboren agil, ruhig und entscheidend. Er ist Mitglied der High Manda Star Special Agent Organization- ""Biest Attack"". Die von der Kollision verwendete Waffe ist eine Waffenklinge mit Hilfe von Mecha Meow. Im Team fungiert er als Stürmer im mittleren bis nahe Kampf. Der im Handschuh versteckte Rotor-Drohne kann verwendet werden, um den Angriff zu unterstützen.",@Null@,Avatar: unlock Profilbild,"Footprints: Agent-Icons sind dort, wo auch immer Sie gehen.",@Null@,,,
179,Prinzessin Soul.,"Der richtige Name ist Hua Ling, und die meisten Leute werden die Prinzessin-Seele genannt. Sie ist die Göttin, die das Leben weht. Sie lebt in dem schönen und wunderschönen Blumen-Tempel, der das Leben und die Seele respektiert. Die Wesen der Welt mit Liebe schützt nicht nur den Menschen ein Gefühl von Intimität an der Außenseite, sondern ist auch innen sehr sanft.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Es gibt Blumen und Schmetterlinge, die auf dem Körper schweben!",@Null@,,,
180,Dragonsky,"Fairylands wiederholliches Drachenmädchen, hat aber ein Herz voller Fantasie und Sehnsucht nach Freiheit. Zufällig erfüllte sich schuppig, den kleinen Drachen, und bildete eine Freundschaft für den Austausch von Snacks. Ich habe von SCALY viel Wissen über die Außenwelt gewonnen, in der Hoffnung, einem Tag in praktischer zu sein.",@Null@,Avatar: unlock Profilbild,"Gehende Fußabdrücke: Bone-Fußabdrücke, wo immer Sie gehen.",#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
181,Turkey Expert Drehmoment.,"Drehmoment ist der mysteriöse Koch des Kochsterns. Besitzt den Türkei-Shop, der sich erst öffnet, wenn das Thanksgiving während des Jahres nähert. Und jedes Mal, wenn er erscheint, wird er unvermeidlich seinen schrecklichen Geschirrbraten der Türkei bringen.",@Null@,Avatar: unlock Profilbild,"Fußabdrücke: Die Türkei-Fußabdrücke bleiben dort, wo auch immer Sie gehen.",#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
182,Erdbeermarmelade Berry.,"Beere ist die Person, die am besten Erdbeeren kennt. Sie genießt jeden Aspekt der Erdbeere, von der Anpflanzung und Budding bis hin zu blühen und fruchtend, von der Kommissionierung des Feldes, um den Tisch zu dienen, genießt es, dass Beerry es genießt.",@Null@,Avatar: unlock Profilbild,"Fußabdrücke: Erdbeer-Fußabdrücke bleiben dort, wo auch immer Sie gehen.",#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
183,Ganesh,"Ganesh vereint Weisheit und Kunst, um Hindernisse aufzubauen und Erfolg und Glück zu bringen. Es wird kein perfektes und ideales Schicksal der Welt geben. Jeder, der Erfolg erzielen, Wissen oder Weisheit erwerben, muss Anstrengungen und Opfer machen.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Lotus-Blütenblätter, die auf den Körper schwimmen!",@Null@,,,
184,EDM Queen Sasha.,"Sasha ist der beliebteste Sänger in Terrastar, aber ihre Beliebtheit verursachte auch ihre wichtigsten Probleme, und Sasha's Music-Karriere stagnierte eine Weile. Bis sie mit dem Zufall nur Mini-Beat traf, inspirierte dieser äußerst talentierte DJ und begann, mit der elektronischen Musikkreation zu experimentieren, was Sasha dem Gipfel ihrer Karriere als Sänger wieder brachte ...",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Bunte Notizen, die auf den Körper schweben!",@Null@,,,
185,Himmlische Guardian Yuni.,"Im magischen Wald von Fairyland Star, wo die letzte Gruppe von Einhörnern in Phoenix-Domain lebte. In einer Ära, wenn die Magie zunehmend knapp ist, stehen auch Einhörner aus dem Aussterben. Als jüngster in der Gruppe, yuni meldete Yuni freiwillig und stieß auf eine holprige Reise, um die Waldspezialität ""Magic Pearl"" im Austausch für die magische Kraft des Assistenten zu nutzen ...",@Null@,Avatar: unlock Profilbild,Fußabdrücke: Hinterlässt einen Fliege-Fußabdruck,@Null@,,,
186,Yun Shang.,"Sie ist ein Kostüm-Designer mit voller praktischer Fähigkeit und Fantasie, und ein interstellarer Reisender, der auf Kreativität und Erbschaft lenkte.
Sie shippelte zwischen den verschiedenen Planeten im Drachenstar-Territorium und studierte verschiedene Kleidungsstile.
Wenn Sie verschiedene Dressing-Stile ausprobieren möchten, suchen Sie nach ihr!",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Rosa Blumen, die auf den Körper schwimmen!",@Null@,,,
187,Xiang er.,"Xiang Er ist der Winterbotschafter des Kochers, und sie arbeitet Tag und Nacht, um das Winterfest zu organisieren. Von der Wintersonnenwende zum Neujahrstag ist sie immer beschäftigt, und bevor sie es erkennen, war das neue Jahr wieder hier!",@Null@,Avatar: unlock Profilbild,"Fußabdrücke: Lambs Fußabdrücke bleiben dort, wo auch immer Sie gehen.",@Null@,,,
188,Huai.,"Ein wesentlich erwartetes Kundendholz-Talent wurde erleuchtet, als er kurz davor solle, seinen Traumjob zu landen und als wanderndes Barfußwissen auf die Straße einzugelte. Nachdem er die Jünger von Stargate zufällig unterstützt hatte, konnte er in den Fairyland betreten und begann die Reise der Fantasy-Version von ""Pfirsichblütenfrühling"" ...",@Null@,Avatar: unlock Profilbild,Körpereffekte: Bambusblätter schweben auf dem Körper!,@Null@,,,
189,Lion Tänzerin Dragonet.,@Null@,@Null@,Avatar: unlock Profilbild,"Fußabdrücke: Hinterlassen Sie Hortensie-Fußabdrücke, wo immer Sie gehen.",@Null@,,,
190,Bienenwabe,"Es gibt keinen Honig, der sich vom Himmel regnet! Dies ist das Mantra der Wabe. Als neues Mitglied der Stadt hat sich ihre Sorgfalt alle beeindruckt. Jeden Montag um neun Uhr morgens gibt es immer ein Glas frisches Honig auf jeder Tür. Jeder sagt, dass dies der beste Schatz ist, der sie je gegessen haben.",Erhalten in Gashapon,Avatar: unlock Profilbild,"Fußabdrücke: lässt Honig-Fußabdrücke, wo immer Sie gehen.",#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
191,Gottheit Shen.,"Ein Meister der äußeren Welten, der extrem hübsch ist, wie ein verbannter Unsterblicher. Gut in Illusionen verwandelt er oft in einen Kran, um der Welt zu entkommen. Es scheint, dass es eine geheimnisvolle Identität gibt, die Outsiders unbekannt sind, die sich sehr nahe der Mond-Fee befinden und am meisten Angst haben, sich wütend zu werden.",Erhalten in Gashapon,Avatar: unlock Profilbild,"Körpereffekte: Es gibt blaue Aura, die herum schwimmt!",@Null@,,,
192,Yun yan.,"Die jüngste Tochter des Fuchs-Clans und von Cang Hong, der Nebelschwert-Fee, ist ein langjähriger Freund. Beeinflusst von Cang Hong, mag sie nicht Magie und Technologie und gilt mit allen Arten von mechanischen Gadgets, was sie wie ein Ausreißer im Clan aussieht. Yun Yan ist jedoch egal, andere Leute wissen nicht über Technologie und wie großartig es ist!",@Null@,Avatar: unlock Profilbild,Körpereffekte: Rosa Herzen schweben herum!,#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
193,Cang Hong,"Das höchste mysteriöse ""Schwert unsterblich"", zusätzlich zum Namen Cang Hong, der in der Arena zirkuliert, kennt niemand sein Alter, den Ursprung und den Wohnsitz. Es wird gesagt, dass sein Schwert ein unsterbliches Schwert ist. Wenn der Schwertkörper schwang ist, scheint der Schwertkörper mit unsterblichen Licht, das alles schneiden kann. Aber was ist wenig bekannt, ist, dass dieses Schwert tatsächlich aus dem Gomanda-Stern stammt ...",@Null@,Avatar: unlock Profilbild,Körpereffekte: Der Körper scheint mit feenhaftem Licht!,#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
194,Katrina.,"Wie lange haben Sie gebraucht, um die Person, die Sie einmal geliebt haben, vergessen?
Sie verbrachte 500 Jahre lang als Boten der Dunkelheit inkarniert und wartete auf seine Ankunft in unzähliger Abgrund Tag und Nacht. In jeder einsamen Nacht wandte sie sich in einen untoperierten Tänzern, nur um ihn ein letztes Mal zu sehen.",@Null@,Avatar: unlock Profilbild,Körpereffekte: Schmetterlinge schweben herum!,@Null@,,,
195,Spinnenmädchen,"Ich mag es, mich in das Auge des Bull zu setzen, denn der nächste Sekunde, ein intelligenter Jäger kann nirgendwohin bekommen.
Es gibt keine Hoffnung auf Flucht, es ist besser, Widerstand aufzugeben. Immerhin ist der süßeste Traum der Welt das Web, das ich webt.",@Null@,Avatar: unlock Profilbild,Fußspuren: Hinterlässt überall Spinnenspuren.,@Null@,,,
196,Miranda,"Gib mir Weisheit und Kraft. Die feuerrote Sonne nährt alle Dinge. Ich, die ich die Göttin der Sonne nenne, bete aufrichtig, dass das Licht des Lebens niemals erlöschen möge.",@Null@,Körpereffekte: Kann im Spiel umgewandelt und die Form gewechselt werden,Avatar: Profilbild freischalten,Body Effects: Sonne scheint auf den Körper!,"#cda5b0aVerformung: Klicken Sie auf die Schaltfläche Verformung auf der linken Seite, um die normale / glorreiche Form zu wechseln! #n",,
197,Kaiser Held,Die stärkste Rüstung im unendlichen Universum ist der Imperator. Er steht über dem König. Die eine und die erste gepanzerte Bestie.,@Null@,Körpereffekte: Kann im Spiel umgewandelt und die Form gewechselt werden,Avatar: Profilbild freischalten,"Fußspuren: Hinterlasse Fußspuren des Kaisertotems, wo immer du gehst.","#cda5b0aTransformieren: Klicken Sie auf die Schaltfläche Transformieren auf der linken Seite, um zur normalen / endgültigen Form zu wechseln! #n",,
198,Hu Xinyu,"Ein Kampfkunstmeister, der schlägt und glitzernde Schätze sammelt!
Sie sind alle meine Favoriten, von den großen Barren und Kupfermünzen bis zum kleinen Muschelglas.
Zeig mir deine Aufrichtigkeit und ich werde meinen Glanz teilen!",@Null@,Avatar: Profilbild freischalten,"Fußabdrücke: Geldbeutel-Fußabdrücke werden hinterlassen, wo immer du gehst.",@Null@,,,
199,Hu Xiaofeng,"Der Wind durchbohrte die Luft. Blut bewegte das Herz. Fordere dich heraus. Keine Angst! Fordere dich heraus! Haken Sie Ihre Finger ein, tausend Züge, los geht's!",@Null@,Avatar: Profilbild freischalten,"Fußspuren: Tiger-Fußspuren werden hinterlassen, wo immer Sie gehen.",@Null@,,,
200,Evelyn,"Den Bach überqueren, durch die Berge wandern, dem Vogelgezwitscher lauschen, den Duft von Wildblumen riechen. Wenn sich ein Schmetterling in meine Tasche verirrt, keine Angst! Ich werde dich befreien.",@Null@,Avatar: Profilbild freischalten,Körpereffekte: Rosa Schmetterlinge schweben auf dem Körper.,@Null@,,,
201,Tyrinn,"Die Wahrheit ist im Dschungel verborgen. Das Geheimnis verbirgt sich hinter den Hügeln. Wissen kommt aus dem klugen Gehirn, aber Weisheit scheint durch Übung!",@Null@,Avatar: Profilbild freischalten,"Körpereffekte: Orangefarbene Schmetterlinge, die auf dem Körper schweben.",@Null@,,,
202,Frost,"Wolkenartiges, flauschiges Haar, juwelenhaft funkelnde Augen, schmetterlingsartige, leuchtende Haarnadeln. Du bist so süß wie Zuckerwatte! Komm, freu dich mit mir in diesem leichten und weichen Wolkenmeer.",@Null@,Avatar: Profilbild freischalten,Wirkung auf den Körper: Marshmallows schweben auf dem Körper.,#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
203,Schmetterlings-Blumen-Fee,@Null@,@Null@,Avatar: Profilbild freischalten,Körpereffekte: Lila Schmetterlinge schweben auf dem Körper.,@Null@,,,
204,Flammenheld,"Das fünfte Element, Feuer, hat die größte Fähigkeit und das größte Potenzial.
Die einzige Rüstung, mit der zwei Personen gleichzeitig beschwören können. Es ist die Rüstung mit dem langsamsten Fähigkeitsverbrauch.",@Null@,Avatar: Profilbild freischalten,"Fußspuren: Flammenheld-Fußspuren werden überall hinterlassen, wo du gehst.",@Null@,,,
205,Karnevalskönigin,"Die Tanzkleider mit unzähligen Diamanten und Pailletten schien mit Gold in der hellen Sonne. Die Königin des Karnevals war auf hohem Geister, singte und tanzte zur Tanzmusik. Sowohl die Tänzer als auch die Zuschauer vergessen alle ihre Probleme im Singen und Tanzen des Karnevals.",@Null@,Avatar: unlock Profilbild,"FOODPRINTS: Lassen Sie bunte Ribbon-Fußabdrücke, wo immer Sie gehen.",@Null@,,,
206,Bambus Dwen,"Schwarz und Weiß passen perfekt zusammen. Ich mag dich und deinen grünen Bambus! Versteh mich nicht falsch, ich werde dich nicht essen~",@Null@,Avatar: unlock Profilbild,@Null@,@Null@,,,
207,Baseball-Held,"""Auf dem Baseballfeld sind der 'Teig' und der 'Pitcher' beide erstaunlich.
Bekannt als ""der stärkste Doppelmesserfluss in der Geschichte"". """,@Null@,Avatar: unlock Profilbild,"Fußabdrücke: Hinterlassen Sie Baseball-Fußabdrücke, wo immer Sie gehen.",@Null@,,,
208,Mota,"Frei durch die Tiefen des Meeres schwimmen.
Ich bin der Flieger im Ozean. Ich bin der schnellste Schwimmer am Himmel.
Finde mich und du wirst die Wahrheit finden.",@Null@,Avatar: unlock Profilbild,Körpereffekte: Vom Körper tropfende Blasen.,#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
209,Feuerblume,"Das Frühlingsfest naht und das Feuerwerk wird Tag und Nacht erklingen.
Schau, es ist ein Feuerwerk! Wünsch dir was mit mir!",@Null@,Avatar: unlock Profilbild,"Wirkung auf den Körper: Rosafarbene Blumen, die vom Körper schweben.",@Null@,,,
210,Blinken,"Führe Zaubertricks aus und lass deinen Wunsch wahr werden. Star, bitte leuchte weiter. Erhöre unsere Wünsche!",@Null@,Avatar: unlock Profilbild,"Fußspuren: Hinterlasse Sternspuren, wo immer du gehst.",@Null@,,,
211,Leuchtfeuer,Die Trommeln des Krieges toben. Wo ist mein Feind? Die Leuchtfeuer sind am Himmel und bewachen die Heimat ohne Angst vor Tod und Verletzung. Wut verwandelt sich in Kampfabsicht. Der Glaube ist immer in meinem Herzen und der kreisende Drache wird irgendwann wiederkommen!,Artikeleinschaltung kann im Ereignis erworben werden,Avatar: unlock Profilbild,Körpereffekte: Vom Körper fliegende Funken.,@Null@,,,
212,Verträumter Dichter,"Wu kann Pferde reiten und Schwerter schwingen. Wen kann Gedichte malen und rezitieren.
Sie ist einfach unbesiegbar!""",@Null@,Avatar: unlock Profilbild,"Wirkung auf den Körper: Rosafarbene Blumen, die vom Körper schweben.",@Null@,,,
213,Fußball-Kapitän,"Der Junge, der einst barfuß auf der Straße spielte, ist jetzt auf dem grünen Feld zu einem unaufhaltsamen Adler herangewachsen, der den Ball dribbelt, ständig übertrifft und hart schießt. Geschichte schreiben, sein Team wieder zum Sieg führen.",@Null@,Avatar: unlock Profilbild,@Null@,@Null@,,,
214,Shirley,"Tausende von Jahren Wind und Schnee blasen ein Herz, das nicht kalt und warm ist. Es ist ein Glück, einen Schneemann als Begleiter zu haben. Ich will nur, dass der Schnee nicht schmilzt.",@Null@,Avatar: unlock Profilbild,"Fußspuren: Hinterlasse Schneeflocken-Fußspuren, wo immer du gehst.",@Null@,,,
215,Budi,"Budi lebt im wunderschönen Südostasien. Mode ist ein Synonym für ihn.
Am liebsten fährt er mit dem Motorrad an der Küste entlang und genießt mit seinen Freunden die Meeresbrise.",@Null@,Avatar: unlock Profilbild,@Null@,@Null@,,,
216,Göttin,"Dewi tanzt, was ihre Großmutter ihr als Kind beigebracht hat. Das Tanzen weckt ihre alten Erinnerungen an die Sonne, die Meeresbrise und den frischen Duft von Palmenblättern.",@Null@,Avatar: unlock Profilbild,@Null@,@Null@,,,
217,Schattenbringer,"Ein schneller und präziser Tänzer, der sich im Schatten versteckt. Ihre Agilität und ihre dunkelgrüne Kapuze sind ihre Markenzeichen. Die Leute kennen ihren Namen nicht. Sie wissen nur, dass es im Schatten der Sterne und des Mondes eine mysteriöse Frau geben wird, die die Bösen bestraft.",@Null@,Avatar: unlock Profilbild,@Null@,@Null@,,,
218,Lotus -Prinzessin,"Das Design von Princess Lotus stammt aus dem Miniworld Vietnamese Clothing Design Contest -Champion. Überqueren Sie alte und moderne, Schritt für Schritt, umarmen Sie Jin Sui, nur um Sie kennenzulernen.",@Null@,Avatar: unlock Profilbild,Physikalische Spezialeffekte: Lotus ist auf den Körper verstreut!,@Null@,,,
219,Alptraum-Mond,"Ihre Konflikte mit ihrer Schwester machten sie zur alptraumhaften Mondprinzessin. Nachdem sie von einer harmonischen Energie beeinflusst worden war, entschied sie sich, an die Seite ihrer Schwester zurückzukehren. Sie ist sehr sanft und hat Angst, einsam zu sein. Sie steht den Menschen ihres Königreichs nahe.",@Null@,Avatar: unlock Profilbild,Körpereffekte: Vom Körper schwebendes Sternenlicht.,@Null@,,,
220,Glicita,Straßenecke zeigt meine Spuren. Graffitis zeichnen meine Erinnerungen auf. Hinter jeder Kunst von mir steckt Liebe.,@Null@,Avatar: unlock Profilbild,Fußabdrücke: Hinterlassen Sie überall Graffiti-Fußabdrücke.,@Null@,,,
221,Lico,"Graffiti war meine Leidenschaft. Ich drückte meine Gefühle durch meine Werke aus. Graffiti ist meine Liebe. Sprühen Sie es, es ist Straßenkunst.",@Null@,Avatar: unlock Profilbild,Fußabdrücke: Hinterlassen Sie überall Graffiti-Fußabdrücke.,@Null@,,,
222,Erwachte Nini,"Die Adlerfeder peitschte über den Himmel. Das Zepter umkreiste das Territorium. Es ist mir eine Ehre, die Sicherheit meines Stammes zu wahren!",@Null@,Avatar: unlock Profilbild,Wirkung auf den Körper: Vom Körper schwebende Energieteilchen.,@Null@,,,
223,Erwachter Kaka,Ohne Feuer erlischt eine Kerze. Kann ein Ehrgeiz nach all den Strapazen bestehen bleiben? Junger Mann geht immer alleine!,@Null@,Avatar: unlock Profilbild,Wirkung auf den Körper: Vom Körper schwebende Energieteilchen.,@Null@,,,
224,Silberne Glocke,Mit ihrem klugen Verstand und ihrer harten Forschung löste Yinling das Phänomen der giftigen Maiglöckchen und wurde zu einer Gelehrten für die Erhaltung magischer Pflanzen und zum Wächtersymbol der Platinlilie. des Tals in den Herzen der Menschen. Jetzt erforscht sie mit Hua Youyou weitere Geheimnisse der magischen Pflanzen von Arcane Star!,,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Die Fußabdrücke der Platinlilie hinterlassen sich dort, wo Sie gehen.",,,,
225,Krepp,"Probieren Sie Baiwei-Eisprodukte und entdecken Sie die Geheimnisse auf Ihrer Zungenspitze. 
 Geniale Geschmacksknospen, die einfach in Magie verwandeln. 
 Zahlreiche Experimente haben zu Perfektionismus geführt.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Zitronen- und Minzblätter schweben herum!,#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
226,Xing Tianxia,"Xingtian Armor kann gut mit der Handfläche kämpfen, daher sind die meisten seiner Kampfkunsttricks Handflächentechniken. Von den drei Rüstungen verfügt er über durchschnittliche Fähigkeiten und hat sowohl offensive als auch defensive Fähigkeiten. Sie ist auch die besondere Rüstung des Kapitäns der Panzerpatrouille und spielt eine Schlüsselrolle im Panzerteam.",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Hinterlassen Sie die Fußabdrücke des Xingtian-Totems, wo Sie gehen.",,,,
227,Windadler,"Die Windadler-Rüstung ist ein gepanzerter Krieger mit Blau als Hauptfarbe und Adler als Totem. Ein Krieger, der durch die Kombination des Beschwörers und der Windadler-Rüstung aus Holz gebildet wird. Unter den fünf Elementen gehört es zum Holz, dem schnellsten unter den fünf Kriegern, und es ist ein Schnellkampfkrieger.",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Hinterlassen Sie Fußabdrücke des Windadler-Totems, wo Sie gehen.",#cda5b0a nur für #n,,,
228,"Rapunzel, Lola","Das Weinen auf dem hohen Gebäude, das Geräusch ist in meinen Ohren, aber niemand kümmert sich 
 Die harte Zurechtweisung Gottes ist leicht zu bekommen, und es ist immer noch unvermeidlich, hart zu sein 
 Bis das Wunder vorbei ist und der Engel geht 
 Allein und unfruchtbar gelassen, weiß ich nicht, wie viele Jahre der Reinkarnation",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Blütenblätter und Blätter, die vom Körper abdriften!",,,,
229,Meijia,"Mei Jia, ein cooler Waffen- und Mecha-Hersteller aus einer geheimnisvollen Zeit und einem geheimnisvollen Raum, steckt voller Hightech-Präzisionsinstrumente: Der Jackenstoff ist etwas Besonderes und scheint unverwundbar zu sein Von Zeit zu Zeit blinken dicht beleuchtete Worte auf den Brillengläsern, und das seltsame Gerät dahinter soll starke Energie enthalten. Es kann auch als Kanone im Bedarfsfall verwendet werden, oder... Aufgeschwungen, um die Bösewichte zu vertreiben!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Mechanische Blitze auf dem Körper!,,,,
230,Qimeng Linghu-Huayang,"Unvergessliche Albträume bedecken die Sonne, Vergänglichkeit bricht die Jugend. Berühren Sie die Saiten des Klaviers, um Melodien und Gedanken zu senden, der Regen fällt und die Menschen zerstreuen sich schließlich, und wir haben uns seitdem nie wieder gesehen.",,"Besondere Änderungen: Das Spiel kann die Funktion des Farbwechsels, der Veränderung von Form und Zustand realisieren!","Avatar-Rahmen und Körpereffekte: Exklusiver Avatar-Rahmen mit hellroten Kamelien, die herumschweben!","#cda5b0a Farbwechsel: Klicken Sie auf die linke Schaltfläche zum Farbwechsel, um den Fuchs in den frechen, naiven Zustand zu versetzen. #n","#cda5b0a Farbwechsel: Klicken Sie auf die linke Farbwechsel-Taste, können Sie den Fuchs zu glamourösen herrlichen Zustand zu wechseln. #n",#cda5b0a auf die Ausgabe der Xinghui-Geschenkbox beschränkt #n,
231,Qimeng Linghu-Huayang,"Ich erinnere mich, dass überall in den Bergen Blumen blühen, und das Lied ist voller Wohlstand. Die Jahre sind am Torii-Haus vorbeigegangen, als es Gelächter und Lärm gab und das Frühlingslicht im Yen erblühte.",,"Besondere Änderungen: Das Spiel kann die Funktion des Farbwechsels, der Veränderung von Form und Zustand realisieren!","Avatar-Rahmen und Körpereffekte: Exklusiver Avatar-Rahmen mit großen roten Kamelien, die herumschweben!","#cda5b0a Farbwechsel: Klicken Sie auf die linke Schaltfläche zum Farbwechsel, um den Fuchs in einen sanften und starken Zustand zu versetzen. #n","#cda5b0a Farbwechsel: Klicken Sie auf die linke Farbwechsel-Taste, können Sie den Fuchs zu glamourösen herrlichen Zustand zu wechseln. #n",#cda5b0a auf die Ausgabe der Xinghui-Geschenkbox beschränkt #n,
232,Qimeng Linghu-Huayang,"Tausend Fuß in der Welt tragend, fallen die Kirschblüten und das Blut wird regeneriert. Auf der Suche nach Frühlingsglühen, um die Wolken und den Nebel zu durchbrechen, träumend von der Rückkehr an den Rand der grünen Wellen, spiegelt der grüne Gürtel das jugendliche Gesicht.",,"Besondere Änderungen: Das Spiel kann die Funktion des Farbwechsels, der Veränderung von Form und Zustand realisieren!","Avatar-Rahmen und Körpereffekte: Exklusiver Avatar-Rahmen mit dunkelroten Kamelien, die herumschweben!","#cda5b0a Farbwechsel: Klicken Sie auf die linke Schaltfläche zum Farbwechsel, um den Fuchs in einen sanften und starken Zustand zu versetzen. #n","#cda5b0a Farbwechsel: Klicken Sie auf die linke Schaltfläche zum Farbwechsel, um den Fuchs in den frechen, naiven Zustand zu versetzen. #n",#cda5b0a auf die Ausgabe der Xinghui-Geschenkbox beschränkt #n,
233,Afterglow Mädchen,"Sie war einst eine Schülerin der Prinzessin des Universums. Obwohl sie einen Umweg machte, reformierte sie sich schließlich, legte ihren alten Groll ab und freundete sich mit ihren früheren Gegnern an. Im Yuan der Harmonie steht sie für Empathie.",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Afterglow-Öffnung, die um den Körper schwebt!",,,,
234,Trixie Mädchen,"Trixie ist eine reisende Zauberin, die alle Arten von Bühnenmagie beherrscht und wunderbare Magie für die Ponys im ganzen Land vorführt. Ihr schönes Symbol ist der Stern- und Mond-Zauberstab, was ""Trick"" bedeutet, damit sie jede Magie lernen kann.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Magische Energie driftet durch deinen Körper!,,,,
235,Glänzender Rüstungsjunge,"Shining Armor ist der ältere Bruder von Twilight. Er hat Prinzessin Yin Yun den Bund fürs Leben geschlossen. Er ist ruhig und verantwortungsbewusst. Er regiert nun das Kristallreich mit Prinzessin Yin Yun. Seine schönen Symbole sind Schilde und verstreute Sterne, und seine magische Kraft ist mächtig.",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Leuchtende Sterne, die von deinem Körper treiben!",,,,
236,Lumir,"Probieren Sie das Sahneeis und beobachten Sie, wie die Lichter leuchten. 
 Karussell fahren, gemeinsam lachen und schreien. 
 Photoelektrische Verflechtung, die die Freude an der Zeit im Moment widerspiegelt!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Sterne schweben herum!,,,,
237,Lucia,"Riechen Sie am Popcorn und jagen und spielen Sie gemeinsam. 
 Fahren Sie mit dem Riesenrad und Sie werden die Sonne einfangen! 
 Von Herz zu Herz, keine Angst vor der sengenden Hitze und der Sonne vor Ihnen!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Sterne schweben herum!,,,,
238,"Däumelinchen, Tini","Kleiner Körper, großer Mut. 
 Fangen Sie Erdhörnchen und Vögel, beobachten Sie Fische und jagen Sie Ziegen. 
 Sieh mir zu, wie ich durch den Wald gehe und die Geheimnisse der Heilung lüfte!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Heilende Energie driftet durch den Körper!,#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
