ID,描述
55410,[Online lobi] açıldı
55411,Maceracılar burada toplanır!
55412,[Online Lobby] 'de diğer maceracılarla keşfedebilir ve daha eğlenceli bir oyun deneyimi yaşayabilirsiniz. Önce sizi deneyimlememe izin verin!
55413,"Hadi, diğer maceracılarla git!"
55414,[Benim] açıldı
55415,"İşte oynadığınız haritalar. Bitmemiş hissediyorsanız, gidin ve başka bir oyun oynayın."
55416,Burada kendiniz ve arkadaşlarınız için özel bir dünya yaratabilirsiniz.
55417,[Atölye] Açıldı
55418,[Atölye] Diğer maceracılar tarafından yapılan birçok butik içeriği bulabilir ve oynamak için en sevdiğiniz içeriği de indirebilirsiniz!
55419,İpuçları
55420,Atölyeyi kapat
55421,[Oyunum] 'a girmek için tıklayın
55422,[İndirme] bölümünü bulun
55423,Dünyayı nasıl yaratacağınıza ve dünyayı nasıl keşfedeceğinize dair kendi fikirlerinize sahip olmanız gerektiğine inanıyorum. Ve her zaman size eşlik etmek ve sizin için tüm sorunları çözmek için burada olacağım. Lütfen keşfetmekten çekinmeyin ~
55424,Maceracının Büyüme Öğretisini tamamladığınız için tebrikler!
55425,Hey! [Atölye] adresinden indirilen harita burada bulunabilir ~
55426,Atla.
55427,Başlangıç Kılavuzunu atlamak istediğinizden emin misiniz?
55428,Evet!
55429,Hayır.
55430,"Maceracı, tekrar hoş geldiniz! Herhangi bir sorunuz varsa, bana sorabilirsiniz."
55431,"Merhaba maceraperest, sorularınızı cevaplamak için burada bulundum."
55432,"[Oyunum] yönetim merkezine girin, yeni bir maceraya başlayabilir veya bitmemiş macera görevlerine devam edebilirsiniz. Sizi keşfetmeye götüreyim!"
55433,Burada hayal gücünüzü açığa çıkarın! İstediğiniz gibi yeni bir dünya yaratın.
55434,Bu maceracı zaten denemeye hazır mı? O zaman önce eğlenelim!
55435,"Mini dünyaya hoş geldiniz! Burada çeşitli oynanışları özgürce keşfedebilir, yaratabilir ve deneyimleyebilirsiniz. Hazır mısın, seni görmeye götüreyim!"
55436,"Burası kendi yeni dünyanızı yaratabileceğiniz veya eski maceralarınıza devam edebileceğiniz oyun yönetim merkezim, önce sizi keşfetmeye götüreyim!"
55437,"Bu harita bir müzik haritasıdır, en iyi deneyim için tam ses paketini indirmeniz önerilir"
55438,Haftalık kapak: %s/%s
55439,Aylık kapak: %s/%s
55440,Kaynak haritası: @ 1
55441,Sonuç bulunamadı
55442,dakika
55443,Saatler
55444,Bir sunucu odası oluşturmadan önce lütfen [Oyunum] 'da bir harita oluşturun ve yükleyin
55445,Sunucu odaları oluşturmak için yüklenen hayatta kalma ve oluşturma haritalarını seçin
55446,Küçük oyun
55447,İlgili oda bilgisi bulunamadı
55448,Haritayı henüz indirmedim.
55449,oda kapalı
55450,oyunu indir
55451,Harita kaynağı:
55452,Misra
55453,"[Workshop] a tıklayın, daha fazla butik içerik keşfetmeniz için sizi bekliyor!"
55454,"Burada diğer arkadaşlarınızla, ilk küçük oyununuza başlayın!"
55455,"İndirmeyi iptal etmek, efekt paketinin tüm indirme ilerlemesini kaybeder. İptal etmek istediğinizden emin misiniz?"
55456,Bu harika bir dünya!
55457,[Oyunum] açık
55458,Sandbox dünyasını keşfedin ve oyun modunda hayatta kalmak için elinizden gelenin en iyisini yapın
55459,Zengin mini oyunları görmek için önce [çevrimiçi lobi] üzerine tıklayın!
55460,"Henüz açılmadı, lütfen önce açılan modülleri keşfedin!"
55461,Yorum sayısı sınıra ulaştı
55462,"Cloud Archive 24 saat çevrimiçi bir sunucu odasıdır. Ev sahibinin çevrimiçi olup olmadığına bakılmaksızın, oyuncuların katılmasına izin verildiği sürece, istedikleri zaman katılabilirler ve ilerleme Bulut."
55463,Etkinlik sona erdi
55464,Etkinlik sona erdi ve ödül talep edilemez.
55465,Tüm ödüllerin kilidi açıldı
55466,Almak için herhangi bir miktarda mini para toplayın:
55467,Şarj
55468,Sahipsiz mini para şarj ödülleriniz var.
55469,Tebrikler! Talep etmek için yeni bir harcama ödülünüz var!
55470,Almak için
55471,Şarj etmek için
55472,Tüketmek için
55473,Mevcut mini numara bu cihaza bağlanmıştır.
55474,Lütfen bu işlemi denemeden önce bir şifre belirleyin veya üçüncü taraf bir hesap bağlayın
55475,"Mini numarayı bu cihazdan çıkarmak istediğinizden emin misiniz? Bu işlem geri dönüşü olmayan bir işlemdir, lütfen dikkatlice seçin!"
55476,Mevcut mini numara cihazdan bağlanmamış.
55477,"Üzgünüm, kullanıcı adı 6 ile 16 karakter arasında olmalıdır"
55478,"Tebrikler, hesap kaydı başarılı oldu."
55479,Kullanıcı adı:
55480,Şifre:
55481,"Hesabınızın güvenliği için, hesabınıza bir e-posta adresi bağlamanızı öneririz"
55482,Şimdi bağla
55483,Kullanıcı adı oluştur
55484,Şifre doğrulama
55485,"Hesap güvenliğinizi korumak için, bir kullanıcı adı oluşturmak mevcut şifrenizi doğrulamayı gerektirir"
55486,"1. Her mini hesabın bir kullanıcı adı kaydetme şansı vardır. Başarılı bir kayıttan sonra kaydedilemez 
 Değiştir. 
 2. Oyuncular kullanıcı adı ve şifreleriyle giriş yapabilir veya hayranları kullanmaya devam edebilirler 
 Numaranız ve şifreniz veya bağlı e-posta adresi ve şifreniz vb."
55487,3. Oyuna daha kolay giriş yapmak için mini numaranız için bir kullanıcı adı oluşturun.
55488,Hala bir sonraki ödülden şarj etmeniz gerekiyor:
55489,Kümülatif şarj:
55490,"Etkinlik indiriliyor, lütfen bekleyin."
55491,Ayrıca tüketmeniz gerekir:
55492,Kümülatif tüketim:
55493,Bir sonraki ödüle kadar harcamanız gerekiyor:
55494,Lütfen önce yaşınızı girin ~
55495,Lütfen yaşınızı doldurun
55496,Oyun içeriğini size daha iyi önerebilmemiz için lütfen yaşınızı ， doldurun
55497,tamamlandı
55498,@1 yaşında
55499,yaş
55500,
55501,"Üzgünüz, kullanıcı adı harfle başlamalı, harf/rakam/alt çizgi içerebilir."
55502,Bulut arşivleme açık
55503,Artık arkadaşlarınızla haritalar oluşturmak için bir bulut arşivi oluşturabilirsiniz ， bu yeni bir çevrimiçi mod ， gidip deneyin 。
55504,Bir harita ， seçin ve 。 oluşturmaya başlamak için Bulut Arşivi düğmesine tıklayın
55505,Bulut Arşivi Davetiyesi
55506,"Daha iyi bir oyun deneyimi için bu haritayı bir bulut arşivine dönüştürün ：
1. Bu, çevrimiçi olmadığınızda arkadaşlarınızın oynayabileceği ve harita oluşturabileceği ， bir bulut haritasıdır 。
2. Daha kararlı ağ bağlantısı deneyimi 。"
55507,Çevrimiçi arkadaşlarınız var ， onları oynamaya davet edin
55508,@ 1 bulut arşivinize girdi
55509,Tüm davetiyeler
55510,Almak için Gold Pass'ı etkinleştirin.
55511,Ve diğer özel ödüller
55512,Satın al şimdi al
55513,Satın alın ve seviye @1 'e ulaşın
55514,Kartın tadını çıkar
55515,Deluxe Keyfini \nÇıkarın Kartı
55516,Bir sonraki seviyeye geçmek için biraz daha deneyim gerekir! Görevi tamamlamak ve deneyim puanları kazanmak ， görev listesine gidin!
55517,Arkadaşlarınızdan çok uzaktasınız ， internet bağlantınız dengesiz ， çevrimiçi olamıyor
55518,Güncelleme gereksinimleri
55519,Mini World 'ün yeni güncellemeleri var. (@ 1)
55520,Mini World 'ün yeni güncellemeleri var. Güncellendi mi? (@ 1)
55521,Henüz değil.
55522,Güncelleme başarısız oldu
55523,"Bir hata oluştu, lütfen ağı kontrol edin ve tekrar güncellemeyi deneyin"
55524,Tekrar dene
55525,Unzip başarısız oldu
55526,"Bir hata oluştu, güncelleme paketi bütünlüğünü kontrol etmek için lütfen Onar 'a tıklayın"
55527,Lütfen kullanıcı adı / mini numara / e-posta girin
55528,Kullanıcı adı / Mini / E-posta
55529,"Bulut arşivini yerel, özellik kullanılamıyor"
55530,"Üzgünüm, ağ hatası: (@ 1, @ 2)"
55531,"Yetersiz kurtuluş sahne, daha fazla kurtuluş sahne almak için görevi tamamlamak!"
55532,Bu hazine evinde henüz hiçbir şeyi kurtarmadın.
55533,"Bulut Arşivi Geçerli sürüm daha düşük, lütfen etkinleştirin ve dondurulduktan sonra yeniden deneyin"
55534,"Oyun sürümünüz bulut arşivine katılmak için çok düşük, güncellenmiş sürüme gitmek ister misiniz?"
55535,Cloud Archive Master oyun sürümünü güncellemedi ve oyuna giremiyor
55536,"Üzgünüm, daha fazla mini numara kaydedemezsiniz (@ 1)"
55537,"Üzgünüm, posta kutunuz başka bir mini numarayla bağlandı."
55538,"Bulut arşivi sürümü yükseltildi, lütfen donduktan sonra tekrar etkinleştirin"
55539,"Üzgünüm, geçerli cihazda çok fazla giriş denemesi nedeniyle giriş işlevi devre dışı bırakıldı, lütfen 5 dakika içinde tekrar deneyin"
55540,Geçerli kıyafeti varsayılan kıyafet olarak kaydetmek ister misiniz?
55541,Vermeye devam et
55542,İptal
55543,"Şu anda boş alan yok, mevcut seti kaydetmek için @ 1 ekipman konumunu açmak için @ 1 harcayabilirsiniz, lütfen onaylayın"
55544,ipucu
55545,Kıyafeti değiştirmek mi?
55546,Bir dahaki sefere daha fazla istek yok
55547,Tamam.
55548,İptal
55549,Mini fasulye alımı
55550,"Giydiğiniz takım elbise değiştirilecek, devam etmek ister misiniz?"
55551,"Şu anda giydiğiniz tüm kişilik kıyafetlerini çıkaracak, devam etmek ister misiniz?"
55552,Bir dahaki sefere daha fazla istek yok
55553,Tamam.
55554,İptal
55555,gardırop
55556,Mini puan satın alma
55557,Almak için reklamları izleyin
55558,"Yetersiz mini puan, lütfen mini puan almak için reklamı izleyin"
55559,Zaten var
55560,mevcut kıyafet
55561,Geçerli kıyafeti kaydet
55562,"Üzgünüm, cihazınız devre dışı bırakıldı, lütfen daha sonra tekrar deneyin"
55563,"Üzgünüm, IP adresiniz devre dışı bırakıldı, lütfen daha sonra tekrar deneyin"
55564,Hesabın metin şifre seti yok
55565,Bilinmeyen hata: hata kodu @ 1
55566,"Lütfen önce reklamı silin, sonra satın alın."
55567,"Reklamlarla elde edilen özel kıyafetler, özelleştirme arayüzünde bulunur."
55568,"Bulut arşivi hala yedekleniyor, lütfen daha sonra yapın."
55569,Mevcut mini numara diğer cihazlara bağlanmıştır.
55570,"Mini numaranın güvenliğini korumak için, lütfen mevcut mini numaranın şifresini doğrulayın."
55571,"Bu operasyon geri dönüşü olmayan bir operasyondur, lütfen dikkatli karar verin"
55572,giymek
55573,Almak için reklamları izleyin
55574,Bağlayıcı bilgi
55575,Ev girişi buraya taşındı.
55576,"Üzgünüm, posta kutusu tutarsız (@ 1)"
55577,"Üzgünüm, kontrol kodu alınamadı (@1)"
55578,Doğrulama kodunun süresi doldu (@1)
55579,"Üzgünüm, anormal bir hata oluştu (@1)"
55580,sezon başlamadı
55581,Hesabı değiştirdikten sonra oturum açma arayüzüne geri dönecektir. Bu işleme devam etmek istiyor musunuz?
55582,"Şu anda bir mini yıldız giydirme cildi kullanıyorsunuz, lütfen mini yıldız giydirme alanında elbise değişiklikleri yapın"
55583,Ayarlanmadı
55584,Şu anda cildi giydirmek için mini bir yıldız kullanıyorsunuz ve özel ifadeler şimdilik desteklenmiyor.
55585,Sosyal salon ses kanalına katıldınız
55586,Takım ses kanalına geçtiniz
55587,Sosyal salon ses kanalına geçtiniz
55588,Ekip ses kanalı ile lobi ses kanalı arasında geçiş yapmak için bu düğmeye tıklayın
55589,Çevrimiçi arkadaşlar
55590,Şu anda çevrimiçi arkadaş yok.
55591,Git yeni arkadaşlarla tanış.
55592,Mevcut lobi bilgilerini görüntüleyin
55593,Henüz kimse konuşmadı.
55594,Takıma dönmek ve oyuna başlamak için buraya tıklayın
55595,Team Play 'e hoş geldiniz
55596,Devam etmek için dokunun
55597,Burada açılan yeni bir alan var.
55598,Haber Merkezi
55599,Resmi Posta
55600,arkadaş e-postası
55601,Tek tıklama okundu
55602,Okumayı sil
55603,Henüz haber bildirimi yok
55604,Yeni e-posta yok
55605,@ 1 gün önce
55606,@ 1 dakika önce
55607,@ 1 saat önce
55608,Görüntülemek için tıklayın
55609,Mesajı sil
55610,benden bahsetti
55611,haritamı beğen
55612,Haritamda yorum yapıldı
55613,Yazar yorumumun başına geçti
55614,Yeni alanın kilidi açıldı.
55615,Yeni özelliklerin kilidi açıldı.
55616,Mesaj ayarları
55617,Push bildirimlerini kabul edin
55618,Kırmızı nokta istemi
55619,Toplamak
55620,Toplanan:%s/%s (kopya bulmaca:%s)
55621,Gelişme
55622,Topla yapbozunu
55623,Kalıcı Avatar Kazanmak
55624,Aktif zaman:%s-%s
55625,Ödüller almak için tüm bulmacaları toplayın
55626,"1. Etkinlik sırasında görevleri tamamlayarak etkinlik sayfasından puzzle parçaları alın.\n
2. Puzzle parçaları rastgele düşer ve tekrar olabilir.\n
3. Belirtilen miktarda tekrar etmeyen parçayı toplayarak kalıcı Avatar ödülünü alın.\n"
55627,Eşleştirme
55628,"Eşleşme bulundu, hazır olun"
55629,Sınırlı süreli oyunlara katılın ve birincilik için yarışın. Kendi ödülünüzü ve onurunuzu alın.
55630,"Giyim mağazasına hoş geldiniz, ben Amanda. Tüm kıyafetler denenebilir, isterseniz satın almak için alışveriş sepeti düğmesine tıklayabilirsiniz. Umarım güzelliğinizin tadını çıkarabilirsiniz!"
55631,"Creation Beach'e Hoş Geldiniz Umarım yumuşak kum sonsuz yaratıcılığınızı harekete geçirir! Yorgun hissettiğinizde şezlonglarda dinlenebilir, acıktığınızda ise ızgaraya gidip yemek yiyebilirsiniz."
55632,"Hey, biraz barbekü ister misin? Bir balık yakala ve bir parça et al."
55633,İşte balığın.
55634,Birini yakalamaya çalış
55635,"İşte etin. Kamp ateşini görüyor musun? Üzerine koy, kızart ve tadını çıkar!"
55636,"Pekala, genç adam, senin için buradayım."
55637,Gelin ve şarkı söyleyin ya da piyano çalın.
55638,"Başka bir oyuncuya gizemli bir şekil değiştirme iksiri attığınızda oyuncu büyüyebilir veya küçülebilir, kiraza veya tavuğa dönüşebilir ve başka ilginç şeyler olabilir."
55639,"İç açıcı iksiri başka bir oyuncuya attığınızda, o oyuncu sizin hayranlık sinyalinizi alacaktır."
55640,"İç açıcı iksiri başka bir oyuncuya attığınızda, o oyuncu sizin hayranlık sinyalinizi alacaktır."
55641,"Mayınlar (oyuncular hızlı bir şekilde kurabilir), üzerine basıldığında belirli bir mesafe havaya uçacaktır."
55642,"Diğer oyunculara fırlatıldığında, rakip bir süre havada kalır."
55643,"Başka bir oyuncuya fırlatıldığında, oyuncunun hareket hızı 5 saniye azalır (ardışık vuruşlar birikmez)"
55644,"Burası henüz açık değil, başka bir yere gidin. Bir dahaki sefere görüşmek üzere!"
55645,PartyGame oyununa hemen katılmak için yarışma düğmesine tıklayın. Kazanılan puanlar ödülleri çekmek için kullanılabilir.
55646,Burayı çizin
55647,Sıralamanızı burada görebilirsiniz
55648,"Hediye dükkanına hoşgeldiniz, çekiliş yapın!"
55649,Doğa küpleri
55650,Ahşap küpler
55651,Taş küpler
55652,Renkli Küpler
55653,Aydınlatma küpleri
55654,Mobilya
55655,Cam küpler/diğer
55656,Araçlar
55657,Skor
55658,Geri
55659,Oyunu başlat
55660,Kazandı
55661,Evet
55662,Hayır
55663,Deformasyon İksiri
55664,Kalp İksiri
55665,Büyük havai fişek
55666,Kara mayını
55667,Kabarcık Topu
55668,Kartopu
55669,"Son geri yükleme devam ediyor, lütfen bekleyin"
55670,Takım listesi
55671,Parti Alanını değiştirmek için tıklayın
55672,Oyunculara takım daveti göndermek için tıklayın
55673,"Bulut arşivi yedeklemesi veya geri yüklemesi devam ediyor, lütfen daha sonra başka bir işlem deneyin"
55674,Gizemli Dükkan
55675,Son @1 kaldı
55676,gün
55677,saat
55678,dakika
55679,Bir dakikadan az kaldı
55680,Tekrar çizin
55681,Sınırına ulaşıldı
55682,Onayla
55683,#ce7494d@1#n'i #ce7494d@2#n'e harcadığınız onaylandı mı?
55684,#ce7494d Bu gruptan bir skin satın alırsanız başka skin satın alamazsınız.#n
55685,Bir daha bakın
55686,Grup kilitlendi. Bu gruptan diğer skinleri satın almaya devam edebilirsiniz.
55687,Hâlâ açılmamış gizemli kutuların var.
55688,Sınıra ulaşıldı
55689,İşlev kullanılamıyor
55690,Şansını göster~
55691,Parti Bölgesine giremedi (@1)
55692,Doğru Bölgeyi bulamamak (@1)
55693,Parti Bölgesine giremedi (@1)
55694,Tümünü Aç
55695,Oda:
55696,Sayılar:
55697,Adı:
55698,Sürüm:
55699,Kullanıcı Sözleşmesi
55700,#L#cfa7a0f Kullanıcı Sözleşmesi'ni kabul ediyorum#n.
55701,#L#cfa7a0f İçerik Gönderme Kılavuzu#n.
55702,Oda versiyonu: #cEE5012@1#
55703,Oda sürümü: #c268F2E@1#
55704,"Yayın başarısız oldu, tekrarlamayın."
55705,"Bulut arşiv yedeklemesi başladı. Bu süreç bir süre boyunca devam edecek, yedekleme sırasında diğer bulut arşivi işlemlerine cevap verilmeyecektir."
55706,"Bulut arşiv geri yükleme işlemi başladı; bu süreç bir süre devam edecektir, geri yükleme süresince bu bulut arşivi üzerinde diğer işlemlere cevap verilmeyecektir."
55707,Davet saati.
55708,Takım boyu.
55709,Bugün reklam sınırı./n Yarın tekrar deneyin.
55710,"Çok kısa içerik, düzenleyip tekrar yayınlayın."
55711,Kart deneyimi kazanmak için reklamları izleyin
55712,Sezon boyunca bir kez alım
55713,Lüks Kart
55714,Lüks Kart + Yükseltme Paketi
55715,Belirli seviye ödülleri açar
55716,Şimdi Alın
55717,Yükseltme
55718,Lütfen lakabınızı belirlemek için uygun kelimeleri kullanın. Değiştirmek için Tamam'a tıklayın.
55719,Renk filtresi
55720,Devam etmek
55721,"Zaten büyük ödül havuzundaki tüm öğelere sahipsiniz. Faaliyete devam etmek, yalnızca temel ödüller kazandıracaktır. Devam etmek istiyor musunuz?"
55722,Dövmeye devam etmek
55723,Hazine sandığı ödülünü alıp bu dövüş turunu şimdi sonlandırmak istiyor musunuz?
55724,"Büyücü Demirhane Masası ödülü, binicilik - [Ses Yaratığı], kıyafet [Granney], silah [Yarasa Tırmığı] vb. içerir. Binicilik, kıyafet, silah vb. gibi büyük ödüller sadece bir kez elde edilebilir ve tekrar elde edilemez."
55725,Bir ödül seçin
55726,@1 Yıldız Ödülü
55727,Garantili ödül
55728,Demir dövme...
55729,Yıldız demiri...
55730,"Başarısızlık, dövme tamamlandı"
55731,Yıldızlar ve koruma
55732,Dinamik Görüntüleme İzinleri
55733,Diriliş
55734,Giriş
55735,Uyumak
55736,Haritada ışık zaman ve çevre ile değişir.
55737,Haritayı açmak için sağ üst köşedeki arayüze tıklayın.
55738,Haritanın sol altında aydınlatma ve diğer bilgileri kontrol edebilirsiniz.
55739,"Merhaba, arkadaş olduk, sohbete başlayabilirsiniz."
55740,"Biz zaten arkadaşız, sohbete başlayalım"
55741,"Arkadaş olduysan, benimle paylaşmak için eğlenceli bir yerin var ~"
55742,"Genişleme, ev seviyesine ulaşılmasını gerektirir"
55743,Miktar Alın:
55744,"Resmi şablon olarak başarıyla kaydedildi, lütfen şablon arayüzünden kontrol edin"
55745,"Şablon başarıyla kaydedildi, lütfen şablon arayüzünden kontrol edin"
55746,Açık yorum
55747,"Bak, yeni açılan başarı madalyam!"
55748,Karizma En İyi 100 Oyuncu
55749,Cazibe Puanları Top @ 1 Oyuncu
55750,Charm Rank 80% oyuncu
55751,Karizma Puanı @ 1 olan oyuncular
55752,mevcut seviye
55753,Bir sonraki seviyeye: @ 1 Charisma
55754,Mevcut Karizma Değer Kompozisyonu:
55755,Cilt çekiciliği değeri:
55756,Kişiye özel parçaların çekicilik değeri:
55757,Karizma Dağı:
55758,Silah Karizması:
55759,Arkadaş sayısı Karizma değeri:
55760,Hayranların sayısı Karizma değeri (10%):
55761,Popülerlik Karizması (% 5):
55762,Keyfini Çıkarın Kart Bonus Çekicilik Değeri:
55763,Alınacak hediye:
55764,Diğer Satın Almalar:
55765,"Sahip olma, çekiciliği @ 1 ile artırabilir"
55766,Cazibe değeri + @ 1
55767,Cazibe değeri artışı!
55768,Bu sefer elde edildi:
55769,Mevcut toplam çekicilik:
55770,Mevcut Karizma Seviyesi:
55771,@ 1 Bir sonraki seviyeye ulaşmak için gerekli Charm Puanları
55772,Versiyon numaraları uyuşmuyor. \nDavet edilemiyor.
55773,Oynandı
55774,Oda çevrimdışı durumda
55775,SICAK
55776,en çok satan
55777,İsim girin
55778,@1 gün içinde süresi dolacak
55779,"Posta geçerliliğini yitirdi, alınamaz."
55780,Tavsiye Edilen
55781,Takvim
55782,Günlük
55783,Tamamlandı
55784,Yakında
55785,Katılmak
55786,rezerv
55787,"Enjoy Kart, BP pass'tir."
55788,Lütfen güncelle
55789,Haritayı başarıyla yayınladığınız için tebrikler! Şimdi bir stajyer yaratıcısınız. [Yaratıcı Merkezi]'nde yaratma konusunda daha fazla bilgi edinin ve Mini World'ün keyfini çıkarın. (Nasıl düzenli yaratıcı olunacağını öğrenmek için lütfen resmi postayı kontrol edin)
55790,Etkinlik Merkezi
55791,Hesap korumada. Açmak için müşteri hizmetleri ile iletişime geçin.
55792,Oda bilgilerini al
55793,"Giriş durumu anormal, lütfen tekrar deneyin."
55794,Mimi'ye mikrofon kullanma izni verilsin mi?
55795,"Sayın oyuncu, Mimi şu anda reklamları izlemeyi desteklemiyor!"
55796,"Şu anda yerel yedek oluşturuluyor, tamamlandıktan sonra oyuna girecek"
55797,Otomatik yedekleme
55798,"Üzgünüz, takip sınırına ulaştınız."
55799,Arkadaşınız şu anda çevrimdışı ve takip edilemiyor.
55800,Arkadaş Listesini Güncelle
55801,Arkadaşınız şu anda bir oyunda değil ve takip edilemiyor.
60000,@Null@
60001,Stüdyo müdürü
60002,Yönetici
60003,Üye
60004,"Başvurunuz gönderildi, lütfen e-posta bildirimine dikkat edin."
60005,Stüdyoya başarıyla katıldınız!
60006,"Stüdyo dolu, diğer stüdyolara bir göz atalım"
60007,"Stüdyoya zaten katıldınız, diğer stüdyolara katılamazsınız"
60008,Reddedildi
60009,Üye başarıyla atıldı
60010,Çıkış başvurusu başarıyla iptal edildi
60011,"Stüdyo bilgileri gönderildi, lütfen incelemeyi bekleyin"
60012,Stüdyo bilgileri değiştirilemedi
60013,Stüdyo üyelerinin davet mektubu başarıyla gönderildi
60014,Stüdyo üyeleri için davet mektubu gönderilemedi
60015,Stüdyo
60016,Üyelik Başvuruları
60017,Üye yönetimi
60018,Stüdyo ayarları
60019,sStüdyodan çık
60020,Çıkış başvurusunu geri çek
60021,Eserlerin listesi
60022,Üye Listesi
60023,Stüdyo müdürü
60024,Kalan iptal süresi: @1gün@2saat
60025,Onaylandı
60026,Reddedilmiş
60027,İşletme
60028,Verileri kontrol et
60029,Kabul
60030,Reddet
60031,Başvuruyu görüntüle
60032,Tek tıkla temizle
60033,Liste boş
60034,Katılmaya başvur
60035,Çıkış için başvur
60036,Davetiye mini hesabı
60037,Davet mektubu
60038,Davet edilen oyuncunun UID'sini girin
60039,"İçeriği girmezseniz, stüdyonun tanıtımı görüntülenecektir (yasa dışı içerik yayınlamayın, teşvik bilgilerin ve sosyal yazılımla ilgili bilgilerin yayılması yasaktır)"
60040,"Oyuncu başka bir stüdyoya katıldı, davet edilemez"
60041,"Oyuncu hesabı anormal, davet edilemez"
60042,Oyuncu zaten stüdyonun bir üyesi
60043,hatalı UID
60044,Stüdyo üyesi davetiyesi
60045,Daveti onayla
60046,UID boş bırakılamaz!
60047,Yazarın UIDsi
60048,Oyuncuları davet et
60049,Stüdyo bilgileri
60050,Stüdyo tanıtımı
60051,Uygulamanın katılmasına izin ver
60052,İlgili incelemesi geçildikten sonra değişiklik yürürlüğe girecek
60053,Stüdyo ayarları
60054,Değişiklikleri onayla
60055,Lütfen stüdyo adını girin
60056,Stüdyo adı boş bırakılamaz!
60057,Stüdyon tanıtımı
60058,Stüdyo duyurusu
60059,"İçerik girmek için tıklayın (yasadışı içerik yayımlamayın, teşvik bilgilerin ve sosyal yazılımla ilgili bilgilerin yayılmas yasaktır)"
60060,Stüdyoya katılmayı onayla
60061,Stüdyodan çık
60062,Üyeyi sil
60063,Silmeyi onayla
60064,"@1studio'ya katılmaya çalışıyorsunuz, lütfen aşağıdaki terimleri bildiğiniz ve kabul ettiğinizi onaylayın."
60065,1. Stüdyoya katıldıktan sonra yüklediğiniz eserler stüdyoya bağlanacaktır;
60066,"2. Stüdyodan ayrıldıktan sonra, stüdyoda kaldığınız süre boyunca üretilen eserler stüdyo ile bağlayıcı bir ilişki içinde olmaya devam edecek;"
60067,"3. Lütfen ""Mini World Stüdyo İşletme Şartnamesi""ni okuyun ve çalışma şartlarına uymayı kabul ettiğiniz için onaylayın;"
60068,"@1Stüdyoya katılmana@2gün oldu, stüdyodan çıkmak istediğinizden emin misiniz?"
60069,"Onayla'ya tıklayın, 7 gün içinde çıkış başvurusu iptal edebilirsiniz."
60070,Bu ay kalan sefer sayısı:
60071,üye@1'i (UID@2) siliyor musunuz?
60072,Stüdyoya katılmak için başvurun
60073,Başvurma sebebi
60074,Lütfen okuyun ve kabul edin
60075,Lütfen şartları okuyun
60076,Lütfen nedenini girin
60077,Avatar alınamadı!
60078,Avatar seçimi başarısız oldu!
60079,Kontrol etmek
60080,Tüm stüdyo
60081,Şimdi oluştur
60082,Stüdyo ara
60083,Stüdyo görüntülenemedi
60084,Dibine geldin! Daha fazla içerik yok
60085,"Veri yok, lütfen daha sonra yenileyin veya bir stüdyo oluşturun"
60086,Stüdyo oluşturma
60087,Stüdyo avatarı
60088,Sstüdyo adı
60089,Stüdyo açıklaması
60090,İletişim bilgileri
60091,Başvuruyu Gönder
60092,Avatar seçilmedi
60093,"Başvurunuz başarıyla gönderildi, lütfen e-posta bildirimine dikkat edin."
60094,Bilinmeyen hata
60095,Lütfen doldurun ve gönderin
60096,Lütfen bir avatar seçin
60097,"Lütfen ""Mini World Stüdyosü İşletme Şartnamesi""ni okuyun ve kabul edin."
60098,Başvuru onayını gönder
60099,Başvuruyu onaylayın
60100,Lütfen stüdyo kimliğini veya adını girin
60101,"Sonuç bulunamadı, lütfen girmeden önce kontrol edin"
60102,#Nasıl sertifikalı stüdyo olunur>>#n
60103,"Stüdyonun adını girin, en fazla 8 karakter"
60104,"Stüdyonuzu kısaca tanıtın, böylece diğer arkadaşlar sizi daha çabuk tanıyabilir~"
60105,Lütfen QQ numarası veya cep telefonu numarası gibi iletişim bilgilerinizi girin
60106,Ardından stüdyodan başarıyla çıktı
60107,Stüdyonun sözleşme davetini kabul ettiniz
60108,Stüdyonun imzalama davetini reddettiniz
60109,Süresi doldu
60110,"1. Başvuruyu göndermek, ""Mini Dünya Stüdyosu İşletme Şartnamesi""#r'ni kabul etmiş ve bunlara kesinlikle uyacaksınız anlamındadır. 2. Operasyon personeli başvurunuzu 3 gün içinde inceleyecektir. Lütfen e-posta bildirimine dikkat edin. Daha fazla stüdyo yönetimi için lütfen içerik hizmeti platformuna gidin#r 3. Bir stüdyo oluşturduktan sonra, 3. Stüdyo oluşturulduktan sonra, diğer kişilerin stüdyolarına katılmak veya stüdyoyu kapatmak mümkün olmayacaktır, lütfen onaylamadan önce emin olun. #r 4. Daha fazla ayrıntı için lütfen geliştirici topluluğuna gidin"
60111,Stüdyodan ayrıldıktan sonra 24 saat içinde başka stüdyolara katılamazsınız.
60112,"Örneğin: Oyuna karşı oynamaya odaklanmış bir stüdyoyuz, bize katılın ve birlikte eğlenin! (kurala ayrıkırı içerikleri, teşvik bilgileri ve sosyal yazılımla ilgili bilgilerin yayınlanması yasaktır)"
60113,"İmzalı üyelerin çıkış başvurularını geçici olarak kabul edilmemektedir, lütfen stüdyo müdürüne iletişime geçin."
60114,Stüdyodan çıkmanız rica edildi
60115,İçerik Üretici Hizmeti Platformu>>
