ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
148,Winter,"Không có gì tuyệt vời hơn vẻ đẹp của những ngọn đèn phương Bắc nơi đây, ngoại trừ anh ta #r Lữ khách cô độc. Vì bảo vệ quê hương của mình nên đã bị quái vật hư không nguyền rủa. Sau khi trở thành Sứ giả bốn mùa. Anh tình nguyện trở thành vũ khí của các vì sao. Mang theo cơn thịnh nộ của mình tới những kẻ thù nguy hiểm. Anh ấy là trận bão tuyết đáng sợ nhất mà bạn có thể tưởng tượng ra.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân vũ trụ nhỏ để lại bất cứ nơi nào bạn đi.,@Null@,,,
149,Rarity,"Cô là diva của Ponyville, xinh đẹp và thanh lịch, tự tin và đầy quyến rũ, là một nhà thiết kế thời trang thiên tài với cửa hàng thời trang của riêng mình. Cô ấy thích nhìn những chú ngựa con mặc trang phục do cô ấy thiết kế.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: những viên kim cương nhỏ xuất hiện trên cơ thể!,@Null@,,,
150,Applejack,Applejack có phẩm chất cao đẹp và những đức tính tốt. Nàng luôn ủng hộ và bảo vệ bạn bè của mình. Nàng chịu trách nhiệm thu hoạch táo trong vườn và chú chó cưng Winona là người bạn tốt nhất của nàng. Applejack là đại diện cho sự trung thực.,@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: táo nhỏ trên cơ thể!,@Null@,,,
151,A La Đin,"""Theo đuổi dấu vết của Kushia, đến kho báu của Nguyệt Sa, A La Đin ..."" 
Được sử dụng bởi một pháp sư bí ẩn, cuốn sách phép thuật câm lặng huyền bí - ""Một nghìn lẻ một đêm"" được anh ta tìm được trong Di tích Nguyệt Sa chứa đầy nguy nan. Anh ta quyết tâm chống lại nên đã dấn thân vào cuộc hành trình tìm kiếm kho báu Nguyệt Sa”.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: phù hiệu bí ẩn trôi nổi trên cơ thể!,@Null@,,,
152,Pinocchio,"Dù làm bằng gỗ, nhưng để có cảm giác ấm áp, nó sẵn sàng ôm lấy những ngọn lửa đang cháy.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân thắt nơ để lại ở bất cứ nơi nào bạn bước đi.,@Null@,,,
153,Tasha,Cuộc sống là một chiếc đồng hồ lên dây cót. Mọi người đã chán ngấy với vòng quay của nó nhưng sợ rằng nó sẽ dừng lại ở thời điểm tốt nhất.,@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: lông nhấp nháy nổi trên cơ thể!,@Null@,,,
154,Amy,"Amy, Jessi và Alyssa là bạn thân của nhau, cùng nhau chiến đấu chống lại Chúa quỷ hắc ám. Khứu giác của Amy đặc biệt nhạy cảm. Sau khi trở thành nàng tiên ma thuật, thường phát hiện kẻ thù bằng khứu giác của mình, điều này giúp ích rất nhiều. Mặc dù cô ấy hiền lành, dễ khóc nhưng vẻ ngoài rất cứng rắn và rất bình tĩnh khi gặp những rắc rối.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Những ngôi sao và dấu chân được để lại ở bất cứ nơi nào bạn bước đi.,@Null@,,,
155,Jessi,"Amy, Jessi và Alyssa là bạn thân và cùng nhau chiến đấu chống lại Chúa quỷ đen. Jessi rất nhạy cảm với màu sắc và trí tưởng tượng của cô ấy vượt trội hơn người thường. Cô ấy là một thiên tài hội họa hiếm có. Tuy ít nói nhưng cô ấy rất tốt bụng, tính cách có phần cố chấp và bướng bỉnh.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng trên cơ thể: ánh sáng hồng tỏa ra từ cơ thể!,@Null@,,,
156,Công Chúa Alysa,"Alyssa là Công chúa của Vương quốc phép thuật Coior Fort. Cô ấy có một mái tóc vàng rất đẹp được buộc đuôi ngựa cùng với  chiếc vương miện trên đầu. Tính cách của cô khá là hoạt bát và vui vẻ, thích nói chuyện và mạo hiểm, không sợ hãi, nhưng cũng đôi lúc bốc đồng. Cô ấy thường sử dụng ma thuật sắc màu để vẽ khi cảm thấy không vui.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: năng lượng ma thuật lướt qua cơ thể!,@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,Phù Thuỷ Ma Cà Rồng Lotte,"Một tiếng còi, con cú lông tuyết bay tới, dừng ở trên vai thiếu niên. 
Thiếu niên da trắng nhợt nhạt cầm lấy lá thư từ con cú, nháy mắt xanh lục, hắn nghiêng đầu hỏi: 
""Bạn đã thấy nó là một ma cà rồng biết phép thuật chưa?""",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Những ngôi sao huyền diệu trôi nổi xung quanh bạn!,@Null@,,,
159,Nguyệt Tiên,@Null@,@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Hình in hoa và chú thỏ trắng nổi xung quanh bạn!,@Null@,,,
160,Jade,"Bột sen hay táo tàu? Mãng cầu hay matcha? Chúng tôi có tất cả mọi thứ! 
Những chiếc bánh trung thu nhỏ với vỏ ngoài tròn trịa, bên trong lại ẩn chứa những điều kỳ diệu, đầy bất ngờ. Nữ đầu bếp này sẽ thể hiện sự sáng tạo không giới hạn, đưa các món tráng miệng lên một tầm cao mới, bắt đầu xu hướng trên toàn thế giới!. Bạn đã sẵn sàng đón nhận thiên đường ngọt ngào này chưa?",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Những con bướm nhỏ trôi nổi xung quanh bạn!,@Null@,,,
161,Người Chơi Kèn Nita,"Nita vốn là một con búp bê thỏ bằng sứ trong khu vườn nhà Roselle. Cô đã chứng kiến ​​tình cảnh Roselle cố gắng thực hành phép thuật trong khu vườn mỗi đêm vì cô nhớ mẹ cô, và cô đã được ban cho sự sống bởi phép thuật. Đi xuyên qua khu rừng rậm và đẩy đi bụi gai, cô chỉ muốn cho khu vườn kỳ diệu nở hoa một lần nữa.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Các nốt nhạc nổi xung quanh bạn!,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
162,Tay Trống Nick,"Nick và em gái Nita là một cặp thỏ trang trí bằng gốm sứ mà người soát vé đã tặng cho khu vườn nhà Roselle. Không giống như Nita muốn ở lại trong vườn, Nick bí mật cảm thấy rằng anh ấy quan trọng hơn đối với nhạc trưởng và muốn trở lại dàn nhạc.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Các nốt nhạc nổi xung quanh bạn!,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
163,Dragonbell,@Null@,@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dù bạn đi đâu cũng để lại dấu chân.,@Null@,,,
164,Nineteen,"Dù trông như đứa trẻ nhưng anh ấy lại là một bậc thầy. Với sự hiện diện của Sư phụ Vạn Lịch và anh em, chiêu ""Thăng Long"" sẽ không dễ dàng bị bại lộ. Chắc chắn rồi, tôi vẫn thích chơi game với anh em mình nhất! Nếu bạn thua... tôi sẽ khóc vì bạn mà.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: các hạt năng lượng lơ lửng trên đầu!,@Null@,,,
165,Teddy Ngọt Ngào,"Vị ngọt trên đầu môi,
Ai nếm được nước mắt,
Mặn nồng trong vị ngọt,
Kẹo gấu chính là tôi!
Trong vô vàng ngôn từ của hạnh phúc, trái tim của gấu nhỏ vẫn là ngọt ngào nhất.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Kẹo rơi và dấu chân gấu sẽ để lại ở bất cứ nơi nào mà bạn đi qua.,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
166,Mộng Mơ,"Ngáp là hành động đặc trưng của tôi. Mọi người đều gọi tôi là người mơ mộng. Mặt trời, các vì sao và mặt trăng đều nằm trong chiếc gối êm ái của tôi. Đeo khăn bịt mắt vào và ngay lập tức chìm vào giấc ngủ. Ngày và đêm, hãy đến và mơ cùng tôi!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Bong bóng ngủ nổi trên cơ thể!,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
167,Polly,"Khi sương mù của cuộc đời được vén màn, liệu bạn có dám đến gần, cánh cửa được che đậy và che giấu sự thật gì? Cô ấy là nữ hoàng của lâu đài, một cô gái công nghệ bị giam giữ. Bạn có nghe thấy điều đó không? Khi cô ấy hét lên:"" Kẻ xiềng xích tôi lại chắc chắn sẽ trở thành kẻ thua cuộc dưới chân tôi! """,@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: để lại dấu chân của bong bóng phát sáng bất cứ nơi nào bạn bước đi.,@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,Siren,"Khi chim hót và nhảy, nó liên quan đến một điều gì đó về trái tim của con người. khi thời gian trôi qua, và làn gió yếu ớt khẽ ghé ngang, liệu kẻ thống trị của thế giới sẽ xuất hiện. Cô ấy hiểu số phận và niềm tin của mình. Vì những thứ cần đề phòng còn quý hơn vàng bạc, đồ trang sức.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: lá bạch quả vàng nổi trên cơ thể!,#cda5b0a Tương tác: Có thể kích hoạt các hành động tương tác với Bá Tước Bầu Trời! #n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,Bá Tước Bầu Trời,"Vị hoàng đế bị mắc kẹt trong cơn ác mộng đang phải vật lộn để tìm lại ánh hào quang còn sót lại của mình. Cho đến khi, anh nghe thấy tiếng của tâm hồn ... Anh có nghe thấy tiếng hát đó không ...? Làm theo và cố gắng sống sót!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng đặc biệt trên cơ thể: Các hạt năng lượng màu lục lam đang trôi nổi trên cơ thể!,#cda5b0a Tương tác: Có thể kích hoạt các hành động tương tác với Siren! #n,,,
172,Yuer,"Váy khiêu vũ, quạt hát, quần áo lông vũ, ánh đèn, 
Bạn có thích quạt và quần áo của tôi? 
Chỉ cần tìm cô gái này!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: hoa màu xanh lá cây nổi trên cơ thể!,,,,
173,Tạ Tri Lễ,"Tất cả con người được sinh ra với một bản chất tốt. Và khi lớn lên, chúng ta bắt đầu khác biệt. 
Đối với tôi, chiến đấu và giết chóc chẳng hay ho chút nào.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Các ký tự Trung Hoa nổi trên cơ thể!,,,,
174,Casper,"Đèn lồng cầm tay, với một con quạ trên vai của bạn, ai là người bảo vệ của đêm tối? 
Cơ thể được trời phú cho khả năng phân tán bóng tối, nhưng lại chỉ khao khát một giấc ngủ ngon yên bình. 
Nếu ai đó không tốt, hãy để anh ta thử thập giá của tôi!",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: ngọn lửa đen để lại bất cứ nơi nào bạn đi qua.,@Null@,,,
175,Olivia,"Đêm được trang trí bằng sợi chỉ mỏng manh, không ai dám tranh giành bó hoa. Loài hoa của sự bất tử không sống không chết, không héo tàn, bạn có thể nói cho tôi biết, người đã cứu tôi có nuôi một con quạ không?",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Hoa hồng được để lại ở bất cứ nơi nào bạn bước đi.,@Null@,,,
176,Yuna,Hãy biến thành một con mèo đen dễ thương trong đêm nay và đến với loài người để thực hiện các quyền của phù thủy này!,@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Dơi bí ẩn bao quanh cơ thể!,@Null@,,,
177,Andrew,"Khi màn đêm buông xuống, bóng tối dần bao trùm khắp thế giới. Nhện kết thành mạng, dơi bay thành đàn, tôi là vị thần của mùa Halloween bí ẩn và đẹp trai.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Dơi bí ẩn bao quanh cơ thể!,@Null@,,,
178,Đặc Vụ Dã Nhân Vô Cực Sói Bạc,"Sói Bạc sinh ra trong tộc Sói Trắng, bẩm sinh nhanh nhẹn, điềm đạm và quyết đoán. Anh là thành viên của Tổ chức Đặc vụ Ngôi sao Cao cấp - ""Beast Attack"". Vũ khí được sử dụng trong vụ va chạm là một lưỡi súng được làm lại với sự giúp đỡ của Mecha Meow. Trong đội, anh ấy đóng vai trò như một tiền đạo trong những pha cận chiến. Cánh quạt máy bay thường được giấu trong găng tay có thể được sử dụng để hỗ trợ cuộc tấn công.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Biểu tượng đặc vụ được để lại bất cứ nơi nào bạn đi tới.,@Null@,,,
179,Công Chúa Soul,"Tên thật là Hua Ling, và được hầu hết mọi người gọi là Công chúa Soul. Cô ấy là nữ thần bảo vệ sự sống. Cô ấy sống trong ngôi đền hoa xinh đẹp và lộng lẫy, tôn trọng sự sống và linh hồn. Bảo vệ các sinh vật trên thế giới bằng tình yêu thương không chỉ mang lại cho con người cảm giác thân thiết bên ngoài mà còn rất dịu dàng bên trong.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Có hoa và bướm nổi trên cơ thể!,@Null@,,,
180,Dragonsky,"Cô gái rồng ẩn dật của xứ sở thần tiên, nhưng có một trái tim đầy trí tưởng tượng và khao khát tự do. Tình cờ gặp Scaly, một cô gái hà khắc nhỏ bé, và hình thành một tình bạn để trao đổi đồ ăn vặt. Tôi đã thu được rất nhiều kiến ​​thức về thế giới bên ngoài từ Scaly, hy vọng một ngày nào đó sẽ có ích.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân đi bộ: để lại dấu chân xương ở bất cứ nơi nào bạn bước đi.,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
181,Turkey Expert Torque,"Torque là đầu bếp bí ẩn của Cooking Star. Sở hữu cửa hàng gà tây chỉ mở cửa khi Lễ Tạ ơn đang đến gần trong năm. Và mỗi khi xuất hiện, anh ấy chắc chắn sẽ mang theo món gà tây nướng món ăn đặc trưng của mình.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân Thổ Nhĩ Kỳ để lại ở bất cứ nơi nào bạn đi tới,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
182,Mứt Dâu Berry,"Berry là người hiểu rõ nhất về dâu tây. Cô ấy thích mọi khía cạnh của dâu tây, từ trồng và đâm chồi đến ra hoa và kết trái, từ hái trên ruộng đến phục vụ bàn ăn, Berry đều thích nó.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân dâu để lại ở bất cứ nơi nào bạn bước đi.,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
183,Ganesh,"Ganesh kết hợp trí tuệ và nghệ thuật để phá bỏ những trở ngại và mang lại thành công và hạnh phúc. Trên đời sẽ không có số mệnh hoàn hảo và lý tưởng. Mọi người muốn đạt được thành công, có được kiến ​​thức hay trí tuệ thì đều phải nỗ lực và hy sinh.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: cánh sen nổi trên cơ thể!,@Null@,,,
184,Nữ hoàng EDM Sasha,"Sasha là ca sĩ nổi tiếng nhất ở Terrastar, nhưng sự siêu nổi tiếng này cũng khiến cô gặp rắc rối lớn, sự nghiệp âm nhạc của Sasha bị đình trệ một thời gian. Cho đến khi tình cờ gặp Mini-Beat, DJ cực kỳ tài năng này đã truyền cảm hứng cho cô và bắt đầu trải nghiệm các sáng tạo âm nhạc điện tử, điều này đã đưa Sash đạt đỉnh cao sự nghiệp ca sĩ một lần nữa ...",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng toàn thân: các nốt nhạc đầy màu sắc hiện trên cơ thể!,@Null@,,,
185,Thần Hộ Vệ Yuni,"Trong khu rừng huyền diệu của Xứ Sở Diệu Kỳ nơi mà nhóm kỳ lân cuối cùng sinh sống ở Phoenix. Trong thời đại mà pháp thuật ngày càng khan hiếm, kỳ lân cũng đang đối mặt với cuộc đe dọa sinh tồn. Là người trẻ nhất trong nhóm, Yuni tình nguyện bắt đầu một cuộc hành trình gian khó để sử dụng đặc sản rừng ""Ngọc trai pháp thuật"" để đổi lấy sức mạnh pháp thuật của thần hộ vệ ...",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân cánh bướm để lại ở bất cứ nơi nào bạn bước đi.,@Null@,,,
186,Yun Shang,"Nàng ấy là một nhà thiết kế thời trang với đôi tay khéo léo và trí tưởng tượng phong phú, cũng là một nhà du hành chú tâm đến sự sáng tạo cũng như tính kế thừa.
Nàng bay giữa các hành tinh khác nhau trong lãnh thổ sao Rồng, hấp thụ sức mạnh của các kiểu thời trang khác nhau.
Nếu bạn muốn thử phong cách thời trang khác nhau, hãy tìm nàng ấy!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng toàn thân: các đóa hoa màu hồng hiện trên cơ thể!,@Null@,,,
187,Xiang Er,"Xiang Er là đại sứ của Cooking Star, cô quên ăn quên ngủ để tổ chức lễ hội mùa đông, lúc nào cũng như chưa thức giấc. Lập Đông đến Nguyên Đán, cô bận rộn không chú ý, tự nhiên mới phát hiện năm mới lại đến rồi!",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân dê để lại ở bất cứ nơi nào bạn bước đi.,@Null@,,,
188,Ting Huai,"Là tài năng thần đồng được mong đợi nhất ở Sao Đại Đồng, được khai sáng khi cậu mới xuất hiện, cậu đã từ bỏ công việc mơ ước để dấn thân vào con đường học giả. Do vô tình đã giúp đỡ các đệ tử mà được đi ghi nhận vào thế giới thần tiên và bắt đầu cuộc hành trình kỳ thú ""Chốn Đào Xuân"" ...",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng toàn thân: Lá trúc trôi nổi trên cơ thể,@Null@,,,
189,Múa Lân Sư Rồng,@Null@,@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân hình Tú Cầu khi đi qua.,@Null@,,,
190,Mật Ngọt,"“Trên trời sẽ không rớt mật ong!” chính là câu thần chú của Mật Ngọt, là thành viên mới gia nhập thị trấn, sự siêng năng của nàng gây ấn tượng với mọi người. Vào 9 giờ thứ 2 hàng tuần, trước cửa mọi nhà đều có 1 hũ mật ong, mọi người đều khen đây là loại mật ngon nhất từng ăn.",Mở khóa vật phẩm có thể nhận từ sự kiện,Avatar: Mở khóa hình đại diện,Dấu chân: Nơi đi qua sẽ để lại dấu chân Mật Ong.,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
191,Deity,"Cao nhân ngoài hành tinh sao Đại Đồng, trông rất tuấn tú, giống như trích tiên, rất giỏi biến hóa, thường biến thành Hạc, bay khỏi trần thế. Ngoài rất thân với Hằng Nga còn có thân phận bí ẩn, sợ nhất khi Hằng Nga nổi giận.",Nhận từ máy quay Gashapon,Avatar: Mở khóa hình đại diện,Hiệu ứng toàn thân: Trên cơ thể thoát ra linh khí màu xanh!,@Null@,,,
192,Yun Yan,"Con gái út của gia tộc Tiên Phong Tinh Linh Hồ cùng Tinh Vân Kiếm Tiên Cang Hong là bạn lâu năm. Bị ảnh hưởng bởi Cang Hong, nàng không thích phép thuật mà thích công nghệ, thích mày mò các đồ chơi cơ khí, khiến nàng giống như kẻ ngoại lai trong gia tộc. Nhưng Yun Yan không quan tâm, người khác không biết công nghệ tuyệt vời làm sao!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng toàn thân: Trên cơ thể bay nổi hình trái tim màu hồng!,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
193,Cang Hong,"“Kiếm Tiên” thần bí nhất của sao Đại Đồng, ngoài tên Cang Hong thì tuổi tác, nguồn gốc và nơi ở đều không ai hay biết. Tương truyền, thanh kiếm của cậu là Kiếm Tiên, khi vung lên toàn thân tỏa ra ánh sang chói lọi, chém đứt vạn vật. Nhưng ít người biết rằng thanh kiếm này đến từ sao Manda…",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng toàn thân: Cơ thể lấp lánh ánh sáng thần tiên!,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
194,Katrina,"Bạn phải mất bao lâu để quên đi người mình từng yêu sâu sắc?
Nàng đã mất 500 năm
Nàng hóa thân sứ giả bóng tối, ngày đêm chờ đợi chàng trong vô vọng. Trong mỗi đêm khuya vắng vẻ, nàng hóa thân thành vũ công bất tử chỉ để được gặp chàng lần cuối.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Bướm đang bay xung quanh!,@Null@,,,
195,Cô Gái Nhện,"Tôi thích đặt mình vào tầm ngắm, bởi trong giây kế tiếp, người thợ săn coi mình là thông minh sẽ không rời đi.
Thoát khỏi vô vọng không bằng từ bỏ phản kháng. Giấc mơ ngọt ngào nhất rốt cuộc cũng chỉ là tấm lưới do tôi dệt nên.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: nơi đi qua sẽ để lại dấu chân con nhện.,@Null@,,,
196,Miranda,"Vòng nguyệt quế vàng, ban cho tôi trí tuệ và sức mạnh. Mặt trời đỏ lửa nuôi dưỡng vạn vật sinh sôi. Tôi, người được mọi người mệnh danh là nữ thần mặt trời, thành tâm cầu nguyện rằng ánh sáng cuộc sống sẽ không bao giờ tắt.",@Null@,Hiệu ứng cơ thể: có thể thực hiện tính năng biến dạng và chuyển đổi hình thái.,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: toàn thân tràn ngập ánh sáng mặt trời!,#cda5b0aBiến hình: Click vào nút biến hình bên phải để chuyển đổi dạng bình thường/ rạng rỡ!#n,,
197,Hiệp Hoàng Đế,"Bộ giáp mạnh nhất trong vũ trụ vô cực, là vị hoàng đế trong bộ áo giáp vương giả, là đấng tối cao của thế giới tươi sáng. Hiện thân của thiên đàng và thống trị mọi thứ. Ngài còn có con thú giáp - Rồng chiến hoàng đế đầu tiên.",@Null@,Hiệu ứng cơ thể: có thể thực hiện tính năng biến dạng và chuyển đổi hình thái.,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân Hoàng Đế bất cứ nơi nào đi qua.,#cda5b0aBiến hình：Click vào nút biến hình bên phải để chuyển đổi dạng bình thường/ tối cao!#n,,
198,Hổ Tâm Ngọc,"Là một cao thủ võ thuật đấm tới tận xương tủy, đồng thời là một người sưu tập bảo vật lấp lánh!
Từ những thỏi lớn và đồng xu đồng cho đến thủy tinh vỏ nhỏ, chúng đều là những món yêu thích của tôi.
Muốn tôi tấn công? Vậy thì ... hãy cho tôi thấy sự chân thành của bạn trước!",@Null@,Hiệu ứng cơ thể: có thể thực hiện tính năng biến dạng và chuyển đổi hình thái.,Dấu chân: Dấu chân Túi Tiền để lại ở bất cứ nơi nào bạn bước đi.,@Null@,,,
199,Hổ Tiếu Phong,"Ngọn gió bằng nắm đấm xuyên qua không khí, và máu khuấy trong tim. Tôi là một anh hùng, đừng sợ thử thách bản thân! Móc ngón tay, vạn chiêu, ta không sợ!",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân Hổ để lại ở bất cứ nơi nào bạn bước đi.,@Null@,,,
200,Evelyn,"Vượt suối, băng qua núi, nghe chim hót, ngửi hương hoa Dã Quỳ. Nếu một con bướm đi lạc vào lưới của tôi, đừng sợ! Tôi sẽ trả tự do cho nó",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Bướm hồng đang bay xung quanh!,@Null@,,,
201,Tyrinn,"Sự thật được che giấu trong rừng, và bí ẩn nằm trong những ngọn đồi. Người ta nói rằng kiến ​​thức của tôi phụ thuộc vào bộ não thông minh, nhưng ai biết rằng trí tuệ chỉ tỏa sáng nhờ thực hành!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Bướm cam đang bay xung quanh!,@Null@,,,
202,Frost,"Mái tóc bồng bềnh như mây, đôi mắt lấp lánh như ngọc, cặp tóc sáng như cánh bướm... Đều không bằng em. Em ngọt ngào như kẹo bông! Thôi nào! Trong biển mây nhẹ nhàng và êm ái này với tôi, hãy đắm mình trong niềm vui!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Kẹo bay xung quanh!,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
203,Tiên Nữ Nghê Thường,@Null@,@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Bướm tím đang bay xung quanh!,@Null@,,,
204,Hiệp Viêm Long,"Thuộc mệnh Hỏa trong ngũ hành, là người có năng lực cân bằng và tiềm năng nhất trong 5 chiến binh.
Trong số 5 bộ giáp ánh sáng và bóng tối, bộ giáp duy nhất cho phép hai người triệu hồi cùng lúc, cũng là bộ giáp có khả năng tiêu hao năng lực chậm nhất.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân rồng đỏ khi đi qua.,@Null@,,,
205,Lễ Hội Nữ Hoàng,"Bộ váy khiêu vũ được khảm vô số kim cương và sequins, dưới ánh nắng chói chang lấp lánh ánh vàng, nữ hoàng lễ hội hóa trang đang trong trạng thái tinh thần phấn chấn, vừa hát vừa nhảy theo điệu nhạc. Cả vũ công và khán giả đều đắm mình trong tiếng hát quên đi mọi muộn phiền và cùng nhảy múa trong lễ hội.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân dải màu khi đi qua.,@Null@,,,
206,Trúc Đôn Đôn,"Đen và trắng là sự kết hợp hoàn hảo, có điều mình thích bạn tràn đầy sắc màu giống như mình thích trúc xanh vậy! Đừng hiểu nhầm nhé, mình sẽ không ăn bạn đâu~",@Null@,Avatar: Mở khóa hình đại diện,@Null@,@Null@,,,
207,Cao Thủ Bóng Chày,"Trên sân bóng rộng lớn, Ootani là tuyển thủ bóng chày xuất sắc tại cả 2 vị trí Ném Bóng và Đánh Bóng. Được mệnh danh là tuyển thủ toàn diện nhất lịch sử.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân hình bóng chày khi đi qua,@Null@,,,
208,Mota,"Bay tự do trong gió và bơi trong độ sâu của biển.
Tôi là người bay giỏi nhất đại dương và là người bơi nhanh nhất trên bầu trời.
Nếu bạn muốn tìm tin tức giữa trời và nước, hãy tìm tôi!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Bong bóng bay xung quanh!,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
209,Hoa Lửa,"Trời đêm tĩnh lặng pháo hoa bay
Đỏ đỏ xanh xanh trông thật hay
Đủ kiểu lập loà như múa máy
Nhanh đến xem ngay cùng ước nguyện!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Những bông hoa màu hồng trôi nổi trên cơ thể!,@Null@,,,
210,Lấp Lánh,"Thực hiện trò ảo thuật để ước muốn thành hiện thực
Sao băng ơi, xin hay sáng mãi, lấp lánh mãi
Nguyện ước ngàn đời, xin Sao trả lời!",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân Sao sáu cánh khi đi qua.,@Null@,,,
211,Diễm Linh,"Tiếng trống báo hiệu chiến tranh đang vang lên dữ dội. Kẻ thù của ta, ngươi đang ở nơi nào? Khắp nơi chìm trong biển lửa, ta ở đây để bảo vệ gia đình. Cơn thịnh nộ hóa ý chí chiến đấu, niềm tin luôn ngụ trong trái tim ta. Đến cuối cùng, Cự Long nhất định sẽ xuất hiện trở lại!",Mở khóa vật phẩm có thể nhận từ sự kiện,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Hoa lửa nổi trên cơ thể!,@Null@,,,
