ID,名称,描述,说明
3140015,Matikan kesan bunyi pemain.,Matikan%2 yang dimainkan pada%1,
3140016,Matikan biobunyi.,Matikan%2 yang dimainkan pada%1,
3140017,Tutup kesan bunyi kedudukan,Matikan%2 yang sedang dimainkan pada%1.,
3140018,Mainkan kesan bunyi antara muka kepada kumpulan pemain.,"Main balik antara muka%2 untuk%1, volum%3, nada%4, gelung balik%5.",
3140019,Mainkan kesan bunyi antara muka kepada pemain.,"Main balik antara muka%2 untuk%1, volum%3, nada%4, gelung balik%5.",
3140020,Matikan kesan bunyi antara muka kumpulan pemain.,Tutup antara muka%1 yang sedang dimainkan%2.,
3140021,Matikan kesan bunyi antara muka pemain.,Tutup antara muka%1 yang sedang dimainkan%2.,
3140022,Mainkan muzik antara muka kepada pemain.,"Main balik antara muka%2, volum%3, gelung%4 untuk%1.","Bunyi yang dimainkan semasa acara ini dikawal oleh suis ""kesan bunyi"" yang ditetapkan oleh pemain. Bunyi tidak dapat didengari selepas ""kesan bunyi"" dimatikan."
3140023,Jeda / Pulihkan Muzik Antara Muka Pemain,Muzik antaramuka sedang dimainkan oleh%1%2.,
3150001,Skrip pelaksanaan,Laksanakan skrip%1,
3160001,Main iklan (lama),"Main iklan untuk%1, nama ruang iklan%2 dan jalankan%3 (lama).",
3160002,Buka kedai pembangun (lama),Membuat%1 membuka Kedai Pembangun (hanya boleh dicetuskan dengan menekan butang dan melonggarkan butang),
3160003,Papar tetingkap pembelian barangan.,"Memaparkan tetingkap pembelian%2 untuk%1, cadangan%3.",
3160004,Main balik video,Buka%2 untuk%1 dan mainkan video secara automatik.,
3160005,Siarkan iklan.,"Main iklan untuk%1, nama ruang iklan%2, dan jalankan%3 (hanya boleh dicetuskan dengan menekan butang dan melonggarkan butang).",
3160006,Buka kedai pembangun.,Buka Kedai Pembangun untuk%1,
3160007,Buka halaman yang ditetapkan dalam kedai pembangun.,"Buka kedai pembangun%2, nama kedai%3 untuk%1.",
3160008,Buka halaman butiran produk.,Buka halaman butiran%2 untuk%1 (hanya boleh dicetuskan dengan menekan butang dan melonggarkan butang),
3160009,Buka halaman butiran produk kulit.,Buka halaman butiran%2 untuk%1 (hanya boleh dicetuskan dengan menekan butang dan melonggarkan butang),
3160010,Papar tetingkap pembelian kulit.,"Memaparkan tetingkap pembelian%2 untuk%1, cadangan%3.",
3160011,Buka halaman kulit kedai pembangun.,Buka halaman kulit Kedai Pembangun untuk%1 (hanya boleh dicetuskan dengan menekan butang dan melonggarkan butang),
3161001,Tetapkan status sasaran kursus.,Tetapkan status siap bagi nombor tugas%1 kepada%2.,
3161002,Papar kawasan sasaran kursus.,Tetapkan kawasan sasaran tugas kepada%1,
3170001,Cipta maklumat grafik pada lokasi.,Mencipta%2 pada%1,
3170002,Mencipta mesej grafik pada pemain.,"Buat%2 pada%1, ofset jarak%4 ke%3.",
3170003,Mencipta maklumat grafik pada organisma,"Buat%2 pada%1, ofset jarak%4 ke%3.",
3170004,Mencipta mesej grafik pada objek yang dilemparkan.,"Buat%2 pada%1, ofset%4 ke%3.",
3170005,Padamkan jenis maklumat grafik pada lokasi.,Padamkan%3 daripada%1 bernombor%2 pada%1.,
3170006,Padamkan jenis maklumat grafik pada pemain.,Padamkan%3 daripada%1 yang bernombor%2 pada%1.,
3170007,Padamkan jenis maklumat grafik pada organisma.,Padamkan%3 daripada%1 yang bernombor%2 pada%1.,
3170008,Padamkan jenis maklumat grafik pada objek yang dibaling.,Padamkan%3 daripada%1 bernombor%2 pada%1.,
3170009,Buat maklumat teks pelan lantai pada lokasi.,"Buat%2 pada%1, ofset%3 ke arah paksi X, ofset%4 ke arah paksi Y",
3170010,Buat mesej teks pelan lantai pada pemain.,"Buat%2 pada%1, ofset%3 ke arah paksi X, ofset%4 ke arah paksi Y.",
3170011,Mencipta maklumat teks pelan lantai pada organisma,"Buat%2 pada%1, ofset%3 ke arah paksi X, ofset%4 ke arah paksi Y.",
3170012,Buat maklumat teks pelan lantai pada objek lontaran.,"Buat%2 pada%1, ofset%3 ke arah paksi X, ofset%4 ke arah paksi Y.",
3180001,Tambahkan sebarang nilai pada mana-mana kumpulan.,Tambah%2 dalam%1,"1. Kedudukan tambahan: memasukkan nilai pada penghujungnya.
2. Apabila menggunakan tindakan ini untuk menambah nilai pada jenis pembolehubah seperti kumpulan lokasi, kumpulan kawasan, biom, kumpulan pemain, kumpulan pemasa, dan lain-lain, nilai yang sama tidak boleh ditambah berulang kali.
3. Kumpulan nilai, kumpulan rentetan, kumpulan nilai boolean, kumpulan jenis blok, kumpulan jenis prop, kumpulan jenis biologi, kumpulan jenis kesan khas dan jenis pembolehubah lain boleh berulang kali menambah nilai yang sama."
3180002,Tetapkan nilai nombor yang ditentukan kepada nilai nol dalam mana-mana kumpulan.,Menetapkan nilai nombor%2 sebagai nilai nol dalam%1,"Menetapkan nilai nol juga akan mengambil tempat, contohnya a = {1, 2, 3}, dan 1 kepada nilai nol, maka a = {nil, 2, 3}"
3180003,Tetapkan mana-mana nilai kepada nilai nol dalam mana-mana kumpulan.,Tetapkan%2 sebagai nilai nol dalam%1,"Jika kandungan sepadan dengan jelas, semua nilai yang sama akan dijadikan batal, contohnya a = {1, 1, 2, 3} akan menjadikan 1 sebagai batal, maka a = {nil, nil, 2, 3}"
3180004,Kosongkan mana-mana kumpulan,Kosongkan%1,Padamkan semua nilai kumpulan.
3180005,Selitkan sebarang nilai dalam mana-mana kumpulan.,Sisipkan%3 di tempat%2 daripada%1,"Memasukkan ke hadapan akan menjejaskan pengisihan. Contohnya a = {1, 2, 3, 4} Memasukkan 5 ke tempat kedua, maka a = {1, 5, 2, 3, 4}"
3180006,Padamkan nilai nombor yang ditentukan dalam mana-mana kumpulan.,Padamkan nilai bernombor%2 dalam%1,"Memadamkan nilai akan menjejaskan pengisihan, dan nilai yang berikut akan dibawa ke hadapan, contohnya a = {1, 2, 3, 4}, selepas memadamkan 2, a = {1, 3, 4}"
3180007,Padamkan sebarang nilai dalam mana-mana kumpulan.,Memadam%2 dalam%1,"Kandungan sepadan dengan jelas, contohnya a = {1, 1, 2, 3} Padam 1 kemudian padamkan semua 1, kemudian a = {2, 3}"
3180008,Kosongkan nilai nol bagi mana-mana kumpulan.,Kosongkan nilai nol untuk%1,"Dibundarkan secara automatik selepas mengosongkan nilai nol, contohnya a = {1, nil, 2, nil, nil, 3}, menjadi a = {1, 2, 3} selepas dikosongkan."
3180009,Tambahkan satu set nilai pada mana-mana kumpulan.,Menambah semua nilai untuk%2 dalam%1,"Tambahkan semua nilai kumpulan b mengikut susunan asal kumpulan b di hujung kumpulan a, termasuk nilai nol. Contohnya a = {1, 2, 3}, b = {4, 5, 6} Tambahkan b pada a, maka a = {1, 2, 3, 4, 5, 6}"
3180010,Tetapkan satu set nilai kepada batal dalam mana-mana kumpulan.,"Dalam%1, tetapkan nilai pendua%2 kepada nilai nol.","1. Nyahberat, tetapkan nilai pendua bagi kumpulan A dan B kepada nilai nol, nilai nol pendua tidak boleh dipadamkan.
2. Jika terdapat lebih daripada satu nilai berulang, keutamaan diberikan untuk menetapkan nilai sebelumnya kepada nilai nol, contohnya a = {1, 1, 1, 2, 3} b = {1, 1, 2}, menjadi a = {nil, nil, 1, nil, 3}, keutamaan ix = 1 dan ix = 1 daripada 2."
3180011,Padamkan satu set nilai dalam mana-mana kumpulan.,"Dalam%1, padamkan nilai pendua dengan%2.","1. Nyahberat, padamkan nilai pendua bagi kumpulan A dan B, nilai nol pendua akan dipadamkan.
2. Jika terdapat lebih daripada satu nilai berulang, keutamaan diberikan untuk memadamkan nilai yang sebelum ini, contohnya a = {1, 1, 1, 2, 3} b = {1, 1, 2}, selepas pemadaman, ia menjadi a = {1, 3}, dan keutamaan diberikan untuk memadamkan ix = 1 dan ix = 2 daripada 1."
3180012,Selitkan satu set nilai dalam mana-mana kumpulan.,Memasukkan semua nilai dalam%3 pada bit%2 daripada%1,"1. Sisipkan ke hadapan untuk mempengaruhi pengisihan. Contohnya a = {1, 2, 3, 4} Sisipkan b = {5, 6, 7} ke tempat kedua, kemudian a = {1, 5, 6, 7, 2, 3, 4}
2. Jika kedudukan sisipan tidak mempunyai nilai, ia adalah sama dengan tugasan. Contohnya a = {1, 2, 3}, masukkan b = {4, 5, 6} ke dalam tempat keempat, maka a = {1, 2, 3, 4, 5, 6}"
3180013,Tetapkan nilai bagi nombor yang ditentukan dalam mana-mana kumpulan.,Menetapkan nilai nombor%2 dalam%1 kepada%3,Operasi tugasan adalah sama dengan logik tugasan sedia ada.
3180014,Gantikan mana-mana nilai dalam mana-mana kumpulan.,Menggantikan semua%2 dalam%1 dengan%3,"Gantikan semua kandungan yang sepadan, contohnya a = {1, 1, 2, 3}, gantikan 1 dengan 5, kemudian a = {5, 5, 5, 2, 3}"
3180015,Isih nilai untuk mana-mana kumpulan.,Susun nilai%2 untuk%1,"1. Isih mengikut saiz nombor.
2. Kumpulan rentetan diisih mengikut panjang rentetan, panjang yang sama mengikut susunan asal."
3190001,Sembunyikan Komponen,Menjadikan%1 menetapkan sifat showcase%3 bagi%2 sebagai tersembunyi.,
3190002,Setkan kandungan teks,Menjadikan%1 menetapkan teks%3 daripada%2 kepada%4,
3190003,Tetapkan corak\ kandungan butang,Menjadikan%1 menetapkan corak%3 daripada%2 kepada%4,
3190004,Setkan saiz bagi corak\ butang.,Menjadikan%1 menetapkan lebar%3 daripada%2 kepada%4 dan tinggi kepada%5,
3190005,Tetapkan saiz fon teks.,Menjadikan%1 menetapkan fon%3 bagi%2 kepada%4,
3190006,Tetapkan warna komponen.,Menjadikan%1 menetapkan warna%3 bagi%2 kepada%4,
3190007,Elemen paparan,Menjadikan%1 menetapkan sifat paparan%3 daripada%2 sebagai paparan.,
3190008,Elemen Putar,Membuat%1 menetapkan%2 daripada%3 berputar%4 mengikut arah jam.,
3190009,Buka antaramuka,Membuat%1 membuka%2,
3190010,Tutup antaramuka,Menutup%1 dari%2,
3190011,Tetapkan ketelusan komponen.,Menjadikan%1 menetapkan ketelusan%3 daripada%2 kepada%4,
3190012,Tukar status halaman,Membuat%1 daripada%2 bertukar kepada%3,
3190013,Tetapkan kedudukan komponen.,Menjadikan%1 menetapkan koordinat%3 bagi%2 kepada X%4 Y%5,
3190014,Tukar status halaman (animasi pintar),Membuat%1 daripada%2 bertukar kepada%3 animasi%4 selama%5 saat.,
3190015,Buka antara muka (kesan dinamik),Membuat%1 membuka%2 untuk%3 Tempoh%4 saat,
3190016,Tutup antara muka (kesan dinamik),Mematikan%1 daripada%2 dan mengaktifkan%3 selama%4 saat.,
3190017,Elemen paparan (kesan dinamik),"Membuat%1 menetapkan%3 daripada%2 untuk dipaparkan,%4 untuk tempoh%5 saat.",
3190018,Elemen tersembunyi (kesan dinamik),"Menyebabkan%1 menetapkan%3 daripada%2 untuk disembunyikan,%4 untuk tempoh%5 saat.",
3190019,Main semula kesan dinamik komponen.,Membuat%1 menetapkan%2 daripada%3 untuk memainkan aktiviti%4,
3190020,Main komponen dan tunggu.,Membuat%1 menetapkan%2 daripada%3 untuk memainkan aktiviti%4 dan menunggu.,
3190021,Tetapkan kandungan teks (kesan dinamik),Membuat%1 menetapkan teks%3 daripada%2 kepada%4 dan memainkan kesan kinetik%5.,
3190022,Gerakkan elemen dengan lancar ke koordinat.,Menjadikan%1 menetapkan%2 daripada%3 untuk melicinkan pergerakan%4,
3190023,Meningkatkan koordinat komponen dengan lancar.,Menjadikan%1 menetapkan%2 daripada%3 untuk melicinkan pergerakan%4,
3190024,Skala elemen dengan lancar kepada lebar dan tinggi.,Menjadikan%1 menetapkan%2 daripada%3 untuk melicinkan pergerakan%4,
3190025,Meningkatkan lebar dan ketinggian komponen dengan lancar.,Menjadikan%1 menetapkan%2 daripada%3 untuk melicinkan pergerakan%4,
3190026,Putar elemen dengan lancar ke sudut.,Menjadikan%1 menetapkan%2 daripada%3 untuk melicinkan pergerakan%4,
3190027,Tingkatkan sudut komponen dengan lancar.,Menjadikan%1 menetapkan%2 daripada%3 untuk melicinkan pergerakan%4,
3190028,Hentikan semua kesan dinamik komponen.,Membuat%1 menetapkan%3 daripada%2 untuk berhenti memainkan semua aktiviti.,
3200001,Tetapkan gambar papan paparan pemain.,Tetapkan imej%1%2 ini kepada%3,"1. Papan paparan yang sama boleh menunjukkan kandungan yang berbeza kepada pemain yang berbeza.
2. Acara ini perlu dilakukan sekali untuk semua pemain supaya semua pemain dapat melihat kandungan yang sama."
3200002,Sediakan video untuk papan paparan pemain.,Tetapkan pautan video%1%2 ini kepada%3,"1. Papan paparan yang sama boleh menunjukkan kandungan yang berbeza kepada pemain yang berbeza.
2. Acara ini perlu dilakukan sekali untuk semua pemain supaya semua pemain dapat melihat kandungan yang sama."
3200003,Tetapkan antara muka papan paparan pemain.,Menetapkan antara muka paparan%1%2 ini kepada%3,"1. Papan paparan yang sama boleh menunjukkan kandungan yang berbeza kepada pemain yang berbeza.
2. Acara ini perlu dilakukan sekali untuk semua pemain supaya semua pemain dapat melihat kandungan yang sama."
3200004,Papan paparan untuk pemain,Paparkan%2 pada%1,"Papan paparan boleh mempunyai keadaan yang berbeza untuk setiap pemain, boleh dipaparkan kepada pemain A dan disembunyikan oleh pemain B."
3200005,Sembunyikan panel paparan daripada pemain.,Tetapkan%1 sebagai tersembunyi untuk%2,"Papan paparan boleh mempunyai keadaan yang berbeza untuk setiap pemain, boleh dipaparkan kepada pemain A dan disembunyikan oleh pemain B."
3200006,Tetapkan mod main balik video papan paparan pemain.,Menetapkan mod main balik video untuk%1%2 ini kepada%3,
3200007,Sediakan video dalam talian untuk papan paparan pemain.,Menetapkan%1%2 ini untuk menunjukkan pautan video rangkaian kepada%3.,
320001,nilai koordinat kamera.,Nilai koordinat kamera%2 untuk%1,
320002,Sudut Kamera,Kamera%1 mempunyai sudut%2,
320003,Sudut Medan Pandangan Kamera,Sudut Medan Pandangan Kamera (FOV) untuk%1,
3210001,Tetapkan nilai pemain dalam papan pendahulu.,Menetapkan nilai%2 kepada%3 dalam%1,"1. Gunakan nombor mini pemain sebagai indeks dan tetapkan nilai pemain dalam papan pendahulu pelayan.
2. Simpan data pemain ke dalam papan pendahulu pelayan, anda boleh membuat papan pendahulu carta penuh.
#3. Siapakah yang mendahului papan pendahulu dengan skor yang sama?
4. Papan pendahulu perlu dimuat naik selepas peta dimuat naik, barulah peta dalam perkhidmatan awan dapat berkesan."
3210002,,,
3210003,Padamkan nilai pemain dalam papan pendahulu.,Memadam nilai%2 dalam%1,
3210004,Padamkan nilai berangka bagi nama yang ditentukan dalam papan pendahulu.,Memadam nilai berangka bernama%2 dalam%1,
3210005,Buat pengiraan sendiri bagi nilai pemain yang dinyatakan dalam papan pendahulu.,Menambah%3 kepada nilai%2 dalam%1,Tindakan ini boleh digunakan apabila berbilang bilik beroperasi dengan nilai yang sama dan tidak menyebabkan nilai menutupi satu sama lain.
3210006,Jadikan nilai nama yang dinyatakan dalam papan pendahulu berfungsi sendiri.,Menambah%3 kepada nilai yang bernama%2 dalam%1.,Tindakan ini boleh digunakan apabila berbilang bilik beroperasi dengan nilai yang sama dan tidak menyebabkan nilai menutupi satu sama lain.
3210007,Dapatkan nilai untuk kedudukan yang dinyatakan dalam papan pendahulu.,Mendapatkan nilai%2 dalam%1 dengan cara%4 dan melaksanakan%3 untuk menghantar nilai yang diperoleh kepada acara.,"1. Papan pendahulu hanya membenarkan nombor bulat positif diambil, tertib menaik adalah dari kecil ke besar, dan tertib menurun adalah dari besar ke kecil.
2. Semua parameter acara ini dihantar kepada [acara] yang dilaksanakan, seperti [pemain acara pencetus], [pemain sasaran dalam acara], [makhluk acara pencetus] dan sebagainya.
3. Anda boleh mendapatkan xx melalui pelayan / papan pendahulu, dapatkan nama, pemain, nilai dan empat nilai kedudukan."
3210008,Dapatkan nilai pemain yang dinyatakan dalam papan pendahulu.,Mendapat nilai%2 dalam%1 dan melaksanakan%3 untuk menghantar nilai yang diperoleh ke acara.,"1. Semua parameter acara ini dihantar kepada [acara] yang dilaksanakan, seperti [pemain acara pencetus], [pemain sasaran dalam acara], [makhluk acara pencetus] dan sebagainya.
2. Anda boleh mendapatkan xx melalui pelayan / papan pendahulu, dapatkan nama, pemain, nilai dan empat nilai kedudukan."
3210009,Mendapat nilai bagi nama yang dinyatakan dalam papan pendahulu.,Mendapat nilai bernama%2 dalam%1 dan melaksanakan%3 untuk menghantar nilai yang diperoleh ke acara.,"1. Semua parameter acara ini dihantar kepada [acara] yang dilaksanakan, seperti [pemain acara pencetus], [pemain sasaran dalam acara], [makhluk acara pencetus] dan sebagainya.
2. Anda boleh mendapatkan xx melalui pelayan / papan pendahulu, dapatkan nama, pemain, nilai dan empat nilai kedudukan."
3210010,Tetapkan mana-mana nilai untuk nama yang ditentukan dalam jadual.,Menetapkan nama dalam%1 sebagai nilai%2 kepada%3,1. Gunakan mata bahasa Inggeris. Indeks boleh dibahagikan dan mempunyai kesan ke atas penggunaan skrip. Hanya gunakan acara untuk mengabaikan artikel ini.
3210011,Mengalih keluar nilai bagi nama yang ditentukan dalam jadual.,Memadam nilai bernama%2 dalam%1,
3210012,Mendapat nilai bagi nama yang dinyatakan dalam jadual.,Mendapat nilai bernama%2 dalam%1 dan melaksanakan%3 untuk menghantar nilai yang diperoleh ke acara.,
3210013,Kosongkan jadual.,Kosongkan%1,Ia tidak boleh dipulihkan selepas pemadaman. Gunakan dengan berhati-hati.
3210014,Kosongkan papan pendahulu.,Kosongkan%1,Ia tidak boleh dipulihkan selepas pemadaman. Gunakan dengan berhati-hati.
3210015,Laporkan data pemain.,"Melaporkan data%1, nama acara ialah%2.","Menggunakan gabungan nama acara acara yang berbeza, anda boleh melaporkan pelbagai data tingkah laku pemain secara tersuai. Selepas melaporkan, anda boleh melihat pelbagai data pemain di platform pusat pencipta."
3220001,Tunjukkan tetingkap pop timbul ulasan kepada pemain.,Tunjukkan tetingkap pop timbul penilaian untuk%1.,"① Hanya boleh dicetuskan selepas pemain bermain untuk satu tempoh masa (pada masa ini 3 minit selepas memasuki peta).
② Ia hanya akan dimainkan sekali dalam masa 10 minit, dan pemain telah menilai bahawa peta tidak akan menyala.
③ Muat semula peta atau tukar untuk mengedit peta boleh muncul semula sekali untuk memudahkan ujian."
3220002,Tunjukkan tetingkap pop timbul kegemaran kepada pemain.,Tetingkap pop timbul kegemaran dipaparkan pada%1.,"① Hanya boleh dicetuskan selepas pemain bermain untuk satu tempoh masa (pada masa ini 3 minit selepas memasuki peta).
② Ia hanya akan dimainkan sekali dalam masa 10 minit, dan pemain telah menilai bahawa peta tidak akan menyala.
③ Muat semula peta atau tukar untuk mengedit peta boleh muncul semula sekali untuk memudahkan ujian."
3220003,Paparkan pop up pengarang diikuti untuk pemain,Tunjukkan %2 pop up untuk %1,
40001,Ciri-ciri pasukan,Ciri%2 bagi%1,
40003,Lokasi dalam acara,Lokasi dalam acara,
40004,Tempat lahir,Tempat lahir,
40005,Ekspresi animasi semasa acara.,Ekspresi animasi semasa acara.,
40006,Kesan keadaan semasa acara,Kesan keadaan semasa acara,
40007,,,
40008,Jenis kesan khas terakhir dibuat.,Jenis kesan khas terakhir dibuat.,
40009,Jenis blok dalam acara,Jenis blok dalam acara,
40010,Jenis blok terakhir dibuat.,Jenis blok terakhir dibuat.,
40011,Bar pintasan dalam acara,Bar pintasan dalam acara,
40012,Bar gear semasa kejadian.,Bar gear semasa kejadian.,
40013,Komponen dalam acara,Komponen dalam acara,
40014,Antara muka dalam acara,Antara muka dalam acara,
40015,Rentetan dalam peristiwa,Rentetan dalam peristiwa,
40016,Antara muka yang sedang disunting,Antara muka yang sedang disunting,
40017,Muzik semasa acara,Muzik semasa acara,
40018,Objek yang mana tindakan dilakukan,Objek yang mana tindakan dilakukan,
40019,Resipi semasa acara,Resipi semasa acara,
40020,Peleburan semasa acara.,Peleburan semasa acara.,
40021,Plot dalam kejadian,Plot dalam kejadian,
40022,Kawasan dalam acara,Kawasan dalam acara,
40023,Nilai kerosakan semasa kejadian.,Nilai kerosakan semasa kejadian.,
5000001,Pelaksanaan berulang.,Ulangi pelaksanaan #n%1,
5000002,Ulang beberapa kali.,Ulangi%1 kali #n%1,
5000003,Ulangi pelaksanaan sehingga,Ulangi pelaksanaan sehingga%1 #n%1,
5000004,Keluar dari gelung,Keluar dari gelung,
5000005,jika...Sebentar sahaja.,"Jika%1, #n%1",
5000006,jika...sebaliknya.,"Jika%1, #n%1 #n sebaliknya #n%1",
5000007,Tunggu sehingga,Tunggu sehingga%1,
5000008,berhenti.,berhenti%1,
50001,Kedudukan pemain,Kedudukan%1,
50002,Kedudukan bintang renjer pemain,Kedudukan jejari bagi%1,
50003,Ciri-ciri pemain,Ciri%2 bagi%1,
50004,Bilangan prop untuk pemain,Jumlah%2 yang dimiliki oleh%1,
50006,Sudut Orientasi Pemain,Sudut Orientasi%1,
50007,Nama pemain,Nama%1,
50012,Pemilik rumah,Pemilik rumah,
50018,Pasukan pemain.,Pasukan%1,
50019,Pembolehubah peribadi pemain (rantau),%1 daripada%2 (kawasan),
50020,Pembolehubah peribadi pemain (lokasi),%2 daripada%1 (kedudukan),
50021,Pembolehubah peribadi pemain (nilai),%2 daripada%1 (nilai),
50022,Pembolehubah peribadi pemain (rentetan),%2 daripada%1 (rentetan),
50023,Pembolehubah peribadi pemain (boolean),%2 daripada%1 (boolean),
50024,Pembolehubah peribadi pemain (pemain),%1 daripada%2 (pemain),
50025,Pembolehubah peribadi pemain (kumpulan pemain),%1 daripada%2 (kumpulan pemain),
50026,Pembolehubah peribadi pemain (jenis blok),%2 daripada%1 (jenis blok),
50027,Pembolehubah peribadi pemain (jenis prop),%2 daripada%1 (jenis prop),
50028,Pembolehubah peribadi pemain (makhluk),%1 daripada%2 (biological),
50029,Pembolehubah peribadi pemain (jenis biologi),%2 daripada%1 (jenis biologi),
50030,Pembolehubah peribadi pemain (kumpulan biologi),%1 daripada%2 (biogroup),
50031,Pembolehubah peribadi pemain (pemasa),%2 daripada%1 (pemasa),
50032,Pembolehubah persendirian pemain (jenis kesan khas),%2 daripada%1 (jenis kesan khas),
50033,Arah yang ditunjukkan oleh pemain dengan teliti.,%1 Orientasi yang dihalakan dengan teliti,
50034,Jenis prop yang dipegang oleh pemain,%1 Jenis Item Dipegang Tangan,
50035,Pemain,Pemain%1,
50036,Kumpulan Pemain,Kumpulan Pemain%1,
50037,Penampilan pemain,Penampilan%1,
50038,Kumpulan Pemain,Kumpulan Pemain%1,
50039,Pembolehubah peribadi pemain (kumpulan lokasi),%1 daripada%2 (kumpulan lokasi),
50040,Pembolehubah peribadi pemain (kumpulan kawasan),%1 daripada%2 (kumpulan serantau),
50041,Pembolehubah peribadi pemain (kumpulan nilai),%2 daripada%1 (kumpulan nilai),
50042,Pembolehubah peribadi pemain (kumpulan rentetan),%2 daripada%1 (kumpulan rentetan),
50043,Pembolehubah peribadi pemain (kumpulan boolean),%1 daripada%2 (kumpulan boolean),
50044,Pembolehubah peribadi pemain (kumpulan jenis blok),%1 daripada%2 (kumpulan jenis blok),
50045,Pembolehubah peribadi pemain (kumpulan jenis prop),%1 daripada%2 (kumpulan jenis prop),
50046,Pembolehubah peribadi pemain (kumpulan jenis biologi),%1 daripada%2 (kumpulan jenis biologi),
50047,Pembolehubah peribadi pemain (kumpulan pemasa),%2 daripada%1 (kumpulan pemasa),
50048,Pembolehubah peribadi pemain (kumpulan jenis kesan khas),%1 daripada%2 (kumpulan jenis kesan khas),
50049,Jenis Penampilan Rawak,Jenis Penampilan Rawak,
50050,Saiz mini untuk pemain,Nombor mini%1,
50051,Pemain yang mendapat saiz mini yang ditetapkan.,Mendapatkan pemain dengan nombor mini%1,
50052,Jumlah baki item yang boleh disimpan dalam beg galas pemain.,Dapatkan%1 jumlah bilangan beg galas dan palang pintasan yang tinggal yang boleh menyimpan%2.,
50053,Jenis prop beg galas pemain,Mendapat jenis prop untuk%1 daripada%2,
50054,Nama Item Backpack Pemain,Mendapat nama prop untuk%1 daripada%2,
50055,Dapatkan bilangan prop pemain,Mendapat jumlah semasa%1%2,
50056,Dapatkan status pemain untuk baki masa.,Mendapatkan baki masa untuk%1 bagi%2,
50099,Templat pembolehubah peribadi sebenar.,Templat pembolehubah peribadi sebenar.,
50119,Templat Pembolehubah (Kawasan),Templat Pembolehubah (Kawasan),
50120,Templat Pembolehubah (Lokasi),Templat Pembolehubah (Lokasi),
50121,Templat pembolehubah (nilai),Templat pembolehubah (nilai),
50122,,,
50123,Templat pembolehubah (boolean),Templat pembolehubah (boolean),
50124,Templat Pembolehubah (Pemain),Templat Pembolehubah (Pemain),
50125,Templat Pembolehubah (Kumpulan Pemain),Templat Pembolehubah (Kumpulan Pemain),
50126,Templat pembolehubah (jenis blok),Templat pembolehubah (jenis blok),
50127,Templat pembolehubah (jenis prop),Templat pembolehubah (jenis prop),
50128,Templat pembolehubah (biologi),Templat pembolehubah (biologi),
50129,Templat pembolehubah (jenis biologi),Templat pembolehubah (jenis biologi),
50130,Templat Pembolehubah (Biogroup),Templat Pembolehubah (Biogroup),
50131,Templat Pembolehubah (Pemasa),Templat Pembolehubah (Pemasa),
50132,Templat pembolehubah (jenis kesan khas),Templat pembolehubah (jenis kesan khas),
50139,Templat Pembolehubah (Kumpulan Lokasi),Templat Pembolehubah (Kumpulan Lokasi),
50140,Templat Pembolehubah (Kumpulan Kawasan),Templat Pembolehubah (Kumpulan Kawasan),
50141,Templat pembolehubah (kumpulan nilai),Templat pembolehubah (kumpulan nilai),
50142,Templat pembolehubah (kumpulan rentetan),Templat pembolehubah (kumpulan rentetan),
50143,Templat pembolehubah (kumpulan boolean),Templat pembolehubah (kumpulan boolean),
50144,Templat pembolehubah (kumpulan jenis blok),Templat pembolehubah (kumpulan jenis blok),
50145,Templat pembolehubah (kumpulan jenis prop),Templat pembolehubah (kumpulan jenis prop),
50146,Templat pembolehubah (kumpulan jenis biologi),Templat pembolehubah (kumpulan jenis biologi),
50147,Templat Pembolehubah (Kumpulan Pemasa),Templat Pembolehubah (Kumpulan Pemasa),
50148,Templat pembolehubah (kumpulan jenis kesan khas),Templat pembolehubah (kumpulan jenis kesan khas),
50149,Templat Pembolehubah (Papan pendahulu),Templat Pembolehubah (Papan pendahulu),
50150,Templat pembolehubah (jadual satu dimensi),Templat pembolehubah (jadual satu dimensi),
50151,Templat pembolehubah (jadual dua dimensi),%2 %1 (jadual dua dimensi),
60001,Bilangan pemain dalam kumpulan pemain,Bilangan pemain dalam%1,
60002,Bilangan pemain dalam kumpulan pemain.,Nombor%2 dalam%1,
60003,Jumlah pemain dalam permainan,Jumlah pemain dalam permainan semasa,
60004,Pemain dengan nombor yang ditetapkan dalam kumpulan pemain.,Pemain bernombor%2 dalam%1,
60005,Pemain rawak dalam kumpulan pemain,Pemain rawak dalam%1,
60006,Semua pemain,Semua pemain,
60007,Semua pemain dalam pasukan,Semua pemain dalam%1,
60008,Semua pemain di kawasan itu.,Semua pemain dalam%1,
60009,Pemain yang mencetuskan peristiwa,Pemain yang mencetuskan peristiwa,
60010,Pemain sasaran dalam acara,Pemain sasaran dalam acara,
60011,Pemain yang menembak objek lontaran,Pemain yang menembak objek lontaran,
60012,Pelawa pertama pemain,Pelawa pertama %1,
60013,Kumpulan pemain baru yang dijemput oleh pemain,Kumpulan pemain baru berjaya dijemput oleh %1,Antara muka ini boleh memperoleh sehingga 200 pemain.
60014,Semua kumpulan pemain yang dijemput oleh pemain,Semua kumpulan pemain yang berjaya dijemput oleh %1,Antara muka ini boleh memperoleh sehingga 200 pemain.
70001,Lokasi benda hidup,Kedudukan%1,
70002,Sifat-sifat benda hidup,Ciri%2 bagi%1,
70004,Dapatkan nombor biom dalam biom.,Nombor%2 dalam%1,
