ID,名字,描述,获得方式
27247,Mawar (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini",
27248,Valentine (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27249,Goby (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini",
27250,,,
27251,Pakaian Tentera Hua Mulan (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27252,Pakaian Gadis Hua Mulan (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27253,Jian Xiaomai (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27254,Blastet (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27255,Saralina (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27256,Sweetie Belle (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27257,Gadis Lulu Pandai (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27258,,,
27259,Puteri Kristal Ais Xue Nuoer (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27260,Shanzhu (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27261,Chef Meow Comel (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27262,Ejen Binatang Nanni (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27263,Senluo (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27264,Puteri Ais Elena (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27265,Puteri Ais Evelyn (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27266,Tuan Istana Kembar Isis (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27267,Tuan Istana Kembar Helena (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27268,Pelindung Hampa Serina (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27269,Bayangan Hampa Seirina (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27270,Ratusan Bunga (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27271,Long Yu (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27272,Li Yao (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27273,Pleasant Goat (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27274,Lazy Goat (Kekal),,
27275,Big Big Wolf (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27276,Berry Berry (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27277,Sheng Yunzhi (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27278,Mini - Pesawat Perang Crimson (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27279,Long Chao Er (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27280,Feite (Kekal),,
27281,Arlo (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27282,,,
27283,,,
27284,Gadis Jingga (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27285,Mo Yuzhu (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27286,Komet (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27287,King Kong Merah (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27288,Ying Zhiyi (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27289,Chun Ying (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27290,Frey (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27291,Beri Berkat Lin Yun (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
27292,Donat Peri Arnab Yuepo (Kekal),"Penggunaan: Buka kunci pakaian secara kekal. Jika pakaian ini telah dibuka kunci secara kekal, akan dapat Kacang Mini.",
28000,@Null@,@Null@,@Null@
30000,@Null@,@Null@,@Null@
32000,@Null@,@Null@,@Null@
32001,Ceri-Status (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Boleh didapat dari aktiviti.
32002,Kota Tua -Status (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32003,Kambing Merah Jambu -Status (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32004,Gadis Harimau -Status (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32005,Seni Hitam -Status (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32006,Kelompok gula-gula-Status (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32007,Little Roasty-Status (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32008,Dewa Kecil-Status (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32009,Istana Kambing-Status (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32010,Memori-Status (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32011,Ceri (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32012,Kota Tua (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32013,Kambing Merah jambu (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32014,Gadis Harimau (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32015,Seni Hitam (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32016,Kelompok Guka-gula (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32017,Little Roasty(30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32018,Dewa Kecil (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32019,Istana Kambing (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32020,Kenangan (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32021,Versi permainan terlalu rendah (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",@Null@
32022,Versi permainan terlalu rendah (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",@Null@
32023,Baguette Prancis Rangup (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Kad Musim
32024,Cendawan segar (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32025,Odyssey istana langit (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32026,Miracle Dance (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32027,Terbang di atas Benteng Pelangi (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32028,kek hari jadi ceri (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32029,kek hari jadi Strawberi (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32030,kek hari jadi Gula-gula (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32031,kek hari jadi Coklat (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32032,kek hari jadi Pearl Giftbox (30 hari),"Penggunaan: Buka kunci untuk bingkai avatar ini. Selepas buka kunci, bertukar dalam profil anda.",Boleh didapat dari aktiviti.
32033,Light Rhyme (30 days),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
32034,Melodious Carol (30 days),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
32035,Skyward Smog (30 days),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
32036,Moonlight Shadows (30 days),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
32037,Naive Prayers (30 days),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
32038,Moonlight Heartbell (30 days),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Obtain from Event
32039,Let's party (30 days),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
32040,Warbler and Song (30 days),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",@Null@
32041,Beri segar (30 hari),Kegunaan: Buka kunci bingkai untuk alihkan di profil avatar.,Dapatkan dari Pas Nikmati
32042,Perayaan Heartwarming (30 hari),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan dari pas musim
32043,Impian bintang kanak-kanak (30 hari),"Use: Unlock this frame to use. Use and switch in Profile, Avatar.",Dapatkan dari runway bintang
32044,Roh Musang  dan Pheonix Pari (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan dari pas musim
32045,Pedang Helmet Abadi (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan dari pas musim
32046,Member Besar Bingkai Avatar (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan dari runway bintang
32047,Impian bintang kanak-kanak (7 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan dari runway bintang
32048,Laurels Awakened (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",@Null@
32049,Childlike Sweetheart (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",@Null@
32050,Main bersama (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",@Null@
32051,Pencipta Terbaik Tahun 2021 (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",@Null@
32052,Eksklusif Pencipta 2021 (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",@Null@
32053,Pencipta Terbaik Tahun 2021 (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",@Null@
32054,Dragon and Tiger Leap (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",@Null@
32055,Sayap Cemerlang (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada membeli Miranda
32056,Taman Fantasi (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada membeli Peri Bunga Rama-rama
32057,Entomologi (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada Pas Musim
32058,Rama-rama hutan (30 Hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada Pas Musim
32059,Jed Emas (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada membeli Hu Xinyu atau Acara
32060,Tahun Harimau Emas (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada Acara
32061,Teknologi Siber (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada Acara
32062,Perayaan Musim Bunga (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada Acara
32063,Keberkatan Penuh (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada membeli Hu Xiaofeng atau Acara
32064,Ulang Tahun Ke-6 Mini World (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Diperolehi daripada aktiviti ulang tahun
32065,Skuad Disiplin (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Eksklusif Pemain Skuad Disiplin
32066,The Graffiti (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada Pas Musim
32067,Cool Street (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Dapatkan daripada Pas Musim
32068,Debunga Comel (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Eksklusif kepada kumpulan peminat rasmi Xiaolou
32069,Penjaga Mini (30 hari),"Gunakan: Buka kunci bingkai ini untuk digunakan. Gunakan dan tukarkan di Profile, Avatar.",Eksklusif kepada Kumpulan Peminat Rasmi Mini World
32070,Tenaga bulan bintang (30 hari),"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Beli Yin Xiaomin dan dapatkan warna ajaib.
32071,Sihir Matahari (30 hari),"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Beli pakaian untuk Puteri Li dan dapatkan pakaian untuk Mirage Raider.
32072,Pemburu Galaksi (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dari acara
32073,Syurga Berwarna-warni (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dari Pas Musim
32074,Bintang Bersinar (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dari Pas Musim
32075,Bingkai Avatar Peringatan Rakan Bintang (30 Hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Alat peraga peringatan acara Rakan Bintang
32076,Kata-Kata Rubah (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dari pembelian Qimeng Linghu·Huayang (pergi [Kebajikan] untuk menerima)
32077,Serangan Mencolok (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dari pembelian Pakaian Shi Qiaoling
32078,Jamuan Musim Bunga (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dari pembelian Pakaian Shi Qiaoling
32079,Sayang Neon (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dar acara
32080,Berani Berjuang Pasir (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dar acara
32081,Pengembara Oasis (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dar acara
32082,Kata-kata Rubah (30 hari),"Kegunaan: Buka Kunci bingkai avatar, guna di profile peribadi selepas buka kunci.",Dapat dari pembelian Qimeng Linghu·Huayang (pergi [Kebajikan] untuk menerima)
32083,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32084,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32085,Perjalanan Impian Masa (30 hari),"Kegunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci",Dapat dari Kad Musim
32086,Wap Hebat (30 hari),"Kegunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci",Dapat dari Kad Musim
32087,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32088,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32089,Cahaya Cemerlang (30 hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dengan pembelian Peri Mekar Merah Jambu Haunxi
32090,Finalis MWGT (30 Hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",
32091,Pemilihan Pemain MWGT (30 Hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",
32092," Pengadil Rasmi MWGT (30 Hari)","Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",
32093,MWGT2023 (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Bingkai Avatar Memorial (MWGT2023)
32094,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",
32095,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32096,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32097,Helang Suku (Hari 30),"Kegunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dar acara
32098,Ketua Suku (30 hari),"Kegunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dar acara
32099,Skirt Salji Suci (30 hari),"Kegunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari Kad Musim
32100,Pulau Sheng Ge Meng (30 hari),"Kegunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci.",Dapat dari Kad Musim
32101,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Langgan hak ahli utama eksklusif Unicom untuk mendapat keuntungan.
32102,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.","Tema ""Pelangi Berwarna-warni"" bagi Program Mengejar Cahaya Bersama telah diperolehi."
32103,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Mengambil bahagian dalam aktiviti drama interaktif di Food Village.
32104,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Anugerah Acara Tahunan Pembangun
32105,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Anugerah Acara Tahunan Pembangun
32106,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Anugerah Acara Tahunan Pembangun
32107,Bulatan Manusia Salji (30 hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Bulatan Salji
32108,Bunyi Letupan Mercun (30 hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Letupan Mercun
32109,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32110,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Points Mall boleh ditebus untuk mendapatkan.
32111,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Points Mall boleh ditebus untuk mendapatkan.
32112,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Points Mall boleh ditebus untuk mendapatkan.
32113,Kalungan Misteri (30 hari),"Kegunaan: Buka kunci bingkai avatar ini, boleh bertukar di Profil selepas dibuka kunci",Dapat dari pembelian Peri Misteri Felicia
32114,Langsir Air Fantasi (30 hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32115,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Points Mall boleh ditebus untuk mendapatkan.
32116,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Points Mall boleh ditebus untuk mendapatkan.
32117,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Points Mall boleh ditebus untuk mendapatkan.
32118,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Akses kepada aktiviti untuk masa yang terhad
32119,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Akses kepada aktiviti untuk masa yang terhad
32120,Pesta Tanglung Bertuah (30 hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara terhad
32121,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32122,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32123,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32124,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Pelan mengejar cahaya telah diperolehi.
32125,Gula-gula Arnab (30 hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.","Dapat dari pembelian Kulit ""Kexin"""
32126,Guru Lukisan Gula (30 hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.","Dapat dari pembelian Kulit ""Keyi"""
32127,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.","Muat turun ""Mini Star Workshop"" untuk mengetahui kaedah pemerolehan."
32128,Arnab Sambut Tahun Baru Cina (30 hari),"Kegunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari acara
32129,Versi terlalu rendah.,"Gunakan: Buka kunci bingkai avatar ini, anda boleh menukar di pusat peribadi selepas membuka kunci.",Aktiviti operasi mendapat
32130,Irama Semula Jadi (30 hari),"Penggunaan: Buka kunci bingkai avatar, boleh ditukar di Profil selepas dibuka kunci.",Dapat dari pembelian Kad Musim
