id编号,标题,内容,作者,是否匿名
357,Gajah berlumba dengan landak (Bahagian 1/2),"Pada suatu hari, Sang Gajah ternampak seekor landak lalu menyindirnya.
""Kecilnya badan kau. Haha!""
""Walaupun aku kecil, tetapi aku kuat, ""kata landak. ""Jika begitu, mari kita lumba lari. Tentu aku akan menang, kata Sang Gajah dengan sombong.
Landak bersetuju. Sebelum perlumbaan bermula, a meminta kawan-kawannya berada di tempat-tempat tertentu sepaniang perlumbaan.
(Bahagian 1/2)",,
358,Gajah berlumba dengan landak (Bahagian 2/2),"Apabila perlumbaan bermula, gajah mendahului landak dan menyangkakan ia akan menang.
""Hei, aku di sinilah"" kata landak yang berada di depan gajah.
Sebenarnya, setiap kali gajah berhenti, seekor landak tetap berada di hadapannya.
Akhirnya, landak memenangi pertandingan itu. Sang Gajah berasa amat malu akan perbuatannya.
(Bahagian 2/2)",,
359,<Lawak Harian>,"Rahsia panjang umur adalah...Bernafas secara berterusan, jangan putus nafas",,
360,<Lawak Harian>,"Jangan risau atau panik tentang perkara yang tidak dapat diselesaikan hari ini, kerana anda juga tidak akan dapat menyelesaikannya esok.",,
361,<Lawak Harian>,"Zaman sekarang orang kata nak tidur, tapi nak baring atas katil main handphone saja.",,
362,<Lawak Harian>,"""Anda mempunyai 1.2 juta peminat, itu menakjubkan!"" ""Apa yang menakjubkan? Saya membeli semua 1 juta itu."" ""Kemudian ada 200,000 lagi?"" ""Beli 1 juta dan dapatkan 200,000 percuma!""",,
363,<Lawak Harian>,"Guru itu bertanya dengan marah: Siapa yang makan kulit pisang di atas tanah? Xiao Ming berdiri dan berkata: Saya tidak tahu siapa yang makan kulitnya, tetapi saya makan pisang itu.",,
364,,"Tunggu sekejap, biar saya makan dulu baru bantu anda.",,
365,,"Saya cadangkan anda potong botak, sebab dapat menjimatkan masa, air, dan pencuci rambut.",,
366,,"Baju dipakai hari ini, boleh diterbalikkan untuk pakai pada hari esok.",,
367,,Jika aku bermuka dua. Manakah yang mungkin sedang aku pakai sekarang?,Abraham Lincoln,
368,Peribahasa Lawak,"Diam tak akan menyelesaikan masalah, tapi diam juga tak akan menimbulkan masalah.",,
369,Peribahasa Lawak,"Jangan makan ayam dan air Coke, takut nanti ayam ber-coke coke dalam perut",,
370,Peribahasa Lawak,"Carik-carik bulu ayam, lama-lama jadi shuttlecock",,
371,Peribahasa Lawak,"Kalah jadi abu, menang jadi arang, seri jadi abu bakar",,
372,Peribahasa Lawak,Sehari selambar benang lama-lama benang habis,,
373,Peribahasa Lawak,Alang-alang mandi biar guna sabun,,
374,Peribahasa Lawak,"Bila awak senyum, cantiknya,
bila awak ketawa, saya happy sangat,
bila awak marah, saya takut la,
bila awak diam, emm sunyinya,",,
375,<Lawak Harian>,"Atok : cu, pegi menyorok cepat cikgu kamu datang sebab kamu tak pi sekolah hari ini.
Cucu : atok la pi menyorok.
Atok : awat pulak hang ni?
Cucu : sebab saya bagitau cikgu saya tak datang sekolah sebab atok meninggal
Atok : good job my grandson, hang memang pandai buat lawak..",,
376,<Lawak Harian>,"Cinta berpegang pada janji,
 janji berpegang pada kasih,
 kasih berpegang pada kesetiaan,
 tapi awak apa?
 Berpegang pada handphone je.",,
377,Guri Emas (Bahagian 1/3),"Ada seorang peraih yang mempunyai lima orang anak yang malas bekerja. Pada suatu hari, seorang peladang tua jatuh sakit. Semakin sehari semakin uzur.
Dia tidak dapat bekerja. Pokok kelapa yang tidak dijaga sudah tidak subur lagi. Hasil pendapatan pun berkurangan.
Sebelum peladang itu meninggal dunia, dia berpesan kepada anak-anaknya. Dia menyuruh anak-anaknya mencari guri emas di dalam kebun. Setelah peladang itu meninggal dunia, anak-anaknya berebut-rebut mencari guri tersebut.
(Bahagian 1/3)",,
378,Guri Emas (Bahagian 2/3),"Mereka menyangkul di segenap batang pokok kelapa. Diwaktu siang dan malam. Mereka terus menggali di sana sini. Dari sehari ke sehari, mereka terus mencari guri emas itu. Tetapi guri emas itu tidak juga dijumpai.
Dijadikan cerita, pokok kelapa itu bertambah subur dan berbuah lebat. Pada suatu petang, datang peraih ke kebun. Dia membawa lori kerana hendak membeli buah kelapa dalam kuantiti yang banyak.
(Bahagian 2/3)",,
379,Guri Emas (Bahagian 3/3),"Hasil tuaian buah kelapa tadi, kelima-lima anak peladang itu mendapat wang yang banyak. Akhirnya mereka mulai sedar rupa-rupanya guri emas itu tidak wujud.
Apa yang bapa mereka mahukan adalah agar mereka rajin bekerja. Semenjak dari itu, mereka pun bekerja dengan lebih keras lagi.
Pengajaran adalah malas ialah sikap yang patut dijauhkan. Apabila kita rajin berusaha, kita akan mendapat hasilnya suatu hari nanti. 
(Bahagian 3/3)",,
380,Burung Hantu dan Belalang (Bahagian 1/3),"Pada petang musim panas, burung hantu tidur dengan nyenyak di lubang pokok. Namun, tiba-tiba belalang sedang menyanyi. Burung hantu itu terganggu dan meminta belalang untuk pergi dari situ.
“Hei, pergi kamu dari sini! Tidakkah anda mempunyai adab untuk mengganggu tidur orang tua? “
Namun, belalang itu menjawab dengan nada kasar bahawa dia juga mempunyai hak atas pokok itu. Lalu, dia menyanyi dengan suara yang lebih kuat. Burung hantu itu menyedari bahawa berdebat tidak akan ada gunanya.
(Bahagian 1/3)",,
381,Burung Hantu dan Belalang (Bahagian 2/3),"Akhirnya, burung hantu memikirkan cara menghukum belalang. Dia juga memusingkan badannya ke lubang pokok dan berkata dengan sangat ramah.
“Hai belalang, jika saya terus bangun saya pasti akan mendengar anda menyanyi. Tetapi disini tidak ada makanan atau minuman untuk anda. Apa kata anda datang ke sarang saya agar saya boleh hidangkan minuman”.
(Bahagian 2/3)",,
382,Burung Hantu dan Belalang (Bahagian 3/3),"Akhirnya, belalang termakan hasutan dan pujian burung hantu. Dia melompat ke sarang burung hantu dan burung hantu pun segera menerkam dan memakan belalang itu.
Pengajaran adalah hidup bermasyarakat memerlukan kita mengamalkan sikap bertimbang rasa. Janganlah sesuka hati melakukan apa sahaja tanpa memikirkan keadaan orang lain.
(Bahagian 3/3)",,
383,Orang Bodoh dan Keldai (Bahagian 1/3),"Suatu hari, seorang lelaki dengan anak lelakinya sedang berjalan sambil memimpin keldai mereka ke pasar. Mereka menemui seorang lelaki yang berkata,
“Kamu bodoh, ada keldai mengapa kamu berjalan?” Lalu Si Ayah pun meminta anaknya menaiki keldai itu dan mereka meneruskan perjalanan.
Tidak lama kemudian, mereka bertemu lelaki lain. Kali ini lelaki itu berkata,
“Kamu anak yang pemalas. Mengapa kamu menunggang keldai sedangkan Si Ayah dibiarkan berjalan? ” Akhirnya, si ayah meminta anaknya turun. Kini gilirannya pula menunggang keldai sementara anaknya berjalan.
(Bahagian 1/3)",,
384,Orang Bodoh dan Keldai (Bahagian 2/3),"Tidak jauh, mereka bertemu sekumpulan wanita yang saling berbisik, “Anak yang malang. Ayahnya menunggang keldai sambil berjalan. ” Bingung dengan apa yang harus dilakukan, akhirnya si ayah mengajak anaknya menaiki haiwan kesayangannya.
Sekali lagi, mereka bertemu dengan penduduk setempat yang mengejek, “Bukankah kalian berdua malu membuat keldai malang itu menanggung tubuh besarmu?”
(Bahagian 2/3)",,
385,Orang Bodoh dan Keldai (Bahagian 3/3),"Bapa dan anak lelaki turun. Setelah banyak berfikir, mereka akhirnya memutuskan untuk mengikat kaki keldai ke tiang. Mereka berdua kemudian meneruskan perjalanan sambil membawa tiang dan keldai.
Orang-orang yang lalu-lalang menertawakan kebodohan mereka. Tiba di jambatan, ikatan kaki keldai menjadi longgar. Keadaan itu mengakibatkan keldai jatuh ke sungai dan akhirnya lemas. Bapa dan anak kehilangan keldai mereka selama-lamanya.
Pengajaran adalah kadang-kala orang akan menghakimi tanpa mengetahui hal sebenar seseorang. Namun, selagi kita mengetahui tujuan sesuatu perbuatan itu, maka kata-kata dari orang sekeliling seharusnya tidak memberi apa-apa kesan ke atas diri kita.
(Bahagian 3/3)",,
386,Pengembala biri-biri dan Serigala (Bahagian 1/3),"Pada zaman dahulu, tinggal seorang budak lelaki di sebuah kampung. Setiap hari dia bekerja menjaga kambing biri-biri tuannya di hutan.
Memandangkan dia terus melakukan aktiviti yang sama, dia merasa bosan. Suatu hari, dia terfikir untuk mengerjakan orang kampung sebagai hiburan. Dia berlari ke arah desa sambil menjerit ketakutan, “Ada serigala! Ada serigala! “
(Bahagian 1/3)",,
387,Pengembala biri-biri dan Serigala (Bahagian 2/3),"Seperti yang dijangkakan, penduduk setempat berlari ke arah pinggir hutan untuk menghalau serigala itu. Tetapi ketika mereka sampai di sana, sama sekali tidak ada serigala. Sebaliknya, lelaki gembala itu ketawa terbahak-bahak. Mereka mulai sedar bahawa mereka telah ditipu.
Beberapa hari kemudian, budak itu sekali lagi membuat helah. Sekali lagi penduduk kampung berlari ke pinggir hutan. Namun, mereka ditipu kali kedua. Mereka pulang ke rumah sambil bersungut-sungut.
(Bahagian 2/3)",,
388,Pengembala biri-biri dan Serigala (Bahagian 3/3),"Suatu hari pada waktu petang, tiba-tiba seekor serigala muncul dari hutan. Kanak-kanak itu menjerit ketakutan seraya meminta pertolongan. Tetapi kali ini, penduduk kampung tidak mahu mempercayainya kerana berfikir budak pengembala itu hanya ingin bermain-main sahaja.
Tiada siapa datang membantu. Akibatnya serigala dengan bebas membunuh dan memakan semua biri-biri. Sementara itu, budak lelaki tersebut hanya dapat menonton dari kejauhan dan bingung tentang apa yang harus dikatakan kepada tuannya.
Pengajaran adalah kepercayaan ialah satu hal yang sangat berharga. Apabila ia dikhianati, tiada apa lagi yang boleh mengembalikannya.
(Bahagian 3/3)",,
389,Anjing Yang Tamak (Bahagian 1/2),"Pada suatu hari, ada seekor anjing yang berasa amat bangga kerana telah mendapat seketul tulang yang besar dari pasar. Ia menggonggong tulang itu sambil berlari ke tempat yang selamat untuk memakan tulang itu.
Anjing tersebut sampai ke sebatang air sungai yang mempunyai air yang sangat jernih. Ia mula berjalan dengan perlahan-lahan untuk menyeberangi sungai tersebut.
(Bahagian 1/2)",,
390,Anjing Yang Tamak (Bahagian 2/2),"Tiba-tiba, ia ternampak bayangannya di dalam sungai yang jernih itu memandang dirinya dan menyangka itu adalah anjing lain yang menggonggon tulang juga!
Anjing itu berfikir tulang itu nampak lebih besar, jadi ia mahu mengambilnya. Anjing itu pun membuka mulutnya untuk merampas tulang daripada “anjing lain” itu, malangnya tulang tersebut jatuh ke dalam sungai dan dibawa pergi oleh arus sungai. Bayangan anjing tersebut dalam sungai itu pun hilang.
Pengajaran: Jangan tamak dan bersyukur dengan apa yang ada. 
(Bahagian 2/2)",,
391,Burung Gagak Yang Pandai (Bahagian 1/2),"Pada suatu hari yang panas terik, seekor burung gagak berasa sangat dahaga dan ingin mencari air untuk diminum.
Setelah lama mencari air, burung gagak tersebut terjumpa sebuah botol berisi air. Ia melihat ke dalam botol tersebut dan mendapati ia mempunyai air.
Walau bagaimanapun, kepala botol itu terlalu sempit untuk burung gagak tersebut memasukkan mulut ke dalamnya.
(Bahagian 1/2)",,
392,Burung Gagak Yang Pandai (Bahagian 2/2),"Setelah berfikir sebentar, burung gagak itu mula mengambil batu yang kecil satu demi satu dan memasukkannya ke dalam botol tersebut.
Lama-kelamaan, paras air di dalam botol tadi mula meninggi kerana ditolak oleh ketulan batu tadi. Akhirnya, si burung gagak pun dapat meminum air tersebut.
Pengajaran: Usaha yang gigih dapat membuahkan hasil lumayan.
(Bahagian 2/2)",,
393,Batu Besar Di Atas Jalan (Bahagian 1/3),"Suatu ketika dahulu, seorang raja di sebuah negeri memerintahkan pekerja-pekerjanya untuk meletakkan satu batu besar di atas jalan.
Setelah batu itu diletakkan, raja tersebut bersembunyi ditepi jalan untuk melihat siapa yang akan menolong mengalihkan batu besar tersebut.
(Bahagian 1/3)",,
394,Batu Besar Di Atas Jalan (Bahagian 2/3),"Golongan orang kaya dan pedagang yang lalu tidak melakukan apa-apa untuk mengalihkannya, sebaliknya hanya melihat dan mengadu tentang keadaan tersebut dan menyalahkan raja negeri itu kerana tidak membuat apa-apa.
Selepas beberapa ketika, seorang petani yang miskin yang sedang membawa beban di atas bahunya berhenti dan bertungkus lumus untuk menolak batu besar tersebut untuk memudahkan orang lain berjalan di atasnya.
(Bahagian 2/3)",,
395,Batu Besar Di Atas Jalan (Bahagian 3/3),"Kemudian dia ternampak satu beg kecil di mana batu tadi berada, dan mendapati di dalamnya mempunyai syiling emas dan nota daripada raja tadi yang menyatakan emas tersebut adalah pemilik sesiapa yang menolong mengalihkan batu tersebut.
Pengajaran: Halangan di jalan dapat membantu kita menjadi lebih baik dan menolong sesiapa akan dibalas dengan sesuatu yang lumayan. 
(Bahagian 3/3)",,
396,Tikus Bermesyuarat (Bahagian 1/3),"Di dalam sebuah rumah, tinggal sekumpulan tikus. Semua tikus itu hidup aman dan bahagia. Mereka selalu dapat mencuri makanan. Mereka tidak pernah berasa risau tentang makanan. Mereka selalu dapat makan sehingga kenyang.
Pada suatu hari, tuan rumah itu membawa pulang seekor kucing. Kucing itu besar dan garang. Tuan rumah itu memelihara kucing tersebut. Semua tikus berasa sangat susah hati. Mereka takut pada kucing itu. Mereka tidak bebas mencari makanan seperti dahulu lagi. 
(Bahagian 1/3)",,
397,Tikus Bermesyuarat (Bahagian 2/3),"Pada suatu hari, semua tikus itu bermesyuarat. Salah seekor tikus berkata, “Kita gantungkan loceng pada leher kucing itu.” Semua tikus bersetuju. Mereka sangat gembira dengan cadangan itu.
“Kalau kucing itu datang, loceng di lehernya akan berbunyi. Kita boleh lari. Kita akan selamat,” kata mereka. “Tetapi siapakah yang berani pergi gantungkan loceng itu?” tanya seekor tikus lagi. 
(Bahagian 2/3)",,
398,Tikus Bermesyuarat (Bahagian 3/3),"Tiada siapa yang berani menjawab soalan itu. Tiada siapa yang berani pergi menggantungkan loceng itu. Akhirnya, mereka terpaksa berpindah dari situ.
Pengajaran adalah perancangan tidak akan berjaya tanpa tindakan. Sesuatu perkara mustahil untuk direalisasikan tanpa usaha dan keberanian. 
(Bahagian 3/3)",,
399,,Apakah kandungan botol hanyut yang paling anda suka?,,
400,,"Berani anda memberi ceramah di depan 10,000 orang?",,
