ID,名字,描述,获得方式
27101,Luna de Pesadilla (Permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",@Null@
27102,Glicita (Permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",@Null@
27103,Lico (Permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",@Null@
27104,Nini Despierta (Permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",@Null@
27105,Kaka Despierto (Permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",@Null@
27106,Campana de plata (permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",
27107,Corell (permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",
27108,Hombre Flame(permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",
27109,Hombre Halcón (permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",
27110,Rapunzel Lola (permanente),"Uso: Desbloquear esta skin a permanente (Si ya tiene esa skin, usted tendrá algunos frijoles después de usar esto)",
27111,Mega (Permanente),"Uso: Desbloquea la skin permanente. Si ya la tienes permanente, consigue unos mini frijoles.",
27112,Zorro de ensueño - Huayang (permanente),"Uso: obtenga la piel permanentemente . (Si ya tienes la piel permanentemente, obtendrás algunos Mini frijoles)",
27113,Dreamy Fox · Huayang (Permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27114,Dreamy Fox · Huayang (Permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27115,Chica Brillante (permanente),"Uso: desbloqueará de forma permanente este dibujo de pulverización, que se puede ver en el sistema de pulverización. Si el patrón se ha desbloqueado de forma permanente, obtendrá algunos mini frijoles.",
27116,Chica Trixie (permanente),"Uso: desbloqueará de forma permanente este dibujo de pulverización, que se puede ver en el sistema de pulverización. Si el patrón se ha desbloqueado de forma permanente, obtendrá algunos mini frijoles.",
27117,Chico Armadura (permanente),"Uso: desbloqueará de forma permanente este dibujo de pulverización, que se puede ver en el sistema de pulverización. Si el patrón se ha desbloqueado de forma permanente, obtendrá algunos mini frijoles.",
27118,Lumil (permanente),"Uso: desbloqueará de forma permanente este dibujo de pulverización, que se puede ver en el sistema de pulverización. Si el patrón se ha desbloqueado de forma permanente, obtendrá algunos mini frijoles.",
27119,Lucía (permanente),"Uso: desbloqueará de forma permanente este dibujo de pulverización, que se puede ver en el sistema de pulverización. Si el patrón se ha desbloqueado de forma permanente, obtendrá algunos mini frijoles.",
27120,Pulgarcita Tiny (Permanente),"Uso: Desbloquea la skin permanente. Obtenga algunos Mini Frijoles si se ha desbloqueado permanentemente,",
27121,Bebé Dragón (permanente),"Uso: gana 1 día de tiempo de uso para este vestido. Si el vestido se ha desbloqueado permanentemente, obtendrá algunos mini frijoles.",
27122,Tang San (permanente),Uso: Desbloquea esta skin permanentemente. Obtenga algunos Mini Frijoles si la skin se ha desbloqueado permanentemente.,
27123,Xiao Wu (permanente),Uso: Desbloquea esta skin permanentemente. Obtenga algunos Mini Frijoles si la skin se ha desbloqueado permanentemente.,
27124,Bibi Dong (permanente),Uso: Desbloquea esta skin permanentemente. Obtenga algunos Mini Frijoles si la skin se ha desbloqueado permanentemente.,
27125,Óscar (permanente),Uso: Desbloquea esta skin permanentemente. Obtenga algunos Mini Frijoles si la skin se ha desbloqueado permanentemente.,
27126,Ma Hongjun (permanente),Uso: Desbloquea esta skin permanentemente. Obtenga algunos Mini Frijoles si la skin se ha desbloqueado permanentemente.,
27127,Qiluo (permanente),Uso: Desbloquea esta skin permanentemente. Obtenga algunos Mini Frijoles si la skin se ha desbloqueado permanentemente.,
27128,Dai Mubai (permanente),"Uso: desbloquea esta skin permanentemente (si ya tienes la skin permanente, obtendrás algunos frijoles después de usarlo)",
27129,Zhu Zhuqing (permanente),"Uso: desbloquea esta skin permanentemente (si ya tienes la skin permanente, obtendrás algunos frijoles después de usarlo)",
27130,Ning Rongrong (permanente),"Uso: desbloquea esta skin permanentemente (si ya tienes la skin permanente, obtendrás algunos frijoles después de usarlo)",
27131,Princesa de Nieve Meowphy (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27132,Nym Nubes Suaves (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27133,Fantasma de la Selva Arroyo(Permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27134,Mecomyn (permanente),"Uso: desbloquea esta skin permanentemente (si ya tienes la skin permanente, obtendrás algunos frijoles después de usarlo)",
27135,Erica Branca (permanente),"Uso: desbloquea esta skin permanentemente (si ya tienes la skin permanente, obtendrás algunos frijoles después de usarlo)",
27136,Cazador de sueños (permanente),"Uso: Desbloquea permanente. Si ya está desbloqueado permanentemente, obtendrá unos mini frijoles.",
27137,Águila tribal Kaka (Permanente),"Uso: Desbloquea permanente. Si ya está desbloqueado permanentemente, obtendrá unos mini frijoles.",
27138,Jefa Tribal Nini (permanente),"Uso: Desbloquea permanente. Si ya está desbloqueado permanentemente, obtendrá unos mini frijoles.",
27139,Jefe (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27140,Esposa del Jefe (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27141,Kaka (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27142,Nini (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27143,Bearly (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27144,Capitán Tom (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27145,Agente Laura (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27146,Catty Cindy (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27147,Asistente Peter (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27148,Profesor Stephen (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27149,Coolism Lasher (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27150,Tessa Fantasía Rosa (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27151,Puesta de Sol Rosa Arroyo (Permanente),"Uso: Desbloquea el look de forma permanente. Si el look se ha desbloqueado de forma permanente, consigue unos mini frijoles.",
27152,HotPot (permanente),"Uso:Si se ha desbloqueado permanentemente, obtenga algunos mini frijoles.",
27153,Heather Naranja de Crema (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27154,Hiyama Verano de Estanque (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27155,Mihe (permanente),"Uso: Desbloquear permanentemente la skin. Si ya la tienes permanentemente, obtendrás algunos minifrijoles.",
27156,Caqui (permanente),"Uso: Desbloquear la skin permanentemente. Si ya la tienes, obtendrás unos mini frijoles.",
27157,Kelly (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27158,Pureza eterna(permanente),"Uso: Desbloquear la skin permanentemente. Si ya la tienes, obtendrás unos mini frijoles.",
27159,Velo de novia,"Uso: Desbloquear la skin permanentemente. Si ya la tienes, obtendrás unos mini frijoles.",
27160,Carper Demon Dragon (Permanente),"Uso: Desbloquear la skin permanentemente. Si ya la tienes, obtendrás unos mini frijoles.",
27161,Demonio Cazador de Ghast(Permanente),"Uso: Desbloquear la skin permanentemente. Si ya la tienes, obtendrás unos mini frijoles.
Espada brillante",
27162,Sonata de invierno de Orión (permanente),"Uso: Desbloquea permanentemente la skin. Si han desbloqueado permanentemente, obtenga algunos mini frijoles.",
27163,Gatito Blanco Feifei (permanente),"Uso: Desbloquea permanentemente la skin. Si han desbloqueado permanentemente, obtenga algunos mini frijoles.",
27164,Amanecer Luciana (permanente),"Úselo para desbloquear esta skin durante 1 día. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27165,Anochecer Luciana  (permanente),"Úselo para desbloquear esta skin durante 1 día. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27166,Ardillana (permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27167,Agente Rayo Verde (Permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27168,Espejo Carmesí (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27169,Sonata de Invierno de Marilyn (permanente),"Uso: Desbloquea permanentemente la skin. Si han desbloqueado permanentemente, obtenga algunos mini frijoles.",
27170,Geada Alice (permanente),"Uso: Desbloquea permanentemente la skin. Si han desbloqueado permanentemente, obtenga algunos mini frijoles.",
27171,"Galaxy Streamer, Norrie (para siempre)","Uso: Desbloquea permanentemente el atuendo. Si el atuendo ya está desbloqueado de forma permanente, consigue unos mini frijoles.",
27172,"Nebula Flash Dream, Becco (para siempre)","Uso: Desbloquea permanentemente el atuendo. Si el atuendo ya está desbloqueado de forma permanente, consigue unos mini frijoles.",
27173,Nieve redonda (permanente),"Uso: Desbloquea permanentemente la skin. Si han desbloqueado permanentemente, obtenga algunos mini frijoles.",
27174,Firecracker (permanente),"Uso: Desbloquea permanentemente la skin. Si han desbloqueado permanentemente, obtenga algunos mini frijoles.",
27175,"Señor del Palacio Aguamarina, Canorus (para siempre)","Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27176,Señor de Platillana Elias (permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27177,Kexin (permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27178,Keyi (permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27179,Perot (permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27180,Lonas(permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27181,Soundwave (permanente),"Uso: Desbloquea permanentemente esta skin. Si la skin ya está desbloqueada de forma permanente, puede obtener algunos mini frijoles.",
27182,Mango (permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27183,Xiao Yuaner (para siempre),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27184,Nora (permanente),"Úselo para desbloquear esta skin durante 1 día. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27185,León (permanente),"Úselo para desbloquear esta skin durante 1 día. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27186,Rebecca (Permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo se ha desbloqueado permanentemente, consigue unos mini frijoles.",
27187,Kim (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27188,Mágica Guía Sagrada Felicia(Permanente),"Uso: Desbloquea permanentemente el skin. Si el skin ya está desbloqueada de forma permanente, puede obtener algunos mini frijoles.",
27189,Fairyland Hada Felicia (Permanente),"Uso: Desbloquea permanentemente el skin. Si el skin ya está desbloqueada de forma permanente, puede obtener algunos mini frijoles.",
27190,Valena (permanente),"Uso: Desbloquea permanentemente esta skin. Si la skin ya está desbloqueada de forma permanente, puede obtener algunos mini frijoles.",
27191,Marco (permanente),"Uso: Desbloquea permanentemente esta skin. Si la skin ya está desbloqueada de forma permanente, puede obtener algunos mini frijoles.",
27192,Irene (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27193,Elton (permanente),"Uso: Desbloquea permanentemente esta skin. Si la skin ya está desbloqueada de forma permanente, puede obtener algunos mini frijoles.",
27194,Ritmo ciano (permanente),"Uso: Desbloquea permanentemente esta skin. Si la skin ya está desbloqueada de forma permanente, puede obtener algunos mini frijoles.",
27195,Grey (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27196,Fantasía Violeta (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27197,Muuuu (permanente),"Úselo para desbloquear esta skin de forma permanente. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27198,Flor Qiqi (permanente),"Úselo para desbloquear esta skin de forma permanente. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27199,Agua de manantial clara (permanente),"Úselo para desbloquear esta skin de forma permanente. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27200,Gaogao (permanente),"Úselo para desbloquear esta skin de forma permanente. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27201,Grano de Chocolate (permanente),"Úselo para desbloquear esta skin de forma permanente. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27202,Espadachín audaz (permanente),"Úselo para desbloquear esta skin de forma permanente. Si la skin se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27203,Nipro (permanente),"Uso: Desbloquear la skin permanentemente. Si ya la tienes, conseguirás unos mini frijoles.",
27204,Bofill (permanente),"Uso: Desbloquear la skin permanentemente. Si ya la tienes, conseguirás unos mini frijoles.",
27205,"Emperadora del Mar, Lingxi (Permanente)","Uso: Desbloquear la skin permanentemente. Si ya la tienes, conseguirás unos mini frijoles.",
27206,"Hada de la Perla, Lingxi (Permanente)","Uso: Desbloquear la skin permanentemente. Si ya la tienes, conseguirás unos mini frijoles.",
27207,Hein (permanente),"Uso: Desbloquear la skin permanentemente. Si ya la tienes, conseguirás unos mini frijoles.",
27208,Halvi (permanente),"Uso: Desbloquear la skin permanentemente. Si ya la tienes, conseguirás unos mini frijoles.",
27209,Geláni (permanente),"Uso: Desbloquear la skin permanentemente. Si ya la tienes, conseguirás unos mini frijoles.",
27210,Big Mar (permanente),"Uso: Desbloquea permanentemente el atuendo. Si el atuendo ya está desbloqueado permanentemente, consigue algunos mini frijoles.",
27211,Marlene (permanente),"Uso: Desbloquea permanentemente el atuendo. Si el atuendo ya está desbloqueado permanentemente, consigue algunos mini frijoles.",
27212,Sábana Superman (permanente),"Uso: Desbloquear esta skin a permanente. Si ya tiene esa skin, usted obtendrá algunos mini frijoles",
27213,Ángel (permanente),"Uso: Desbloquear esta skin a permanente. Si ya tiene esa skin, usted obtendrá algunos mini frijoles",
27214,Isaías (permanente),"Uso: Desbloquear esta skin a permanente. Si ya tiene esa skin, usted obtendrá algunos mini frijoles",
27215,Barricade(Permanente),"Úselo para desbloquear esta skin de forma permanente. Si se ha desbloqueado de forma permanente, obtendrá algunos Mini Frijoles.",
27216,Cozy (permanente),"Consigue la skin permanentemente . Si el skin se ha desbloqueado permanentemente, obtendrás unas mini frijoles.",
27217,Manzanilla (permanente),"Consigue la skin permanentemente . Si el skin se ha desbloqueado permanentemente, obtendrás unas mini frijoles.",
27218,Chica Tormenta(Permanente),"Consigue la skin permanentemente . Si el skin se ha desbloqueado permanentemente, obtendrás unas mini frijoles.",
27219,Principe Loto (permanente),"Consigue la skin permanentemente . Si el skin se ha desbloqueado permanentemente, obtendrás unas mini frijoles.",
27220,Mago Lluvia(permanente),"Consigue la skin permanentemente . Si el skin se ha desbloqueado permanentemente, obtendrás unas mini frijoles.",
27221,Juventud (permanente),"Consigue la skin permanentemente . Si el skin se ha desbloqueado permanentemente, obtendrás unas mini frijoles.",
27222,Doris (permanente),"Uso: Desbloquear esta skin a permanente. Si ya tiene esa skin, usted obtendrá algunos mini frijoles",
27223,Dole (permanente),"Uso: Desbloquear esta skin a permanente. Si ya tiene esa skin, usted obtendrá algunos mini frijoles",
27224,Lambert (permanente),"Uso: Desbloquear esta skin a permanente. Si ya tiene esa skin, usted obtendrá algunos mini frijoles",
27225,Martini (permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo ya está desbloqueado permanentemente, consigue algunos mini frijoles.",
27226,San Óptimo (Permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo ya está desbloqueado permanentemente, consigue algunos mini frijoles.",
27227,Sueño Real de Verano (Perpetuo),"Uso: Desbloqueo permanente piel. Si ya desbloqueaste, Mini beans.",
27228,Estrella Berinda (Permanente),"Uso: Desbloqueo permanente piel. Si ya desbloqueaste, Mini beans.",
27229,Tibio sol Pañi（perma）,"Uso: Desbloqueo permanente piel. Si ya desbloqueaste, Mini beans.",
27230,Sueño Lorna (Permanente),"Uso: Desbloqueo permanente piel. Si ya desbloqueaste, Mini beans.",
27231,Té Azul Sakura (permanente),"Uso: Desbloqueo permanente piel. Si ya desbloqueaste, Mini beans.",
27232,Galería (permanente),"Uso: Desbloqueo permanente piel. Si ya desbloqueaste, Mini beans.",
27233,Diana  (Permanente),"Uso: Desbloqueo permanente piel. Si ya desbloqueaste, Mini beans.",
27234,Aiden (permanente),"Uso: Desbloqueo permanente piel. Si ya desbloqueaste, Mini beans.",
27235,Thaenos (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27236,Tresno (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27237,Yan Rui el Zorro Alado (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27238,Yan Rui el Zorro de Arce (Permanente),"Utilízalo para desbloquear esta Apariencia de manera permanente. Si la Apariencia se ha desbloqueado de manera permanente, obtendrás algunos Mini Frijoles.",
27239,Cynthia (Permanente),Desbloqueo permanente. Mini monedas si ya desbloqueado.,
27240,Scor (Permanente),Desbloqueo permanente. Mini monedas si ya desbloqueado.,
27241,Scarlett (permanente),Desbloqueo permanente. Mini monedas si ya desbloqueado.,
27242,Fiona en verano(Permanente),"Desbloqueo permanente, si ya desbloqueado, mini monedas.",
27243,Bonnie(Permanente),"Desbloqueo permanente, si ya desbloqueado, mini monedas.",
27244,Yami Diablo Rojo (permanente),"Uso: Desbloquea el atuendo de forma permanente. Si el atuendo ya está desbloqueado permanentemente, consigue algunos mini frijoles.",
27245,Hada de Nieve (Permanente),"Úsalo para desbloquear permanentemente este Atuendo. Si el Atuendo se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27246,Hada Invernal (Permanente),"Úsalo para desbloquear permanentemente este Atuendo. Si el Atuendo se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27247,Color Radiante (Permanente),"Uso: Desbloquear definitivamente. Si ya está desbloqueado, recibe mini frijoles.",
27248,Valentín (Permanente),Desbloquea esta piel permanentemente para obtener Mini Beans.,
27249,Gobio (Permanente),Desbloquea esta piel permanentemente para obtener Mini Beans.,
27250,,,
27251,Guerrera Carmesí - Mulan (Permanente),"Úsalo para desbloquear permanentemente este Atuendo. Si el Atuendo se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27252,Cruce de Sueños - Mulan (Permanente),"Úsalo para desbloquear permanentemente este Atuendo. Si el Atuendo se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27253,Janet (Permanente),"Úsalo para desbloquear permanentemente este Atuendo. Si el Atuendo se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27254,Brest (Permanente),"Úsalo para desbloquear permanentemente este Atuendo. Si el Atuendo se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27255,Saralina (Permanente),"Úsalo para desbloquear permanentemente este Atuendo. Si el Atuendo se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27256,Cariño (Permanente),"Úsalo para desbloquear permanentemente este Atuendo. Si el Atuendo se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27257,Shining Lulu (Permanente),"Úsalo para desbloquear permanentemente este Atuendo. Si el Atuendo se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27258,,,
27260,Shanzhu (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27261,Chef Miau Encantador (permanente),"Uso: Desbloquea permanentemente ese disfraz. Si ya lo has desbloqueado permanentemente, recibirás algunos frijoles mini.",
27262,"Agente Especial de Bestias, Nani (permanente)","Uso: Desbloquea permanentemente ese disfraz. Si ya lo has desbloqueado permanentemente, recibirás algunos frijoles mini.",
27263,Señora del Bosque (permanente),"Uso: Desbloquea permanentemente ese disfraz. Si ya lo has desbloqueado permanentemente, recibirás algunos frijoles mini.",
27264,"Princesa de Hielo, Eilena (permanente)","Uso: Desbloquea permanentemente ese disfraz. Si ya lo has desbloqueado permanentemente, recibirás algunos frijoles mini.",
27265,"Princesa de Hielo, Evelyn (permanente)","Uso: Desbloquea permanentemente ese disfraz. Si ya lo has desbloqueado permanentemente, recibirás algunos frijoles mini.",
27266,Señor de los Peces Gemelos Isis (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27267,Señora de los Peces Gemelos Helena (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27268,Guardiana del Vacío Serina (Pemanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27269,Sombra del Vacío Serina (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27270,Flores Exquisitas (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27271,Chico Dragón (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27272,Chica koi (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27273,Oveja Agradable (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27274,Oveja Perezosa (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27275,Lobo Gris (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27276,Dulce Amor de Bayas (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27277,Angelica (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27278,Mini - Avión de Combate Carmesí (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27279,Moda del Dragón (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27280,Fitter (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27281,Eilo (Permanente),"Úsalo para desbloquear permanentemente esta apariencia. Si la apariencia se ha desbloqueado permanentemente, recibirás algunos mini-frijoles.",
27282,,,
27283,,,
27284,Chica Naranja (Permanente),"Úselo para desbloquear esta máscara de forma permanente. Si la máscara se ha desbloqueado permanentemente, obtendrás algunos Mini Beans.",
27285,Tinta Bambú (Permanente),"Úselo para desbloquear esta máscara de forma permanente. Si la máscara se ha desbloqueado permanentemente, obtendrás algunos Mini Beans.",
27286,Cometa (Permanente),"Úselo para desbloquear esta máscara de forma permanente. Si la máscara se ha desbloqueado permanentemente, obtendrás algunos Mini Beans.",
27287,Guardián carmesí (permanente),"Úselo para desbloquear esta máscara de forma permanente. Si la máscara se ha desbloqueado permanentemente, obtendrás algunos Mini Beans.",
27288,Cherry Insight (permanente),"Úselo para desbloquear esta máscara de forma permanente. Si la máscara se ha desbloqueado permanentemente, obtendrás algunos Mini Beans.",
27289,Cereza de primavera (permanente),"Úselo para desbloquear esta máscara de forma permanente. Si la máscara se ha desbloqueado permanentemente, obtendrás algunos Mini Beans.",
27290,Frey (Permanente),"Úselo para desbloquear esta máscara de forma permanente. Si la máscara se ha desbloqueado permanentemente, obtendrás algunos Mini Beans.",
27291,Bendición de bayas Lin Yun (permanente),"Úselo para desbloquear esta máscara de forma permanente. Si la máscara se ha desbloqueado permanentemente, obtendrás algunos Mini Beans.",
27292,Donut Conejo Yue Po (Permanente),"Úselo para desbloquear esta máscara de forma permanente. Si la máscara se ha desbloqueado permanentemente, obtendrás algunos Mini Beans.",
28000,@Null@,@Null@,@Null@
30000,@Null@,@Null@,@Null@
32000,@Null@,@Null@,@Null@
32001,Cherry-Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
32002,Casco antiguo - Estado(30 días),"Uso: desbloquea este marco para usarlo. Usa y cambia de Perfil, Avatar.",Obtenido del evento
