ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
191,Deidad Shen,"Un maestro celestial, guapo, inmortal y exiliado. Es bueno con las ilusiones, y se puede  transformar en grúa para escapar del mundo. Parece que hay una misteriosa identidad desconocida para los forasteros que está muy unida al Hada de la Luna, y lo que más teme es que se enfade.",Obtenido de Gashapon,Avatar: Desbloquear el avatar,Efectos corporales: ¡Hay un aura azul flotando alrededor!,@Null@,,,
192,Yun Yan,"Es la hija menor del clan del Zorro, y Cang Hong, el hada de la espada de la nebulosa, es su amiga desde hace mucho tiempo. Influenciada por Cang Hong, no le gusta la magia ni la tecnología, y le gusta trastear con todo tipo de artilugios mecánicos, lo que la hace parecer un bicho raro en el clan. Sin embargo, a Yun Yan no le importa, ¡los demás no conocen la tecnología y lo increíble que es!",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Corazones rosas flotan alrededor!,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
193,Cang Hong,"El ""Inmortal de la Espada"", además del nombre de Cang Hong que circula por la arena, nadie conoce su edad, origen y residencia. Se dice que su espada es una espada inmortal. Al blandirla, la espada brilla con una luz inmortal, que puede cortarlo todo. Pero lo que se sabe poco es que esta espada en realidad proviene de la estrella de Gomanda...",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡El cuerpo brilla con luz de hada!,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
194,Katrina,"¿Cuánto tiempo tardarias en olvidar a quien amaste tanto?
A ella le tomo 500 años, mensajera oscura, espera eterna su llegada cada dia y cada noche. Y en cada una de ellas se vuelve una bailarina no muerta, solo para verlo una vez mas.

Inspirado en la Obra de PixiNyan",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Las mariposas están flotando!,@Null@,,,
195,Chica Araña,"Me gusta ponerme en la mira, un segundo despues, el cazador no puede ni siquiera escapar.
No hay esperanza, renuncia a la resistencia. Después de todo, el sueño más dulce del mundo es la red que he tejido para ti.",@Null@,Avatar: Desbloquear el avatar,Huellas al caminar: Deje marcas de arañas en su forma de caminar.,@Null@,,,
196,Miranda,"Dame la fuerza y la sabiduría. El ardiente sol rojo alimenta todas las cosas. Yo, que soy llamada la diosa del sol, ruego sinceramente que la luz de la vida nunca se apague.",@Null@,Efectos corporales: Se puede convertir en el juego y cambiar la forma,Avatar: Desbloquear el avatar,Efectos corporales: ¡El sol brilla en el cuerpo!,#cda5b0a Transformar: Clic en el boton derecho para alterar modo#n,,
197,Héroe Emperador,La armadura más fuerte del universo infinito es el mismo emperador. Está por encima del rey. La única y primera bestia acorazada.,@Null@,Efectos corporales: Se puede convertir en el juego y cambiar la forma,Avatar: Desbloquear el avatar,Huellas: Deja huellas de tótems emperadores por donde camines.,#cda5b0a Transformar: Clic en el boton derecho para alterar modo#n,,
198,Hu Xinyu,"Un maestro de las artes marciales que golpea, ¡y colecciona tesoros brillantes!
Todos son mis favoritos, desde los grandes lingotes y monedas de cobre hasta los pequeños cristales de concha.
¡Muéstra sinceridad y compartiré mi brillo!",@Null@,Avatar: Desbloquear el avatar,Huellas: Las huellas de los monederos se dejan dondequiera que camines.,@Null@,,,
199,Hu Xiaofeng,"El viento perforó el aire. La sangre agitó el corazón. Desafíate a ti mismo. No tengas miedo. ¡Desafíate a ti mismo! Engancha tus dedos, miles de movimientos, ¡vamos!",@Null@,Avatar: Desbloquear el avatar,Huellas: Las huellas de tigre se dejan por donde sea que caminas.,@Null@,,,
200,Evelyn,"Cruzando el arroyo, caminando por las montañas, escuchando a los pájaros picar, oliendo la fragancia de las flores silvestres. Si una mariposa se extravía en mi bolsillo, ¡no tengas miedo! La liberaré.",@Null@,Avatar: Desbloquear el avatar,Efectos en el cuerpo: Mariposas rosas flotando a tu alrededor.,@Null@,,,
201,Tyrinn,"La verdad se esconde en la selva. El misterio se esconde detrás de las colinas. Los conocimientos provienen del cerebro inteligente, pero la sabiduría brilla con la práctica.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Mariposas naranjas flotando a tu alrededor.,@Null@,,,
202,Frost,"Pelo como nube, ojos como joyas, horquillas como una mariposa. ¡Eres tan dulce como el algodón de azúcar! Ven, regálate conmigo la alegría en este ligero y suave mar de nubes.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Malvaviscos flotando en el cuerpo.,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
203,Hada Mariposa,@Null@,@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Mariposas moradas flotando a tu alrededor.,@Null@,,,
204,Héroe Flamígero,"El quinto elemento, el fuego, es el que tiene más capacidad y potencial.
Es la única armadura que permite convocar a dos personas al mismo tiempo. Es la armadura con el consumo de habilidades más lento",@Null@,Avatar: Desbloquear el avatar,Huellas: Las huellas del Flamígero se dejan dondequiera que camines.,@Null@,,,
205,Reina del Carnaval,Los vestidos de baile con incontables diamantes y lentejuelas brillaban con el oro bajo el brillante sol; la reina del carnaval canta y baila al ritmo de la música. Todos olvidan todos sus problemas entre el canto y el baile del carnaval.,@Null@,Avatar: Desbloquear el avatar,Huellas: Deja huellas de cintas de colores por donde camines.,@Null@,,,
206,Dwen de bambú,"¡El blanco y el negro son la combinación perfecta, pero me gustas en color tanto como el bambú verde! No me malinterpretes, no te comeré~",@Null@,Avatar: Desbloquear el avatar,@Null@,@Null@,,,
207,Héroe del Béisbol,"En el campo de béisbol, el 'bateador' y el 'lanzador' son increíbles.
Conocido como ""el flujo de doble cuchillo más fuerte de la historia.",@Null@,Avatar: Desbloquear el avatar,Huellas: Deja huellas de pelotas de béisbol por donde camines.,@Null@,,,
208,Mota,"Nadando libremente por las profundidades del mar.
Soy el que vuela en el océano. Soy el nadador más rápido del cielo.
Encuéntrame y sabras la verdad.",@Null@,Avatar: Desbloquea el avatar,Efectos en el cuerpo: Burbujas que caen de tu cuerpo.,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
209,Flor de Fuego,"Caramelo de manzana yukata de pez dorado, carillones de viento, fideos fritos fragantes,
Se acerca el festival de primavera, y el sonido de los fuegos artificiales sonará todo el día y la noche.
¡Mira, son fuegos artificiales! ¡Pide un deseo conmigo!",@Null@,Avatar: Desbloquea el avatar,Efectos especiales del cuerpo: ¡las flores rosadas flotan en el cuerpo!,@Null@,,,
210,Destello,"Realizando trucos de magia, germina el deseo de proteger.
Hexagrama, por favor sigue brillando,
¡Las oraciones de todos, tomé prestadas las estrellas para responder!",@Null@,Avatar: Desbloquea el avatar,Huellas: Hay huellas de estrellas de 6 puntas donde caminas,@Null@,,,
211,Faro,"Los tambores de guerra están rugiendo, ¿Dónde está mi enemigo?
El fuego está en el cielo, custodiando la patria sin temor a la muerte y las heridas.
¡La ira se convierte en un intento de lucha, la fe permanece en mi corazón y el dragón circular regresará eventualmente!",Se pueden obtener los elementos de desbloqueo a través de eventos.,Avatar: Desbloquea el avatar,Efectos especiales del cuerpo: ¡Las chispas están flotando!,@Null@,,,
212,Poeta soñador,"En artes marciales, puede montar a caballo y bailar una espada, y en cultura, puede pintar y recitar poesía.
¡Mira, soy invencible!",@Null@,Avatar: Desbloquea el avatar,Efectos especiales del cuerpo: ¡Las flores rosadas flotan en el cuerpo!,@Null@,,,
213,Capitán de Fútbol,"El niño que antes jugaba descalzo en la calle ahora se ha convertido en un águila imparable en el campo verde, driblando el balón, superándose constantemente y tirando fuerte a gol, creando mitos una y otra vez, llevando a su equipo a conquistar una vez más la victoria.",@Null@,Avatar: Desbloquea el avatar,@Null@,@Null@,,,
214,Shirley,"Miles de años de viento y nieve no pueden hacer que un corazón cálido se enfríe.
El muñeco de nieve como compañero también es un tipo de suerte.
Y mi deseo es que la nieve y el hielo no se derritan, y mis amigos puedan irse a casa.",@Null@,Avatar: Desbloquea el avatar,Huellas de caminar: Las huellas de copos de nieve se dejan donde caminas.,@Null@,,,
215,Budi,"Budi vive en el hermoso sudeste asiático y la moda es sinónimo de él.
Lo que más le gusta hacer es andar en motocicleta con amigos a lo largo de la costa con la brisa del mar galopando todo el camino.",@Null@,Avatar: Desbloquea el avatar,@Null@,@Null@,,,
216,Dewi,"En su tiempo libre, Dewi baila un elegante baile que su abuela le enseñó cuando era niña, y que siempre la lleva a pensar en su lejana infancia: el sol, la brisa del mar, el fresco olor de las hojas de las palmeras...",@Null@,Avatar: Desbloquea el avatar,@Null@,@Null@,,,
217,Portador de Sombras,"Una bailarina veloz, precisa y graciosa escondida en las sombras, su agilidad y su capucha verde oscuro son sus señas de identidad.
La gente no sabe su nombre, solo saben que bajo la sombra de las estrellas y la luna, habrá una mujer misteriosa que castiga el mal...",@Null@,Avatar: Desbloquea el avatar,@Null@,@Null@,,,
218,Princesa Loto,"El diseño de Princesa Loto es el ganador de la competencia de diseño de vestido de Miniworld Vietnam. La falda de Lolita y la chaqueta corta combinan lo lindo y atractivo, combinando la estética vietnamita tradicional con elementos modernos. Viajando por el pasado y el presente, el loto nace paso a paso, y la oreja dorada está en mis brazos, solo para encontrarte.",@Null@,Avatar: Desbloquea el avatar,Efectos especiales físicos: ¡Lotus está disperso en el cuerpo!,@Null@,,,
219,Luna de pesadilla,"Los conflictos con su hermana convirtieron a la Princesa Luna en Nightmare Moon, después de que una energía armoniosa la influenciara decidió regresar al lado de su hermana, usa su magia para levantar la Luna y salvaguardar los sueños de los ponys durante la noche.",@Null@,Avatar: Desbloquea el avatar,Efectos de cuerpo: Luz de estrellas flotando desde el cuerpo.,@Null@,,,
220,Glicita,"Los muros de las esquinas de las calles revelan mis huellas y los grafitis registran demasiados recuerdos. No dudes de mi arte, porque además de talento, también hay amor que se entrega.",@Null@,Avatar: Desbloquea el avatar,Huellas al Caminar: Deje huellas de graffiti donde camina.,@Null@,,,
221,Lico,"El graffiti es mi pasión del pasado al presente. Acostumbrado a expresar monólogo interior en obras. El graffiti es mi amor de ahora al futuro. Lo rocía a voluntad, es un genio del arte callejero.",@Null@,Avatar: Desbloquea el avatar,Huellas al Caminar: Deje huellas de graffiti donde camina.,@Null@,,,
222,Nini Despierta,"La pluma de águila se estrelló en el cielo y el cetro rodeó el territorio.
¡Es mi honor proteger la seguridad de la tribu!",@Null@,Avatar: Desbloquea el avatar,Efectos especiales del cuerpo: ¡las partículas de energía están flotando!,@Null@,,,
223,Kaka Despierto,La vela se apaga sin fuego. ¿Puede una ambición mantenerse después de todas las penalidades? ¡El joven siempre camina solo!,@Null@,Avatar: Desbloquea el avatar,Efectos especiales del cuerpo: ¡las partículas de energía están flotando!,@Null@,,,
224,Campana de Plata,"Con su mente inteligente y su investigación asidua, Campana de Plata resolvió el fenómeno del muguete venenoso de los valles y se convirtió en el símbolo guardián del muguete de platino de los valles en la mente de los estudiosos y personas de la conservación de plantas mágicas. ¡Ahora, ella y Huayouyou están explorando los misterios de las plantas mágicas del planeta Arcano!",,Avatar: Desbloquea el avatar,Huella para caminar: deje la huella de platino de platino.,,,,
225,Correia,"Prueba los productos de hielo de diversos sabores y explora los secretos en la punta de su lengua.
Geniales papilas gustativas, convirtiendo lo ordinario en magia.
Innumerables experimentos conducen al perfeccionismo.",,Avatar: Desbloquea el avatar,Efectos del cuerpo: ¡las hojas de limón y menta se extienden sobre el cuerpo!,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
226,,,,,,,,,
227,,,,,,,,,
228,Rapunzel Lola,"El llanto en la torre, la voz es clara pero a nadie le importa.
Preferencia de Dios, es fácil conseguirlo, pero es inevitable ser duro.
Hasta que se acaba el milagro, el ángel se va.
Dejó un páramo, no se sabe cuántos años de reencarnación.",,Avatar: Desbloquea el avatar,Efectos corporales: ¡los pétalos y las hojas están dispersas en el cuerpo!,,,,
229,Mega,"Mega, un genial fabricante de armas, está lleno de instrumentos de alta tecnología: la tela del abrigo es especial y parece ser invulnerable, Las gafas y las lentes parpadean con texto iluminado de vez en cuando, y se dice que el extraño dispositivo detrás de él contiene una energía poderosa. También se puede usar como cañón cuando sea necesario.",,Foto de perfil: Desbloquea la foto de perfil.,Efectos corporales: ¡Los flashes mecánicos flotan sobre el cuerpo!,,,,
230,Zorro Soñador Huayang,Difícilmente olvide la vida llena de pesadilla. Las cosas pasan con el tiempo. Expresar dolor a través de la cítara. Cuando cae la lluvia es el momento de la separación y no volver a encontrarse desde entonces.,,Efecto especial: cambia de color para cambiar el aspecto y el estado.,El efecto de marco de avatar y el cuerpo: marco de avatar exclusivo y flores de camelia de color rojo claro flotando en el cuerpo,#cda5b0aCambiar color: haga clic en el botón de cambio de color a la izquierda para cambiar el zorro al estado travieso e inocente.#n,#cda5b0aCambiar color: haga clic en el botón de cambio de color a la izquierda para cambiar el zorro al hermoso estado.#n,#cda5b0aObtenido solo por Gashapon Estrella#n,
231,Zorro Soñador Huayang,"Recuerdo que las flores florecían por todas las montañas, y las canciones y narrativas estaban llenas de prosperidad. Los años fugaces pasaron por la casa torii, y hubo risas y ruido en ese momento, y la luz de la primavera floreció en el yen.",@Null@,"Cambios especiales: ¡La función de cambio de color se puede realizar en el juego para cambiar
la forma y el estado!","Efectos de marco y cuerpo de Avatar: ¡Exclusivo marco de Avatar con grandes camelias rojas
flotando alrededor!","#cda5b0aCambio de color: Haga clic en el botón de cambio de color a la izquierda para cambiar
el zorro espíritu a un estado suave y fuerte. #n","#cda5b0aCambio de color: Haga clic en el botón de cambio de color a la izquierda para cambiar
el zorro espíritu a un estado hermoso y hermoso. #n",#cda5b0aObtenido solo por Gashapon Estrella#n,
232,Zorro Soñador Huayang,"El cuerpo está lleno de polvo y las flores de cerezo que caen se bañan en sangre y se regeneran. Buscando la luz primaveral para atravesar las nubes y la niebla, soñando con volver al borde de las olas verdes, el cinturón verde refleja la belleza.",,"Cambios especiales: ¡La función de cambio de color se puede realizar en el juego para cambiar la
forma y el estado!","Efectos de marco y cuerpo de Avatar: ¡Exclusivo marco de Avatar con camelias rojas oscuras
flotando alrededor!","#cda5b0aCambio de color: Haga clic en el botón de cambio de color a la izquierda para cambiar
el zorro espíritu a un estado suave y fuerte. #n","#cda5b0aCambio de color: Haga clic en el botón de cambio de color a la izquierda para cambiar
el zorro espíritu al estado travieso e inocente. #n",#cda5b0aObtenido solo por Gashapon Estrella#n,
233,Sunset Shimmer,"Sunset Shimmer es una unicornio que fue estudiante de la Princesa Celestia sin embargo, cuando no consiguió lo que deseaba rápidamente se volvió cruel y deshonesta; Con ayuda de Twilight y sus Amigas le han demostrado que existe el camino del bien.",,Perfil: desbloquear perfil.,Efectos especiales del cuerpo: ¡Hay un halo de resplandor flotando en el cuerpo!,,,,
234,Trixie Lulamoon,Trixie es una unicornio y una Maga Andante de Equestria que Adora llamar la Atención y Lucirse para parecer Mejor que los demás Ponis con su Magia. Al volverse amiga de Starlight Glimmer cambia su forma de ser y se vuelve mas humilde.,,Perfil: desbloquear perfil.,Efectos especiales del cuerpo: ¡La energía mágica está flotando!,,,,
235,Shining Armor,"Shining Armor es un unicornio y el hermano mayor de Twilight Sparkle. Esta casado con la Princesa Cadence; sirve a la princesa Celestia siendo el, El Capitán de la Guardia real de Canterlot.",,Perfil: desbloquear perfil.,Efectos especiales del cuerpo: ¡Estrellas brillantes dispersas están flotando en el cuerpo!,,,,
236,Lumiere,"Prueba el helado cremoso y mira cómo brillan las luces.
Monta en el tiovivo, ríe y grita juntos.
¡El entretejido fotoeléctrico refleja el momento alegre de ahora",,Perfil: desbloquear perfil.,Efectos especiales del cuerpo: ¡Las estrellas flotan alrededor!,,,,
237,Lucia,"Huele las palomitas de maíz, persigue y juega juntos.
¡Monta la rueda de la fortuna y toma el sol!
¡De corazón a corazón, sin miedo al sol abrasador!",,Avatar: desbloquear perfil.,Efectos especiales del cuerpo: ¡Las estrellas flotan alrededor!,,,,
238,Pulgarcita,"Cuerpo pequeño, gran coraje. 
 Atrapa tuzas y atrapa pájaros, sigue nadando peces y persigue cabras. 
 ¡Mírame caminar por el bosque y realizar secretos de curación!",@Null@,Foto de perfil: Desbloquea la foto de perfil.,Efectos de cuerpo: ¡La energía curativa sale del cuerpo!,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
239,Bebé Dragón,"Una gran sonrisa es el arma característica de Bebé Dragón,
Las albóndigas de leche blanda eliminan los problemas con un solo clic.
Una mascota no es algo que puedas ser cuando quieras serlo.
En primer lugar, el chupete no puede ser menos... ¡Oye, no puedes ser yo aunque me lo robes!",,Perfil: desbloquear perfil.,Efectos especiales del cuerpo: ¡Hay puntos de luz dorados flotando en el cuerpo!,,,,
240,Tang San,"¡No hay desperdicio de alma marcial, solo desperdicio de alma maestra!",,Avatar: Desbloquear foto de perfil,Huellas de Senderismo: Deja huellas de rayos por donde caminas.,#cda5b0aLa acción exclusiva del disfraz de enlace de Douluo Continent: ¡Muestra tus artes marciales! #n,,,
241,Xiao Wu,"Hola, mi nombre es Xiao Wu.",@Null@,Foto de perfil: Desbloquea la foto de perfil.,Efectos corporales: ¡Los pétalos de rosa están esparcidos por el cuerpo!,#cda5b0a Douluo Continent varillaje vestido de acción exclusiva: mostrar el espíritu marcial! #n,,,
242,Bibi Dong,"Para un hombre fuerte, si no puedes hacer que se rinda, es mejor dejarlo dormir para siempre.",@Null@,Foto de perfil: Desbloquea la foto de perfil.,Efectos corporales: ¡Las plumas están esparcidas por el cuerpo!,#cda5b0a Douluo Continent varillaje vestido de acción exclusiva: mostrar el espíritu marcial! #n,,,
243,Oscar,"El verdadero genio recibe la gloria suprema desde el nacimiento, y yo me paso la vida acercándome a esa luz.",@Null@,Foto de perfil: Desbloquea la foto de perfil.,Huellas para caminar: Deja huellas de salchichas por donde caminas.,#cda5b0a Douluo Continent linkage vestido de acción exclusiva: liberar habilidades del alma! #n,#cda5b0aDisponible solo en Gashapon#n,,
244,Ma Hongjun,¿No has oído que también hay un fénix dorado en el nido de hierba?,Los elementos desbloqueados se pueden obtener a través de los eventos,Foto de perfil: Desbloquea la foto de perfil.,Huellas caminantes: Deja huellas de fuego por donde caminas.,#cda5b0a Douluo Continent varillaje vestido de acción exclusiva: mostrar el espíritu marcial! #n,,,
245,Kira,"El pelo de primavera es hermoso y cuelga nubes y árboles, y el invierno entierra ramas de palisandro y espera que vuelvan las golondrinas. 
 Del cielo a la tierra, del invierno a la primavera, 
 ¿Quieres unirte a esta experiencia humana también?",@Null@,Foto de perfil: Desbloquea la foto de perfil.,Efectos especiales para el cuerpo: ¡las flores de glicina se esparcen por el cuerpo!,@Null@,,,
246,Dai Mubai,"Quiero volverme más fuerte, lo suficientemente fuerte para protegerte a ti y a más personas.",,Avatar: Desbloquear foto de perfil,Efecto del cuerpo: ¡Se emitirán rayos desde el cuerpo!,"
#cda5b0aLa acción exclusiva del disfraz de enlace de Douluo Continent: ¡Muestra tus artes marciales! #n",,,
247,Zhu Zhuqing,"No quiero vivir una vida arreglada por otros, quiero liberarme. Por eso tengo que volverme más fuerte.",,Avatar: Desbloquear foto de perfil,Efectos especiales del cuerpo: ¡Hay luz púrpura flotando alrededor de tu cuerpo!,"
#cda5b0aLa acción exclusiva del disfraz de enlace de Douluo Continent: ¡Muestra tus artes marciales! #n",,,
248,Ning Rongrong,"El pasado no se puede cambiar. Incluso si paso toda mi vida, ¡reviviré ese rayo de luz!",,Avatar: Desbloquear foto de perfil,Efectos especiales del cuerpo: ¡Hay luz azul flotando alrededor de tu cuerpo!,#cda5b0aLa acción exclusiva del disfraz de enlace de Douluo Continent: ¡Muestra tus artes marciales! #n,,,
249,@Null@,@Null@,@Null@,,,,,,
250,@Null@,,,,,,,,
251,Fantasma de la Selva Arroyo,"Escucha la voz desde el fondo de mi corazón, tira la obsesión por la perfección,
Soy el foco entre la multitud, y también el fantasma en lo profundo de la selva tropical.",,"Cambio de iluminación: la forma cambia según la luz ambiental en el mapa, haga clic en el botón de la izquierda para ver la descripción.","Transformar: cuando la luz ambiental sea superior a 9, se transformará en Pink Peacock Fairy. Haga clic en el botón de la izquierda para obtener una vista previa.",Acciones exclusivas: múltiples acciones exclusivas en el mapa. Haga clic en el botón de la izquierda para obtener una vista previa de las acciones relevantes.,#cda5b0aObtenido solo por Gashapon Estrella#n,,
252,Mecomyn,"Una chica steampunk que cree en que la tecnología cambia vidas y le gusta inventar. Animada y adorable en vida real, pero tiene absoluta seriedad y dedicación a la ciencia. El mayor sueño es crear alas mecánicas que permitan a los humanos volar libremente.",,Avatar: Desbloquear foto de perfil,Efectos especiales del cuerpo: ¡Hay luz dorados flotando alrededor delcuerpo!,,,,
253,Erica Branca,"El carácter riguroso y serio le hace confiar sólo en teorías rigurosas y resultados prácticos controlables. Después de muchos cálculos y experimentos, Errobe cree firmemente que la aeronave es un medio eficaz para lograr el vuelo y se burla de la idea descabellada de Mei Kewen.",,Avatar: Desbloquear foto de perfil,Efectos especiales del cuerpo: ¡Hay engranajes flotando!,,,,
254,Cazador de sueños,"Date un baño en el cielo y habla con las estrellas.
Busca la gran civilización y explora los misterios del universo.
Alguien preguntó, ¿qué es el fin del mundo?
Creo que el cielo estrellado es un milagro de la creación.",,Foto de perfil: Desbloquea el perfil.,Efectos del cuerpo: ¡la energía cósmica está flotando!,,,,
255,"Aguila tribal Kaka ","La pluma de águila golpeó el cielo, y el cetro rodeó el territorio. 
 ¡Proteger la seguridad de la tribu es mi misión honrada!",@Null@,Foto de perfil: Desbloquea la foto de perfil.,Efectos del cuerpo: ¡La fluorescencia verde sale del cuerpo!,@Null@,@Null@,@Null@,@Null@
256,Jefa Tribal Nini,"La vela se apaga sin fuego, y la cera se ha ido. 
 Todo tipo de dificultades, ¿la ambición todavía existe? 
 ¡Incluso si sopla el viento, el niño camina solo!",,Foto de perfil: Desbloquea la foto de perfil.,Efectos del cuerpo: ¡Hay estrellas flotando en el cuerpo!,,,,
269,Puesta de Sol Rosa Arroyo,"He estado buscando nieve interminable en verano y saltando fuegos artificiales en invierno
Habiendo abrazado los estruendosos aplausos, así como las burlas y las burlas
Detrás del crepúsculo, bailaré con la puesta de sol para siempre.",,"Cambio de iluminación: cambie la forma de acuerdo con la iluminación ambiental en el mapa, haga clic en el botón de la izquierda para ver la descripción.","Transformar: Cuando la luz ambiental sea menor o igual a 9, se transformará en Green Peacock Fairy. Haga clic en el botón de la izquierda para obtener una vista previa.",Acciones Exclusivas: Múltiples acciones exclusivas en el mapa. Haga clic en el botón de la izquierda para obtener una vista previa de las acciones relevantes.,#cda5b0aObtenido solo por Gashapon Estrella#n,,
270,HotPot,"La olla roja, el aroma de la cocina, traen consigo todo tipo de historias para la humanidad.
Sana tu cuerpo y mente con ingredientes, reconforta tu alma con humo de cocina.
El sabor mágico hace que todos digan: ""¡Tan fresco! ¡Tan picante! ¡Dame más!""",,Foto de perfil: Desbloquea la foto de perfil.,Efectos del cuerpo: ¡Hay ingredientes que flotan en el cuerpo!,,,,
273,Mihe,"El olor ligeramente ácido estimula las papilas gustativas en la punta de la lengua,
la carne verde y los granos nutritivos de la dulzura.
Me preguntas al final ¿es agrio? ¿Es dulce?
Supongo que son los cambios de la naturaleza.",,Avatar: Desbloquear la foto de perfil,Efecto corporal: Kiwi flotanto alrededor,,,,
274,Caqui,"El viento de otoño rizaba las hojas caídas,
Una tenue fragancia flotaba hacia los transeúntes.
Siempre que eso ocurra,
Es la temporada de maduración de los caquis.",,Avatar: Desbloquear foto de perfil,Efecto de la skin: Hojas de caqui flotando,,,,
276,Pureza eterna,"Hilo blanco que vuela, dobladillo blanco que baila,
fragancia de barro mezclada con hongos de los bosques,
Todo es el sabor de la felicidad.",,Avatar: Desbloquear la foto de perfil,Efecto corporal: Flores blancas y plumas flotanto alrededor,,,,
277,Vera de la novia,"Mentiras e ilusiones por doquier,
Caras sonrientes, acurrucándose íntimamente,
¿Se puede confiar o no?",,Avatar: Desbloquear la foto de perfil,Efecto corporal: Flores blancas y plumas flotando alrededor,,,,
278,Dragón Demonio Carper,"Una vez fue un héroe asesino de dragones. Después de una larga pelea con el dragón, se convirtió en dragón y se convirtió en mitad humano y mitad dragón. Se limitó a ser degenerado y atrapado por su naturaleza, pero los cambios en su cuerpo aún asustaban a sus aldeanos anteriores. Con una nueva oportunidad de vida, Capper comenzó a buscar una nueva patria.",,Efectos corporales: ¡la función de deformación se puede realizar en el juego y la forma se puede cambiar!,Imagen de perfil: Desbloquee la imagen de perfil.,Efecto Corporal: Luces de estrella púrpura alrededor,#cda5b0a Transformación: Haz clic en el botón de la izquierda para transformarlo en Dragón Demoníaco#n,#cda5b0aSolo disponible en Gashapon Sueño#n,
279,Demonio Cazador de Ghast,"Los fantasmas viajan en la noche de Halloween cuando los fantasmas se esconden y se cuelan en ellos. De repente, todos los fantasmas mueren bajo la hoz azul con un destello de luz de sable. Aunque sea con ruido por todas partes, salvaguardará la paz de la fiesta acompañado de las tenues luces.",,Avatar: Desbloquear la foto de perfil,Efecto corporal: Fuego azul del alma flotando alrededor!,,,,
280,Sonata de Invierno Orión,"""Jingle bells, Jingle bells, Jingle all the way...""
Tarareando la canción de Navidad, colgando cintas y bolas de luz alrededor del árbol de Navidad.
¡La estrella más grande de la cima, déjalo en manos de Orión!",,Imagen de perfil: desbloquee la imagen de perfil.,Efectos Corporales: ¡Las estrellas flotan!,,,,
281,Feifei,"Los pasos ligeros son como copos de nieve que caen en silencio, y las huellas de flores de ciruelo poco profundas detrás de ella son aún más hermosas.
¡Vestido con trajes festivos especialmente preparados, el comportamiento de Feifei caminando en la nieve debería ser más elegante!",Los elementos desbloqueados se pueden obtener a través de los eventos,Avatar: Desbloquea el avatar.,Huellas: deja huellas de gato por donde caminas.,,,,
282,Amanecer Luciana,"Luciana, la cantante principal de la banda de rock eléctrico, tiene dos estilos de actuación completamente diferentes: suave y fresco como una brisa acariciando una hoja de bambú, o feroz y violento como una sombra de bambú bailando salvajemente en una tormenta.
¡El hecho de que hay dos almas alojadas en el cuerpo no puede ser conocido por otros!",,Foto de perfil: Desbloquear foto de perfil.,Efecto corporal: ¡Hojas de bambú flotando alrededor de su cuerpo!,#cda5b0aCambio de color: toque el botón de cambio de color a la izquierda para cambiar al estado Noche.#n,,,
283,Anochecer Luciana,"Luciana, la cantante principal de la banda de rock eléctrico, tiene dos estilos de actuación completamente diferentes: suave y fresco como una brisa acariciando una hoja de bambú, o feroz y violento como una sombra de bambú bailando salvajemente en una tormenta.
¡El hecho de que hay dos almas alojadas en el cuerpo no puede ser conocido por otros!",,Avatar: desbloquear avatar,Efecto corporal: ¡Estrellas oscuras te rodean!,#cda5b0aCambio de color: toque el botón de cambio de color a la izquierda para cambiar al estado Mañana.#n,,,
284,Ardillana,"La pequeña ardilla gentil y tímida es una excelente estudiante de violín en el Conservatorio de Música de Akiba. Suele ser muy tímida, pero cuando toca el violín, parece que las notas musicales doradas parpadean por todo su cuerpo.",,Foto de perfil: Desbloquea la foto de perfil.,Efectos corporales: ¡las notas musicales doradas flotan!,,,,
285,Agente Rayo Verde,"La élite del clan Snow Rabbit, despiadada y orgullosa, es miembro de la organización agente estrella Gomanda - ""Extreme Beast"". Su arma es una pistola impulsada por helio fabricada por el clan Snow Rabbit, que lleva una mira de súper alta velocidad y es buena para disparar a larga distancia.",,Foto de perfil: Desbloquea la foto de perfil.,Huellas: Las huellas de nieve se dejan por donde caminas.,,,,
286,Thora,"El baterista principal de la banda de rock eléctrico. La percusión feroz y tormentosa es el estilo favorito de Thora.
En cuanto a los truenos y relámpagos que aparecen de vez en cuando durante la actuación... ¿es un efecto de escenario?
De todos modos, ¡comamos fideos ramen después de la actuación!",,Imagen de perfil: desbloquee la imagen de perfil.,Efecto Corporal: ¡Saldrán rayos del cuerpo!,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
