ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
193,Cang Hong,"O ""Sword Immortal"", além do nome Cang Hong circulando na arena, ninguém sabe sua idade, origem e residência. Diz-se que sua espada é uma espada imortal. Quando empunhada, a espada brilha com uma luz imortal, que pode cortar qualquer coisa. Mas o que é pouco conhecido é que esta espada vem de fato da estrela de Gomanda.",@Null@,Avatar: Desbloquear Avatar,Efeitos Corporais: O corpo brilha com luz de fada!,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
194,Katrina,"Para esquecer alguém que você realmente amou, quanto tempo você levaria?
Catrina, levou 500 anos. Sob uma aparência sombria. Tornando-se um guardião da noite, esperando eternamente no abismo pelo seu retorno. Em noites solitárias, ela se torna uma dançarina morta-viva, apenas para vê-lo mais uma vez.

Inspirado na obra de arte de PixiNyan",@Null@,Avatar: Desbloquear Avatar,Efeitos especiais do corpo: Borboletas estão flutuando!,@Null@,,,
195,Garota Aranha,"Gosto de me colocar no alvo, atraio esses caçadores para as minhas armadilhas, Fugir é inútil, não há como escapar, desista da resistência! E desfrute dos sonhos mais doces dentro das teias que eu teci.",@Null@,Avatar: Desbloquear Avatar,Pegadas: Deixa pegadas de aranha onde quer que você ande.,@Null@,,,
196,Miranda,"Conceda-me sabedoria e força. O ardente sol vermelho nutre todas as coisas. Eu, que sou chamada de deusa do sol, rezo sinceramente para que a luz da vida nunca se apague.",@Null@,Efeitos do corpo: Pode converter no jogo e mudar a forma,Avatar: Desbloquear Avatar,Efeitos no corpo: O sol brilha no corpo!,#cda5b0a Transformação: clique no botão à direita para alternar o formulário #n,,
197,Herói Imperador,A armadura mais forte do universo infinito é o imperador. Ele está acima do rei. A primeira e a primeira besta blindada.,@Null@,Efeitos do corpo: pode ser transformado no jogo e mudar a forma,Avatar: Desbloquear Avatar,Pegadas: Deixe pegadas de totens do imperador por onde você anda.,#cda5b0a Transformação: clique no botão à direita para alternar o formulário #n,,
198,Hu Xinyu,"Um mestre de artes marciais que dá socos e coleciona tesouros brilhantes!
Eles são todos os meus favoritos, desde os grandes lingotes e moedas de cobre até o pequeno vidro de concha.
Mostre-me sua sinceridade e eu compartilharei meu brilho!",@Null@,Avatar: Desbloquear Avatar,Pegadas: As pegadas da bolsa são deixadas onde quer que você ande.,@Null@,,,
199,Hu Xiaofeng,"O vento perfurou o ar. O sangue agitou o coração. Desafie-se! Não tenha medo! Desafie-se! Enganche os dedos, milhares de movimentos, vamos lá!",@Null@,Avatar: Desbloquear Avatar,Pegadas: Pegadas de tigre são deixadas onde quer que você ande.,@Null@,,,
200,Evelyn,"Atravessando o riacho, caminhando pelas montanhas, ouvindo os pássaros cantando, sentindo a fragrância das flores silvestres. Se uma borboleta entrar no meu bolso, não tenha medo! Eu vou te libertar.",@Null@,Avatar: Desbloquear Avatar,Efeitos no corpo: Borboletas cor-de-rosa flutuando ao seu redor.,@Null@,,,
201,Tyrinn,"A verdade está escondida na selva. O mistério se esconde atrás das colinas. Os conhecimentos vêm do cérebro inteligente, mas a sabedoria brilha através da prática!",@Null@,Avatar: Desbloquear Avatar,Efeitos Corporais: Borboletas laranja flutuando ao seu redor.,@Null@,,,
202,Geada,"Cabelos fofos como nuvens, olhos brilhantes como joias, grampos de cabelo brilhantes como borboletas. Você é doce como algodão doce! Venha, delicie-se comigo neste mar de nuvens leve e suave.",@Null@,Avatar: Desbloquear Avatar,Efeitos no corpo: Marshmallows flutuando no corpo.,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
203,Fada da Flor Borboleta,@Null@,@Null@,Avatar: Desbloquear Avatar,Efeitos Corporais: Borboletas roxas flutuando ao seu redor.,@Null@,,,
204,Herói Flamejante,"O quinto elemento, o fogo, tem mais habilidade e potencial.
A única armadura que permite que duas pessoas invoquem ao mesmo tempo. É a armadura com o consumo de habilidade mais lento.",@Null@,Avatar: Desbloquear Avatar,Pegadas: Pegadas do Flamejante são deixadas onde quer que você ande.,@Null@,,,
205,Rainha do Carnaval,"Os vestidos de dança com inúmeros diamantes e lantejoulas brilhavam com ouro no sol brilhante, a rainha do carnaval estava em alto astral, cantando e dançando a música. Tanto os dançarinos quanto os espectadores esquecem todos os seus problemas no canto e na dança do carnaval.",@Null@,Avatar: Desbloquear Avatar,Pegadas: Deixe pegadas de fitas coloridas onde você ande.,@Null@,,,
206,Bambu Dwen,"Preto e branco são as combinações perfeitas. Eu gosto de você e seu bambu verde! Não me entenda mal, eu não vou te comer~",@Null@,Avatar: Desbloquear Avatar,@Null@,@Null@,,,
207,Herói de Beisebol,"No campo de beisebol, o ""batedor"" e o ""arremessador"" são incríveis.
Conhecido como ""o fluxo de faca dupla mais forte da história"".",@Null@,Avatar: Desbloquear Avatar,Pegadas: Deixe pegadas de beisebol onde você ande.,@Null@,,,
208,Mota,Nadar livremente pelas profundezas do mar. Eu sou aquele que voa no oceano. Eu sou o nadador mais rápido no céu. Encontre-me e você saberá a verdade.,@Null@,Avatar: Desbloquear Avatar,Efeitos no corpo: Bolhas que caem do seu corpo.,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
209,Fogo de Flores,"Doce de maçã yukata de peixe dourado, sinos de vento, macarrão frito perfumado,
O festival da primavera está chegando, e o som dos fogos de artifício soará dia e noite.
Olha, é fogos de artifício! Faça um desejo comigo!",@Null@,Avatar: Desbloquear Avatar,Efeitos especiais no corpo: flores cor de rosa flutuam no corpo!,@Null@,,,
210,Flash,"Realizando truques de mágica, o desejo de proteger germina.
Hexagrama, por favor, continue brilhando,
As orações de todos, peguei emprestadas as estrelas para responder!",@Null@,Avatar: Desbloquear Avatar,Pegadas de caminhada: Há pegadas de estrelas de seis pontas por onde você anda.,@Null@,,,
211,Farol,"Os tambores de guerra estão batendo, onde está meu inimigo?
O fogo está no céu, guardando a pátria sem medo de morte e ferimentos.
A raiva se transforma em intenção de luta, a fé permanece em meu coração e o dragão do círculo eventualmente retornará!",O desbloqueio de itens pode ser adquirido no evento,Avatar: Desbloquear Avatar,Efeitos especiais do corpo: faíscas estão voando!,@Null@,,,
212,Poeta Sonhador,"Nas artes marciais, ele pode andar a cavalo e dançar uma espada, e na cultura, ele pode pintar e recitar poesia.
Olha, eu sou invencível!",@Null@,Avatar: Desbloquear Avatar,Efeitos especiais no corpo: Flores cor-de-rosa flutuam no corpo!,@Null@,,,
213,Capitão de futebol,"O menino que jogava descalço na rua agora se tornou uma águia imparável no campo verde, driblando a bola, superando constantemente e chutando forte. Criando história, levando seu time a vencer mais uma vez.",@Null@,Avatar: Desbloquear Avatar,@Null@,@Null@,,,
214,Shirley,Milhares de anos de vento e neve sopram um coração que não é frio nem quente. É uma sorte ter um boneco de neve como companheiro. Tudo que eu quero é que a neve não derreta.,@Null@,Avatar: Desbloquear Avatar,Pegadas de caminhada: pegadas de flocos de neve são deixadas onde você anda.,@Null@,,,
215,Budi,"Budi vive no belo sudeste da Ásia e moda é sinônimo dele.
Sua coisa favorita a fazer é andar de moto com amigos ao longo da costa com a brisa do oceano galopando por todo o caminho.",@Null@,Avatar: Desbloquear Avatar,@Null@,@Null@,,,
216,Dewi,"Em seu tempo livre, Dewi dança uma dança elegante que sua avó lhe ensinou quando criança, e que sempre a faz pensar em sua infância distante: o sol, a brisa do mar, o cheiro fresco das folhas de palmeira... .",@Null@,Avatar: Desbloquear Avatar,@Null@,@Null@,,,
217,Portador das Sombras,"Uma dançarina rápida, precisa e graciosa se escondendo nas sombras, sua agilidade e capuz verde escuro são suas marcas registradas.
As pessoas não sabem o nome dela, só sabem que sob a sombra das estrelas e da lua, haverá uma mulher misteriosa que castiga o mal...",@Null@,Avatar: Desbloquear Avatar,@Null@,@Null@,,,
218,Princesa de lótus,"O design Princesa de Lótus é o vencedor do concurso de design de vestido Miniworld Vietnam. Saia lolita e jaqueta curta combinam bonitinho e atraente, misturando a estética tradicional vietnamita com elementos modernos. Viajando pelo passado e presente, o lótus nasce passo a passo, e a orelha de ouro está em meus braços, só para te conhecer.",@Null@,Avatar: Desbloquear Avatar,Efeito de corpo: Lotus flutua no corpo!,@Null@,,,
219,Lua do Pesadelo,"Seus conflitos com sua irmã fizeram dela a princesa da lua do pesadelo. Depois que alguma energia harmoniosa a influenciou, ela optou por voltar para o lado de sua irmã. Ela é muito gentil e tem medo de ficar sozinha. Ela está perto do povo de seu reino.",@Null@,Avatar: Desbloquear Avatar,Efeitos no corpo: Luz das estrelas flutuando do corpo.,@Null@,,,
220,Glicita,A esquina da rua mostra meus rastros. Grafites gravam minhas memórias. Há amor sendo entregue por trás de cada arte minha.,@Null@,Avatar: Desbloquear Avatar,Pegadas: Deixe pegadas de grafite onde quer que você ande.,@Null@,,,
221,Lico,"O grafite era minha paixão. Expressei meu sentimento através de minhas obras. Grafite é meu amor. Borrife, é arte de rua.",@Null@,Avatar: Desbloquear Avatar,Pegadas: Deixe pegadas de grafite onde quer que você ande.,@Null@,,,
222,Nini Desperto,A pena de águia cortou o céu. O cetro circulou o território. É uma honra proteger a segurança da minha tribo!,@Null@,Avatar: Desbloquear Avatar,Efeitos no corpo: Partículas de energia flutuando do corpo.,@Null@,,,
223,Kaka Despertado,"Sem fogo, uma vela se apaga. Uma ambição pode permanecer depois de todas as dificuldades? Jovem sempre anda sozinho!",@Null@,Avatar: Desbloquear Avatar,Efeitos no corpo: Partículas de energia flutuando do corpo.,@Null@,,,
224,Sino de Prata,"Com mente inteligente e pesquisa profunda, Sino de Prata resolveu o fenômeno do lírio venenoso no vale para que ela se tornasse a estudiosa da conservação de plantas mágicas e símbolo de guarda do lírio de platina na mente das pessoas. Agora ela e a fada das flores estão explorando os mistérios das plantas mágicas do planeta Orpha!",,Avatar: Desbloquear Avatar,Pegada de caminhada: Deixe a pegada de platina de platina.,,,,
225,Correia,"Prove o dushi de muitos favores para descobrir segredos.
As papilas gustativas fabulosas são a origem do sabor lendário.
Inúmeras experiências mostram respeito.",,Avatar: Desbloquear Avatar,Efeitos do corpo: as folhas de limão e hortelã estão se espalhando no corpo!,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
226,,,,,,,,,
227,,,,,,,,,
228,Princesa de cabelo comprido Lola,"O choro está soando com tristeza, mas ninguém percebe a gratidão de Deus, milagre e anjos, embora seja fácil de adquirir. Deixe um deserto no período de reencarnação sem fim.",,Avatar: Desbloquear Avatar,Efeitos do corpo: Pétalas e folhas estão espalhadas no corpo!,,,,
229,Mega,"Mega, uma inventora de equipamentos incríveis e mecha de outro mundo misterioso, está cheia de instrumentos de alta tecnologia: o tecido especial de seu casaco parece ser invulnerável a balas, as lentes dos óculos piscam palavras densas e luminosas de tempos em tempos, e o dispositivos estranhos atrás dela contêm energia poderosa, que pode ser usada como um canhão, se necessário, ou... levante-o e expulse os bandidos!",@Null@,Foto do perfil: Desbloqueie a foto do perfil.,Efeitos Corporais: Flashes mecânicos flutuam sobre o corpo!,@Null@,@Null@,@Null@,@Null@
230,Raposa dos Sonhos · Huayang,"Pesadelos inesquecíveis cobrem o sol, a impermanência despedaça a juventude. Cordas de fuqin mandam canções e preocupações, a chuva cai e as pessoas finalmente se dispersam, e nunca mais nos vimos desde então.",@Null@,"Mudanças especiais: A função de mudança de cor pode ser
realizada no jogo para mudar a forma e o estado!","Quadro de Avatar e efeitos corporais: Quadro de Avatar exclusiva
com camélias vermelhas claras flutuando!","#cda5b0aClique no botão de mudança de cor à esquerda para mudar a
raposa espírito para o estado impertinente e inocente. #n","#cda5b0aClique no botão de mudança de cor à esquerda para mudar a
raposa espírito para um belo e lindo estado. #n",#cda5b0aObtenha apenas na caixa estrela#n,@Null@
231,Raposa dos Sonhos · Huayang,"Lembro-me que as flores estavam desabrochando por todas as montanhas, e as canções e narrativas estavam cheias de prosperidade. Ao lado do portão torii, os anos passam, e há risos e barulho, e a primavera está florescendo.",@Null@,"Mudanças especiais: A função de mudança de cor pode ser
realizada no jogo para mudar a forma e o estado!","Quadro de Avatar e Efeitos Corporais: Quadro de Avatar exclusiva
com grandes camélias vermelhas flutuando!","#cda5b0aClique no botão de mudança de cor à esquerda para mudar a
raposa espírito para um estado suave e forte. #n","#cda5b0aClique no botão de mudança de cor à esquerda para mudar a
raposa espírito para um belo e lindo estado. #n",#cda5b0aObtenha apenas na caixa estrela#n,@Null@
232,Raposa dos Sonhos · Huayang,"O corpo está cheio de poeira e as flores de cerejeira que caem são banhadas em sangue e regeneradas. Procurando a luz da primavera para romper as nuvens e o nevoeiro, sonhando em retornar à beira das ondas verdes, o cinturão verde reflete a beleza.",@Null@,"Mudanças especiais: A função de mudança de cor pode ser
realizada no jogo para mudar a forma e o estado!","Quadro de Avatar e efeitos corporais: Quadro de Avatar exclusiva
com camélias vermelhas escuras flutuando!","#cda5b0aClique no botão de mudança de cor à esquerda para mudar a
raposa espírito para um estado suave e forte. #n","#cda5b0aClique no botão de mudança de cor à esquerda para mudar a
raposa espírito para o estado impertinente e inocente. #n",#cda5b0aObtenha apenas na caixa estrela#n,
233,Garota Brilhante,"Ela costumava ser uma aluna da Princesa Cósmica, embora tenha feito um desvio, ela finalmente mudou de ideia, abandonou seu antigo ódio e tornou-se amiga de seu ex-adversário. Ela representa a empatia no Elemento da Harmonia.",,Avatar: Desbloquear o avatar.,Efeitos especiais do corpo: Há uma auréola de brilho flutuando no corpo!,,,,
234,Garota Trixie,"Trixie é uma mágica viajante com domínio da magia de palco, realizando truques para pôneis em Equestria. Sua bela marca é a varinha mágica estrela e lua, que significa ""truque"", para que ela possa aprender qualquer tipo de magia.",,Avatar: Desbloquear o avatar.,Efeitos especiais do corpo: A energia mágica está flutuando!,,,,
235,Garoto da Armadura,"Garoto da Armadura é o irmão mais velho de Twilight, e é casado com a Princesa Yin Yun. Ela é calma e responsável, e agora ela administra o Império do Cristal junto com a Princesa Yin Yun. Suas belas marcas são escudos e estrelas espalhadas, e sua magia é poderosa.",,Avatar: Desbloquear o avatar.,Efeitos especiais do corpo: Estrelas brilhantes estão espalhadas pelo corpo!,,,,
236,Lumiere,"Prove o sorvete cremoso e veja as luzes brilharem.
Ande no carrossel, ria e grite juntos.
O entrelaçamento fotoelétrico reflete o momento alegre neste momento!",,Avatar: Desbloquear o avatar.,Efeitos especiais do corpo: As estrelas estão espalhadas pelo corpo!,,,,
237,Lucia,"Cheire a pipoca, persiga e brinque juntos.
Ande na roda gigante e pegue o sol!
De coração para coração, sem medo do sol escaldante!",,Avatar: Desbloquear o avatar.,Efeitos especiais do corpo: As estrelas estão espalhadas pelo corpo!,,,,
238,Thumbelina Tiny,"Corpo pequeno, grande coragem. 
Pegue esquilos e pegue pássaros, continue nadando peixes e perseguindo cabras. 
Veja-me caminhar pela floresta e realizar segredos de cura!",@Null@,Quadro de Avatar: Desbloqueie o Quadro de Avatar.,Efeitos Corporais: Energia de cura sai do corpo!,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
239,Dragão bebê,"Um grande sorriso é a arma de assinatura de Dragão bebê,
Os bolinhos de leite macios eliminam problemas com um clique.
Um mascote não é algo que você pode ser quando quiser.
Em primeiro lugar, a chupeta não pode ser menos... Ei, você não pode ser minha se você a roubar!",,Avatar: Desbloquear o avatar.,Efeitos especiais do corpo: Existem pontos de luz dourados flutuando no corpo!,,,,
240,Tang San,"Não existem poderes espirituais inúteis, apenas mestres espirituais inúteis!",@Null@,Quadro de Avatar: Desbloqueie o Quadro de Avatar.,Pegadas de caminhada: deixe pegadas de relâmpago onde você anda.,#cda5b0aA ação exclusiva de avatar do Continente Douluo: mostre suas poderes espirituais! #n,,,
241,Xiao Wu,"Olá, meu nome é Xiao Wu.",@Null@,Quadro de Avatar: Desbloqueie o Quadro de Avatar.,Efeitos Corporais: As pétalas rosa estão espalhadas pelo corpo!,#cda5b0a A ação exclusiva de avatar do Continente Douluo: mostre suas poderes espirituais!#n,,,
242,Bibi Dong,"Para um homem forte, se você não pode fazê-lo se render, é melhor deixá-lo dormir para sempre.",@Null@,Quadro de Avatar: Desbloqueie o Quadro de Avatar.,Efeitos Corporais: As penas estão espalhadas pelo corpo!," #cda5b0a A ação exclusiva de avatar do Continente Douluo: mostre suas poderes espirituais!#n",,,
243,Óscar,"O verdadeiro gênio recebe a glória suprema desde o nascimento, e eu apenas passo minha vida me aproximando dessa luz.",@Null@,Quadro de Avatar: Desbloqueie o Quadro de Avatar.,Pegadas de caminhada: deixe pegadas de salsicha por onde anda.," #cda5b0a A ação exclusiva de avatar do Continente Douluo: mostre suas poderes espirituais!#n",#cda5b0aDisponível apenas em Gashapon#n,,
244,Ma Hongjun,Você não ouviu que também há uma fênix dourada no ninho de grama?,Os itens desbloqueados podem ser obtidos através de atividades,Quadro de Avatar: Desbloqueie o Quadro de Avatar.,Pegadas de caminhada: deixe pegadas de fogo onde você anda.,#cda5b0a A ação exclusiva de avatar do Continente Douluo: mostre suas poderes espirituais!#n,,,
245,Qimeng,"O cabelo da primavera é lindo e pendura nuvens e árvores, e o inverno enterra galhos de jacarandá e espera que as andorinhas voltem. 
Do céu à terra, do inverno à primavera, 
Você quer participar dessa experiência humana também?",@Null@,Quadro de Avatar: Desbloqueie o Quadro de Avatar.,Efeitos especiais do corpo: flores de glicínias estão espalhadas pelo corpo!,@Null@,,,
246,Dai Mubai,"Eu quero me tornar mais forte, forte o suficiente para protegê-lo e proteger mais pessoas.",@Null@,Avatar: Desbloqueie a foto do perfil.,Efeitos Corporais: Relâmpagos serão emitidos do corpo!,#cda5b0aA ação exclusiva do traje de ligação do Continente Douluo: Mostre suas artes marciais! #n,,,
247,Zhu Zhuqing,"Não quero viver a vida arranjada pelos outros, quero me libertar, então tenho que me tornar mais forte.",@Null@,Avatar: Desbloqueie a foto do perfil.,Efeitos especiais do corpo: manchas de luz roxas estão espalhadas pelo corpo!,#cda5b0aA ação exclusiva do traje de ligação do Continente Douluo: Mostre suas artes marciais! #n,,,
248,Ning Rongrong,"O passado não pode ser mudado, mesmo se eu passar toda a minha vida, vou reviver essa luz!",@Null@,Avatar: Desbloqueie a foto do perfil.,Efeitos Corporais: Pontos azuis de luz flutuam sobre o corpo!,#cda5b0aA ação exclusiva do traje de ligação do Continente Douluo: Mostre suas artes marciais! #n,,,
249,@Null@,@Null@,@Null@,,,,,,
250,@Null@,,,,,,,,
251,Fantasma da Selva do Córrego,"Ouça a voz do fundo do meu coração, jogue fora a obsessão pela perfeição,
Eu sou o foco na multidão e também o fantasma nas profundezas da floresta tropical.",,"Mudança de iluminação: A forma muda de acordo com a luz ambiente no mapa, clique no botão à esquerda para ver a descrição.","Transformar: Quando a luz ambiente for maior que 9, ela será transformada em Pink Peacock Fairy. Clique no botão à esquerda para visualizar.","Ações exclusivas: Existem várias ações exclusivas no mapa, clique no botão à esquerda para visualizar as ações relacionadas.",#cda5b0aObtenha apenas na caixa estrela#n,,
252,Mecomyn,"Uma garota steampunk que acredita na tecnologia para mudar a vida e gosta de inventar. Animado e adorável nos dias de semana, mas tem absoluta seriedade e dedicação à ciência. O maior sonho é criar asas mecânicas que permitam aos seres humanos voar livremente.",@Null@,Avatar: Desbloqueie a foto do perfil.,Efeitos corporais: manchas douradas de luz flutuam sobre o corpo!,@Null@,,,
253,Eric Branco,"O caráter rigoroso e sério o faz confiar apenas em teorias rigorosas e resultados práticos controláveis. Depois de muitos cálculos e experimentos, Erubai acredita firmemente que a aeronave é um meio eficaz de alcançar o vôo e zomba da ideia selvagem de Mecomyn.",@Null@,Avatar: Desbloqueie a foto do perfil.,Efeitos Corporais: As engrenagens estão flutuando!,@Null@,,,
254,Caçador de Sonhos,"Tome um banho no céu e fale com as estrelas.
Procure a grande civilização e explore os mistérios do universo.
Alguém perguntou, qual é o fim do mundo?
Acredito que o céu estrelado é um milagre da criação.",@Null@,Foto do perfil: Desbloquear foto do perfil.,Efeitos corporais: A energia cósmica está flutuando!,@Null@,@Null@,,
255,Kaká de águia tribal,"A pena de águia atingiu o céu, e o cetro circulou o território. Proteger a segurança da tribo é minha missão honrada!",@Null@,Foto do perfil: Desbloqueie a foto do perfil.,Efeitos Corporais: A fluorescência verde sai do corpo!,@Null@,@Null@,@Null@,@Null@
256,Chefe Tribal Nini,"A vela não tem vida sem chama. A luz desaparece quando a cera não existe. Quando cercado por dificuldades, a ambição ainda está lá? Deixe a tempestade gritar, alma jovem se esforça e sonha!",@Null@,Foto do perfil: Desbloqueie a foto do perfil.,Efeitos corporais: Existem estrelas flutuando no corpo!,@Null@,@Null@,@Null@,@Null@
269,Fada pavão rosa,"Eu tenho procurado neve sem fim no verão e fogos de artifício no inverno;
Tendo abraçado aplausos estrondosos, bem como escárnio e escárnio;
Atrás do crepúsculo, dançarei com o pôr do sol para sempre.",,"Alteração de Iluminação: Altere a forma de acordo com a iluminação ambiente no mapa, clique no botão à esquerda para visualizar a descrição.","Transformar: Transforme-se no Fantasma da Floresta quando a luz ambiente for menor ou igual a 9, clique no botão à esquerda para visualizar.","Ações exclusivas: Existem várias ações exclusivas no mapa, clique no botão à esquerda para visualizar as ações relacionadas.",#cda5b0aObtenha apenas na caixa estrela#n,,
270,Gudong,"A panela vermelha, o aroma da cozinha, carregam todo tipo de história para a humanidade. Cure seu corpo e mente com ingredientes, conforte sua alma com fumaça de cozinha. O sabor mágico faz com que todos fiquem como: Tão fresco! Tão picante! Me dê mais!",@Null@,Foto do perfil: Desbloqueie a foto do perfil.,Efeitos especiais do corpo: Existem ingredientes flutuando no corpo!,@Null@,@Null@,@Null@,@Null@
273,Mihe,"O cheiro levemente azedo estimula as papilas gustativas na ponta da língua,
A carne verde e nutre grãos de doçura.
Você me pergunta no final é azedo? É doce?
Acho que são as mudanças da natureza.",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: Kiwi flutuando!,,,,
274,Caqui,"O vento do outono enrolou as folhas caídas,

Uma leve fragrância flutuou para os transeuntes.

Sempre que isso acontece,

É a estação madura dos caquis.",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: As folhas de caqui estão flutuando ao redor do corpo!,,,,
276,Pureza Eterna,"Fio branco voador, bainha branca dançante,

Fragrância de lama misturada com fungos das florestas,

Tudo é o sabor da felicidade.",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: Flores brancas e penas à deriva!,,,,
277,Juramento Branco,"Mentiras e ilusões em todos os lugares,

O rosto sorridente, o aconchego íntimo,

Pode ser confiável ou não?",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: Flores brancas e penas à deriva!,,,,
278,Dragão Demônio Carper,"Ele já foi um herói matador de dragões. Depois de uma longa luta com o dragão, ele se transformou em um dragão e se tornou meio humano e meio dragão. Ele se restringiu a ser degenerado e preso à sua natureza, mas as mudanças em seu corpo ainda deixavam seus aldeões anteriores com medo. Com uma nova vida, Capper começou a procurar uma nova pátria.",,Efeitos Corporais: A função de deformação pode ser realizada no jogo e a forma pode ser trocada!,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: Luzes de estrelas roxas espalhadas ao redor,#cda5b0aTransformar: Clique no botão de transformação à esquerda para se transformar em um dragão estelar! #n,#cda5b0aObtido pela caixa de presente dos sonhos#n,
279,Caçador de fantasmas Daemon,"Fantasmas viajam na noite de Halloween, quando os fantasmas se escondem e se infiltram neles. De repente, todos os fantasmas são mortos sob a foice azul com um flash de luz de sabre. Embora seja com barulho por todos os lados, ele vai resguardar a paz do festival acompanhado pelas luzes fracas.",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: O fogo da alma azul sai do corpo!,,,,
280,Sonata de Inverno Orion,"""Jingle bells, Jingle bells, Jingle all the way...""
Cante o ritmo e pendure as fitas e as bolas de luz ao redor da árvore de Natal.
A maior estrela do top, deixa com a Orion!",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: Estrelas estão flutuando!,,,,
281,Feifei,"Os passos leves são como flocos de neve caindo silenciosamente, e as pegadas rasas de flores de ameixeira atrás dela são ainda mais bonitas.",Os itens desbloqueados podem ser obtidos através de atividades,Foto do perfil: Desbloquear foto do perfil.,Pegadas de caminhada: Deixe pegadas de gato onde você anda.,,,,
282,Luciana,"Luciana, a vocalista da banda de rock elétrica, tem dois estilos de apresentação muito diferentes: suave e fria como uma brisa nas folhas de bambu, ou feroz e furiosa como uma sombra de bambu dançando loucamente em uma tempestade.
O fato de duas almas estarem alojadas no corpo não é algo que ninguém deva saber!",,Foto de perfil: Desbloquear foto de perfil.,Efeitos corporais: folhas de bambu flutuando ao redor de seu corpo!,#cda5b0aMudança de cor: clique no botão de mudança de cor à esquerda para mudar para o estado de noite. #n,,,
283,Luciana ao luar,"Luciana, a vocalista da banda de rock elétrica, tem dois estilos de apresentação muito diferentes: suave e fria como uma brisa nas folhas de bambu, ou feroz e furiosa como uma sombra de bambu dançando loucamente em uma tempestade.
O fato de duas almas estarem alojadas no corpo não é algo que ninguém deva saber!",,Foto de perfil: Desbloquear foto de perfil.,Efeitos especiais do corpo: estrelas escuras flutuando no corpo!,#cda5b0aMudança de cor: Clique no botão de mudança de cor à esquerda para mudar para o estado de manhã. #n,,,
284,Castanhas,"O gentil e tímido esquilo é um excelente violino major no Conservatório de Música de Akiba. Ela geralmente é muito tímida, mas quando ela toca violino, parece que notas de música douradas estão piscando por todo o seu corpo.",,Foto do perfil: Desbloquear foto do perfil.,Efeitos corporais: notas de música douradas estão flutuando!,,,,
285,"Agente Besta Extrema Luoze ","A elite do clã Coelho da neve, implacável e orgulhosa, é membro da organização de agentes estelares de Gomanda - ""Ataque Extremo da Besta."" A arma é uma arma movida a hélio feita pelo clã Coelho da neve, usando uma mira de super alta velocidade e boa em sniping de longa distância.",,Foto do perfil: Desbloquear foto do perfil.,Pegadas: Pegadas de floco de neve são deixadas onde você anda.,,,,
286,Thora,"O baterista principal da banda de rock elétrico. A bateria feroz e tempestuosa é o estilo favorito de Thora.
Quanto aos trovões e relâmpagos que aparecem de vez em quando durante a performance... é um efeito de palco?
De qualquer forma, vamos comer macarrão ramen depois da apresentação!",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: Relâmpagos irromperão no corpo!,#cda5b0a Disponível apenas na caixa de construção de sonhos #n,,,
287,Sonata de Inverno Marilyn,"""Jingle bells, Jingle bells, Jingle all the way...""
Ouça~ A música alegre e o ritmo ecoando na cidade.
Festa de Natal da Marilyn, vamos?",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: Estrelas estão flutuando!,,,,
288,Geada Alice,"O dia de nevar, esperando o desabrochar das flores flost.
Todos os sons estão parados, nadando com as baleias.
Não há fim para o encanto do inverno~",,Foto do perfil: Desbloquear foto do perfil.,Pegadas: Cristais de gelo e flocos de neve são deixados onde eles andaram.,#cda5b0a Disponível apenas na caixa de construção de sonhos #n,,,
291,Neve redonda,"Dê presentes alegremente e receba envelopes vermelhos alegremente;
Veja? Não está nevando agora. É o ano novo que vem!",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: Flocos de neve estão caindo em seu corpo!,,,,
292,Bombinha,"Squeak squeak~ Amassando bolas de neve. Crepitar crepitar~ Acenda fogos de artifício.
Você me pergunta o que significam os fogos de artifício? É porque o ano novo chegando!",,Foto do perfil: Desbloquear foto do perfil.,Efeitos especiais do corpo: Existem nós chineses que representam auspiciosidade flutuando no corpo!,,,,
293,Senhor do Palácio Aquamarine Canorus,"Samambaias passam a noite com harpas,
Estrelas maravilhosas estão espalhadas por toda parte.
Fishtail e chifres aprendem lógica racional juntos,
A fortaleza defensiva da reconstrução caótica entrará em colapso.",,Foto do perfil: Desbloquear foto do perfil.,Efeitos Corporais: Cerque-se do poder de Capricórnio!,,,,
