ID,名字,描述,获得方式
27039,เปลี่ยนสกินอลิสสา,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27040,นักมายากลแวมไพร์ ลอตเต้,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27041,นางฟ้าจันทรา,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27042,หยก,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27043,นักเป่าแตร นิตา,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27044,มือกลอง นิค,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27045,ดราก้อนเบลล์,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27046,ไนน์ทีน,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27047,แคนดี้แบร์,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27048,ดรีมมี่,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27049,พอลลี่,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27050,เปลี่ยนสกินเจสซี่,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27051,ไซเรน,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27052,เปลี่ยนสกินเอมี่,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27053,สกาย มาร์ควิส,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27054,ยูเอะ,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27055,ชิลี,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27056,แคสเปอร์,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27057,โอลิเวีย,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27058,ยูนา,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27059,แอนดรูว์,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27060,สายลับอสูรหมาป่าสีเงิน,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27061,เจ้าหญิงโซล,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27062,ดราก้อนสกาย,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27063,ทอร์ค ผู้เชี่ยวชาญไก่งวง,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27064,แยมสตรอเบอร์รี่ (ถาวร),"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27065,พระคเณศ,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27066,EDM ควีน ซาช่า,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27067,ผู้พิทักษ์สวรรค์ ยูนี,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27068,หยุนซ่าง,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27069,หยวนเซียง,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27070,ถิงฮ่วย,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27071,ชุดเชิดสิงโต,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27072,ผึ้งน้อย,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27073,เทพนกกระเรียน,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27074,หยุนหยาน,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27075,จังหง,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27076,แคทรีนา,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27077,สไปเดอร์เกิร์ล,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27078,มิรันดา,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27079,จักรพรรดิฮีโร่,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27080,หูซิน,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27081,หูเสี่ยวเฟิง,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27082,เอวาลิน,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27083,ไท้หลิน,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27084,ฟรอส,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27085,นางฟ้าดอกไม้ผีเสื้อ,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27086,หน้ากากเปลวเพลิง,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27087,ราชินีงานรื่นเริง,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27088,ไม้ไผ่น้อย,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27089,เบสบอลฮีโร่,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27090,โมทา,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27091,ดอกไม้ไฟ,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27092,แฟลช,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27093,เฟิงหลิง,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27094,ผีเสื้อในฝัน,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27095,กัปตันทีมฟุตบอล,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27096,เชอร์ลี่ย์,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27097,บูดิ,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27098,เดวี่,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27099,เงาจันทร์,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27100,เจ้าหญิงดอกบัว,"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",@Null@
27101,ไนท์แมร์มูน (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,@Null@
27102,กริซิต้า (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,@Null@
27103,ลิโค่ (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,@Null@
27104,นีนีที่ถูกปลุกพลัง (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,@Null@
27105,คาคาที่ถูกปลุกพลัง (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,@Null@
27106,ซิลเวอร์เบลล์ (ถาวร),"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",
27107,คอเรลล์ (ถาวร),"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",
27108,ซิงเทียน (ถาวร),"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",
27109,ฮอว์คแมน (ถาวร),"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",
27110,ราพันเซล โลล่า (ถาวร),"การใช้: ปลดล็อคสกินนี้ถาวร
หากปลดล็อคสกินนี้ถาวรแล้ว จะได้รับถั่วมินิแทน",
27111,เมก้า (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27112,หมาจิ้งจอกหวาหยาง (ถาวร),ใช้:ปลดล็อกสกินนี้ถาวร หากปลดล็อกสกินถาวรแล้ว จะได้รับถั่วมินิแทน,
27113,Qimeng Linghu Huayang (ถาวร),ใช้: ปลดล็อกชุดอย่างถาวร หากปลดล็อกชุดอย่างถาวร ให้รับถั่วขนาดเล็ก,
27114,Qimeng Linghu Huayang (ถาวร),ใช้: ปลดล็อกชุดอย่างถาวร หากปลดล็อกชุดอย่างถาวร ให้รับถั่วขนาดเล็ก,
27115,ซันเซท ชิมเมอร์ (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27116,ทริกซี่ (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27117,ไชนิ่งอาร์เมอร์ (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27118,ลูเมียร์ (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27119,ลูเซีย (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27120,ทินี่ (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27121,เบบี้ดราก้อน (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27122,ถังซาน (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27123,เสี่ยวอู่（ถาวร）,การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27124,ปี่ปี่ตง (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27125,ออสก้าร์  (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27126,หม่าหงจวิ้น (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27127,ชีโหลว (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27128,ไต้มู่ไป๋ (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27129,จูจู๋ชิง(ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27130,นิ่งหรงหรง (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27131,Meow Fei นางหิมะ (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27132,Nim กลีบเมฆปุยนุ่น (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27133,นางฟ้านกยูงเขียว ฮวนซี (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกสกินถาวรแล้วจะได้รับถั่วมินิแทน,
27134,เมโคมิน (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27135,เอโรบ (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27136,เชสเซอร์ (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27137,นักรบเผ่า คาคา (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27138,หัวหน้าเผ่า นีนี (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27139,หัวหน้าเผ่า (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27140,ภรรยาหัวหน้าเผ่า (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27141,คาคา (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27142,นีนี่ (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27143,หมีซน  (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27144,กัปตันทอม (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27145,สายลับลอร่า (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27146,ซินดี้ (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27147,ปีเตอร์ (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27148,ศจ.สตีเวน (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27149,ราซาร์ สไตล์ชิคๆ คูลๆ (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27150,เทสส์ ความฝันสีชมพู (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27151,นางฟ้านกยูงชมพู ฮวนซี (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกสกินถาวรแล้วจะได้รับถั่วมินิแทน,
27152,กิวดง (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้ถาวร หากปลดล็อกชุดตกแต่งนี้ถาวรแล้ว จะได้รับถั่วมินิแทน,
27153,เฮเธอร์ ครีมส้ม (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27154,ฮาซึเมะ บ่อน้ำซัมเมอร์ (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27155,มิโฮ (ถาวร),กดใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกแบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27156,ลูกพลับ (ถาวร),กดใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกแบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27157,เคลลี (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27158,กระโปรงหิมะ (ถาวร),กดใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกแบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27159,เยื่อไผ่ (ถาวร),กดใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกแบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27160,มังกรปีศาจ คาร์เปอร์ (ถาวร),กดใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกแบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27161,นักล่าผี เดม่อน (ถาวร),ใช้: ปลดล็อกสกินของอาวุธนี้ถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27162,โอเรียน (ถาวร),ใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27163,เฟยเฟย (ถาวร),ใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27164,รุ่งอรุณ จูหยิน (ถาวร),การใช้:ปลดล็อกสกินนี้อย่างถาวร ถ้าปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27165,พลบค่ำ จูหยิน (ถาวร),การใช้:ปลดล็อกสกินนี้อย่างถาวร ถ้าปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27166,เกาลัด (ถาวร),ใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกแบบถาวรแล้วจะได้รับถั่วมินิแทน,
27167,สายลับกระต่ายเงิน (ถาวร),ใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกแบบถาวรแล้วจะได้รับถั่วมินิแทน,
27168,ตันจิ้ง (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27169,แมรี่ลู (ถาวร),ใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27170,อลิส (ถาวร),ใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27171,Starsea streamer Nori (ถาวร),ใช้：ปลดล็อกชุดอย่างถาวร。รับ mini-bean บางส่วนหาก，ปลดล็อกชุดอย่างถาวร。,
27172,Nebula Flash Dreams Becco (ถาวร),ใช้：ปลดล็อกชุดอย่างถาวร。รับ mini-bean บางส่วนหาก，ปลดล็อกชุดอย่างถาวร。,
27173,หิมะกลม (ถาวร),ใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27174,จอมระเบิด (ถาวร),ใช้: ปลดล็อกสกินนี้ถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27175,คาโนรัส  (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27176,แอเรียส  (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27177,เคซิน (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27178,เคยี่ (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27179,เพลลู (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27180,ดราก้อนเนส (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27181,Soundwave (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27182,แมงโก้ (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27183,เซซามี (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27184,โนน่า (ถาวร),การใช้:ปลดล็อกสกินนี้อย่างถาวร ถ้าปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27185,หลิงหยู (ถาวร),การใช้:ปลดล็อกสกินนี้อย่างถาวร ถ้าปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27186,รีเบคก้า (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากปลดล็อกถาวรแล้วจะได้รับถั่วมินิแทน,
27187,คิง (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27188,ผู้ชี้นำเวทมนต์ เฟลิเซีย (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้แบบถาวร หากปลดล็อกแบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27189,นางฟ้าลึกลับเฟลิเซีย (ถาวร),การใช้:ปลดล็อกชุดตกแต่งนี้แบบถาวร หากปลดล็อกแบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27190,เวเรน่า (ถาวร),ใช้：ปลดล็อคสกินนี้อย่างถาวร หากได้รับแบบถาวรแล้วจะได้รับถั่วมินิแทน,
27191,มาร์ค (ถาวร),ใช้：ปลดล็อคสกินนี้อย่างถาวร หากได้รับแบบถาวรแล้วจะได้รับถั่วมินิแทน,
27192,ไอร์ริน (ถาวร),ใช้: ปลดล็อกสกินนี้แบบถาวร หากได้ปลดล็อกสกินนี้แบบถาวรแล้ว จะได้รับถั่วมินิแทน,
27193,เอลตัน (ถาวร),ใช้：ปลดล็อคสกินนี้อย่างถาวร หากได้รับแบบถาวรแล้วจะได้รับถั่วมินิแทน,
