ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
203,бабочка цветочная фея,@Null@,@Null@,Аватар: Разблокировать изображение профиля,"Эффекты тела: Пурпурные бабочки, плавающие по телу.",@Null@,,,
204,Огненный герой,"Пятый элемент, огонь, обладает наибольшими способностями и потенциалом.
Единственная броня, позволяющая призывать двух человек одновременно. Это броня с самым медленным потреблением способностей.",@Null@,Аватар: Разблокировать изображение профиля,"Следы: везде, где вы идете, остаются следы огненного героя.",@Null@,,,
205,Карнавальная королева,"Танцевальные платья, инкрустированные бесчисленными бриллиантами и блестками, сияющими золотом на ярком солнце; Королева карнавала была в резких духах, поющих и танцах с танцевальной музыкой. Как танцоры, и зрители забывают все свои неприятности в пении и танцах карнавала.",@Null@,Avatar: разблокирование изображение профиля,"Следы: оставьте красочные ленты следы, куда бы вы ни ходили.",@Null@,,,
206,Бамбук Двен,"Черное и белое — идеальное сочетание. Ты мне нравишься и твой зеленый бамбук! Не пойми меня неправильно, я не буду тебя есть~",@Null@,Avatar: разблокирование изображение профиля,@Null@,@Null@,,,
207,Герой бейсбола,"«На поле бейсбола« тесто »и« кувшин »являются удивительными.
Известный как «самый сильный двухместный поток в истории». """,@Null@,Avatar: разблокирование изображение профиля,"Следы: оставьте следы бейсбола, куда бы вы ни ходили.",@Null@,,,
208,Мота,"Свободно плывите по морским глубинам.
Я летчик в океане. Я самый быстрый пловец в небе.
Найди меня, и ты узнаешь правду.",@Null@,Avatar: разблокирование изображение профиля,"Воздействие на тело: Пузыри, выпадающие из тела.",#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
209,Огненный цветок,"Приближается весенний праздник, и звук фейерверка будет звучать весь день и ночь.
Смотри, это фейерверк! Загадай со мной желание!",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: Розовые цветы, парящие над телом.",@Null@,,,
210,Вспышка,"Выполняйте фокусы и исполняйте свои желания. Звезда, пожалуйста, продолжай сиять. Услышьте наши пожелания!",@Null@,Avatar: разблокирование изображение профиля,"Следы: оставляйте звездные следы, где бы вы ни шли.",@Null@,,,
211,Маяк,"Бушуют барабаны войны. Где мой враг? Огни маяков в небе, охраняя Родину, не боясь смерти и увечий. Гнев превращается в боевое намерение. Вера всегда в моем сердце, и в конце концов кружащийся дракон вернется!",Разблокировка предмета может быть приобретен в мероприятии,Avatar: разблокирование изображение профиля,Воздействие на тело: От тела исходят искры.,@Null@,,,
212,Мечтательный поэт,"Ву умеет кататься на лошадях и махать мечами. Вэнь умеет рисовать и читать стихи.
Она просто непобедима!",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: Розовые цветы, парящие над телом.",@Null@,,,
213,Футбольный капитан,"Мальчик, который когда-то играл босиком на улице, теперь превратился в неудержимого орла на зеленом поле, ведя мяч, постоянно превосходя и сильно бросая. Создавая историю, ведя свою команду к очередной победе.",@Null@,Avatar: разблокирование изображение профиля,@Null@,@Null@,,,
214,Ширли,"Тысячи лет ветра и снега обдувают не холодное, а теплое сердце. Это удача иметь снеговика в качестве компаньона. Все, что я хочу, это чтобы снег не таял.",@Null@,Avatar: разблокирование изображение профиля,"Следы: Оставляйте следы снежинок, где бы вы ни шли.",@Null@,,,
215,Буди,"Буди живет в прекрасной Юго-Восточной Азии. Мода для него синонимична.
Его любимое занятие — кататься на мотоцикле по побережью и наслаждаться морским бризом с друзьями",@Null@,Avatar: разблокирование изображение профиля,@Null@,@Null@,,,
216,богиня,"Деви танцует так, как научила ее бабушка, когда она была ребенком. Танцы возвращают ей старые воспоминания о солнце, морском бризе и свежем запахе пальмовых листьев.",@Null@,Avatar: разблокирование изображение профиля,@Null@,@Null@,,,
217,Shadowbringer,"Быстрый и точный танцор, скрытый в тенях. Ее ловкость и темно-зеленый капюшон - ее отличительные черты. Люди не знают ее имени. Они знают только, что под сенью звезд и луны будет таинственная женщина, которая карает злых.",@Null@,Avatar: разблокирование изображение профиля,@Null@,@Null@,,,
218,Лотосовая принцесса,"Дизайн Princess Lotus поступает из работы чемпиона по дизайну одежды вьетнамского мира. Пересекая древние и современные, шаг за шагом, обнимайте Джин Суй, просто чтобы встретиться с вами.",@Null@,Avatar: разблокирование изображение профиля,Физические спецэффекты: лотос разбросан на тело!,@Null@,,,
219,Кошмарная Луна,"Ее конфликты с сестрой сделали ее кошмарной лунной принцессой. После того, как на нее повлияла какая-то гармоничная энергия, она решила вернуться к своей сестре. Она очень нежная и боится одиночества. Она близка к людям своего королевства.",@Null@,Avatar: разблокирование изображение профиля,Эффекты тела: Звездный свет исходит от тела.,@Null@,,,
220,Глицита,Угол улицы показывает мои следы. Граффити записывают мои воспоминания. За каждым моим искусством стоит любовь.,@Null@,Avatar: разблокирование изображение профиля,"Следы: оставляйте следы граффити, где бы вы ни шли.",@Null@,,,
221,Лико,"Граффити было моей страстью. Я выражал свои чувства через свои работы. Граффити — моя любовь. Распылите его, это стрит-арт.",@Null@,Avatar: разблокирование изображение профиля,"Следы: оставляйте следы граффити, где бы вы ни шли.",@Null@,,,
222,Пробужденный Нини,Орлиное перо рассекло небо. Скипетр обвел территорию. Для меня честь защищать безопасность моего племени!,@Null@,Avatar: разблокирование изображение профиля,Эффекты тела: Частицы энергии вылетают из тела.,@Null@,,,
223,Пробужденный Кака,Без огня свеча гаснет. Может ли амбиция остаться после всех трудностей? Молодой человек всегда ходит один!,@Null@,Avatar: разблокирование изображение профиля,Эффекты тела: Частицы энергии вылетают из тела.,@Null@,,,
224,Серебряный колокол,Своим умным умом и упорными исследованиями Иньлин решила феномен ядовитой ландыши и стала магическим ученым по сохранению растений и символом хранителя платиновой лилии. долины в сердцах людей. Теперь она исследует больше тайн волшебных растений Arcane Star с Hua Youyou!,,Фотография профиля: разблокировать фотографию профиля.,"Прогулочные следы: Платиновые следы ландыша остаются там, где вы идете.",,,,
225,Крил,"Попробуйте ледяные продукты Baiwei и узнайте секреты на кончике языка. 
 Гениальные вкусовые рецепторы, превращающиеся в волшебство. 
 Многочисленные эксперименты достигли перфекционизма.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты для тела: листья лимона и мяты плавают вокруг!,#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
226,Син Тянься,"Xingtian Armor хорошо сражается ладонью, поэтому большинство его трюков с боевыми искусствами - это пальмовые приемы. Среди трех доспехов он обладает средними способностями и обладает как наступательными, так и оборонительными способностями. Он также является специальной броней капитана бронепатрульной команды и играет ключевую роль в броневой команде.",,Фотография профиля: разблокировать фотографию профиля.,"Ходячие следы: оставьте следы тотема Xingtian там, где вы идете.",,,,
227,Орёл ветра,"Броня орла ветра - бронированный воин с синим в качестве основного цвета и орлом в качестве тотема. Воин, образованный комбинацией доспехов призывателя и орла ветра из дерева. Среди пяти элементов он принадлежит дереву, самый быстрый среди пяти воинов, и это быстрый воин.",,Фотография профиля: разблокировать фотографию профиля.,"Прогулки следы: оставить ветер орла тотемные следы, где вы идете.",#cda5b0a только для #n,,,
228,"Рапунцель, Лола.","Плач на высоком здании, звук в ушах, но всем наплевать 
 Суровый упрек Богу легко получить, и быть суровым по-прежнему неизбежно 
 Пока чудо не исчезло, и ангел уходит 
 Оставшись один и бесплодный, я не знаю, сколько лет перевоплощения",,Фотография профиля: разблокировать фотографию профиля.,"Эффекты тела: Лепестки и листья, отходящие от тела!",,,,
229,Мэйцзя,"Мэй Цзя, классный производитель оружия и мехов из таинственного времени и пространства, полон высокотехнологичных точных инструментов: ткань куртки особенная и кажется неуязвимой. , время от времени на линзах очков мелькают плотно освещенные слова, а странное устройство, стоящее за ним, как говорят, содержит мощную энергию. Его также можно использовать в качестве пушки в случае необходимости или... замахнулся, чтобы отбить плохих парней!",,Фотография профиля: разблокировать фотографию профиля.,Body Effects: Механические вспышки на теле!,,,,
230,Qimeng Linghu · Хуаян,"Незабываемые кошмары укрывают солнце, непостоянство разбивает молодость. Прикоснитесь к струнам фортепиано, чтобы послать мелодии и мысли, идет дождь, и люди в конце концов расходятся, и с тех пор мы никогда не виделись.",,"Специальные изменения: Игра может реализовать функцию изменения цвета, изменение формы и состояния!","Аватарная рамка и эффекты тела: эксклюзивная аватарная рамка со светло-красными камелиями, плавающими вокруг!","#cda5b0a изменение цвета: нажмите левую кнопку изменения цвета, чтобы переключить лису в непослушное наивное состояние #n.","#cda5b0a изменение цвета: нажмите левую кнопку изменения цвета, вы можете переключить лису в гламурное великолепное состояние. #n",#cda5b0a ограничено выходом подарочной коробки Xinghui #n,
231,Qimeng Linghu · Хуаян,"Я помню, что цветы цветут по всем горам, а песня полна благоденствия. Прошли годы мимо дома тории, когда был смех и шум, а весенний свет расцвел в иенах.",,"Специальные изменения: Игра может реализовать функцию изменения цвета, изменение формы и состояния!","Аватарная рамка и эффекты тела: эксклюзивная аватарная рамка с большими красными камелиями, плавающими вокруг!","#cda5b0a изменение цвета: Нажмите левую кнопку изменения цвета, чтобы переключить лису в мягкое и сильное состояние #n.","#cda5b0a изменение цвета: нажмите левую кнопку изменения цвета, вы можете переключить лису в гламурное великолепное состояние. #n",#cda5b0a ограничено выходом подарочной коробки Xinghui #n,
232,Qimeng Linghu · Хуаян,"На высоте тысячи футов в мире цветут сакуры, и кровь восстанавливается. В поисках весеннего свечения, чтобы пробиться сквозь облака и туман, мечтая вернуться на край зеленых волн, зеленый пояс отражает молодое лицо.",,"Специальные изменения: Игра может реализовать функцию изменения цвета, изменение формы и состояния!","Аватарная рамка и эффекты тела: эксклюзивная аватарная рамка с темно-красными камелиями, плавающими вокруг!","#cda5b0a изменение цвета: Нажмите левую кнопку изменения цвета, чтобы переключить лису в мягкое и сильное состояние #n.","#cda5b0a изменение цвета: нажмите левую кнопку изменения цвета, чтобы переключить лису в непослушное наивное состояние #n.",#cda5b0a ограничено выходом подарочной коробки Xinghui #n,
233,Послесвечение девушки,"Когда-то она была ученицей Принцессы Вселенной. Хотя она пошла в объезд, она, наконец, исправилась, отбросила свои старые обиды и подружилась со своими бывшими противниками. Она олицетворяет сочувствие в Юане Гармонии.",,Фотография профиля: разблокировать фотографию профиля.,"Эффекты тела: апертура послесвечения, плавающая вокруг тела!",,,,
234,Трикси девушка,"Трикси - путешествующий волшебник, который владеет всеми видами сценической магии и творит чудесную магию для пони по всей стране. Ее прекрасный символ - Волшебная палочка со звездами и лунами, что означает ""трюк"", поэтому она может научиться любой магии.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Волшебная энергия течет по вашему телу!,,,,
235,Сияющий броня мальчик,"Сияющий Доспех - старший брат Сумерек. Он связал себя узами брака с принцессой Инь Юнь. Он спокоен и ответственен. Теперь он правит Хрустальной империей с принцессой Инь Юнь. Его прекрасные символы - щиты и рассеянные звезды, а его волшебная сила сильна.",,Фотография профиля: разблокировать фотографию профиля.,"Эффекты тела: Сияющие звезды, дрейфующие от вашего тела!",,,,
236,Лумир,"Попробуйте сливочное мороженое и наблюдайте, как сияют огни. 
 Катайтесь на карусели, смейтесь и кричите вместе. 
 Фотоэлектрическое переплетение, отражающее радость времени в данный момент!",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Звезды плавают вокруг!,,,,
237,Люсия,"Понюхайте попкорн, гонитесь и играйте вместе. 
 Катайся на колесе обозрения и ты поймаешь солнце! 
 По душам, не бойтесь палящей жары и солнца перед вами!",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Звезды плавают вокруг!,,,,
238,"Дюймовочка, Тини","Маленькое тело, большое мужество. 
 Ловите сусликов и ловите птиц, следите за рыбой и гонитесь за козами. 
 Смотрите, как я иду по лесу и раскрываю секреты исцеления!",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Исцеляющая энергия течет по телу!,#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
239,Лонг Сяобао,"Широкая улыбка - фирменное оружие Сяобао. 
 Мягкие молочные пельмени устраняют неприятности одним щелчком мыши. 
 Талисманы - это не то, чем вы можете быть, если хотите. 
 Во-первых, у вас не может быть меньше пустышек... Эй, ты не можешь быть соской, если ограбишь меня!",,Фотография профиля: разблокировать фотографию профиля.,"Эффекты тела: Золотые точки света, трепещущие на теле!",,,,
240,Танг Сан,"Нет никаких пустых духов, только мастера пустых духов!",,Фотография профиля: разблокировать фотографию профиля.,"Ходячие следы: Молниеносные следы остаются там, где вы идете.",#cda5b0a Douluo Continent Linkage Dress Up эксклюзивное действие: показать боевой дух! #n,,,
241,Маленький танец,"Привет, меня зовут Сяо Ву, танец танца.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Розовые лепестки плавают вокруг!,#cda5b0a Douluo Continent Linkage Dress Up эксклюзивное действие: показать боевой дух! #n,,,
242,Сравните один с востоком,"Сильному мужчине, если вы не можете заставить его сдаться, лучше позволить ему спать вечно.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: вокруг плавают перья!,#cda5b0a Douluo Continent Linkage Dress Up эксклюзивное действие: показать боевой дух! #n,,,
243,Оскар,"Истинный гений получает высшую славу с рождения, и я просто провожу свою жизнь, приближаясь к этому свету.",,Фотография профиля: разблокировать фотографию профиля.,"Прогулочные следы: Оставляйте колбасные следы там, где идете.",#cda5b0a Douluo Continent Linkage Dress Up Exclusive Action: Release Soul Skill! #n,#cda5b0a только для #n,,
244,Ma Hongjun - аккорды,"Разве вы не слышали, что в травяном гнезде есть золотые фениксы?",Незаблокированные предметы можно получить через событие,Фотография профиля: Разблокировать фотографию профиля.,"Следы ходьбы: Оставляйте следы огня там, где вы идете.",#cda5b0a Douluo Continent linkage dress up exclusive action: show martial spirit! #n,,,
245,Киро,"Весенние волосы красиво висят в облаках и деревьях, а зимой розы закапывают, а ветки с нетерпением ждут возвращения ласточек. 
 Небеса уходят на землю, зима уходит в весну, 
 Вы хотите присоединиться к этому человеческому опыту?",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: цветы глицинии плавают вокруг!,,,,
246,Дай Мубай,"Я хочу стать сильнее, достаточно сильным, чтобы защитить тебя и защитить больше людей.",@Null@,Фотография профиля: Разблокировать фотографию профиля.,Эффекты тела: Молния будет испускаться из тела!,#cda5b0a Douluo Continent linkage dress up exclusive action: show martial spirit! #n,,,
247,Чжу Чжуцин,"Я не хочу жить жизнью, устроенной другими, я хочу вырваться на свободу, поэтому я должен стать сильнее.",@Null@,Фотография профиля: Разблокировать фотографию профиля.,Особые эффекты для тела: фиолетовые светлые пятна разбросаны по телу!,#cda5b0a Douluo Continent linkage dress up exclusive action: show martial spirit! #n,,,
248,Нинг Ронгронг,"Прошлое не изменить, даже если я проведу всю свою жизнь, я оживлю тот свет!",@Null@,Фотография профиля: Разблокировать фотографию профиля.,Эффекты тела: Голубые точки света валят над телом!,#cda5b0a Douluo Continent linkage dress up exclusive action: show martial spirit! #n,,,
249,Версия слишком низкая,,,,,,,,
250,Версия слишком низкая,,,,,,,,
251,"Призрак тропического леса, Хуаньси","Слушайте голос от всего сердца, отпустите свою привязанность к совершенству, 
 Будьте в центре внимания толпы и фантома в глубине тропического леса. 
 Под хвостовым экраном в этот момент я возродился из пепла.",,"Изменения освещения: форма с окружающим освещением на карте, нажмите кнопку слева, чтобы просмотреть инструкции.","Фантом: когда окружающий свет больше 9, он превратится в сумеречный закат, нажмите кнопку слева для предварительного просмотра.","Эксклюзивные действия: на карте есть несколько эксклюзивных действий, нажмите кнопку слева, чтобы просмотреть связанные действия.",Avatar Frame: автоматически разблокировать динамический Avatar Frame при получении.,,
252,МакКормик,"Девушка-стимпанк, которая верит в технологии для изменения жизни и любит изобретать. Живая и милая в будние дни, но имеет абсолютную серьезность и преданность науке. Самая большая мечта - создать механические крылья, которые могут позволить человеческим существам свободно летать.",@Null@,Фотография профиля: Разблокировать фотографию профиля.,Эффекты для тела: золотые пятна света развеваются над телом!,@Null@,,,
253,"Уайт, Эрик","Строгий и серьезный характер заставляет его доверять только строгой теории и контролируемым практическим результатам. После многих расчетов и экспериментов Эрубай твердо верит, что летательный аппарат является эффективным средством для достижения полета, и насмехается над дикой идеей Мэй Кьюэна.",@Null@,Фотография профиля: Разблокировать фотографию профиля.,Эффекты тела: шестерни плавают вокруг!,@Null@,,,
254,Мечта,"Принять ванну в небе и говорить со звездами. 
 Искать тысячи цивилизаций и исследовать тайны вселенной. 
 Кто-то спросил, что такое конец света? 
 Я думаю, звездное небо - это чудо творения.",@Null@,Фотография профиля: Разблокировать фотографию профиля.,Эффекты тела: Космическая энергия исходит из тела!,@Null@,@Null@,@Null@,@Null@
255,Племенной орел кака,"Орлиное перо поразило небо, и скипетр облетел территорию. 
 Защита безопасности племени - моя заслуженная миссия!",@Null@,Фотография профиля: Разблокировать фотографию профиля.,Эффекты для тела: зеленая флуоресценция выходит из тела!,@Null@,@Null@,@Null@,@Null@
256,Вождь племени Нини,"Свеча гаснет без огня, и воск исчезает. 
 Все виды трудностей, амбиций все еще существуют? 
 Даже если дует ветер, мальчик ходит один!",@Null@,Фотография профиля: Разблокировать фотографию профиля.,Эффекты для тела: на теле плавают звезды!,@Null@,@Null@,@Null@,@Null@
257,Версия слишком низкая,,,,,,,,
258,Версия слишком низкая,,,,,,,,
259,Версия слишком низкая,,,,,,,,
260,Версия слишком низкая,,,,,,,,
261,Версия слишком низкая,,,,,,,,
262,Версия слишком низкая,,,,,,,,
263,Версия слишком низкая,,,,,,,,
264,Версия слишком низкая,,,,,,,,
265,Версия слишком низкая,,,,,,,,
266,Версия слишком низкая,,,,,,,,
267,Версия слишком низкая,,,,,,,,
268,Версия слишком низкая,,,,,,,,
269,Версия слишком низкая,"Летом бескрайний снег ищут, а в зимнее солнцестояние Суодзи прыгает с фейерверком. 
 Я слышал бурные аплодисменты тысяч людей и какое-то время не боялся освистывать и насмехаться. 
 За сумерками это я, танцую с закатом.",,"Изменения освещения: форма с окружающим освещением на карте, нажмите кнопку слева, чтобы просмотреть инструкции.","Phantom: Превратитесь в Phantom of the Rainforest, когда окружающий свет меньше или равен 9, нажмите кнопку слева для предварительного просмотра.","Эксклюзивные действия: на карте есть несколько эксклюзивных действий, нажмите кнопку слева, чтобы просмотреть связанные действия.",Avatar Frame: автоматически разблокировать динамический Avatar Frame при получении.,,
270,Гудонг,"Красная грязевая печь вьется с ароматом, неся все виды фейерверков в мире. 
 Используйте ингредиенты, чтобы исцелить тело и разум, и успокоить эмоции с помощью дыма. 
 Прекрасный вкус, который не остановить, заставляет людей кричать: 
 Такой свежий, такой острый, леди-босс добавляет овощи!",@Null@,Фотография профиля: Разблокировать фотографию профиля.,Специальные эффекты для тела: на теле плавают ингредиенты!,@Null@,@Null@,@Null@,@Null@
271,"Сливки Сладкий апельсин, Хизер",,,,,,,,
272,"Пруд в середине лета, раскрашенные бутоны",,,,,,,,
273,Михе,"Слегка кислое дыхание стимулирует кончики вкусовых рецепторов, 
 Зеленая мякоть образует сладкие гранулы. 
 Вы спрашиваете меня, это кисло? Это сладко? 
 Я думаю, это изменения в природе.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Киви плавает вокруг!,,,,
274,Хурма азуса,"Осенний ветер закатывает золотые листья, 
 Аромат зарылся в носы пешеходов. 
 Всякий раз, когда возникает такая ситуация, 
 Это сезон созревания хурмы.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Листья хурмы плавают по всему телу!,,,,
275,Келли,,,,,,,,
276,Снежное платье,"Белая пряжа летает, юбка цветет, 
 Завеса летающих в лесу бактерий, рассеянная споруляция, 
 Это все вкус счастья.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Белые цветы и перья дрейфуют!,,,,
277,Бамбуковый шэн,"Ложь измучена, иллюзии пронизывают, 
 Улыбка под белым занавесом, интимное объятие, 
 Это как бы реально и как бы в маске.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Белые цветы и перья дрейфуют!,,,,
278,Демон-дракон - Карпер,"Раньше он был героем убийцы драконов, но после долгой борьбы с драконами он превратился в дракона, став наполовину человеком и наполовину драконом. Он сопротивлялся искушению силы в крови дракона и придерживался своей собственной природы, но изменения в его теле по-прежнему вызывали страх среди жителей деревни. С новой жизнью Карпер начал искать новый дом.",,Эффекты тела: Игра может осуществить функцию деформации и переключить форму!,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: фиолетовый звездный свет исходит от вашего тела!,"#cda5b0a деформации: Нажмите кнопку деформации слева, чтобы превратиться в звездного дракона на экране неба! #n",#cda5b0a ограничено выходом подарочной коробки Dream Building #n,
279,Охотник за привидениями - Дэймон,"На Хэллоуин, когда путешествуют призраки, всегда есть злые духи с дурными намерениями. Со вспышкой света ножа все злые духи убиты под синим крючком и серпом. Помимо шума повсюду, он наблюдает за покоем фестиваля светящимся светом души.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Синий огонь души вытекает из тела!,,,,
280,Орион,"""Джингл, джингл, джингл белс..."" 
 Напевая знакомые песни, развешивая светлые шары и ленты на высокой рождественской елке и самая большая звезда наверху, пусть Орион зажжет ее!",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Звезды плавают вокруг!,,,,
281,Фейфей,"Шаги светлее, чем тихие падающие снежинки, а неглубокие следы цветов сливы позади них еще прекраснее. 
 Одетая в специально подготовленные праздничные наряды, поведение Фейфея при ходьбе по снегу может быть более элегантным!",Разблокированные предметы могут быть получены через деятельность,Фотография профиля: разблокировать фотографию профиля.,"Ходячие следы: оставляйте отпечатки кошачьих лап там, где ходите.",,,,
282,Версия слишком низкая,"У Чжу Иня, солиста электрической рок-группы, есть два совершенно разных стиля исполнения: нежный и холодный, как бриз, ласкающий бамбуковые листья, или яростный и жестокий, как бамбуковые тени, дико танцующие под дождём.
Тот факт, что в теле есть две души, не может быть известен другим!",,Фотография профиля ： разблокировать фотографию профиля 。,#cda5b0a изменение цвета ： нажмите кнопку изменения цвета слева ， можете переключиться на состояние зеленого бамбука 。 #n,"#cda5b0a изменение цвета: Нажмите кнопку изменения цвета слева, чтобы переключиться в состояние сумерек. #n",,,
283,Версия слишком низкая,"У Чжу Иня, солиста электрической рок-группы, есть два совершенно разных стиля исполнения: нежный и холодный, как бриз, ласкающий бамбуковые листья, или яростный и жестокий, как бамбуковые тени, дико танцующие под дождём.
Тот факт, что в теле есть две души, не может быть известен другим!",,Фотография профиля ： разблокировать фотографию профиля 。,#cda5b0a изменение цвета ： нажмите кнопку изменения цвета слева ， можете переключиться на состояние ночной вишни 。 #n,"#cda5b0a изменение цвета: Нажмите кнопку изменения цвета слева, чтобы переключиться в утреннее состояние #n.",,,
284,Каштаны,"Нежная и робкая маленькая белочка отлично играет на скрипке в Музыкальной консерватории Акиба. Обычно она очень застенчива, но когда она играет на скрипке, кажется, что золотые музыкальные ноты мигают по всему ее телу.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: вокруг плавают золотые музыкальные ноты!,,,,
285,"Экстремальный Зверь Агент, Ло Цзе Цин","Элита клана Снежных Кроликов, безжалостная и гордая, является членом организации звездных агентов Гоманды - ""Экстремальная атака зверей"". Оружие представляет собой гелиевое орудие, сделанное кланом Snow Rabbit, с суперскоростным прицелом и хорошо стреляющее на большие расстояния.",,Фотография профиля: разблокировать фотографию профиля.,"Ходячие следы: Следы снежинки остаются там, где вы идете.",,,,
286,Рейна,"Абсолютный главный барабанщик электророк-группы, яростный барабанщик, как буря, - любимый стиль Рейны. Что касается электрического и легкого грома, который время от времени происходит во время выступления... Это действительно просто сценический спецэффект? 
 Неважно! Давайте вместе поедим вкусный рамен после шоу!",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Молния вспыхнет на теле!,#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
287,Мэри Лу,"""Джингл, джингл, джингл белс..."" 
 На улицах звучат знакомые и веселые песни, рождественская вечеринка Мэрилу, хочешь прийти?",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: Звезды плавают вокруг!,,,,
