过滤场景ID,过滤框架ID,过滤组件ID,过滤事件码
9999,MINI_HOMEPAGE_TOP_1,MiniBeanTopUp,view
9999,MINI_HOMEPAGE_TOP_1,Email,view
9999,MINI_HOMEPAGE_TOP_1,MiniCoinTopUp,view
9999,MINI_HOMEPAGE_TOP_1,Activity,view
9999,MINI_HOMEPAGE_TOP_1,PersonInformation,view
9999,MINI_HOMEPAGE_BOTTOM_1,Shop,view
9999,MINI_HOMEPAGE_BOTTOM_1,WiFiCheck,view
9999,MINI_HOMEPAGE_BOTTOM_1,ResourceShop,view
9999,MINI_HOMEPAGE_BOTTOM_1,Friend,view
615,MINI_MY_HOMELAND_SHOP_ADDSERIES,RightTab,view
50,MINI_DEVELOPER_TOOLS,Reviewing,view
416,MINI_MAP_NEW_Comment,Expression,view
1003,MINI_GAMEOPEN_GAME_1,GameOpenSummon,view
622,MINI_MY_HOMELAND_EDIT_BAG_BLOCK,Build_Block_Tab,view
622,MINI_MY_HOMELAND_EDIT_BAG_BLOCK,Go_To_Sell,view
60,DEVELOPER_SHOP_OTHER,Props,view
5005,MINI_ADVANCEDMODEASSEMBLING_MAINSCENE,BlueprintAdd,view
3,Page2_creation,QuickStart,view
4,MINI_MAPINFO_UPLOAD_DETAIL,RadioExport,view
3,Page2_creation,DownloadMap,view
6,MINI_MY_HOMELAND_BREEDING_AREA,Close,view
6,MINI_MY_HOMELAND_BREEDING_AREA,BreedingLevelUp,view
60,DEVELOPER_SHOP_MOUNT,Props,view
10000,ACCOUNT_MANAGEMENT_POPUP,RetrieveAccount,view
4,MINI_MAPINFO_UPLOAD_DETAIL,Cloud_Archive_Delete,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_RESOURCES,ResourcesMakingSuccessfulTips,view
6,MINI_MY_HOMELAND_PHRASE,ShortcutPhraseShow,view
616,MINI_MY_HOMELAND_PET_DETAIL,EvolutionTab,view
616,MINI_MY_HOMELAND_PET_DETAIL,TrainTab,view
616,MINI_MY_HOMELAND_PET_DETAIL,Attribute,view
49,MINI_MAP_UPLOAD_SETTING,AllowVideo,view
49,MINI_MAP_UPLOAD_SETTING,PublicUploadSitting,view
6,MINI_MY_HOMELAND_PHRASE,ShortcutPhraseClose,view
6,MINI_MY_HOMELAND_PHRASE,ExpressionSetting,view
6,MINI_MY_HOMELAND_PHRASE,ExpressionArea,view
32,MINI_OLDGAMEOPEN_GAME_1,-,view
3,Page2_creation,MapCard,view
6,MINI_MY_HOMELAND_CHAT,MiniFriends,view
1001,MINI_GAMEOPEN_GAME_1,ShareButton,view
402,MINI_CREATEWORLD__MODESET_1,Return,view
402,MINI_CREATEWORLD__MODESET_1,Startgame,view
416,MINI_MAP_NEW_Comment,Translate,view
6001,PROP_WAREHOUSE_TAKEPROPS,-,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CALL,MountCard,view
30,MAIL_SETUP_2,-,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_BUILD,BuildingMaterialArea,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_BUILD,BuildingMaterialSort,view
2202,SHOP_SKIN_DETAILS,ShopSkinExplain,view
49,MINI_MAP_UPLOAD_SWITCH_MODE,Confirm,view
2202,SHOP_SKIN_DETAILS,ShopSkinIllusion,view
2202,SHOP_SKIN_DETAILS,ShopSkinAnimation,view
6,MINI_MY_HOMELAND_EVENT_LOG,VisitorRelatedContent,view
6,MINI_MY_HOMELAND_EVENT_LOG,Close,view
6,MINI_MY_HOMELAND_EVENT_LOG,TipsContent,view
6002,PROP_WARES_DETAIL,-,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CHAT,MiniFriends,view
49,MINI_UPLOADMAP_UNLOAD,Statues,view
2203,SHOP_GIVEORASK_BlESS,Close,view
2203,SHOP_GIVEORASK_BlESS,Cancel,view
2203,SHOP_GIVEORASK_BlESS,GiveOrAsk2,view
1501,GAME_STOREHOUSE_ALL_LIST,ArchiveCard,view
5004,RESOURCE_BACKPACK_ITEMOPERATION,-,view
48,MINI_MAP_NEW_Publish,OnTop,view
615,MINI_MY_HOMELAND_SHOP_FURNITURE_2,FurnitureDetail,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_BUILD,FurnitureMakingSuccessfulTips,view
49,MINI_MAP_UPLOAD_SETTING_PUBLIC,Private,view
1001,MINI_GAMEOPEN_GAME_1,ShopEntranceButton,view
30,MAIL_OFFICIALl_CONTENT,AllReceive,view
22,SHOP_PREFERENCE_GRAFFITI,GotBuy,view
10000,SWITCH_ACCOUNT_POPUP,Close,view
10000,SWITCH_ACCOUNT_POPUP,Return,view
10000,SWITCH_ACCOUNT_POPUP,MoreLogInType,view
10000,SWITCH_ACCOUNT_POPUP,LogIn,view
1003,SOCIA_HALL_CHAT,LaunchTeamMessagePopup,view
10,MINI_MUTIPLAYERLOBBY_ADVCON_3,Refresh,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CALL,PetCard,view
3,Survival,ClickMore,view
616,MINI_MY_HOMELAND_PET_DETAIL,CancelCall,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_MAP,Mount,view
49,MINI_UPLOADMAP_UPDATE,Statues,view
49,MINI_MAP_UPLOAD_SETTING_PUBLIC,Public,view
10,MINI_MUTIPLAYERLOBBY_CRECON_3,Refresh,view
49,MINI_UPLOADMAP_UPDATE,Mapcard,view
22,SHOP_AVATAR_PRESERVE_2,Cancel,view
22,SHOP_AVATAR_PRESERVE_2,Preserve,view
634,MINI_MY_HOMELAND_CRAFTMAN_DISMANTLE_STAGE_FURNITURE,FurnitureDismantle,view
416,MINI_MAP_NEW_Comment,ThirdCommentLike,view
416,MINI_MAP_NEW_Comment,ThirdCommentDislike,view
48,MINI_MAP_NEW_Comment,Report,view
3,Page2_creation_vn,Page2Title_creation_vn,view
49,MINI_UPLOADMAP_UPDATE,Update,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CALL,Close,view
1007,TEAM_SEARCH,SearchBox,view
1007,TEAM_SEARCH,SearchButton,view
1007,TEAM_SEARCH,Return,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_PHRASE,ShortcutPhraseShow,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_RESOURCES,ToolArea,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_PHRASE,ShortcutPhraseClose,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_PHRASE,ExpressionSetting,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_PHRASE,ExpressionArea,view
634,MINI_MY_HOMELAND_CRAFTMAN_DISMANTLE_STAGE_TOP,Close,view
634,MINI_MY_HOMELAND_CRAFTMAN_DISMANTLE_STAGE_TOP,MiniCoin,view
634,MINI_MY_HOMELAND_CRAFTMAN_DISMANTLE_STAGE_TOP,HomelandCoin,view
634,MINI_MY_HOMELAND_CRAFTMAN_DISMANTLE_STAGE,FurnitureTab,view
634,MINI_MY_HOMELAND_CRAFTMAN_DISMANTLE_STAGE,BuildingMaterialsTab,view
22,SHOP_PREFERENCE_FRAME,GiftPackTab,view
22,SHOP_PREFERENCE_FRAME,PronTab,view
10001,CONTENT_PAGE_1,mode,view
22,SHOP_PREFERENCE_GRAFFITI,GraffitiTab,view
22,SHOP_Starbox,Openonce,view
622,MINI_MY_HOMELAND_EDIT_BAG_SELL,All_Cancel,view
622,MINI_MY_HOMELAND_EDIT_BAG_SELL,All_Select,view
622,MINI_MY_HOMELAND_EDIT_BAG_SELL,Sell,view
22,SHOP_AVATAR_SHOP,SortOrder,view
22,SHOP_AVATAR_SHOP,SearchButton,view
49,MINI_MAP_UPLOAD,AddMore,view
416,MINI_MAP_NEW_Publish,OnTop,view
3,MINI_WORKSHOP_CONNOISSEURREC_1,ChoiceMapCard,view
6,MINI_MY_HOMELAND_CALL,PetPage,view
6,MINI_MY_HOMELAND_CALL,MountPage,view
6002,PROP,-,view
6002,PROP_WARES,-,view
49,MINI_UPLOADMAP_ABNORMAL,Statues,view
10,MINI_MUTIPLAYERLOBBY_BATCON_3,Refresh,view
9999,MINI_HOMEPAGE_BOTTOM_1,Competition,view
416,MINI_MAP_NEW_Comment,Report,view
3,Page2_creation_en,Page2Title_creation_en,view
10000,MINI_LANDINGPAGE_START_1,AccountLogIn,view
1001,MINI_TOOL_BAR,ExpressionButton,view
48,MINI_MAP_NEW_Comment,ThirdCommentInput,view
5001,TRIGGER,ItemSwitch,view
36,NEWPLAYER_CLAUSEANDPOLICY_CANCLE,Confirm,view
10,MINI_MUTIPLAYERLOBBY_PUZCON_3,Refresh,view
1001,CHAT_FLOAT,-,view
601,MINI_MY_HOMELAND_EDIT_CALL,MountCard,view
30,MAIL_TIPS_2,-,view
59,USER_INFO_CARD_2,UserInpoTeam,view
601,MINI_MY_HOMELAND_EDIT_CALL,PetCard,view
10,MINI_MUTIPLAYERLOBBY_PARCON_3,Refresh,view
10,MINI_MUTIPLAYERLOBBY_OTHCON_3,Refresh,view
10,MINI_MUTIPLAYERLOBBY_CONTAINER_1,ServerRoom,view
48,MINI_MAP_NEW_Comment,Delete,view
48,MINI_MAP_NEW_Comment,Top,view
1003,MAP_PASS_POPUP,MiniCoinPurchase,view
1003,MAP_PASS_POPUP,Close,view
1003,MAP_PASS_POPUP,AdPlayPurchase,view
616,MINI_MY_HOMELAND_PET_DETAIL,Call,view
5004,RESOURCE_BACKPACK_SEARCH,-,view
22,SHOP_AVATAR_SHOP,CleanUp,view
22,SHOP_AVATAR_SHOP,Preservation,view
22,SHOP_AVATAR_SHOP,SwitchSet,view
22,SHOP_AVATAR_SHOP,WishList,view
22,SHOP_AVATAR_SHOP,AllTab,view
22,SHOP_AVATAR_SHOP,JacketTab,view
22,SHOP_AVATAR_SHOP,FacialDecorationTab,view
22,SHOP_AVATAR_SHOP,HeadDressTab,view
22,SHOP_AVATAR_SHOP,HistoryTab,view
22,SHOP_AVATAR_SHOP,ExpressionTab,view
22,SHOP_AVATAR_SHOP,BackDecorationTab,view
22,SHOP_AVATAR_SHOP,FootprintTab,view
22,SHOP_AVATAR_SHOP,TrousersTab,view
22,SHOP_AVATAR_SHOP,HandDressTab,view
22,SHOP_AVATAR_SHOP,ShoesTab,view
601,MINI_MY_HOMELAND_EDIT_CALL,Close,view
22,SHOP_AVATAR_SHOP,GiftToFriend,view
634,MINI_MY_HOMELAND_CRAFTMAN_DISMANTLE_STAGE_BUILDINGMATERIALS,BuildingMaterialsDismantle,view
616,MINI_MY_HOMELAND_PET_DETAIL,TrainSureButton,view
4,Cloud_Full_Popup,,view
5001,TRIGGER,StartSearch,view
10001,CONTENT_PAGE_1,More_button,view
5011,MINI_CODEGROUP_GROUPTEMPLATE,StartCreate,view
46,CARRY_PAGE,,view
5001,TRIGGER,InputBox,view
10,MINI_MUTIPLAYERLOBBY_ELECON_3,Refresh,view
12,MINI_MAP_DETAIL_1,MapDownload,view
50,MINI_DEVELOPER_TOOLS,CertifiedDeveloper,view
2202,SHOP_SKIN_DETAILS,ShopSummon,view
50,MINI_DEVELOPER_TOOLS,UpdateShare,view
3402,TRIGGER,ItemSwitch,view
18,FRONT_PAGE_FEED,JoinButton,view
601,MINI_MY_HOMELAND_EDIT_PHRASE,ShortcutPhraseShow,view
601,MINI_MY_HOMELAND_EDIT_PHRASE,ExpressionArea,view
601,MINI_MY_HOMELAND_EDIT_PHRASE,ExpressionSetting,view
601,MINI_MY_HOMELAND_EDIT_PHRASE,ShortcutPhraseClose,view
1003,PEOPLE_YOU_MAY_KNOW_LIST,-,view
403,CPORTAL_INVITATION,MembersList,view
37,NEWPLAYER_ROLE_BUILD,birthday_button,view
2202,SHOP_SKIN_TRANSFORM,UseButton,view
4,MINI_ARCHIVEMAP_MANAGEMAP_1,MoreMaps,view
48,MINI_MAP_NEW_Control,OpenArea,view
48,MINI_MAP_NEW_Control,CloseAreaOK,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_BUILD,BuildingMaterialMakingSuccessfulTips,view
10000,UID_LOGIN_PAGE,Signin,view
9999,MINI_HOMEPAGE_MAINFUNCTION_1,grouping,view
22,SHOP_Starbox,Rewardonce,view
22,SHOP_Dreambox,Openfive,view
9999,MINI_HOMEPAGE_TOP_1,Privilege,view
10001,CONTENT_PAGE_1,game_show,view
3,MINI_WORKSHOP_CHOICEREC_1,More,view
1003,MINI_GAMEOPEN_GAME_1,RedEnvelopeGet,view
3,MINI_WORKSHOP_CHOICEREC_1,More1,view
11,MINI_WORKSHOP_TOP_1,OnlineStatus,view
2202,SHOP_SKIN_TRANSFORM_BUY,Comfrim,view
2202,SHOP_SKIN_TRANSFORM_BUY,Close,view
10000,UID_LOGIN_PAGE,Register,view
10000,UID_LOGIN_PAGE,PasswordReserve,view
31,FRIEND_FRIEND_CONTENT,Card,view
3,PROJECT1_ZHUANTI_1,MapCard,view
3,PROJECT1_ZHUANTI_1,DownloadMap,view
5014,MINI_ADVANCEDMODE_TUTORIAL,help,view
1001,MINI_TOOL_BAR_BAG,GraffitiTool,view
7,PERSONAL_INFO_MAP,AppraisalContent,view
1003,PEOPLE_FROM_THE_SAME_AREA,-,view
416,MINI_MAP_NEW_Comment,ThirdCommentInput,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_RESOURCES,ToolMakingSuccessfulTips,view
3,Page2_creation,Page2Title_creation,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_BUILD,FurnitureMaterialShortageTips,view
1003,"ROOM_INFORMATION	",DoNotDisturbSwitch,view
616,MINI_MY_HOMELAND_PET_DETAIL,TrainSaveOkButton,view
616,MINI_MY_HOMELAND_PET_DETAIL,TrainSaveNoButton,view
3,PROJECT1_JINGXUANMAP_1,MapCard,view
616,MINI_MY_HOMELAND_PET_DETAIL,TrainAgainNoButton,view
616,MINI_MY_HOMELAND_PET_DETAIL,TrainAgainOkButton,view
3,MINI_WORKSHOP_SUBJECT_1,SubjectCard,view
9999,MINI_HOMEPAGE_TOP_2,Privilege,view
4,MINI_MAPINFO_UPLOAD_TOP,MapDetail,view
22,MINI_HOMEPAGE_TELESCOPICLIST_1,VipEntry,view
3,MINI_WORKSHOP_CHOICEREC_1,Refresh,view
3,MINI_WORKSHOP_CHOICEREC_1,More2,view
29,OTHER,offlineoffconfirm,view
36,NEWPLAYER_CLAUSEANDPOLICY_CONTAINER,PrivacyPolicy,view
36,NEWPLAYER_CLAUSEANDPOLICY_CONTAINER,Agree,view
36,NEWPLAYER_CLAUSEANDPOLICY_CONTAINER,Cancle,view
3,PROJECT1_NEWWORKSHOP_1,MapCard,view
36,NEWPLAYER_CLAUSEANDPOLICY_CONTAINER,LicenseAndServiceAgreement,view
30,MAIL_OFFICIALl_CONTENT,DeleteHasRead,view
3402,TRIGGER,StartSearch,view
1501,GAME_STOREHOUSE_ALL_LIST,CloudMapCard,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_SETTING,MemberSetting,view
22,SHOP_Starbox,Openfive,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_RESOURCES,ResourcesMaterialShortageTips,view
622,MINI_MY_HOMELAND_EDIT_BAG_SELL_2,All_Select,view
622,MINI_MY_HOMELAND_EDIT_BAG_SELL_2,All_Cancel,view
622,MINI_MY_HOMELAND_EDIT_BAG_SELL_2,Sell,view
3,MINI_WORKSHOP_CONNOISSEURREC_1,More,view
12,MINI_MAP_DETAIL_1,Close,view
3402,TRIGGER,InputBox,view
3,MINI_WORKSHOP_CONNOISSEURREC_1,More1,view
12,MINI_MAP_DETAIL_1,MapLike,view
12,MINI_MAP_DETAIL_1,MiniDuplicate,view
12,MINI_MAP_DETAIL_1,ConnectButton,view
12,MINI_MAP_DETAIL_1,MapCollect,view
12,MINI_MAP_DETAIL_1,MapShare,view
12,MINI_MAP_DETAIL_1,PersonInformation,view
1007,EMPTY_STATE,CreatTeam,view
615,MINI_MY_HOMELAND_SHOP_FURDRAW,Makesure,view
615,MINI_MY_HOMELAND_SHOP_FURDRAW,OneMoreDraw,view
615,MINI_MY_HOMELAND_SHOP_FURDRAW,GetIitem,view
1001,RESURRECTION_POPUP,RestartButton,view
1001,RESURRECTION_POPUP,StarResurrectionButton,view
12,MINI_MAP_DETAIL_1,MapReport,view
3,PROJECT1_NEWWORKSHOP_1,QuickStart,view
402,MINI_CREATEWORLD__NORMALMODE_1,,view
3,PROJECT1_JINGXUANMAP_RECENT,MapCard,view
3,PROJECT1_JIANSHANGJIAMAP_1,MapCard,view
22,SHOP_Starbox,Rewardfivetimes,view
13,MINI_MAP_CREATE_1,GameStart,view
13,MINI_MAP_CREATE_1,Close,view
48,MINI_MAP_DETAIL_1,JoinGameButton,view
402,MINI_CREATEWORLD__MODESELECTION_1,,view
9906,TASK_LIST,Taskbox,view
95,GAMEOPEN_SPLASH,-,view
602,MINI_MY_HOMELAND_FRIEND_HOMEOWERS_LEFT,Back2,view
1006,RECOMMENDATION_LIST,MapDownload,view
48,MINI_MAP_DETAIL_1,SinglePlayerButton,view
11,MINI_WORKSHOP_CONTAINER_1,HomeContent,view
11,MINI_WORKSHOP_CONTAINER_1,MapContent,view
11,MINI_WORKSHOP_CONTAINER_1,MaterialContent,view
11,MINI_WORKSHOP_CONTAINER_1,-,view
11,MINI_WORKSHOP_CONTAINER_1,SpecialContent,view
11,MINI_WORKSHOP_CONTAINER_1,CollectionContent,view
11,MINI_WORKSHOP_CONTAINER_1,SearchContent,view
11,MINI_WORKSHOP_TOP_1,Help,view
11,MINI_WORKSHOP_TOP_1,-,view
11,MINI_WORKSHOP_BANNER_1,-,view
11,MINI_WORKSHOP_BANNER_1,LeftPage,view
11,MINI_WORKSHOP_TOP_1,Close,view
11,MINI_WORKSHOP_BANNER_1,RightPage,view
10,MINI_MUTIPLAYERLOBBY_ALLCON_2,QuickJoin,view
18,GAME_LOBBY_CONTAINER,TeamPlay,view
9906,TASK_LIST,GoButton,view
48,MINI_MAP_DETAIL_1,More,view
48,MAP_DETAIL_CONTAINER,RoomTab,view
48,MAP_DETAIL_CONTAINER,DetailTab,view
48,MAP_DETAIL_CONTAINER,RankingTab,view
38,NEWPLAYER_TEACHINGMAP_EXIT,continue,view
38,NEWPLAYER_TEACHINGMAP_EXIT,exit,view
9999,MINI_HOMEPAGE_TOP_1,MiniPoint,view
10,MINI_MUTIPLAYERLOBBY_SPECCON_1,NoResult_Download,view
0,MINI_HOMEPAGE_MAINFUNCTION_1,-,view
0,MINI_HOMEPAGE_ANNOUNCEMENT_1,-,view
9999,MINI_HOMEPAGE_TOP_1,GiftPack,view
0,MINI_HOMEPAGE_TOP_1,-,view
0,MINI_HOMEPAGE_BOTTOM_1,-,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CALL,PetPage,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CALL,MountPage,view
9906,NAVICETASK,GoButton,view
10002,CONTENT_PAGE_2_SET,account,view
10002,CONTENT_PAGE_2_SET,,view
10002,CONTENT_PAGE_2_SET,setting,view
10002,CONTENT_PAGE_2_SET,back,view
10002,CONTENT_PAGE_2_SET,feedback,view
10002,CONTENT_PAGE_2_SET,esc,view
3,MINI_WORKSHOP_CONNOISSEURREC_1,Refresh,view
3,MINI_WORKSHOP_CONNOISSEURREC_1,More2,view
37,NEWPLAYER_NAME_CANTAINER,RandomName,view
37,NEWPLAYER_NAME_CANTAINER,Enter,view
37,NEWPLAYER_NAME_CANTAINER,InputName,view
37,NEWPLAYER_ROLECHOOSE,Switch,view
22,SHOP_Dreambox,Rewardfivetimes,view
22,SHOP_LEFT_TAB,SHOP_VIP,view
37,NEWPLAYER_BIRTHDAY_CONTAINER,Year,view
37,NEWPLAYER_BIRTHDAY_CONTAINER,Month,view
9999,MINI_HOMEPAGE_BOTTOM_1,AccSafe,view
4,MINI_MAPINFO_NODOWMLOAD_DETAIL,JoinGameButton,view
22,SHOP_WELFARE_CONSUMEREWARD,PropButton,view
4,MINI_MAPINFO_UPLOAD_DETAIL,Appeal,view
11,MINI_WORKSHOP_BANNER_1,RecCard,view
407,ADVERTISERS_NEW_LEFT_TAB,Recommend,view
407,ADVERTISERS_NEW_LEFT_TAB,Material,view
407,ADVERTISERS_NEW_LEFT_TAB,Equipment,view
407,ADVERTISERS_NEW_LEFT_TAB,StoreHouse,view
407,ADVERTISERS_NEW_TOP,Close,view
407,ADVERTISERS_NEW_RIGHT_PROGRESS,Question,view
407,ADVERTISERS_NEW_LEFT_TAB,Food,view
407,ADVERTISERS_NEW_TOP,RefreshButton,view
0,MINI_HOMEPAGE_MAINFUNCTION_1,MyHomeland,view
0,MINI_HOMEPAGE_MAINFUNCTION_1,StartGame,view
4,MINI_MAPINFO_NODOWMLOAD_DETAIL,Cancled,view
0,MINI_HOMEPAGE_MAINFUNCTION_1,WorkShop,view
0,MINI_HOMEPAGE_MAINFUNCTION_1,MutiplayerLobby,view
0,MINI_HOMEPAGE_ANNOUNCEMENT_1,Announcement,view
0,MINI_HOMEPAGE_TOP_1,Setting,view
0,MINI_HOMEPAGE_TOP_1,Activity,view
0,MINI_HOMEPAGE_TOP_1,Email,view
0,MINI_HOMEPAGE_TOP_1,MiniBeanTopUp,view
0,MINI_HOMEPAGE_TOP_1,MiniCoinTopUp,view
,AD_POPUP,-,view
,AD_POPUP,CancleButton,view
0,MINI_HOMEPAGE_TOP_1,PersonInformation,view
,AD_POPUP,AdPlayButton,view
0,MINI_HOMEPAGE_BOTTOM_1,WiFiCheck,view
0,MINI_HOMEPAGE_BOTTOM_1,Shop,view
0,MINI_HOMEPAGE_BOTTOM_1,Friend,view
18,GAME_LOBBY_CONTAINER,FeaturedTab,view
18,GAME_LOBBY_CONTAINER,FrontPageTab,view
18,GAME_LOBBY_CONTAINER,RankingBoardTab,view
402,MINI_CREATEWORLD__DEVELOPERMODE_1,,view
18,GAME_LOBBY_CONTAINER,ClassficationTab,view
18,GAME_LOBBY_CONTAINER,CreatRoom,view
18,GAME_LOBBY_CONTAINER,Recent,view
18,GAME_LOBBY_CONTAINER,SearchBox,view
18,GAME_LOBBY_TOP,Return,view
3701,NEWPLAYER_NAME_CANTAINER,InputName,view
3701,NEWPLAYER_NAME_CANTAINER,Next,view
3701,NEWPLAYER_NAME_CANTAINER,RandomName,view
36,NEWPLAYER_CLAUSEANDPOLICY_CONTAINER_1,-,view
419,MINI_AUTO_UPLOAD_2,,view
20,"MINI_SETTINGEXIT_WINDOW_1	",ADDfriend,view
1001,MINI_GAMEOPEN_GAME_1,CameraButton,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_BUILD,BuildingMaterialMaterialShortageTips,view
1501,GAME_STOREHOUSE_ALL_LIST,-,view
3,PROJECT1_ZHUANTI_1,More,view
3,PROJECT1_ZHUANTI_1,SubjectCard,view
1501,GAME_STOREHOUSE_LIST,CloudMapTab,view
1501,GAME_STOREHOUSE_LIST,-,view
1501,GAME_STOREHOUSE_LIST,ArchiveTab,view
1501,GAME_STOREHOUSE_LIST,AllTab,view
1003,MINI_SOUND_PLAY,GameOpenSkinSound,view
20,"MINI_SETTINGEXIT_WINDOW_1	",-,view
22,SHOP_GUN_BIGCLASS_IMAGE,GunTab,view
1501,GAME_START_CONTAINER,-,view
1501,GAME_START_TOP,-,view
31,FRIEND_CHAT_CONTENT,Read,view
6002,PROP_WARES_DETAIL,ActivityLimited,view
7,MY_WORKS,MapCard,view
43,PLAYER_WORKS,MapCard,view
416,MINI_MAP_NEW_Comment,Delete,view
14,RETURN_ADVENTURE,GoButton,view
2001,MINI_MINEMAP_GAME_1,-,view
3,MINI_WORKSHOP_FORYOUREC_1,ChoiceMapCard,view
44,PHONE_BIND_POPUP,Close,view
44,PHONE_BIND_POPUP,BindButton,view
44,PHONE_BIND_POPUP,-,view
44,PHONE_BIND_POPUP,Return,view
44,PHONE_BIND_POPUP,VerificationCode,view
45,ACCOUNT_LOGIN_POPUP,Close,view
45,ACCOUNT_LOGIN_POPUP,LogInButton,view
22,SHOP_AVATAR_SHOP,SortOrderList,view
12,MINI_MAP_DETAIL_1,Subscribe,view
31,FRIEND_OPERATION_CONTENT,RemoveFriends,view
49,MINI_UPLOADMAP_UPDATE,Upload,view
4,MINI_MAPINFO_UPLOAD_DETAIL,FriendsPlay,view
9999,MINI_HOMEPAGE_GAP1,ReturnSystemEntryNew,view
96,HOT_FIX_CLIENT_FIX_BUTTON,-,view
601,MINI_MY_HOMELAND_EDIT_CALL,PetPage,view
601,MINI_MY_HOMELAND_EDIT_CALL,MountPage,view
22,Bubble tab,Click jump,view
31,FRIEND_ADDFRIENDS_CONTENT,AddFriends,view
31,FRIEND_ADDFRIENDS_CONTENT,HeadPortrait,view
417,AT_TOP,Back,view
18,PARKOUR_CONTENT,JoinButton,view
416,MINI_MAP_NEW_Comment,Top,view
1001,RESURRECTION_POPUP,AdPlayResurrectionButton,view
30,MAIL_FRIEND_CONTENT,DeleteHasRead,view
22,SHOP_RECHARGE,RechargeImmediately,view
20,MINI_SETTINGEXIT_WINDOW_1,OpenRoomSwitch,view
20,MINI_SETTINGEXIT_WINDOW_1,PlayMode,view
10,MINI_MUTIPLAYERLOBBY_ALLCON_2,Refresh,view
22,SHOP_RECHARGE,RechargeRewardButton,view
45,ACCOUNT_LOGIN_POPUP,PsdForgot,view
1501,DOWNLOAD_ARCHIVE_DETAIL,-,view
3,PROJECT1_NEWWORKSHOP_sub_1,DownloadMap,view
3,PROJECT1_NEWWORKSHOP_sub_1,MapCard,view
20,MINI_GAMEOPEN_GAME_1,Exit,view
615,MINI_MY_HOMELAND_SHOP_PETSDRAW,GetIitem,view
615,MINI_MY_HOMELAND_SHOP_PETSDRAW,Makesure,view
615,MINI_MY_HOMELAND_SHOP_PETSDRAW,OneMoreDraw,view
22,SHOP_PREFERENCE_DRAWGIFT_USE,Later,view
22,SHOP_PREFERENCE_DRAWGIFT_USE,Use,view
4,MINI_ARCHIVEMAP_MYMAP_4,StatusContentCard,view
22,SHOP_GUN_CATION,Axe,view
22,SHOP_GUN_CATION,Shovel,view
22,SHOP_GUN_CATION,Pickaxe,view
43,PERSONAL_INFO_HOMEPAGE,HomelandButton,view
29,SETTINGS_TOP,Countinuegame,view
3,INTERACTIVE_VIDEO,InteractiveVideoCard,view
22,SHOP_GASHAPON,Prize,view
9918,QUICK_MATCH_FAILED_POPUP,Retry,view
45,ACCOUNT_LOGIN_POPUP,Return,view
22,SHOP_LEFT_TAB,Bubble tab,view
22,SHOP_LEFT_TAB,broadcast tab,view
9918,QUICK_MATCH_FAILED_POPUP,Close,view
22,broadcast tab,Click jump,view
3,PROJECT1_NEWWORKSHOP_1,DownloadMap,view
14,RETURN_ADVENTURE_NEW,Reward,view
13,ROOM_SETTINGS,PresetName,view
10000,MERGE_PASSWORD_LOGIN,-,view
22,SHOP_LEFT_TAB,Subscribe,view
20,MINI_SETTINGEXIT_WINDOW_1,AdventureMode,view
14,RETURN_ADVENTURE,GetButton,view
59,USER_INFO_CARD_2,Homepage,view
3901,NEWPLAYER_GUIDE_CREATEMAP,GuidePage,view
10,,Refresh,view
4,MINI_MAPINFO_UPLOAD_DETAIL,JoinGameButton,view
9918,QUICK_MATCH_FAILED_POPUP,DownloadMap,view
9701,SHAREBOX_MAP,,view
1501,MINI_START_ARCHIVE_ALL,ArchiveCard,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_RESOURCES,ToolMaterialShortageTips,view
10000,MINI_LANDINGPAGE_START_2,AccountManagementButton,view
3,PROJECT1_NEWWORKSHOP_1,ClickMore,view
6,MINI_MY_HOMELAND_FRIENDS_LIST,FriendsInformation,view
3,Page2_Survival,QuickStart,view
18,ADVENTURE_CONTENT,JoinButton,view
22,SHOP_SKIN_FRAME,ChaseLightPlan,view
1003,AD_GET_FAIL,ConfirmButton,view
