ID,名字,描述,获得方式
27079,황제 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27080,타이거 하트 제이드 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27081,호랑이 포효 펑 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27082,에피(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27083,테일린(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27084,플로레스(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27085,네온 옷 이야기 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27086,드래곤 맨 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27087,마디 그라스 퀸 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27088,판도(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27089,야구 왕자 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27090,리틀 씨 맨 모타 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27091,불꽃놀이(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27092,매직 스파클 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27093,펑링(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27094,타오 멍디 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27095,풋볼 캡틴 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27096,셜리 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27097,선샤인 쿨 부디 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27098,미스 엘레강스 듀이 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27099,스타 문 섀도우 메신저 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27100,연꽃공주 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27101,악몽의 달 소녀 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27102,그리피스 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27103,레코(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27104,깨어난 니니 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27105,각성된 카카 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27106,실버 벨 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27107,크릴(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27108,Xing Tiia (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27109,윈드 이글 맨 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27110,"라푼젤, 롤라 (영원히)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27111,메이지아 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27112,Qimeng Linghu · Huayang (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27113,Qimeng Linghu · Huayang (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27114,Qimeng Linghu · Huayang (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27115,반짝이 소녀 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27116,트릭시 걸 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27117,빛나는 갑옷을 입은 소년 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27118,루미르(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27119,루시아 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27120,"썸벨리나, 타이니 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27121,롱 샤오바오 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27122,탕산(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27123,샤오우(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27124,일대일(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27125,오스카 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27126,마홍준(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27127,킬로(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27128,다이 무바이 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27129,Zhu Zhuqing (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27130,Ning Rongrong (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27131,주간 Yukihime Meow Fei (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27132,Cloud Velvet Nim (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27133,"열대우림의 유령, 너구리 크릭 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27134,메이 케웬 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27135,에로브(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27136,꿈을 쫓다 (영구적),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27137,부족 독수리 카카 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27138,니니 부족장(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27139,수석(영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27140,추장의 여인 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27141,카드(영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27142,니니 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27143,곰 아이 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27144,캡틴 톰 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27145,로라 요원 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27146,Little Naughty Cindy (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27147,조교 피터 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27148,스티븐 교수 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27149,쿨리즘 라샤르 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27150,핑크 드림 판타지 테스 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27151,"황혼의 일몰, 환시 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27152,구동(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27153,크리미 스위트 오렌지 헤더 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27154,연못 한여름 새싹 그림 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27155,미헤(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27156,감(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27157,켈리 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27158,스노우 드레스 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27159,주성(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27160,"스카이 드래곤, 카퍼 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27161,"고스트 헌터, 데이먼 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27162,오리온(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27163,Feifei (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27164,"시첸, 주인 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27165,"황혼의 밤, 대나무 인 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27166,밤 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27167,"익스트림 비스트 에이전트, Luoze Ching (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27168,댄 미러 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27169,메리 루 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27170,앨리스 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27171,"갤럭시 스트리머, 노리 (영원히)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27172,"네뷸라 플래시 드림, 베코 (영원히)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27173,눈동자(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27174,대나무 터짐 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27175,아쿠아마린 궁전의 제왕 카노루스 (영원히),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27176,은병의 제왕 엘리아스 (영원히),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27177,탕 케신 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27178,Tang Keyi (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27179,페루 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27180,로너스(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27181,Soundwave(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27182,문고(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27183,Xiao Yuaner (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27184,노나나 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27185,링규(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27186,레베카 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27187,골드(영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27188,"마법의 포도나무의 성스러운 가이드, 펠리시아 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27189,"미지의 엘프, 펠리시아 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27190,발레나 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27191,마크(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27192,Erlen (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27193,엘튼 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27194,칭윤(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27195,그레이(영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27196,Zitang Phantom (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27197,무무(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27198,Hua Qiqi (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27199,맑은 물 녹색 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27200,케이크 케이크 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27201,쌀콩(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27202,행복한 손님 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27203,니프로(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27204,보필(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27205,바다의 황제 링시 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27206,"우는 진주 불멸, 링시 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27207,하인(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27208,Halvi (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27209,그레인(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27210,빅 마스(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27211,마를렌 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27212,시트 맨 샤오미(영구),이를 사용해 스킨을 영구 잠금 해제하세요. 이미 영구 잠금을 해제했다면 이번에는 미니 콩을 얻을 수 있습니다.,
27213,천사(영구),이를 사용해 스킨을 영구 잠금 해제하세요. 이미 영구 잠금을 해제했다면 이번에는 미니 콩을 얻을 수 있습니다.,
27214,이사야(영구),이를 사용해 스킨을 영구 잠금 해제하세요. 이미 영구 잠금을 해제했다면 이번에는 미니 콩을 얻을 수 있습니다.,
27215,Barricade(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27216,Kexi Shining Girl (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27217,애플 릴리 걸 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27218,스노우 하트 걸 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27219,"아카야 왕자, 리안성 (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27220,"Lingze Boy, Liansheng (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27221,샤오후아(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27222,도리스(영구),이를 사용해 스킨을 영구 잠금 해제하세요. 이미 영구 잠금을 해제했다면 이번에는 미니 콩을 얻을 수 있습니다.,
27223,돌(영구),이를 사용해 스킨을 영구 잠금 해제하세요. 이미 영구 잠금을 해제했다면 이번에는 미니 콩을 얻을 수 있습니다.,
27224,램버트(영구),이를 사용해 스킨을 영구 잠금 해제하세요. 이미 영구 잠금을 해제했다면 이번에는 미니 콩을 얻을 수 있습니다.,
27225,마티니(영구),이를 사용해 스킨을 영구 잠금 해제하세요. 이미 영구 잠금을 해제했다면 이번에는 미니 콩을 얻을 수 있습니다.,
27226,옵티머스 세인트 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27227,여름 꿈 (영구),사용: 스킨 영구 해제. 이미 해제 시 미니 빈즈.,
27228,별빛 춤 (영구),사용: 스킨 영구 해제. 이미 해제 시 미니 빈즈.,
27229,"느긋한 햇살, 파니 (영구)",사용: 스킨 영구 해제. 이미 해제 시 미니 빈즈.,
27230,종 꿈 로나（영구）,사용: 스킨 영구 해제. 이미 해제 시 미니 빈즈.,
27231,파란섬 벚꽃 차 (영구),사용: 스킨 영구 해제. 이미 해제 시 미니 빈즈.,
27232,갤러리 (영구적),사용: 스킨 영구 해제. 이미 해제 시 미니 빈즈.,
27233,달콤한 평화 (영),사용: 스킨 영구 해제. 이미 해제 시 미니 빈즈.,
27234,에이든 (영구적),사용: 스킨 영구 해제. 이미 해제 시 미니 빈즈.,
27235,Tynos (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27236,트리스노 (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27237,Hyun Yu Daywa Yanrui (영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27238,메이플 폭스 레드 나이트 얀루이(영구),사용 효과: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하세요.,
27239,신시아 (영원한),영구 잠금 해제. 이미 영구로 잠금 해제되었으면 미니 동전.,
27240,스코어 (영구),영구 잠금 해제. 이미 영구로 잠금 해제되었으면 미니 동전.,
27241,스칼렛 (영구적),영구 잠금 해제. 이미 영구로 잠금 해제되었으면 미니 동전.,
27242,여름의 피오나(영구적),"영구 해제, 이미 해제했다면 미니 코인.",
27243,보니(영구적),"영구 해제, 이미 해제했다면 미니 코인.",
27244,붉은 악마 야미 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 이미 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27245,스노우 엘프 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27246,윈터 엘프 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27247,빛나는 색 (영구적),사용: 영구 잠금 해제. 이미 영구로 해제되었으면 미니콩 획득.,
27248,발렌타인 (영구),이 스킨을 영구적으로 잠금 해제하면 미니 빈을 얻을 수 있습니다.,
27249,고비 (영구),이 스킨을 영구적으로 잠금 해제하면 미니 빈을 얻을 수 있습니다.,
27250,,,
27251,"Chixiao Armor, Hua Mulan (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27252,"Yue Jin Du Dream, Hua Mulan (영구)",사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27253,간단한 밀(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27254,블라스터(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27255,사라 리나 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27256,Sweetheart Baby Girl (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27257,스트라이크 루루 걸 (영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27258,,,
27260,Shanzhu(영구),사용: 의상을 영구적으로 잠금 해제합니다. 의상이 영구적으로 잠금 해제된 경우 미니 콩을 구입하십시오.,
27261,미야먼촬 (영구),사용: 해당 의상을 영구적으로 해제합니다. 이미 해당 의상을 영구적으로 해제했다면 일부 미니빈을 획득합니다.,
27262,극수 특공 나니 (영구),사용: 해당 의상을 영구적으로 해제합니다. 이미 해당 의상을 영구적으로 해제했다면 일부 미니빈을 획득합니다.,
