ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
148,겨울,"당신이 아닌 다른 북극광의 아름다움을 이길 수 없습니다. 고향을 보호하기 위해 무효 짐승에 의해 저주받은 #r 외로운 스타 여행자. 시즌 보호자 중 한 명으로, 그는 스타 행성을위한 무기가되어 그분의 부드러운 자연에 대한 적을 분노하게 자원했습니다. 가장 무서운 블리자드 폭풍은 당신이 상상할 수 있습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,풋 프린트 : 작은 유니버스 발자국을 남깁니다.,@Null@,,,
149,희박,"그녀는 독점, 아름답고 우아하고, 자신감이 가득한 부인의 디바이며, 그녀의 자신의 패션 스토어가있는 천재 패션 디자이너입니다. 그녀는 그녀가 디자인하고 만든 의상을 입은 조랑말을보고 싶어합니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,물리적 효과 : 작은 다이아몬드!,@Null@,,,
150,사과 브랜디,"사과 브랜디은 정직하고 도움이되는 것이 좋은 품질을 가지고 있으며, 종종 친구를지지하고 보호합니다. 그녀는 주로 달콤한 사과 정원에서 사과를 수확 할 책임이 있으며 애완 동물 개 knire는 그녀의 좋은 파트너입니다. 사과 브랜디은 ""정직""을 나타냅니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 신체 주위에 떠있는 작은 사과!,@Null@,,,
151,앨런,"""Kushia의 흔적을 추구하고, 음력 모래의 보물로 가라. 알라딘 ...""
신비한 마술사가 사용하는, 나는 트랩으로 가득 찬 달의 모래 망치에 ""천 1 박""의 말 무신의 마법의 책을 얻었습니다. 그는 저항하기로 결심하므로, 그는 달 모래의 보물을 찾는 여행을 시작했습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,바디 효과: 몸을 떠다니는 신비한 상징들!,@Null@,,,
152,피노키오,나무로 만들어지라도 따뜻하게 느끼기 위해서는 불타는 화염을 기꺼이 받아 들일 것입니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,풋 프린트 : Bowtie 발자국을 남깁니다.,@Null@,,,
153,타사,"인생은 단단한 시계이며, 사람들은 회전에 지쳤지 만 가장 좋은 순간에 멈출 것이라는 것을 두려워합니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 몸에 떠있는 깃털이 빛나는 깃털!,@Null@,,,
154,에이미,"에이미, 제시와 공주는 Besties이며 함께 검은 악마의 주님과 싸우고 있습니다. 에이미의 냄새 감각은 특히 민감합니다. 마법의 요정이 된 후에 종종 냄새 감각으로 적을 탐지하여 많은 도움이됩니다. 그녀는 온화하지만 쉽게 울부 짖는 소리가납니다. 그러나 그녀는 그녀를 찾을 때 그녀가 보이고 매우 평온한 것보다 더 힘듭니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,풋 프린트 : 별 발자국의 흔적을 남깁니다.,@Null@,,,
155,제시,"에이미, 제시와 공주는 Besties이며 함께 검은 악마의 주님과 싸우고 있습니다. 제시는 색상에 민감하며, 그녀의 상상력은 평범한 사람들을 능가합니다. 그녀는 드문 그림 천재입니다. 그녀는 거의 많이 말하지 않지만 그녀는 매우 친절하지만, 그녀의 성격은 다소 지속되고 완고합니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 신체 주위에 떠있는 핑크색 글래머!,@Null@,,,
156,공주,"공주는 Color Fort Magic Kingdom의 공주입니다. 그녀는 더블 포니 테일이있는 아름다운 금발 머리를 가지고 있으며 왕관을 착용합니다. 그녀의 캐릭터는 활기차고 쾌활하고, 이야기하고 모험심, 두려움이없는, 또한 충동 적입니다. 그녀가 행복하지 않을 때 마법의 색상의 페인트.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,신체 효과 : 신체 주위에 떠있는 마법의 에너지!,@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,뱀파이어 마술사 롯데,"휘파람, 눈 깃털 올빼미가 날아 갔고, 십대의 어깨에 들렀습니다.
창백한 흰색 껍질을 벗긴 십대는 올빼미에서 편지를 가져와 녹색 눈을 윙크, 그는 그의 머리를 흔들어 묻습니다.
""마술을 아는 뱀파이어를 보았습니까?""",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 당신 주위에 떠있는 마법의 별들이!,@Null@,,,
159,음력 요정,@Null@,@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 꽃과 흰 토끼가 당신 주위에 떠있는 인쇄!,@Null@,,,
160,옥,"Lotus Paste 또는 Jujube Paste? 커스터드 또는 Matcha? 우리는 모든 것을 가지고 있습니다!
작은 달 케이크는 둥근 바깥 쪽 피부에 놀라움으로 가득 차 있습니다.
이 숙녀 요리사는 중국 스타일 디저트를 우주를 가로 지르는 완전히 새로운 수준으로 중국 스타일 디저트를 가져 오는 무제한 창의력을 돋보이게합니다! 그리고 당신은이 달콤한 천상의 맛을 받아 들일 준비가 되었습니까?",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 당신 주위에 떠있는 작은 나비!,@Null@,,,
161,트럼펫 니타,"Nita는 원래 Roselle의 집 정원에서 도자기 토끼 인형이었습니다. 그녀는 그녀의 어머니를 놓친 그녀가 매일 밤 정원에서 마법을 연습하려고하는 상황을 목격했습니다. 정글을 겪고 가시를 멀리 추진시키고, 그녀는 마법의 정원을 다시 만드고 싶었습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 주변에 떠있는 음표!,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
162,드러머 닉 ...,Nick과 그의 누이 니타는 도체가 roselle의 집 정원에 주어진 한 쌍의 토끼 세라믹 장식품입니다. 정원에 머물고 싶은 니타와 달리 닉은 비밀리에 비밀리에 그가 지휘자에게 더 중요하며 오케스트라로 돌아가고 싶어합니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 주변에 떠있는 음표!,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
163,드래곤벨,@Null@,@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 스팀 롤빵 발자국은 어디에서나 남아 있습니다.,@Null@,,,
164,십구,"이봐, 그는 아이처럼 보이지만 그는 실제 주인이다. 마스터 Wanli와 그의 형제가 존재하면 ""비행 드래곤""이 쉽게 밝혀지지 않을 것입니다. 확실히, 나는 아직도 형제들과 함께 게임을하고 싶다! 당신이 잃는다면 ... 나는 당신을 위해 울 것입니다!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 머리에 떠있는 에너지 입자!,@Null@,,,
165,아가씨 테디,"부드러운 사탕의 부드러움과 단단한 사탕의 강성은 모두 상속의 측면에서 모두 있습니다. 혁신 측면에서 중간, 부드럽고 부드럽고 부드럽고 어려운 부드러움으로 캔디 베어가 가장 좋습니다. 천 단어, 작은 곰의 마음은 가장 달콤합니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 사탕이 삭제되고 발자국이 걷는 곳이면 어디에서나 남을 것입니다.,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
166,꿈꾸는 듯한,"하품은 제 서명 행동입니다. 모두가 꿈꾸는 일을 하루를 부릅니다. 태양, 별, 그리고 달은 모두 내 부드러운 베개에 있습니다. 눈 가리개에 넣고 즉시 잠들다. 낮과 밤, 와서 나와 함께 꿈꾸십시오!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 몸에 떠있는 졸린 거품!,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
167,정당한,"삶의 안개가 밝혀지면, 당신은 진실을 숨기는 숨겨진 문을 감히 할 수 있습니까?
그녀는 팀을 명령 한 성의 여왕이자 집에서 투옥 된 기술 소녀입니다. 그녀가 그걸 들었습니까? 그녀는 큰 소리로 울었습니다. ""나를 끼치는 사람은 반드시 내 치마 아래에서 패자가 될 것입니다!""",@Null@,프로필 사진: 프로필 사진 잠금 해제.,걷는 발자국 : 당신이 걷는 곳마다 빛나는 거품의 발자국을 남기십시오.,@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,사이렌,새들이 노래하고 춤을 추기 때문에 사람들의 마음에 대해 뭔가와 관련이 있습니다. 시간이 지나면 산들 바람이 희미 해졌으므로 세계의 통치자가 나오게 될 것입니다. 그녀는 그녀의 운명과 신념을 이해합니다. 지켜야 할 것들이 금과 보석보다 소중한 것입니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 몸에 떠있는 황금색 은행 나무가 떠 있습니다!,#cda5b0a 대화식 : 빈 hou로 대화 형 동작을 트리거 할 수 있습니다! #n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,하늘 마리아,"악몽에 갇혀있는 황제가 갇혀있는 영광을 찾기 위해 고심하고 있습니다. 그 때까지, 그는 영혼의 외침을 들었습니다 ... 당신은 노래를 듣나요? 따라와 살아있게하십시오!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,바디 특수 효과 : 시안 색 에너지 입자가 몸에 떠 있습니다!,#cda5b0a 상호 작용 : Warbler의 시작과 대화식 움직임을 트리거 할 수 있습니다! #n,,,
172,니유어,"춤추는 스커트와 노래하는 선풍기, 네온 옷과 깃털, 
 내 선풍기와 옷처럼? 
 그냥 이 여자를 찾아!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 주위에 떠다니는 녹색 꽃들!,,,,
173,시 질리,"인간의 시작에서 자연은 본질적으로 선하다. 섹스는 가깝지만 습관은 멀다. 
 내가 말하고 싶다면, 싸우고 죽이는 것은 전혀 멋지지 않습니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 한자가 몸 주위에 떠 있습니다!,,,,
174,캐스퍼,"손으로 잡는 랜턴, 어깨에 까마귀, 밤의 보호자인가?
몸은 어둠을 분산시키는 능력으로 부여되지만 평화 롭고 좋은 수면을위한 일은 밖에 없습니다.
누군가가 좋지 않다면, 그가 내 십자가를 시험해 보게하십시오!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 걷는 곳마다 검은 색 화염이 남아 있습니다.,@Null@,,,
175,올리비아,"밤에는 치마 원사로 장식되어 있으며, 아무도 부케를 위해 기다리지 않습니다. 살거나 죽지 않는 불멸의 꽃은 누구나 그려지지 않거나, 나에게 말해 줄 수 있습니다. 나를 구한 사람은 까마귀를 올리셨습니까?",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 장미는 걷는 곳이면 어디에서나 남아 있습니다.,@Null@,,,
176,유나,오늘 밤에 귀여운 검은 고양이로 돌아가서이 마녀의 권리를 행사하기 위해 인간에게 가십시오!,@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 신비한 박쥐가 시체를 둘러 쌉니다!,@Null@,,,
177,앤드류,"야간이 떨어지면 어둠이 점차적으로 세상을 감쌌습니다. 거미는 웹을 양식, 박쥐 여행, 나는 신비하고 잘 생긴 할로윈 정신입니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 신비한 박쥐가 시체를 둘러 쌉니다!,@Null@,,,
178,극단적 인 짐승 에이전트 늑대 실크,"Wolf Silver는 백색 늑대 씨족에서 태어 났고 민첩한 민요, 진정, 결정적이었습니다. 그는 Manda Star Special Agent Organization- ""짐승 공격""의 일원입니다. 충돌이 사용하는 무기는 MECHA MEOW의 도움으로 총 블레이드 오렌수입니다. 팀에서 그는 중공업 전투에서 스트라이커 역할을합니다. 일반적으로 장갑에 숨겨진 로터 드론은 공격을 돕기 위해 사용될 수 있습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 에이전트 아이콘은 걷는 곳이면 어디에서나 남아 있습니다.,@Null@,,,
179,공주님,"진짜 이름은 Hua Ling이며, 대부분의 사람들은 공주 영혼이라고합니다. 그녀는 인생을 가드하는 여신입니다. 그녀는 삶과 영혼을 존중하는 아름답고 화려한 꽃 사원에 살고 있습니다. 사랑으로 세상의 생물을 지키고 사람들은 사람들에게 밖에서 친밀감을 느끼는 것이 아니라 안쪽에 매우 부드럽습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 몸에 떠있는 꽃과 나비가 있습니다!,@Null@,,,
180,드래곤스키,"Fairyland의 회전식 용 소녀는 자유를위한 상상력과 연회가 가득 찬 마음을 가지고 있습니다. 우연히, 작은 드래곤 인, 작은 드래곤을 만났고, 스낵을 교환하는 우정을 형성했습니다. 나는 비늘에서 외부 세계에 대해 많은 지식을 얻었으며, 언젠가는 편리하게 가기를 희망합니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,걷는 발자국 : 걷는 곳마다 뼈 발자국을 남기십시오.,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
181,터키 전문가 토크,토크는 별의 스타의 신비한 요리사입니다. 추수 감사절이 일년 중에 다가오는 경우에만 열리는 터키 가게를 소유하고 있습니다. 그리고 그가 나타날 때마다 필연적으로 그의 서명 된 접시 로스트 터키를 가져올 것입니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 칠면조 발자국은 당신이 어디에서 걷는 곳이든지 남았습니다.,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
182,딸기 잼 베리,"베리는 딸기를 가장 잘 아는 사람입니다. 그녀는 딸기의 모든 측면을 즐기고, 심기에서 꽃을 피우고 푸는 것에 이르기까지, 필드의 탁자를 따기에서 테이블을 봉사하는 것에 이르기까지, 베리는 그것을 즐긴다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 딸기 발자국은 어디에서나 걷고 있습니다.,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
183,제시,"Ganesh는 지혜와 예술을 결합하여 장애물을 깨고 성공과 행복을 가져옵니다. 세계에서 완벽하고 이상적인 운명은 없을 것입니다. 성공을 원하는 모든 사람들은 지식이나 지혜를 습득하고, 노력과 희생을해야합니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 시체에 떠있는 로터스 꽃잎!,@Null@,,,
184,"일렉트로닉 디바, 살사","Sasha는 Terrastar에서 가장 인기있는 가수이지만, 그녀의 인기는 또한 그녀의 주요 문제를 야기했으며, 사샤의 음악 경력은 잠시 침체되었습니다. 그녀가 미니 비트를 기회로 만날 때까지,이 매우 재능있는 DJ는 그녀에게 영감을 주었고 전자 음악 창조를 실험하기 시작했는데, 이는 Sasha를 그녀의 경력의 피나클에 다시 가수로 가져 왔습니다 ...",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 몸에 떠있는 다채로운 메모!,@Null@,,,
185,천체 보호자 Yuni.,"Fairyland Star의 마법의 숲에서, Phoenix 도메인의 마지막 그룹 그룹이 살았습니다. 시대에 마법이 점점 더 부족할 때 유니콘도 멸종을 직면하고 있습니다. 그룹에서 가장 어린이기 때문에, 유니는 마법의 마법의 힘을 위해 숲 전문 ""마법의 진주""를 사용하기 위해 울퉁불퉁 한 여정에 자원하고 착수했습니다 ...",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국: 나비 넥타이 발자국을 남깁니다.,@Null@,,,
186,윤 Shang.,"그녀는 완전한 실습 능력과 상상력을 갖춘 의상 디자이너, 창의력과 상속에 관심을 끄는 성간 여행자입니다.
그녀는 드래곤 스타 영토에서 다양한 행성을 폐쇄하여 다양한 스타일의 옷을 연구했습니다.
다른 드레싱 스타일을 시도하고 싶다면 그녀를 찾으십시오!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 몸에 떠있는 핑크색 꽃!,@Null@,,,
187,시앙어,"Xiang ER은 별의 겨울 대사를 요리하고 있으며 겨울 축제를 조직하기 위해 하루와 밤을 일합니다. 겨울의 하루에 이르기까지, 그녀는 항상 바쁘고, 그녀가 그것을 깨닫기 전에 새해가 다시 여기에있었습니다!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 양고기의 발자국은 당신이 어디에서 걷는 곳에서 남아 있습니다.,@Null@,,,
188,옌 팅화이,"훨씬 예상되는 아동 재능은 꿈꾸는 일을 착륙 시키려고 맨발 학자로 방황하는 것처럼 길을 착수했습니다. 우연히 Stargate의 제자들을 돕고 난 후에 그는 Fairyland에 들어가서 환상적인 버전의 ""복숭아 꽃 봄""의 여행을 시작했습니다 ...",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 대나무가 몸에 떠있는 나뭇잎!,@Null@,,,
189,사자 댄서 드래곤,@Null@,@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 걷는 곳마다 수국 발자국을 남겨주세요.,@Null@,,,
190,벌집,"하늘에서 비가 내리는 꿀이 없습니다! 이것은 벌집의 만트라입니다. 마을의 새로운 회원으로서, 그녀의 근면은 모두에게 감명을 겪었습니다. 아침 9시에 매주 월요일에 모든 사람의 문앞에 항상 신선한 꿀의 항아리가 있습니다. 모두는 이것이 그들이 먹었던 가장 좋은 꿀이라고 말합니다.",잠금 해제 소품은 월드 데몬 프로그램에서 사용할 수 있습니다.,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 걷는 곳마다 꿀 발자국을 나눕니다.,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
191,신의 젠,"외장이 매우 잘 생긴 외부 세계의 주인. 환상에 좋은, 그는 종종 세계를 벗어나기 위해 크레인으로 변형됩니다. 그것은 달의 요정에 매우 가깝고 그녀가 화를내는 것을 두려워하는 외부인에게 알려지지 않은 신비한 정체성이있는 것으로 보인다.",잠금 해제 소품은 월드 데몬 프로그램에서 사용할 수 있습니다.,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 주변에 떠있는 푸른 아우라가 있습니다!,@Null@,,,
192,윤 yan.,"여우 씨의 가장 어린 딸, 그리고 홍라 칼, 성운 칼 요정은 장기적인 친구입니다. Cang Hong의 영향을받은 그녀는 마법과 기술을 좋아하지 않으며 모든 종류의 기계식 가제트로 바이올린을 좋아하지 않으므로 그녀가 상업에서 이상한 시점처럼 보입니다. 그러나 Yun Yan은 상관 없으며 다른 사람들은 기술에 대해 모른다. 그리고 얼마나 놀랍습니다!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 핑크 하트가 떠 다니고 있습니다!,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
193,캉 홍,"아레나에서 순환하는 이름 캔 홍 (Cang Hong) 이외에도 아레나 (Arena)에서 순환하는 이름 외에도 신비한 ""칼 불멸"", 아무도 그의 나이, 기원 및 거주지를 알지 못합니다. 그의 칼은 불멸의 검이라고합니다. 흔들 렸을 때, 칼 몸체는 불멸의 빛으로 빛나고 모든 것을 줄일 수 있습니다. 그러나 거의 알려지지 않은 것은이 칼은 실제로 고마다 스타에서 온 것입니다 ...",@Null@,프로필 사진: 프로필 사진 잠금 해제.,신체 효과 : 신체가 요정 빛으로 빛난다!,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
194,카트리나,"한 번 사랑하는 사람을 잊어 버리려면 얼마나 오래 걸렸습니까?
그녀는 500 년이 어둠의 메신저로 육성하여 매수가 아닌 심연에 도착하기를 기다리고 있습니다. 모든 외로운 밤에 그녀는 언데드 댄서로 바뀌 었습니다. 마지막으로 그를 만나러 가기 위해",@Null@,프로필 사진: 프로필 사진 잠금 해제.,신체 효과: 나비가 둥둥 떠다닙니다!,@Null@,,,
195,거미 여자,"나는 다음 두 번째로 똑똑한 사냥꾼이 어디에도 얻을 수 없기 때문에 황소의 눈에 자신을 넣는 것을 좋아합니다.
탈출에 대한 희망은 없으며 저항을 포기하는 것이 낫습니다. 결국, 세계에서 가장 달콤한 꿈은 웹입니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국: 걸을 때마다 거미 발자국을 남깁니다.,@Null@,,,
196,미란다,지혜와 힘을 주소서. 불타는 붉은 태양은 만물에게 영양을 공급합니다. 태양의 여신이라 불리는 나는 생명의 빛이 꺼지지 않기를 진심으로 기도합니다.,@Null@,신체 효과: 게임에서 변환하고 형태를 전환할 수 있습니다.,아바타: 프로필 사진 잠금 해제,신체 효과: 태양은 신체에 빛난다!,#cda5b0a변형: 왼쪽의 변형 버튼을 클릭하여 일반/영광 양식을 전환합니다!#n,,
197,황제 영웅,무한 우주 최강의 갑옷은 황제다. 그는 왕보다 위에 있다. 최초이자 최초의 무장한 짐승.,@Null@,신체 효과: 게임에서 변환하고 형태를 전환할 수 있습니다.,아바타: 프로필 사진 잠금 해제,발자국: 걸을 때마다 황제 토템 발자국을 남깁니다.,#cda5b0a변환: 왼쪽의 변환 버튼을 클릭하여 일반/최종 형식으로 전환합니다!#n,,
198,후신위,"펀치로 찬란한 보물을 모으는 무도의 달인!
그들은 큰 주괴와 구리 동전에서 작은 조개 유리에 이르기까지 모두 내가 가장 좋아하는 것입니다.
당신의 진심을 보여주세요. 그러면 내 빛을 공유하겠습니다!",@Null@,아바타: 프로필 사진 잠금 해제,발자국: 걸어가는 곳마다 지갑 발자국이 남습니다.,@Null@,,,
199,후샤오펑,바람이 공기를 가르었습니다. 피는 마음을 움직였다. 자신에게 도전하십시오. 두려워하지 마십시오! 도전하세요! 손가락을 연결하고 수천 번의 움직임을 시도하십시오!,@Null@,아바타: 프로필 사진 잠금 해제,발자국: 걸을 때마다 호랑이 발자국이 남아 있습니다.,@Null@,,,
200,에블린,"개울을 건너고, 산을 걷고, 지저귀는 새소리를 들으며, 야생화 향기를 맡는다. 나비가 내 주머니에 들어가더라도 두려워하지 마십시오! 내가 너희를 자유롭게 하리라.",@Null@,아바타: 프로필 사진 잠금 해제,바디 이펙트: 몸에 떠 있는 핑크 나비.,@Null@,,,
201,티린,진실은 정글에 숨겨져 있습니다. 비밀은 언덕 뒤에 숨어 있습니다. 지식은 똑똑한 두뇌에서 나오지만 지혜는 연습을 통해 빛난다!,@Null@,아바타: 프로필 사진 잠금 해제,바디 효과: 몸에 떠 있는 주황색 나비.,@Null@,,,
202,서리,"구름 같은 보송보송한 머리카락, 보석처럼 반짝이는 눈, 나비처럼 빛나는 머리핀. 당신은 솜사탕처럼 달콤합니다! 이 가볍고 부드러운 구름 바다에서 나와 함께 기쁨에 빠지십시오.",@Null@,아바타: 프로필 사진 잠금 해제,바디 효과: 몸에 떠 있는 마시멜로.,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
203,나비 꽃의 요정,@Null@,@Null@,아바타: 프로필 사진 잠금 해제,바디 이펙트: 몸에 떠 있는 보라색 나비.,@Null@,,,
204,화염 영웅,"다섯 번째 요소인 불은 가장 큰 능력과 잠재력을 가지고 있습니다.
2명이 동시에 소환할 수 있는 유일한 갑옷. 능력 소모가 가장 느린 방어구입니다.",@Null@,아바타: 프로필 사진 잠금 해제,발자취: 플레임 히어로의 발자취는 당신이 걸을 때마다 남습니다.,@Null@,,,
205,카니발 여왕,"무수한 다이아몬드와 스팽글이 밝은 태양에 금으로 빛나는 춤 드레스; 카니발의 여왕은 높은 영혼에 있었고, 노래하고 댄스 음악을 춤추고있었습니다. 댄서와 관객 모두 카니발의 노래와 춤을 잊어 버리십시오.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 걷는 곳마다 다채로운 리본 발자국을 남겨주세요.,@Null@,,,
206,대나무 드웬,흑백은 완벽한 조화입니다. 나는 당신과 당신의 녹색 대나무를 좋아합니다! 오해마세요~ 안먹을꺼에요~,@Null@,프로필 사진: 프로필 사진 잠금 해제.,@Null@,@Null@,,,
207,야구 영웅,"""야구장에서 '타자'와 '투수'는 모두 놀랍습니다.
""역사상 가장 큰 이중 칼 흐름""이라고합니다. ...에 """,@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 어디에서나 야구 발자국을 남겨 두십시오.,@Null@,,,
208,모타,"바다 깊은 곳을 자유롭게 헤엄쳐 갑니다.
나는 바다의 전단지입니다. 나는 하늘에서 가장 빠른 수영 선수입니다.
저를 찾으면 진실을 알게 될 것입니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본체 효과: 본체에서 거품이 떨어집니다.,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
209,불 꽃,"봄 축제가 다가오고 밤낮으로 불꽃 놀이 소리가 울립니다.
봐봐, 불꽃놀이야! 저와 함께 소원을 빌어주세요!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,바디 효과: 몸에서 떠 다니는 분홍색 꽃.,@Null@,,,
210,플래시,"마술을 펼치고 소원을 이루세요. 별아, 계속 빛나줘. 우리의 소원을 들어주세요!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국: 걸을 때마다 별 발자국을 남깁니다.,@Null@,,,
211,봉홧불,"전쟁의 북소리가 울리고 있습니다. 나의 적은 어디에 있는가? 하늘에는 봉화불이 있어 죽음과 부상을 두려워하지 않고 조국을 지키고 있습니다. 분노는 투쟁 의도로 바뀝니다. 믿음은 항상 내 마음에 있고, 선회하는 용이 결국 다시 올 것입니다!",항목 잠금 해제는 이벤트에서 얻을 수 있습니다,프로필 사진: 프로필 사진 잠금 해제.,본체 효과: 본체에서 둥둥 떠다니는 불꽃.,@Null@,,,
212,꿈꾸는 시인,"무는 말을 타고 검을 휘두를 수 있고, 문은 그림을 그리고 시를 읊을 수 있다.
그녀는 그냥 무적입니다!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,바디 효과: 몸에서 떠 다니는 분홍색 꽃.,@Null@,,,
213,축구 주장,"거리에서 맨발로 뛰던 소년은 이제 그린필드에서 거침없는 독수리로 성장했고, 드리블도 하고 끊임없이 능가하고 열심히 슛을 던진다. 그의 팀이 다시 한 번 우승하도록 이끄는 역사를 만들었습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,@Null@,@Null@,,,
214,셜리,천년의 바람과 눈이 춥지도 따듯하지도 않은 마음을 불고 있다. 눈사람이 동반자가 되는 것은 행운입니다. 내가 원하는 것은 눈이 녹지 않는 것뿐입니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국: 걸을 때마다 눈송이 발자국을 남깁니다.,@Null@,,,
215,부디,"부디는 아름다운 동남아에 산다. 패션은 그와 동의어다.
그가 가장 좋아하는 것은 해안선을 따라 오토바이를 타고 친구들과 바닷바람을 즐기는 것입니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,@Null@,@Null@,,,
216,여신,"Dewi는 그녀가 어렸을 때 할머니가 가르쳐준 대로 춤을 춥니다. 춤은 태양, 바닷바람, 야자수 잎사귀의 상쾌한 냄새에 대한 그녀의 옛 기억을 불러옵니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,@Null@,@Null@,,,
217,어둠의 인도자,그림자 속에 숨겨진 빠르고 정확한 댄서. 그녀의 민첩성과 짙은 녹색 후드는 그녀의 특징입니다. 사람들은 그녀의 이름을 모릅니다. 그들은 별과 달의 그늘 아래 악한 자들을 벌하는 신비한 여자가 있다는 것만 알고 있습니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,@Null@,@Null@,,,
218,로터스 공주,Princess Lotus의 디자인은 미니 월드 베트남 의류 디자인 콘테스트 챔피언 작품에서 비롯됩니다. 로리타 스커트와 짧은 재킷은 베트남 전통적인 미학 및 현대적인 요소와 함께 귀엽고 잘 생긴 것을 결합합니다. 고대와 현대를 가로 지르며 단계별로 진심을 받아들입니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,물리적 특수 효과 : 로터스는 몸에 흩어져 있습니다!,@Null@,,,
