ID,名称,描述,说明
3180007,Supprimer n'importe quelle valeur dans n'importe quel groupe,Supprimer %2 à %1,"Correspondance de contenu claire, par exemple a = {1,1,2,3} supprimer 1 supprimer tous les 1, puis a = {2,3}"
3180008,Valeurs nulles vides pour n'importe quel groupe,Valeur nulle vide de %1,"Porter automatiquement après avoir effacé la valeur nulle, par exemple a = {1, nil, 2, nil, nil, 3}, après avoir effacé il devient a = {1,2,3}"
3180009,Ajouter un ensemble de valeurs à n'importe quel groupe,Ajouter toutes les valeurs de %2 à %1,"Additionnez toutes les valeurs du groupe b, y compris les valeurs nulles, à la fin du groupe a dans l'ordre d'origine du groupe b. Par exemple a = {1,2,3}, b = {4,5,6} Ajoutez b à a, puis a = {1,2,3,4,5,6}"
3180010,Définir un ensemble de valeurs à null dans n'importe quel groupe,"Dans %1, définissez la valeur dupliquée avec %2 sur null","1. deduplicate, définissez les valeurs dupliquées du groupe A et du groupe B sur des valeurs nulles, et les valeurs nulles dupliquées ne seront pas supprimées
2. S'il y a plusieurs valeurs dupliquées, la valeur précédente est préférentiellement fixée à null, par exemple a = {1, 1, 1, 2, 3} b = {1, 1, 2}, devient a = {nil, nil, 1, nil, 3}, préférentiellement ix = 1 et ix = 1 de 2"
3180011,Supprimer un ensemble de valeurs dans n'importe quel groupe,"Dans %1, supprimer les valeurs en double avec %2","1. deduplicate, supprimer les valeurs dupliquées des groupes A et B, et les valeurs nulles dupliquées seront supprimées
2. S'il y a plusieurs valeurs en double, la première valeur sera supprimée en premier, par exemple a = {1, 1, 1, 2, 3} b = {1, 1, 2}, après suppression, elle deviendra a = {1, 3}, et le 1 de ix = 1 et ix = 2 sera supprimé en premier."
3180012,Insérer un ensemble de valeurs dans n'importe quel groupe,Insérer toutes les valeurs de %3 au bit %2 de %1,"1. Insérer vers l'avant, affectant l'ordre. Par exemple, a = {1,2,3,4} insère b = {5,6,7} dans la deuxième position, puis a = {1,5,6,7,2,3,4}
2. Si la position insérée n'a pas de valeur, elle est la même que l'affectation. Par exemple, a = {1,2,3}, insérer b = {4,5,6} dans la quatrième position, puis a = {1,2,3,4,5,6}"
3180013,Définit la valeur du nombre spécifié dans n'importe quel groupe,Définir la valeur du nombre %2 dans %1 à %3,"Opération d'affectation, identique à la logique d'affectation existante"
3180014,Remplacer n'importe quelle valeur dans n'importe quel groupe,Remplacer %2 dans %1 par %3,"Remplacer toutes les correspondances, par exemple a = {1, 1, 1, 2, 3}, remplacer 1 par 5, puis a = {5, 5, 5, 2, 3}"
3180015,Trier les valeurs de groupes arbitraires,Aménager %2 pour la valeur %1,"1. Trier par taille de nombre
2. Le groupe de chaînes est trié selon la longueur de la chaîne, et la même longueur est selon l'ordre d'origine"
3190001,Composants cachés,Définir %1 pour masquer la propriété d'affichage %2 %3,
3190002,Définir le contenu du texte,Faire en sorte que %1 définisse le texte de %3 de %2 à %4,
3190003,Définir le contenu du motif \ bouton,Faire en sorte que %1 définisse le motif de %3 de %2 à %4,
3190004,Définissez la taille du motif \ bouton,Définir %1 largeur %4 et hauteur %5 de %3 de %2,
3190005,Définir la taille de la police du texte,Définir %1 police de %3 de %2 à %4,
3190006,Définir la couleur des composants,Faire en sorte que %1 définisse la couleur de %3 de %2 à %4,
3190007,Élément d'affichage,Définir %1 pour afficher la propriété d'affichage %2 %3,
3190008,Elément rotatif,Faites tourner %1 set %3 de %2 %4 dans le sens des aiguilles d'une montre,
3190009,Interface ouverte,Ouvrir %1 %2,
3190010,Fermer l'interface,Désactiver %1 %2,
3190011,Définir la transparence des composants,Mettre %1 à %3 la transparence de %2 à %4,
3190012,Basculer l'état de la page,Basculer %2 de %1 vers %3,
3190013,Régler la position des composants,Faire en sorte que %1 définisse les coordonnées de %3 de %2 à X %4 Y %5,
3190014,Basculer l'état de la page (animation intelligente),Basculer %2 de %1 à %3 animation %4 durée %5 secondes,
3190015,Interface ouverte (motion graphics),Ouvrir %1 %2 animations graphiques %3 pendant %4 secondes,
3190016,Fermer l'interface (motion graphics),Désactiver %1 %2 animations graphiques %3 pendant %4 secondes,
3190017,Composants d'affichage (graphiques animés),"Faire %1 set %3 affichage de %2, animation graphique %4 durée %5 secondes",
3190018,Composants cachés (motion graphics),"Faire %1 masquer %3 de %2, animation graphique %4 pendant %5 secondes",
3190019,Éléments de lecture graphiques animés,Créez %1 set %3 de %2 pour jouer les animations graphiques %4,
3190020,Jouez aux graphiques animés des composants et attendez,Faites %1 set %3 de %2 pour lire les animations graphiques %4 et attendez,
3190021,Définir le contenu du texte (motion graphics),Faire en sorte que %1 définisse le texte de %3 de %2 à %4 et lise les graphiques animés %5,
3190022,Déplacer les éléments en douceur vers les coordonnées,Effectuer %1 set %3 un mouvement fluide %4 sur %2,
3190023,Augmentation en douceur des coordonnées des composants,Effectuer %1 set %3 un mouvement fluide %4 sur %2,
3190024,Mise à l'échelle en douceur des composants en largeur et en hauteur,Effectuer %1 set %3 un mouvement fluide %4 sur %2,
3190025,Augmentation en douceur de la largeur et de la hauteur des composants,Effectuer %1 set %3 un mouvement fluide %4 sur %2,
3190026,Élément rotatif lisse à angle,Effectuer %1 set %3 un mouvement fluide %4 sur %2,
3190027,Angle de l'élément d'augmentation lisse,Effectuer %1 set %3 un mouvement fluide %4 sur %2,
3190028,Arrêter tous les graphiques animés,Faire %1 set %3 de %2 pour arrêter la lecture de tous les graphiques animés,
3200001,Régler l'image du tableau de bord du joueur,Définir l'image %1 %2 sur %3,"1. Le même panneau d'affichage peut afficher un contenu différent à différents joueurs
2. L'événement doit être exécuté une fois pour que tous les joueurs voient le même contenu"
3200002,Vidéo de mise en place du tableau d'affichage du lecteur,Définissez le lien vidéo %1 %2 sur %3,"1. Le même panneau d'affichage peut afficher un contenu différent à différents joueurs
2. L'événement doit être exécuté une fois pour que tous les joueurs voient le même contenu"
3200003,Paramétrer l'interface du tableau de bord du lecteur,Définissez l'interface d'affichage %1 %2 sur %3,"1. Le même panneau d'affichage peut afficher un contenu différent à différents joueurs
2. L'événement doit être exécuté une fois pour que tous les joueurs voient le même contenu"
3200004,Afficher le tableau de bord au joueur,Afficher %2 pour %1,"Le panneau d'affichage peut avoir des états différents pour chaque joueur, il peut être affiché au joueur A, et le joueur B peut être caché"
3200005,Masquer le tableau de bord au joueur,Définir %2 pour masquer %1,"Le panneau d'affichage peut avoir des états différents pour chaque joueur, il peut être affiché au joueur A, et le joueur B peut être caché"
3200006,Régler le mode de lecture vidéo du tableau de bord du lecteur,Définissez le mode de lecture vidéo pour ce %1 %2 à %3,
3200007,Mise en place de la vidéo web pour les tableaux de bord des lecteurs,Définissez le lien vidéo Web d'affichage %1 %2 sur %3,
320001,Valeur des coordonnées de la caméra,Valeur des coordonnées de la caméra %2 pour %1,
320002,Angle de la caméra,Angle de la caméra %2 pour %1,
320003,Champ de vision de la caméra,Champ de vision de la caméra (FOV) pour %1,
3210001,Définir les valeurs des joueurs dans les classements,Définir la valeur de %2 à %3 dans %1,"1. Indexé par le mini numéro du joueur, définissez la valeur du joueur dans le classement du serveur
2. Enregistrez les données du joueur dans le classement du serveur, et vous pouvez créer un classement complet.
#3. Qui entre dans le leaderboard en premier avec le même score
4. Le classement doit être téléchargé sur la carte avant de pouvoir prendre effet sur la carte du serveur cloud."
3210002,,,
3210003,Supprimer les valeurs des joueurs des classements,Supprimer la valeur de %2 dans %1,
3210004,Supprimer la valeur du nom spécifié dans le classement,Supprimer la valeur nommée %2 dans %1,
3210005,Calculer automatiquement la valeur du joueur spécifié dans le classement,Ajouter %3 à la valeur de %2 dans %1,"Cette action peut être utilisée lorsque plusieurs salles fonctionnent sur la même valeur, sans provoquer l'écrasement des valeurs entre elles"
3210006,Faire en sorte que la valeur du nom spécifié dans le classement s'auto-évalue,Ajouter %3 à la valeur nommée %2 dans %1,"Cette action peut être utilisée lorsque plusieurs salles fonctionnent sur la même valeur, sans provoquer l'écrasement des valeurs entre elles"
3210007,Obtient la valeur du rang spécifié dans le classement,"Récupère la valeur %2 dans %1 en tant que %4, et exécute %3 pour passer la valeur obtenue à l'événement","1. Le classement n'est autorisé à prendre que des entiers positifs, l'ordre croissant va du petit au grand, et l'ordre décroissant va du grand au petit
2. Tous les paramètres de cet événement sont passés à [l'événement] exécuté, tels que [joueur de l'événement déclencheur], [joueur cible dans l'événement], [créature qui a déclenché l'événement], etc
3. Xx qui peut être obtenu via le serveur / classement, obtenir les quatre valeurs de nom, joueur, valeur et classement"
3210008,Obtient la valeur du joueur spécifié dans le classement,Récupère la valeur de %2 dans %1 et exécute %3 pour passer la valeur obtenue à l'événement,"1. Tous les paramètres de cet événement sont passés à [l'événement] exécuté, tels que [joueur de l'événement déclencheur], [joueur cible dans l'événement], [créature qui a déclenché l'événement], etc
2. Xx qui peut être obtenu via le serveur / classement, obtenir quatre valeurs de nom, joueur, valeur et classement"
3210009,Récupère la valeur du nom spécifié dans le classement,Récupère la valeur nommée %2 dans %1 et exécute %3 pour passer la valeur obtenue à l'événement,"1. Tous les paramètres de cet événement sont passés à [l'événement] exécuté, tels que [joueur de l'événement déclencheur], [joueur cible dans l'événement], [créature qui a déclenché l'événement], etc
2. Xx qui peut être obtenu via le serveur / classement, obtenir quatre valeurs de nom, joueur, valeur et classement"
3210010,Définir n'importe quelle valeur dans la table avec le nom spécifié,Définir le nom %1 à la valeur %2 %3,"1. Utilisez des points anglais. L'index peut être divisé, ce qui a un impact sur l'utilisation des scripts. N'utilisez que les événements pour ignorer ce"
3210011,Supprimer la valeur avec le nom spécifié dans la table,Supprimer la valeur nommée %2 dans %1,
3210012,Obtient la valeur du nom spécifié dans la table,Récupère la valeur nommée %2 dans %1 et exécute %3 pour passer la valeur obtenue à l'événement,
3210013,Table claire,Effacer %1,"Ne peut être restauré après suppression, utiliser avec précaution"
3210014,Effacer le classement,Effacer %1,"Ne peut être restauré après suppression, utiliser avec précaution"
3210015,Signaler les données du joueur,Signaler les données %1 avec le nom de l'événement %2,"En utilisant différents noms d'événements de combinaison d'événements, vous pouvez personnaliser et rapporter diverses données comportementales des joueurs. Après le rapport, vous pouvez afficher diverses données des joueurs en arrière-plan du centre de création"
3220001,Afficher la fenêtre pop-up d'évaluation au lecteur,Afficher la fenêtre contextuelle d'évaluation pour %1,"Le joueur ne peut le déclencher qu'après avoir joué pendant un certain temps (actuellement 3 minutes après être entré sur la carte)
② Il ne sera joué qu'une fois toutes les 10 minutes, et le joueur a évalué que la carte ne se déclenchera pas
② Rentrez la carte ou convertissez la carte modifiée pour qu'elle apparaisse à nouveau, ce qui est pratique pour les tests"
3220002,Afficher les favoris pop-up aux joueurs,Afficher la fenêtre contextuelle des favoris pour %1,"Le joueur ne peut le déclencher qu'après avoir joué pendant un certain temps (actuellement 3 minutes après être entré sur la carte)
② Il ne sera joué qu'une fois toutes les 10 minutes, et le joueur a évalué que la carte ne se déclenchera pas
② Rentrez la carte ou convertissez la carte modifiée pour qu'elle apparaisse à nouveau, ce qui est pratique pour les tests"
3220003,Display follow-the-author pop-up to players,Display %2 pop-up to %1,
40001,Les attributs de l'équipe,Attribut %2 de %1,
40003,Lieu de l'événement,Lieu de l'événement,
40004,Point de naissance,Point de naissance,
40005,Les expressions animées dans les événements,Les expressions animées dans les événements,
40006,"Les effets de l ""État dans les événements","Les effets de l ""État dans les événements",
40007,,,
40008,Dernier type d'effet créé,Dernier type d'effet créé,
40009,Type de bloc dans l'événement,Type de bloc dans l'événement,
40010,Dernier type de bloc créé,Dernier type de bloc créé,
40011,Barre de raccourcis dans les événements,Barre de raccourcis dans les événements,
40012,Barre d'équipement dans l'événement,Barre d'équipement dans l'événement,
40013,Composants de l'événement,Composants de l'événement,
40014,Interface en événement,Interface en événement,
40015,Chaîne dans l'événement,Chaîne dans l'événement,
40016,Interface actuellement éditée,Interface actuellement éditée,
40017,Musique dans l'événement,Musique dans l'événement,
40018,Objet effectuant l'action,Objet effectuant l'action,
40019,Recette dans l'événement,Recette dans l'événement,
40020,Fonte dans l'événement,Fonte dans l'événement,
40021,L'intrigue de l'événement,L'intrigue de l'événement,
40022,Zone dans l'événement,Zone dans l'événement,
40023,Valeur des dommages en cas,Valeur des dommages en cas,
5000001,exécution répétée,Répéter l'exécution #n%1,
5000002,Répéter plusieurs fois,Répéter %1 #n%1,
5000003,Répétez jusqu'à ce que,Répéter l'exécution jusqu'à %1 #n%1,
5000004,Sortir de la boucle,Sortir de la boucle,
5000005,Si... juste,"Si %1, #n%1",
5000006,Si... autrement,"Si %1, #n%1 #n sinon #n%1",
5000007,Continuez à attendre jusqu'à ce que,Continuez à attendre jusqu'à %1,
5000008,Arrêtez,Arrêter %1,
50001,Emplacement du joueur,Emplacement de %1,
50002,La position du réticule du joueur,Position de visée pour %1,
50003,Attributs du joueur,Attribut %2 de %1,
50004,Nombre d'objets pour le joueur,Nombre de %2 appartenant à %1,
50006,Angle orienté vers le joueur,Angle orienté %1,
50007,Nom du joueur,Nom de %1,
50012,propriétaire,propriétaire,
50018,Équipe du joueur,équipe %1,
50019,Variable privée du joueur (région),%2 de %1 (région),
50020,Variable privée du joueur (emplacement),%2 sur %1 (emplacement),
50021,Variable privée du joueur (valeur),%2 de %1 (valeur),
50022,Variable privée du joueur (chaîne),%2 de %1 (chaîne),
50023,Variable privée du joueur (booléen),%2 de %1 (booléen),
50024,Variable privée du joueur (joueur),%2 de %1 (joueur),
50025,Variable privée du joueur (groupe de joueurs),%2 de %1 (groupe de joueurs),
50026,Variable privée du joueur (type de bloc),%2 de %1 (type de bloc),
50027,Variable privée du joueur (type d'objet),%2 de %1 (type d'élément),
50028,Variable privée du joueur (créature),%2 sur %1 (bio),
50029,Variable privée du joueur (type de créature),%2 de %1 (type de créature),
50030,Variable privée du joueur (groupe de créatures),%2 de %1 (groupe bio),
50031,Variable privée du joueur (minuterie),%2 sur %1 (minuterie),
50032,Variable privée du joueur (type d'effet),%2 de %1 (type d'effet),
50033,La direction que le joueur vise,Direction de l'objectif %1,
50034,Type d'objet que le joueur tient,%1 Type d'élément portable,
50035,Joueur,Joueur %1,
50036,Groupe de joueurs,Groupe de joueurs %1,
50037,Apparence du joueur,Apparition de %1,
50038,Groupe de joueurs,Groupe de joueurs %1,
50039,Variable privée du joueur (groupe de localisation),%2 de %1 (groupe d'emplacements),
50040,Variable privée du joueur (groupe de zones),%2 de %1 (groupe régional),
50041,Variable privée du joueur (groupe de valeurs),%2 de %1 (groupe de valeurs),
50042,Variable privée du joueur (groupe de chaînes),%2 de %1 (groupe de chaînes),
50043,Variable privée du joueur (groupe booléen),%2 de %1 (groupe booléen),
50044,Variable privée du joueur (groupe de type bloc),%2 de %1 (groupe de type bloc),
50045,Variable privée du joueur (groupe de types d'items),%2 de %1 (groupe de types d'éléments),
50046,Variable privée du joueur (groupe de type créature),%2 de %1 (groupe de biotypes),
50047,Variable privée du joueur (groupe de minuterie),%2 de %1 (groupe de temporisation),
50048,Variable privée du joueur (groupe de type d'effet),%2 de %1 (groupe de type d'effet),
50049,Type d'apparence aléatoire,Type d'apparence aléatoire,
50050,Mini numéro du joueur,Mini pour %1,
50051,Obtenez le lecteur avec le numéro mini spécifié,Obtenir le joueur avec le numéro mini %1,
50052,Le nombre total d'objets restant dans le sac à dos du joueur,Obtenez le montant total du sac à dos %1 et de la barre de raccourcis restant à stocker %2,
50053,Joueur Sac à dos Type d'article,Obtenir le type d'élément pour %2 de %1,
50054,Nom de l'article du sac à dos du joueur,Obtenir le nom de l'accessoire pour %2 de %1,
50055,Obtenir le nombre d'objets du joueur,Récupère la quantité actuelle de %1 %2,
50056,Obtenir le temps restant de l'état sur le joueur,Obtenir le temps restant pour %2 de %1,
50099,Modèle de variable privée réelle,Modèle de variable privée réelle,
50119,Modèle de variable (région),Modèle de variable (région),
50120,Modèle variable (emplacement),Modèle variable (emplacement),
50121,Modèle de variable (numérique),Modèle de variable (numérique),
50122,,,
50123,Modèle de variable (booléen),Modèle de variable (booléen),
50124,Modèle variable (Player),Modèle variable (Player),
50125,Modèle de variable (groupe de joueurs),Modèle de variable (groupe de joueurs),
50126,Modèle variable (type de bloc),Modèle variable (type de bloc),
50127,Modèle de variable (type d'article),Modèle de variable (type d'article),
50128,Modèle de variable (Bio),Modèle de variable (Bio),
50129,Modèle de variable (type bio),Modèle de variable (type bio),
50130,Modèle de variable (groupe bio),Modèle de variable (groupe bio),
50131,Modèle variable (minuterie),Modèle variable (minuterie),
50132,Modèle variable (type d'effet),Modèle variable (type d'effet),
50139,Modèle de variable (groupe de localisation),Modèle de variable (groupe de localisation),
50140,Modèles variables (groupes de zones),Modèles variables (groupes de zones),
50141,Modèle de variable (groupe numérique),Modèle de variable (groupe numérique),
50142,Modèle de variable (groupe de chaînes),Modèle de variable (groupe de chaînes),
50143,Modèle de variable (groupe booléen),Modèle de variable (groupe booléen),
50144,Modèle de variable (groupe de type bloc),Modèle de variable (groupe de type bloc),
50145,Modèle de variable (groupe de types d'articles),Modèle de variable (groupe de types d'articles),
50146,Modèle variable (groupe Biotype),Modèle variable (groupe Biotype),
50147,Modèle de variable (groupe de minuterie),Modèle de variable (groupe de minuterie),
50148,Modèle de variable (groupe de type d'effet),Modèle de variable (groupe de type d'effet),
50149,Modèle de variable (classement),Modèle de variable (classement),
50150,Modèle de variable (tableau),Modèle de variable (tableau),
50151,Modèle variable (tableau à deux dimensions),%2 de %1 (tableau bidimensionnel),
60001,Nombre de joueurs dans un groupe de joueurs,Nombre de joueurs dans %1,
60002,Nombre de joueurs dans le groupe de joueurs,Nombre de %2 dans %1,
60003,Nombre de joueurs dans le jeu,Nombre de joueurs dans la partie en cours,
60004,Joueurs avec le nombre spécifié dans le groupe de joueurs,Nombre de joueurs %2 dans %1,
60005,Joueurs aléatoires dans un groupe de joueurs,Joueur aléatoire dans %1,
60006,Tous les joueurs,Tous les joueurs,
60007,Tous les joueurs de l'équipe,Tous les joueurs de %1,
60008,Tous les acteurs de la zone,Tous les joueurs de %1,
60009,Le joueur qui a déclenché l'événement,Le joueur qui a déclenché l'événement,
60010,Joueur cible dans l'événement,Joueur cible dans l'événement,
60011,Le joueur qui tire le projectile,Le joueur qui tire le projectile,
60012,Player’s first inviter,%1’s first inviter,
60013,New player group of player’s invitation,New player group successfully invited by %1,At most 200 players are available for this interface
60014,All player group of player’s invitation,All player group successfully invited by %1,At most 200 players are available for this interface
70001,L'emplacement de la créature,Emplacement de %1,
70002,Propriétés des êtres vivants,Attribut %2 de %1,
70004,Obtenir le numéro de créature dans le groupe de biome,Nombre de %2 dans %1,
70005,Perspective biologique,Angle orienté %1,
70006,Type nom de la créature,Nom de type pour %1,
70012,Équipe de créatures,équipe %1,
70013,Type biologique spécifié,Type de %1,
70014,Type biologique aléatoire,Type biologique aléatoire,
70015,Type biologique,Type biologique %1,
70016,biome,Groupe bio %1,
70017,Apparence biologique,Apparition de %1,
70018,biome,Groupe bio %1,
70019,Groupe de type biologique,Groupe de biotypes %1,
70020,biologie,Bio %1,
70021,Nom du type biologique,Nom de type pour %1,
70022,Description du type biologique,Description du module externe pour %1,
80001,Le nombre d'organismes dans le biome,Nombre de créatures dans %1,
80002,Organismes du nombre spécifié dans le groupe biologique,Créature numérotée %2 dans %1,
80003,Organismes aléatoires dans le biome,Créatures aléatoires dans %1,
80004,Toutes les créatures de l'équipe,Toutes les créatures de %1,
80005,Toutes les créatures de la zone,Toutes les créatures de %1,
80006,La créature qui a déclenché l'événement,La créature qui a déclenché l'événement,
80007,Créature ciblée dans l'événement,Créature ciblée dans l'événement,
80008,Le type de créature qui a déclenché l'événement,Le type de créature qui a déclenché l'événement,
80009,Type de créature ciblée dans l'événement,Type de créature ciblée dans l'événement,
80010,Dernière créature créée,Dernière créature créée,
80011,Dernier type de créature créée,Dernier type de créature créée,
80012,Des créatures qui tirent des projectiles,Des créatures qui tirent des projectiles,
90001,L'emplacement de la goutte,Emplacement de %1,
90002,Nombre d'objets abandonnés,Nombre de %1,
90003,Le nombre d'objets qui ont changé dans le sac à dos du joueur,Le nombre d'objets qui ont changé dans le sac à dos du joueur,
90004,Type nom de l'article,Nom de type pour %1,
90008,Type de goutte,Type de %1,
90009,Type d'article,Type d'élément %1,
90012,Groupe de types d'articles,Type d'élément Groupe %1,
90013,Type d'article aléatoire,Type d'article aléatoire,
90014,Type d'article dans l'événement,Type d'article dans l'événement,
90015,Lanceur qui déclenche l'événement,Lanceur qui déclenche l'événement,
90016,Chutes dans l'événement,Chutes dans l'événement,
90017,Nombre d'articles dans l'événement,Nombre d'articles dans l'événement,
90018,Le dernier type de poste créé,Le dernier type de poste créé,
90019,Description du type d'article,Description du module externe pour %1,
90020,Propriétés de l'article,%2 de %1,
